Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_D0-1	CPM_D0-2	CPM_D0-3	CPM_D0-4	CPM_D0-5	CPM_D0-6	CPM_D0-7	CPM_D1-1	CPM_D1-2	CPM_D1-3	CPM_D1-4	CPM_D1-5	CPM_D1-6	CPM_D1-7	CPM_D1-8	CPM_D2-1	CPM_D2-2	CPM_D2-3	CPM_D2-4	CPM_D2-5	CPM_D2-6	CPM_D2-7	CPM_D2-8	CPM_D2-9	CPM_D3-1	CPM_D3-2	CPM_D3-3	CPM_D3-4	CPM_D3-5	CPM_D3-6	CPM_D3-7	CPM_D3-8	CPM_D3-9	CPM_D7-1	CPM_D7-2	CPM_D7-3	CPM_D7-4	CPM_D7-5	CPM_D7-6	CPM_D7-7	CPM_D7-8
ENSMUSG00000024404.8	Riok3	0.5440023464400557	7.825358886280969	65.50798015437434	5.365125870783764e-10	7.703379541927226e-7	195.4940529861782	172.96936997675485	194.3068648809465	168.37977346831565	168.29588261107463	167.71498360707662	222.52761220977723	208.7858204511333	233.1375993161406	244.5565710540702	201.61631452421554	177.14012454196128	216.6412563309677	205.50994690524985	231.7732097073596	212.96297846547904	248.83806777869992	243.97487104553042	209.7431858111025	218.66567196178778	236.25475168869355	214.57063697071297	209.14367511543244	252.07266666232553	252.11317294980955	276.93017010939786	218.51378368471615	226.7585468809678	213.70126954808174	233.17331099117933	243.89689618139428	206.62076652540662	221.43819895186337	261.96369654449404	269.429470332745	267.89789562158626	268.559126982025	267.9857574131361	275.411642915134	270.2767333712576	267.47108129883856
ENSMUSG00000039230.15	Tbcd	0.5256774417211166	4.21910819304042	65.44642870518096	5.429532314551293e-10	7.703379541927226e-7	13.303516869878331	14.895782817615796	16.29186190016235	14.119695778575243	14.357999114623398	15.471956167740666	14.177738684142518	16.979071138737538	18.393911231487504	15.57875988584056	17.192863707568208	16.358084825013147	15.500355935342387	20.90667976179712	19.671784909823767	18.456184605204477	18.724502323323712	24.11755124192357	18.351956689996097	18.207318558021978	20.294701278487892	19.121644828670725	18.200960023049536	19.418857780508183	22.18168323245409	18.01650516710444	18.26363795539367	18.575315078212764	18.202182255674682	20.510204703959765	19.803176213605592	19.035701629314442	19.844030304242253	22.88955890981822	20.27788386483331	22.533817683973023	20.0615408489264	22.130213405126117	19.965292882626397	20.778949454212423	20.218243022795573
ENSMUSG00000036890.14	Gtdc1	0.5541459700129191	4.7657005370610905	64.6280503781223	6.367400084800953e-10	7.703379541927226e-7	23.063724161822968	19.698091177735176	24.7158109714067	19.882836912687587	19.709135316014407	19.58249237732193	24.49661704094786	24.191629212992343	26.833163117525093	26.693605881315268	25.31449263919563	25.868599258160323	25.432894485967925	25.82110708242735	26.56890461906076	29.51624097774378	27.504153195620212	31.462876868184026	23.294628317226966	27.144244150604198	35.374791811808755	25.97535797512686	25.06293115817626	29.550435752947234	30.903725160658933	26.818686613124424	24.851993242370035	28.19929447806673	25.9420471456031	29.88946588209488	28.80017478966344	24.50601279340867	26.86540993625372	29.537271231499467	31.01483309621288	31.18051516735802	31.390410975378956	33.7269397593207	31.794045172675595	29.827442521728326	35.16815805465805
ENSMUSG00000034842.17	Art3	0.642712788625535	7.726707126678691	64.33451099804856	6.743994882582692e-10	7.703379541927226e-7	164.02302155307618	152.17853797456138	166.11582739500005	129.28646610858692	130.3081137358533	143.43473556166182	169.33250799366994	224.91357325979487	235.3584550756242	253.36456222029543	214.26106603007239	230.1544492821617	222.09715778835357	239.2593013778652	241.4291773002914	203.08630261016614	241.14232442150174	285.2953184610086	227.06541924542552	193.67785015566238	256.4320067792272	201.9589453814661	231.0266684305012	248.22366032475676	223.9548258891148	201.92027604766238	198.65908033688942	190.7979786933414	176.73441485577828	170.0240536972578	230.47474341439494	205.78672805195728	198.8777004621216	224.48813147831294	223.35572616264787	215.90541594876478	287.6175907885051	209.77958718334077	261.30374760195394	209.84483091757104	249.624965015416
ENSMUSG00000027470.10	Mylk2	0.7989339624752915	10.400082609421252	64.25826915253616	6.845585172276263e-10	7.703379541927226e-7	852.7779796928788	914.6240700715985	935.6421849625659	708.0659232271917	894.7523581098153	940.4702597275498	1128.6451853696922	1471.030778908506	1395.3767375409398	1279.6453288536688	960.2264359931808	1226.720497384084	1445.6180333344232	1109.0043310007834	1515.8369747053073	1248.557474944437	1288.9015238913057	1720.217838929146	1324.7732925319626	1134.745007517846	1617.7742605940932	1508.354017075088	1153.1040397131544	1678.564079963211	1845.9387845768122	1439.936792873496	1312.6961768724543	1427.8932661724193	1486.3240541531143	1299.5709164314399	1479.3706082534252	1398.60892834454	1579.5571871174916	1555.2481255438083	1394.7432962311823	1696.9424548074337	1585.1567497247286	1606.4062282579089	1422.846197910369	1725.7055379651038	1688.788741219211
ENSMUSG00000041189.10	Chrnb1	0.914884647150991	5.153460424719482	64.24218507637443	6.867221251632314e-10	7.703379541927226e-7	31.277760001578354	20.043167227564112	31.193633194508795	22.252128267822663	26.013939355277078	20.527149767101477	32.5859316530695	30.10356206074218	39.296083085450576	35.591474508420355	35.61021916175101	29.89018821846256	22.46712241169664	33.722202940457166	31.81671309348021	34.40906427012228	45.36152950686526	31.00828016818745	35.58265916825926	31.72386273784782	36.54925369135088	30.07899186532474	25.690550469315898	34.61622473916676	40.01449319151357	35.62086805914441	29.692417534842466	35.5466335897832	37.03435351401796	39.26872706022999	29.46028066345029	36.15802087836274	30.686882129414062	42.394385172333536	42.15951457688534	53.19029057961074	59.417563631967305	48.09303360108413	52.94449242733005	53.539006072614875	44.46358492871277
ENSMUSG00000027804.14	Ppid	-0.6998732829069108	5.22839848985041	63.769269297721365	7.53655407875048e-10	7.703379541927226e-7	53.890517489846125	55.32719332257296	44.53850301034144	48.79459493548451	45.246240752355654	42.07555076639706	47.792699757835265	45.403644270718765	43.633283745147914	39.45620532625388	41.507771247486616	41.710399013945484	44.20679129574183	50.44754674989486	39.64344458961436	38.368837539303016	51.26882546415118	32.56347940501784	36.703913379992194	38.32651672042722	41.176633496746845	34.03223079619599	32.929093191126405	32.97729300833103	29.057276173072392	31.205057969167825	31.014570466582622	30.50180567856943	36.22436765344405	31.885053366804478	28.01782708739754	32.748275354555126	25.023736590152353	29.902530150273165	35.79889148791618	28.728745967523746	24.958916997340786	24.949033883544416	32.546162370308785	34.06344066136874	26.56230290716526
ENSMUSG00000030421.10	Uri1	0.7610048135811257	5.788353262144878	63.73484654255898	7.58787521914688e-10	7.703379541927226e-7	40.361517283190196	44.60107944039016	38.86693333861256	36.2757716941627	35.44465464089688	37.199076132670214	36.53054443212528	52.23783864271758	53.45730451651056	57.431697502223756	54.427408655644705	48.231894625246404	52.46059093640248	49.768758445940406	61.0844906422424	61.23994176646763	63.43568732112997	68.23735728369645	45.97142268105007	51.44290005282401	72.98106119474755	60.0720437538914	52.25976797422729	57.362610579250514	77.04065446890682	57.228898766096464	53.37912344754321	59.24438931630534	51.726597040539055	44.412908131925846	63.02788676379656	56.22400532782049	48.52809266977108	62.87323521824536	68.00973918205489	50.3829212668234	63.28236047198107	70.3963324741833	58.98422143862684	65.9963497140426	81.7004581630566
ENSMUSG00000042215.9	Bag2	-0.7207560346950311	3.476323860677575	62.84445219770375	9.051192684128334e-10	8.705341847882167e-7	14.656416890543925	17.052508129046654	15.402203912440172	17.12933614861169	16.159371697269876	16.569801242349328	11.46224437972006	10.807013245686706	9.588871338005559	10.126193925796365	10.620591679820476	12.091939779287125	11.751172369754157	11.213582781327544	7.886706450127517	10.44560879628712	8.671260120786668	8.613411157829846	10.045522427566441	11.137810253442018	10.194329114425631	10.957347036654012	9.644416747845789	9.113453715404734	8.916404979529739	9.714782197948473	13.131891830503914	9.830946698775557	10.439817758508099	10.73182602888273	11.564076974117834	11.701069171627562	11.809730331875029	9.155823563927289	11.280592230436762	7.954213052897455	9.912761360645986	10.459307564657372	8.06816630188327	9.29914384500942	9.102346790617379
ENSMUSG00000022186.15	Oxct1	-1.163558727673109	8.221144641013844	62.52735208131948	9.641479891140174e-10	8.809420176534777e-7	492.97099800633896	406.70088106088843	367.6511634261892	498.12749869177696	471.24436577497346	552.2416038089614	346.8400830511801	342.2063209591517	298.8226743672196	254.11354106096084	319.092553316771	411.88679365041406	326.5147179881691	275.58805140550743	276.0047382774664	244.6866792542029	314.3331793785167	260.8188750875088	374.567554935843	264.77309404889104	171.04862813651485	377.8351078168577	370.19079035386386	233.05112566505025	176.72460441716436	248.81617920321364	233.3711971379996	273.97296194745564	301.2247417045397	240.60133107315394	273.5283154047153	354.9814926260429	278.55309359783206	219.3501560208963	278.91604066629304	178.81070942913476	182.58952399118454	140.74321195751716	239.4695574403602	181.3709025943077	178.5714943104755
ENSMUSG00000073147.6	5031425E22Rik	0.7222607344085381	4.6615604570145255	61.492534365250414	1.1865577603404374e-9	1.03253126249815e-6	17.426640742382997	15.26961520493048	16.180654651697076	14.696009891986478	16.185862470544087	16.059175626252276	16.264381675961882	22.86735625509638	28.871124873286494	30.438500084642325	31.436951372268613	25.54252447759528	30.77688001602279	25.332379503580142	28.638040531831855	28.40113241343426	28.23579076831159	26.438387026116615	27.436404078934313	23.40940957459969	39.32098372707029	30.766511679389303	25.230296307813497	26.198075394419607	28.498482400513307	28.202307107983753	27.473889734125933	23.10272474212256	23.08459702635627	24.745284810399024	25.157368300987844	29.53477417744148	22.836749491656974	25.884682043762517	23.59410615908219	19.93232212079009	30.35783166697833	27.57004239856494	23.270050266166155	31.180956720193308	29.651584242162674
ENSMUSG00000011752.8	Pgam1	-0.5936429630696864	3.4141591602622765	61.112428026064634	1.2812564477590082e-9	1.064258196652187e-6	12.884762101577078	15.787229279673884	13.456077064297912	14.407852835280861	12.47715421215428	13.123078333694227	13.062956811800667	9.979342647001728	8.674401319394676	9.6468474677705	10.27073689507345	12.445187458232592	10.016475496123782	9.964612302051354	9.416067776958327	10.013219761146695	9.890656075272293	7.823848468362111	9.633633125297202	9.626091496487811	9.536630461882043	9.668247385282951	10.983337944943687	10.876546941000747	9.74244794766056	11.245596362473687	13.199119945677142	11.0986214046703	11.249803619082003	11.263982691471957	11.001764563114218	9.812217334698166	10.750768157866741	8.912317618078157	10.220488382275235	8.571834301710668	10.060272690417504	9.39606826139433	8.387246325121591	9.29914384500942	7.254294563431426
ENSMUSG00000025512.16	Chid1	-1.0064738871441918	2.4361388928128282	59.670215896827486	1.7192359753673326e-9	1.3659703571244625e-6	9.148181092119724	8.943220958066627	7.534291083522178	10.213566787676877	9.37773373907137	9.293386212966341	7.088869342071259	4.091057530642889	4.337200659697338	3.625057588820592	3.923371514663094	5.081331997138635	5.539838402884103	4.7243665955229845	3.6284847165985914	4.7107647512667405	3.549797111947042	4.593819284175918	6.132574056008671	4.735236694577145	2.560326897401829	4.339968826282569	4.602541615024021	4.842298295651017	4.275987129147777	5.181217172239186	6.6331740304251845	4.993086086483375	5.714900238493658	6.762824253738085	4.107325436895975	5.396719534083991	5.340852703693971	4.456158809039079	4.675329791891863	3.7057274928792845	5.074389744140207	4.351863194751058	4.62666033695566	5.088210783118361	3.0616984659349367
ENSMUSG00000045466.19	Zfp956	0.7503648121631737	4.1990228094121385	59.18258579334174	1.9008103943478243e-9	1.417176673771076e-6	13.529000206655931	12.652788493727703	14.540347736834313	11.430229915989482	12.874515811267475	14.450704935546563	15.035263201328558	22.41804935866739	18.36778351667005	16.956880952664918	16.518143765556083	17.825421337555852	19.557308301090846	17.295525984759433	19.191985277876846	15.748063806167075	20.35036359597121	22.586278147198264	16.040800049485366	19.141027202023107	21.49265239562086	19.16461481704976	16.339022733335273	17.45710616329572	21.30704950149205	17.95762769923809	16.919075651929102	21.73156638676702	15.929721924620116	13.459128924652516	17.260546181241416	17.661991202456697	15.907453526950574	19.23696972208127	17.777126069170222	22.23436495727571	25.16543285902091	20.77025615676641	23.384007417322696	24.237930183622932	28.98959538466323
ENSMUSG00000028089.6	Chd1l	0.4735293626513065	4.50199903782094	58.96516339055987	1.988158337914124e-9	1.417176673771076e-6	18.32857408949339	15.298371542416223	19.43346666930628	17.225388500846897	16.874622575673623	19.7612113429559	18.86553937809287	21.66132195415541	24.037497632057534	23.72764967228024	20.91631820237586	19.890561614467813	21.543816011215952	22.535771691287803	24.58973113727971	21.528422486465395	20.756828914133088	26.510165452431863	21.280947283910685	23.164866834504153	26.237478388971038	21.914694073308024	22.82442228177821	24.832298952056497	22.66759086076634	23.227161073276804	22.588646698204684	20.722600804524266	23.962081708644668	26.718699100834073	26.330889854386694	23.205893996561162	24.033837166622867	25.348968962894432	27.182149952859664	24.442828816668413	25.283441922838122	24.726495424721918	24.637536080044676	24.413385727868395	23.61093591748023
ENSMUSG00000061353.12	Cxcl12	-0.6654124710680831	6.17897514240466	58.85726478965105	2.0330608032195162e-9	1.417176673771076e-6	110.71231835780104	74.30637606316452	100.2533344914427	112.63739172115126	96.00256234574759	108.02284908533129	90.6975097677101	66.87578437374619	69.02942254771304	65.97005628580945	75.01886170075547	58.06848383895863	67.00966148943144	72.52174239449363	73.85915584282918	71.09386030414153	54.1140826912843	67.20853317317788	68.37362417669368	57.3119258151168	57.149315058519726	65.83002219668214	66.17199603782262	70.39956752908017	61.44301960008368	60.143333425481	78.85857909819671	74.48235669940745	79.49111237243343	74.7680110937863	61.51208809065638	81.0734457279436	79.21497479918513	69.25309099949257	62.95385929082298	66.38492634971122	67.44217997153787	66.7862641421739	58.66514141538852	62.537368984632074	45.01524230996231
ENSMUSG00000022037.16	Clu	-0.9957836879437033	4.830297001248207	58.71501606218091	2.0938913314993464e-9	1.417176673771076e-6	33.24268622206886	55.81605105983062	34.16842709095482	43.95995987297916	37.9612781019471	34.16085371689276	40.074979103160906	28.424573131981226	35.66433072582449	28.55107340616549	40.5081861482094	43.74836639247702	36.93225601922735	31.930201818017416	21.471033529624723	21.710481027577153	25.44472891693338	20.00225479984931	25.926143303947104	32.96880759651599	24.428807094476166	25.803478021610722	24.874645364834365	25.75109401328259	17.516970000656517	24.375271696670715	29.311458215527505	24.4480121851129	26.572036148271692	29.645560745074818	23.837156553414136	25.634417786898958	29.627919955405773	23.985335666139306	21.664173512429155	19.93232212079009	21.7431700083217	16.171128007768136	23.292841696397463	19.651020955491603	13.625937316863592
ENSMUSG00000001143.14	Lman2l	-0.7177616789016638	3.8927483191701495	58.39888226356181	2.2360256678498744e-9	1.4593261805103073e-6	23.09593606707691	20.675806652250497	23.21451311712553	22.06002356335225	21.37805403228982	20.195243116638395	23.696260824907558	14.141343371817616	13.351262271718912	11.564233299873955	12.469824113483336	13.015818324221424	12.310752006409116	15.910797844692352	11.755090982699569	11.46968809004076	10.459707520698919	11.317065215704217	14.324594623363536	14.205710083731434	9.207781135610247	14.760191008198639	12.740672016134676	11.894671198035063	11.540306172415875	14.513295829056357	15.283191516047216	15.031000084180524	16.424713283859724	17.494650282620817	12.44421813916697	14.154123505302104	13.835571012586534	15.292173399325364	13.183342727136937	15.25337326614453	13.984074062339872	11.497820372495692	13.971146731792215	14.086573695135561	9.902249993429209
ENSMUSG00000021815.5	Mss51	2.5846563643858738	8.045051194449323	58.01579458286635	2.421953421712898e-9	1.5261647182200518e-6	90.06448709002376	55.98858908474509	90.68951112342931	45.94504181917341	72.18735717223018	65.87070447651966	122.28299615072922	202.2117511244355	215.81492439216873	266.12716166523404	146.03938300440205	121.54437445562094	140.7902365823879	97.55545504433383	245.92729884979377	64.15287842425576	95.41095901653081	540.228362590667	149.10392742146453	163.24339459286372	341.2281544821685	299.6297289670134	176.92588381026428	418.89605102224107	605.392314114229	283.5244465104295	275.321541006094	236.14968806953496	172.21199380090732	239.6700569136228	441.0485171524011	297.3347157846912	324.91722008593405	375.8514274181322	311.77925995930036	307.78125565858505	441.5899168040152	552.3157283020134	585.8537140957894	786.8679857853926	361.0321731587602
ENSMUSG00000038393.15	Txnip	0.9930466733687029	9.593582185309259	57.823078461070736	2.521556936278163e-9	1.535964381784905e-6	391.5357083616734	437.98777624537877	377.5208067274821	563.987394874383	419.95822871609727	360.5527475261282	722.0928117717909	834.7649181022773	774.9480214856809	882.1472785357217	723.6746222492263	862.6580048832099	930.6648727026965	990.9494691770252	868.1374590539605	716.3776019571292	1024.102917952783	1039.0166470553304	939.656794910224	1061.7156528620435	1079.6593166254831	697.9400362464814	795.5074768694926	860.1163388023809	777.7923406394144	650.0072452445525	613.971966505369	579.6895333670103	617.0517285066479	496.41347341864997	824.8389618452165	524.7083219729844	787.82181562851315	742.4252782994124	818.9166316298032	1038.1651718687572	974.2238263430111	780.5660075676216	984.4302459809154	955.4556987275312	1152.35710369216
ENSMUSG00000045954.8	Cavin2	-0.574864637465521	5.796185641193702	57.58832677292879	2.6487267425320563e-9	1.5613816933235742e-6	74.05517017881425	60.53209040749277	71.86768432068203	85.03834917890215	68.42566736729195	74.95984044304718	56.99679624229876	54.22424807956153	53.40504908687565	55.54427082374692	57.05131954124741	46.00371695805192	56.74137515681293	54.05870052693255	55.71673225983622	50.70330369962463	61.376263042443135	49.0007390312098	50.79968061320615	51.198357312728476	53.53197246952998	54.894160154217644	57.55269083150491	56.89079689916144	50.85023330287669	54.461657776377805	60.2588005669369	63.66831533075433	61.288930116758756	53.30435903602084	44.37378373789401	54.604989467595296	45.67349898331395	47.31320527848596	50.368523862648956	53.882775010098285	44.607426122906936	42.60375161679587	48.796452125231866	48.85183653348614	40.877811950590775
ENSMUSG00000051627.4	H1f4	-1.9982620345823552	1.4744002805197283	57.432135924773966	2.737055376107594e-9	1.5630296857184429e-6	5.604871514186028	8.281825195894497	4.948722556704604	6.5635774027390585	7.311453423682764	9.344448774576046	6.1455923731666156	2.2465344821449387	2.142472615031215	1.7376309103437548	2.723869395530428	3.0161917202266766	1.9865077101251074	2.932365473083232	1.7992486198009543	1.5930122347278832	2.709768787745834	0.9809718263083993	2.5628667696752654	1.0670955931441453	0.399317039044322	1.181674680423472	1.5481276341444432	1.6140994318836723	1.2390644521962308	2.178466311055112	1.591065392433068	2.561220324154685	1.7999685790531206	4.079867746517402	1.2224182847904685	1.839790750255906	1.7265687619700334	1.753242810113736	1.7124754470301589	1.4224004518122506	1.4751132977151764	1.2857777620855397	2.096811581280398	3.1080696409195903	0.9102346790617378
ENSMUSG00000070348.6	Ccnd1	-1.5673052252138302	1.59533517171504	56.27127296911089	3.498679836670086e-9	1.937420464706338e-6	5.121692935376888	10.323525157382376	6.032993229241006	8.612694250423448	4.635885322987259	5.667944338677273	3.487266369889894	2.0337048996259446	1.489279744594869	2.336813982876084	1.774263551217068	1.9021028866294356	2.6020453104455634	1.8191526545979309	2.2190732977545102	1.9343719993124298	1.5987635847700419	1.6748299473558037	1.8763845992265336	2.9567440393369027	1.2449295923146508	2.7715642504477795	2.0711437267608095	2.5577267920618194	2.065107420327051	2.7966797236518333	2.7787620938267668	2.975154921997866	2.789951297532337	4.85592954612669	2.3470431067977	2.1096267269601054	3.890534943639142	2.021099350547779	1.549382547313001	2.526632381508603	2.802715265658835	3.041358937240796	2.142394441743015	1.5289697427104436	1.2688119768739377
