Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Mel_1	CPM_Mel_2	CPM_Mel_3	CPM_Mel_4	CPM_Mel_5	CPM_Mel_6	CPM_Mel_7	CPM_Mel_8	CPM_Mel_9	CPM_Mel_10
ENSMUSG00000058174.8	Gm5148	-2.8991623989749398	-0.19343690317100307	21.305734309556076	2.7466551066311645e-4	0.3959644621001897	1.4061165704368508	7.743435888295396	0.30460685288454886	0.3139748070041404	0.23732005953565077	0.21307662998020868	0.30237334000259747	0.27683084304358996	0.36365638405944395	0.3825888766410102	0.21275304385066704	0.18158787927748932	0.23787298610551	0.24625556107374802	0.2286070288372583
ENSMUSG00000133366.1	Gm60000	-2.1999389921091708	0.9376803194520059	21.26724464764035	2.770557100651691e-4	0.3959644621001897	2.4852292872837363	13.65048381889228	0.9939802567811594	1.243340235736396	1.3316292229500404	0.7305484456464297	0.6954586820059742	0.9907630172086377	0.7625053214149632	0.7651777532820204	1.0831064050579413	0.8353042446764509	0.61167339284274	0.9146635125596355	1.1756932911630427
ENSMUSG00000019102.11	Aldh3a1	-2.086049526312513	-1.057399805710665	20.911062061687268	3.0032087034963505e-4	0.3959644621001897	2.763182562835207	0.550916387309554	0.4168304302630669	0.4646827143661278	0.42190232806337913	0.21307662998020868	0.21166133800181822	0.27683084304358996	0.05865425549345871	0.23228610367489907	0.19341185804606092	0.09079393963874466	0.27185484126344	0.33420397574294375	0.2775942493023851
ENSMUSG00000001403.14	Ube2c	-3.130403136547632	2.0360478388056915	20.674620869001117	3.1697801977933067e-4	0.3959644621001897	4.218349711310553	41.823735736583636	1.4108106870442263	1.2307812434562304	1.015202476902506	0.760987964215031	0.710577349006104	0.7576423072771935	0.9736606411914145	0.901816637796667	1.5472948643684874	1.3800678825089188	0.798573596211355	1.952454805656145	1.5839201283724325
ENSMUSG00000046352.8	Gjb2	-3.56708965645433	1.4640991688138538	20.381752476513846	3.3907069374509107e-4	0.3959644621001897	31.31061898123918	0.5050066883670911	0.5290540076415848	2.2731776027099766	0.5010090145752627	0.39571374139181614	0.42332267600363643	0.728502218535763	0.8328904280071137	0.8471610839908084	0.3288001586783036	0.8353042446764509	0.730609885895495	0.24625556107374802	0.5062012781396433
ENSMUSG00000034282.4	Evpl	-4.266194508371865	0.7278885743430691	20.25393595228038	3.4925200626257085e-4	0.3959644621001897	20.437740849372833	0.1377290968273885	0.224447154757036	1.2182222511760648	0.17139782077574778	0.7001089270778286	0.09071200200077924	0.20398062119001364	0.26980957526991006	0.1366388845146465	0.15472948643684875	0.3994933344104765	0.10194556547379	0.08794841466919572	0.13063258790700474
ENSMUSG00000051118.10	Or7d10	-3.350195890153129	-0.2662658229251366	19.7704882919938	3.9099840632278026e-4	0.3966147947167392	1.2099142582828717	8.43208137243234	0.19238327550603085	0.11303093052149055	0.11866002976782539	0.16741735212730682	0.21166133800181822	0.27683084304358996	0.17596276648037612	0.23228610367489907	0.19341185804606092	0.19974666720523826	0.220882058526545	0.1583071464045523	0.11430351441862915
ENSMUSG00000034382.15	AI661453	-3.4202839474532665	0.7987046835363517	19.729150859346227	3.948211560492845e-4	0.3966147947167392	18.982573700897486	0.3366711255780607	0.27254297363354374	1.733140934662855	0.35598008930347613	0.6848891677935279	0.4384413430037663	0.49538150860431884	0.35192553296075224	0.49189998425272746	0.36748253028751576	0.4539696981937233	0.288845768842405	0.26384524400758713	0.1796198083721315
ENSMUSG00000132256.1	Gm62009	-2.284051249552956	0.9848981691390003	19.486727996749977	4.1810496137098513e-4	0.3966147947167392	2.272676782450259	15.211413582936016	1.0741399549086723	1.3689301585380522	0.8042513128708164	0.9284053163423378	0.9827133550084417	1.2530238158815123	0.7859670236123466	0.7105221994761619	0.8510121754026682	0.8716218205319488	0.6286643204217051	0.7739460490889223	0.7021501600001505
ENSMUSG00000141786.1	Gm75798	-3.0649101693514904	3.0067613235813204	19.084170418588993	4.602670991548319e-4	0.3966147947167392	5.738917630503892	84.64218161692062	2.3887590041998834	2.486680471472792	1.6876093122535165	1.6285142434201665	2.5550547230219482	2.695458208582323	1.6657808560142273	2.6781221364870715	2.3402834823573375	1.7977200048471442	1.546174409685815	3.553115952635507	2.694297125581973
ENSMUSG00000097346.3	Rps18-ps4	-3.1041646618418355	-0.5954334598993654	19.01282082324418	4.68229033113364e-4	0.3966147947167392	0.6867080925389272	6.457964317906438	0.2404790943825386	0.21350286876281546	0.10547558201584478	0.18263711141160743	0.18142400400155848	0.20398062119001364	0.2580787241712183	0.23228610367489907	0.07736474321842438	0.12711151549424252	0.06796371031586	0.19348651227223057	0.2286070288372583
ENSMUSG00000142543.1	Gm61219	-0.9024935651390544	0.7583949980314074	18.770397361382614	4.964630931424879e-4	0.3966147947167392	2.2399763970912625	3.657472682416205	2.1482799098173446	2.185264656748817	1.8062693420213418	1.1871412241754484	1.421154698012208	1.5881348364079633	1.3255861741521668	1.0657832992142429	1.0444240334487291	1.3982266704366677	1.6141381200016751	1.6006611469793621	0.6205047925582725
ENSMUSG00000133471.1	Gm30101	-2.069292392109847	-0.7409827755853324	18.717511324156586	5.028743262670895e-4	0.3966147947167392	0.8829104046929064	3.8411114781860562	0.336670732135554	0.3767697684049685	0.34279564155149556	0.2891754264017118	0.21166133800181822	0.18941057681929838	0.26980957526991006	0.20495832677196976	0.3094589728736975	0.23606424306073612	0.288845768842405	0.33420397574294375	0.40822683720938985
ENSMUSG00000037759.7	Ptger2	1.1889090421081385	-2.538501217529709	18.53938774738019	5.251637967937767e-4	0.3969363030766296	0.0981011560769896	0.06121293192328377	0.09619163775301542	0.0753539536809937	0.05273779100792239	0.22829638926450932	0.24189867200207796	0.10199031059500682	0.14077021318430089	0.16396666141757582	0.21275304385066704	0.18158787927748932	0.152918348210685	0.22866587813990888	0.11430351441862915
ENSMUSG00000140383.1	Gm73188	-3.2503729880580297	-0.8384167497279964	18.362233699836587	5.484419168649811e-4	0.3973838571746225	0.4251050096669549	5.738712367807853	0.16031939625502573	0.1507079073619874	0.09229113426386418	0.1521975928430062	0.12094933600103898	0.16027048807786787	0.09384680878953393	0.17763054986904048	0.19341185804606092	0.036317575855497865	0.13592742063172	0.21107619520606974	0.08164536744187796
ENSMUSG00000029859.7	Epha1	-3.454004981805073	-0.20292521225229956	18.208633223196195	5.695689242855669e-4	0.3973838571746225	9.53216233214749	0.1377290968273885	0.09619163775301542	0.7660985290901026	0.17139782077574778	0.319614944970313	0.07559333500064937	0.20398062119001364	0.10557765988822566	0.17763054986904048	0.17407067224145484	0.23606424306073612	0.20389113094758	0.2814349269414263	0.16329073488375592
ENSMUSG00000054889.11	Dsp	-5.363754179914212	3.15055320430166	17.99579765863805	6.003758099744356e-4	0.4033635997383801	120.14121580895326	0.16833556278903036	0.112223577378518	5.952962340798502	0.3691645370554567	3.652742228232149	0.07559333500064937	0.45167137549217307	0.24634787307252656	0.314269434383687	0.15472948643684875	0.272381818916234	0.458755044632055	0.10553809760303487	0.359239616744263
ENSMUSG00000006411.13	Nectin4	-4.3215915587653555	0.2449398170202693	17.421940126686195	6.932296709148922e-4	0.4276117488444556	14.911375723702418	0.09181939788492566	0.04809581887650771	0.7284215522496057	0.065922238759903	0.5326915749505218	0.2721360060023377	0.1457004437071526	0.09384680878953393	0.08198333070878791	0.13538830063224266	0.07263515171099573	0.016990927578965	0.10553809760303487	0.09797444093025356
ENSMUSG00000086866.4	4930512H18Rik	3.173396220437745	-1.6495435452373528	17.37680776677924	7.011931282223564e-4	0.4276117488444556	0.0490505780384948	0.06121293192328377	0.016031939625502572	0.03767697684049685	0.05273779100792239	0.7457682049307304	0.3930853420033767	0.5099515529750341	0.7976978747110384	0.7651777532820204	0.019341185804606094	0.09079393963874466	0.050972782736895	0.19348651227223057	0.4572140576745166
ENSMUSG00000030693.11	Klk10	-2.700037262613023	-0.15831866291284397	17.277635754472495	7.190564854821968e-4	0.4276117488444556	7.946193642236158	0.6580390181753005	0.448894309514072	0.5651546526074527	0.3691645370554567	0.13697783355870558	0.2267800050019481	0.18941057681929838	0.17596276648037612	0.4099166535439395	0.2901177870690914	0.272381818916234	0.88352823410618	0.2814349269414263	0.19594888186050713
ENSMUSG00000052821.4	Cysltr1	1.1744374984577879	0.5790376599335545	17.122119019522888	7.481113128880346e-4	0.4276117488444556	0.8175096339749133	1.0100133767341821	0.7374692227731183	0.7660985290901026	0.6460379398470493	1.765492076978872	2.3585120520202603	2.6226079867287466	2.768480859291251	2.336524925200455	1.025082847644123	1.2892739428701743	1.80103832337029	0.9322531954934746	1.0287316297676623
ENSMUSG00000037995.16	Igsf9	-3.0757351922585863	-1.3709542506675505	17.006886380188693	7.704940741835846e-4	0.4276117488444556	3.744194123605103	0.09181939788492566	0.08015969812751286	0.32653379928430604	0.131844477519806	0.04565927785290186	0.04535600100038962	0.05828017748286104	0.15250106428299262	0.09564721916025255	0.17407067224145484	0.1634290913497404	0.10194556547379	0.052769048801517435	0.13063258790700474
ENSMUSG00000038560.8	Sp6	-3.403077381334203	-0.029808137715341115	16.969564696320234	7.779045045130669e-4	0.4276117488444556	10.415072736840395	0.09181939788492566	0.12825551700402057	1.2810172125768928	0.11866002976782539	0.24351614854880993	0.07559333500064937	0.16027048807786787	0.29327127746729353	0.20495832677196976	0.3094589728736975	0.25422303098848503	0.3398185515793	0.26384524400758713	0.11430351441862915
ENSMUSG00000089671.3	Gm16537	-2.1753222114999335	-0.49031568491577837	16.662240099748814	8.420747465575435e-4	0.4469404547080463	0.49050578038494796	5.340828310306509	0.4007984906375643	0.5274776757669559	0.3296111937995149	0.2891754264017118	0.18142400400155848	0.30597093178502044	0.26980957526991006	0.2869416574807577	0.3288001586783036	0.36317575855497863	0.30583669642137	0.4221523904121395	0.3755686902326386
ENSMUSG00000026581.15	Sell	1.300987857172565	-1.8475933098023962	16.461766713281307	8.871455336018939e-4	0.4469404547080463	0.16350192679498265	0.1377290968273885	0.16031939625502573	0.10047193824132493	0.065922238759903	0.45659277852901864	0.24189867200207796	0.27683084304358996	0.3871180862568275	0.4235805419954042	0.13538830063224266	0.30869939477173186	0.152918348210685	0.35179365867678286	0.34291054325588743
ENSMUSG00000140707.1	Gm63444	-2.8825746515030666	-0.851304472766278	16.147327489544256	9.634246107967122e-4	0.4469404547080463	0.6213073218209341	5.218402446459941	0.12825551700402057	0.10047193824132493	0.131844477519806	0.27395566711741115	0.12094933600103898	0.20398062119001364	0.1994244686777596	0.12297499606318187	0.09670592902303046	0.1089527275664936	0.18690020336861501	0.17589682933839143	0.16329073488375592
ENSMUSG00000114968.2	A630019I02Rik	-2.8236778723761224	0.9313760795676923	15.992227071297192	0.0010037543941630114	0.4469404547080463	1.6840698459883214	18.884189498333043	0.5290540076415848	0.48980069892645905	0.38234898480743734	0.5631310935191229	1.0431880230089612	0.786782396018624	0.48096489504636136	0.8744888608937377	0.4255060877013341	0.5084460619769701	0.424773189474125	0.4397420733459786	0.6205047925582725
ENSMUSG00000019851.9	Perp	-3.3153040844535564	2.92375606841822	15.768665416551231	0.0010652793355752802	0.4469404547080463	86.00201349416088	1.1324392405807497	1.0741399549086723	5.048714896626578	1.278891431942118	5.0529600823878065	1.9654267100168834	1.3987242595886649	1.8182819202972198	2.5688110288753543	0.7929886179888499	1.4527030342199145	1.3762651338961651	1.0202016101626703	1.4532875404654277
ENSMUSG00000138479.1	Gm69738	3.470858772716838	-1.3091969868502455	15.74300670744908	0.0010726088150681816	0.4469404547080463	0.016350192679498266	0.06121293192328377	0.04809581887650771	0.050235969120662465	0.05273779100792239	0.9588448349109391	0.6198653470053248	0.9033427509843461	1.5132797917312346	0.7105221994761619	0.09670592902303046	0.2179054551329872	0.10194556547379	0.08794841466919572	0.032658146976751186
ENSMUSG00000097652.5	Mhrt	-2.504279093683164	0.1233464457824055	15.742033194980873	0.0010728880192186613	0.4469404547080463	1.0627625241673873	9.151333322530924	0.3527026717610566	0.6153906217281152	0.5669312533351657	0.21307662998020868	0.25701733900220786	0.21855066556072889	0.7625053214149632	0.273277769029293	0.5028708309197585	0.5810812136879658	0.696628030737565	0.1583071464045523	0.4572140576745166
ENSMUSG00000118008.3	Gm36913	-2.699809020771342	0.1394238624642481	15.724407955495028	0.0010779571537179527	0.4469404547080463	1.0137119461288926	10.283772563111674	0.4007984906375643	0.3139748070041404	0.29005785054357314	0.441373019244718	0.5896280130050651	0.49538150860431884	0.35192553296075224	0.5328916496071214	0.2901177870690914	0.1634290913497404	0.16990927578965	0.38697302454446114	0.32658146976751184
ENSMUSG00000041782.15	Lad1	-3.482220039742659	0.525539830697596	15.552692039195241	0.0011287829159937117	0.4469404547080463	16.170340560023785	0.2142452617314932	0.12825551700402057	1.2935762048570585	0.21095116403168956	0.8370867606365341	0.4535600100038962	0.1457004437071526	0.4340414906515944	0.30060554593222233	0.17407067224145484	0.3268581826994808	0.30583669642137	0.052769048801517435	0.14696166139538033
ENSMUSG00000074361.12	C5ar2	1.4130046336432023	-2.22447460753996	15.461195109857961	0.0011569651703458095	0.4469404547080463	0.0981011560769896	0.015303232980820942	0.112223577378518	0.13814891508182178	0.065922238759903	0.33483470425461365	0.15118667000129873	0.30597093178502044	0.18769361757906786	0.32793332283515164	0.13538830063224266	0.25422303098848503	0.220882058526545	0.21107619520606974	0.19594888186050713
ENSMUSG00000023918.13	Adgrf4	-3.3271654264342625	-0.6615981429689747	15.419659608248692	0.0011700199017520936	0.4469404547080463	6.932481696107265	0.1071226308657466	0.06412775850201029	0.27629783016364357	0.22413561178367017	0.36527422282321487	0.09071200200077924	0.04371013311214578	0.14077021318430089	0.12297499606318187	0.05802355741381828	0.1089527275664936	0.288845768842405	0.12312778053687401	0.14696166139538033
ENSMUSG00000140944.1	Gm69525	-2.6416474981140436	0.1003419073896419	15.36205223672055	0.0011884019922232536	0.4469404547080463	0.7194084778979237	10.054224068399359	0.3527026717610566	0.4772417066462934	0.23732005953565077	0.22829638926450932	0.5140346780044157	0.5245215973457493	0.2580787241712183	0.32793332283515164	0.3094589728736975	0.4539696981937233	0.23787298610551	0.35179365867678286	0.5715175720931458
ENSMUSG00000032561.16	Acp3	-3.869891003400937	0.13529532559342966	15.185480636694958	0.0012468061371701407	0.4469404547080463	13.423508189868077	0.06121293192328377	0.09619163775301542	0.5400366680471215	0.065922238759903	0.5783508528034236	0.10583066900090911	0.13113039933643733	0.12903936208560915	0.1366388845146465	0.11604711482763656	0.07263515171099573	0.050972782736895	0.33420397574294375	0.2612651758140095
ENSMUSG00000015619.11	Gata3	-2.6520108162519467	-0.33367993035227067	15.166531636745667	0.00125326395264146	0.4469404547080463	6.965182081466262	0.3213678925972398	0.30460685288454886	0.9168064364520899	0.22413561178367017	0.3500544635389143	0.18142400400155848	0.13113039933643733	0.1994244686777596	0.1366388845146465	0.3481413444829097	0.25422303098848503	0.13592742063172	0.2814349269414263	0.7511373804652772
ENSMUSG00000004885.6	Crabp2	-3.59534339656256	-1.090044436644035	15.104899310984441	0.0012745306382706747	0.4469404547080463	5.297462428157438	0.1071226308657466	0.112223577378518	0.18838488420248425	0.03955334325594179	0.06087903713720248	0.1663053370014286	0.01457004437071526	0.17596276648037612	0.20495832677196976	0.05802355741381828	0.036317575855497865	0.152918348210685	0.017589682933839144	0.016329073488375593
ENSMUSG00000132998.1	Gm69193	-0.8060377902830445	-2.0804205404105605	15.008658105697148	0.0013085586121823862	0.4469404547080463	0.26160308287197226	0.275458193654777	0.25651103400804115	0.33909279156447164	0.30324229829555377	0.13697783355870558	0.21166133800181822	0.13113039933643733	0.14077021318430089	0.1912944383205051	0.17407067224145484	0.19974666720523826	0.152918348210685	0.08794841466919572	0.21227795534888272
ENSMUSG00000028249.16	Sdcbp	0.33469901805126456	5.007613476403994	14.94266562839275	0.0013324838536916345	0.4469404547080463	25.71885308485077	28.050826053844787	31.069898994223983	24.942158668408915	27.094040130320128	37.62324495079113	36.28480080031169	36.556241326124585	31.180602220322648	39.76191539376214	30.172249855185505	34.39274433515648	35.90182997435305	34.84516189193534	28.49423323721541
ENSMUSG00000033508.9	Asprv1	-5.252704077002545	2.0440607570049507	14.885195475314497	0.0013537219545915029	0.4469404547080463	57.73253035130838	0.030606465961641884	0.06412775850201029	0.6530675985686121	0.026368895503961196	1.96334894767478	0.09071200200077924	0.21855066556072889	0.1994244686777596	0.15030277296611116	0.03868237160921219	0.1089527275664936	0.06796371031586	0.052769048801517435	0.11430351441862915
ENSMUSG00000059149.18	Mfsd4a	-0.80418923538609	3.8950852555695756	14.846830202986766	0.0013681123885655874	0.4469404547080463	22.007359346604666	33.00907353963077	18.40466669007695	15.485237481444205	14.911610407490056	9.29927292270768	15.224497669130782	9.485098885335635	7.366974489978413	14.005485662751267	9.071016142360259	13.346709126895465	16.600136244648805	9.83263276001608	14.663507992561282
ENSMUSG00000043336.15	Filip1l	-0.952299964878147	5.928063506456276	14.835488411528985	0.0013723995779229034	0.4469404547080463	49.31218112136677	47.103351114966856	92.63254715615386	129.520887385348	130.24915934181632	29.5111132522589	36.66276747531494	57.40597482061812	36.57679372572085	41.92080976909355	38.37291263633849	49.93666680130956	51.66941076763256	75.82912312778055	46.0969744576843
ENSMUSG00000061331.6	Gm17132	-0.7533702277377637	2.0766125466441396	14.68426281497296	0.0014310355990753952	0.4469404547080463	6.392925337683822	6.289628755117407	7.551043563611711	3.9184055914116724	4.588187817689248	1.9785687069590807	3.9913280880342863	2.914008874143052	2.1936691554553556	3.52528322047788	3.5587781880475213	3.795186676899527	4.910378070320885	3.3596294403632765	3.8699904167450154
ENSMUSG00000031936.10	Hephl1	-3.0638182284603483	-1.2593830252303417	14.660896291012731	0.0014403454501476349	0.4469404547080463	3.67879335288711	0.06121293192328377	0.08015969812751286	0.7786575213702682	0.131844477519806	0.13697783355870558	0.06047466800051949	0.11656035496572208	0.2580787241712183	0.17763054986904048	0.03868237160921219	0	0.16990927578965	0.08794841466919572	0.032658146976751186
ENSMUSG00000028860.14	Sytl1	-3.2032005115725823	-0.7364582020562082	14.650109257150852	0.001444666337421015	0.4469404547080463	6.474676301081313	0.0765161649041047	0.12825551700402057	0.33909279156447164	0.07910668651188359	0.319614944970313	0.13606800300116886	0.05828017748286104	0.09384680878953393	0.1912944383205051	0.05802355741381828	0.23606424306073612	0.13592742063172	0.17589682933839143	0.11430351441862915
ENSMUSG00000029055.18	Plch2	-2.387234372532614	-0.636516940198041	14.617948873036138	0.0014576356591820734	0.4469404547080463	5.18301107940095	0.4744002224054492	0.16031939625502573	0.6028316294479495	0.27687340279159256	0.24351614854880993	0.1663053370014286	0.1457004437071526	0.4340414906515944	0.24594999212636373	0.38682371609212185	0.4539696981937233	0.13592742063172	0.19348651227223057	0.13063258790700474
ENSMUSG00000032281.12	Acsbg1	-2.879168636048418	-0.17537358586993101	14.606067463274366	0.0014624602714553845	0.4469404547080463	8.943555395685552	0.24485172769313507	0.112223577378518	0.590272637167784	0.263688955039612	0.5935706120877242	0.24189867200207796	0.16027048807786787	0.18769361757906786	0.23228610367489907	0.15472948643684875	0.18158787927748932	0.322827624000335	0.33420397574294375	0.32658146976751184
ENSMUSG00000039238.7	Zfp750	-2.427356286544221	0.09068748222442274	14.546035568526142	0.0014871142706460265	0.4469404547080463	8.289547688505621	0.5815228532711958	0.5290540076415848	1.444284112219046	0.5010090145752627	0.3043951856860124	0.10583066900090911	0.335111020526451	0.12903936208560915	0.20495832677196976	0.4255060877013341	0.4539696981937233	0.832555451369285	0.9498428784273137	0.4898722046512678
ENSMUSG00000028749.8	Pla2g2f	-3.652757265043203	0.28987651761922156	14.482241583371007	0.0015138286520663758	0.4469404547080463	14.06116570436851	0.3366711255780607	0.08015969812751286	0.8791294596115932	0.14502892527178657	0.9284053163423378	0.06047466800051949	0.13113039933643733	0.03519255329607522	0.09564721916025255	0.23209422965527313	0.3994933344104765	0.322827624000335	0.17589682933839143	0.08164536744187796
ENSMUSG00000071414.6	Gm6736	6.460637280629074	-1.6985111335329015	14.471500739903965	0.0015183795476996192	0.4469404547080463	0	0.015303232980820942	0	0	0	0.441373019244718	0.6198653470053248	0.3642511092678815	0	0.013663888451464651	0	0.6718751533267106	0	1.3719952688394532	0.7674664539536529
ENSMUSG00000036960.11	Clca2	-2.593366223908067	-1.7341659248101866	14.411593322749907	0.0015440472812537408	0.4469404547080463	2.3053771678092554	0.275458193654777	0.224447154757036	0.10047193824132493	0.18458226852772835	0.09131855570580372	0.04535600100038962	0.02914008874143052	0.023461702197383482	0.06831944225732325	0.05802355741381828	0.14527030342199146	0.356809479158265	0.10553809760303487	0.09797444093025356
ENSMUSG00000051379.13	Flrt3	-2.1184285149571718	-0.6434734668232323	14.3927569343893	0.0015522187787545157	0.4469404547080463	4.741555877054497	0.3060646596164188	0.4969901283905797	0.5149186834867903	0.25050450728763135	0.22829638926450932	0.25701733900220786	0.32054097615573574	0.26980957526991006	0.314269434383687	0.3481413444829097	0.18158787927748932	0.5097278273689501	0.14071746347071315	0.31025239627913626
ENSMUSG00000041842.16	Fhdc1	-2.512987821429173	-1.0329360348572005	14.268079373912146	0.001607552710665229	0.4556407214291759	4.33280106006704	0.16833556278903036	0.16031939625502573	0.3139748070041404	0.17139782077574778	0.24351614854880993	0.13606800300116886	0.1457004437071526	0.15250106428299262	0.12297499606318187	0.09670592902303046	0.2905406068439829	0.20389113094758	0.24625556107374802	0.14696166139538033
ENSMUSG00000143433.1	Gm68404	-2.9155081604365263	-1.174316496399528	14.081061676954233	0.001694779351948025	0.4572556228405117	0.4414552023464532	4.208389069725759	0.09619163775301542	0.10047193824132493	0.065922238759903	0.21307662998020868	0.07559333500064937	0.1457004437071526	0.2228861708751431	0.09564721916025255	0.13538830063224266	0.07263515171099573	0.13592742063172	0.1583071464045523	0.016329073488375593
ENSMUSG00000020656.17	Grhl1	-2.6724456132295202	0.6147592489515371	13.912684449595876	0.001777903928535529	0.4572556228405117	14.747873796907436	0.4744002224054492	0.5450859472670875	1.142868297495071	0.30324229829555377	1.1567017056068472	0.7256960160062339	0.5390916417164646	0.5865425549345871	0.5055638727041921	0.46418845931054625	0.4539696981937233	0.18690020336861501	0.22866587813990888	0.5062012781396433
ENSMUSG00000111947.3	Gm47438	-1.4870075998704382	-0.08449122337610844	13.854062263633672	0.0018079172321688142	0.4572556228405117	0.9483111754108995	4.897034553862701	0.8015969812751286	0.6781855831289433	0.6724068353510105	0.7762077234993316	0.40820400900350656	0.37882115363859675	0.6686585126254292	0.6422027572188386	0.5995767599427889	0.5810812136879658	0.54370968252688	0.5804595368166917	0.5062012781396433
ENSMUSG00000015093.16	Clic3	-2.5691884997664296	-0.7087130972276322	13.845362999170863	0.0018124196222945761	0.4572556228405117	5.526365125670414	0.19894202875067224	0.19238327550603085	0.3767697684049685	0.29005785054357314	0.36527422282321487	0.10583066900090911	0.30597093178502044	0.3401946818620605	0.23228610367489907	0.13538830063224266	0.1634290913497404	0.050972782736895	0.26384524400758713	0.21227795534888272
ENSMUSG00000129238.1	1700012M20Rik	-1.1451751631978808	-1.7339339799430467	13.817535513121678	0.0018269072481718268	0.4572556228405117	0.4414552023464532	0.8416778139451518	0.32063879251005145	0.16326689964215302	0.3691645370554567	0.18263711141160743	0.24189867200207796	0.27683084304358996	0.23461702197383483	0.1366388845146465	0.25143541545987924	0.14527030342199146	0.16990927578965	0.14071746347071315	0.13063258790700474
