Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Sham_1	CPM_Sham_2	CPM_Sham_3	CPM_CS_1	CPM_CS_2	CPM_CS_3	CPM_CS_4	CPM_CS_5
ENSMUSG00000028581.18	Laptm5	1.7255485145154534	3.3863105521218744	14.897208366983826	0.0034463143156106516	0.41710950149385273	4.056175297875271	3.2966109570745052	4.660186707714446	5.731736135051908	15.750939114621032	9.676141327538762	23.331658139585343	11.935841369891529
ENSMUSG00000115801.3	Gm55330	1.6984716684469057	2.140582831275798	14.752446660746259	0.003550624665806386	0.41710950149385273	2.317814455928726	1.318644382829802	1.0965145194622226	2.5792812607733584	4.318805886267057	7.740913062031009	5.399061387672642	5.768989995447573
ENSMUSG00000058126.8	Tpm3-rs7	1.1922965788792783	4.070221971915412	14.651465279920568	0.0036256630697347548	0.41710950149385273	11.29934547265254	8.241527392686262	7.4014730063700025	14.90251395113496	13.972607279099302	18.868475588700584	25.06707072848012	29.64067273523063
ENSMUSG00000118346.2	Tmem179b	1.1865540124511167	3.4441279868099532	14.568511613266246	0.003688749889943229	0.41710950149385273	6.084262946812906	5.604238627026659	5.482572597311113	8.884191009330458	8.129516962385049	16.691343790004364	15.040242437088073	16.312316538851757
ENSMUSG00000021091.9	Serpina3n	6.712157835026911	5.384308256250034	14.549883656259755	0.003703099363387669	0.41710950149385273	0.28972680699109077	0.659322191414901	0.8223858895966669	2.292694454020763	3.0485688608943935	54.18639143421706	76.74380115334684	188.98415502328254
ENSMUSG00000022952.18	Runx1	3.054729606243547	3.933533809392525	14.509973320465347	0.0037340719334185745	0.41710950149385273	2.0280876489376354	3.955933148489406	1.9189004090588895	2.865868067525954	11.686180633428508	24.91606391841231	23.138834518597037	45.75405858458419
ENSMUSG00000023973.14	Cnpy3	1.185817308331366	3.3679749336294345	14.399521516108646	0.003821443139081721	0.41710950149385273	4.925355718848543	5.274577531319208	6.0308298570422245	9.743951429588243	7.875469557310516	13.062790792177328	11.955064501275135	18.898415502328255
ENSMUSG00000044258.11	Ctla2a	2.2233133903975495	4.250189686521615	14.247145188980936	0.003946091253813399	0.41710950149385273	5.215082525839634	6.5932219141490105	4.934315337580001	6.304909748557099	13.464512468950238	32.65697698044332	39.33601868161496	37.9957616941547
ENSMUSG00000022008.5	Gpalpp1	0.9702233763015136	3.2802117997416955	14.240148713694984	0.00395193222289189	0.41710950149385273	4.3459021048663615	5.933899722734109	6.853215746638891	8.597604202577863	9.399753987757713	13.062790792177328	11.37659363831021	13.527286885877066
ENSMUSG00000054885.14	4930578G10Rik	-1.4174244807238257	2.570479058131272	13.711482683779185	0.004425346343957931	0.41710950149385273	11.00961866566145	8.241527392686262	7.949730266101113	4.871975714794122	5.080948101490655	1.693324732319283	3.663648798777864	1.7903762054837293
ENSMUSG00000079457.12	Gm7609	-0.714503526757243	2.969217735186632	13.544600664879786	0.004588912181178474	0.41710950149385273	9.850711437697086	9.560171775516064	9.868630675160002	6.87808336206229	5.843090316714254	6.289491862900195	5.206237766684333	5.57005930594938
ENSMUSG00000001473.8	Tubb6	2.0644064495943453	3.839869544120951	13.256391003131462	0.004889056986166907	0.41710950149385273	3.476721683893089	2.9669498613670546	7.127344376504446	5.445149328299313	14.988796899397434	19.110379121889054	20.632127445749024	35.21073204118001
ENSMUSG00000029810.16	Tmem176b	1.4115118773807962	4.220562068365122	13.217541020878409	0.0049313174643490585	0.41710950149385273	10.140438244688177	7.582205201271361	8.77211615569778	12.323232690361602	18.54546057044089	16.691343790004364	32.97283918900077	36.80217755716555
ENSMUSG00000033819.17	Ppp1r16a	-1.3617434641468533	2.303275054184829	13.150957606211065	0.0050047833852834055	0.41710950149385273	4.3459021048663615	10.549155062638416	7.127344376504446	4.585388908041526	3.0485688608943935	2.4190353318846904	2.506707072848012	1.7903762054837293
ENSMUSG00000032702.17	Kank1	2.5939585104832137	5.47314041945901	13.133148836755494	0.005024658003210207	0.41710950149385273	9.271257823714905	12.19746054117567	10.142759305025558	15.475687564640152	17.021176139993695	73.78057762248305	93.51945617932968	117.76696818292976
ENSMUSG00000006221.8	Hspb7	2.5098576120190486	4.550603924671315	13.05878678376041	0.005108689835294419	0.41710950149385273	6.373989753803997	4.285594244196856	6.579087116773335	6.5914965553096945	13.210465063875704	62.41111156262501	38.75754781865003	43.56582100010408
ENSMUSG00000009687.15	Fxyd5	1.5509221416366488	2.549895016230104	13.049658190449701	0.00511912278995754	0.41710950149385273	1.4486340349554538	2.9669498613670546	2.7412862986555564	3.72562848778374	4.826900696416122	8.466623661596415	10.798122775345284	6.962574132436725
ENSMUSG00000121179.2	Gm56999	1.338091096415903	3.0258903649775926	13.022500134665666	0.005150314876234352	0.41710950149385273	4.3459021048663615	3.955933148489406	3.2895435583866677	4.871975714794122	12.956417658801172	8.708527194784885	14.07612433214653	8.156158269425879
ENSMUSG00000036606.18	Plxnb2	1.2857757415085744	1.9245581906297422	12.928823982758354	0.005259693289846518	0.41710950149385273	1.7383608419465446	2.3076276699521534	1.0965145194622226	4.871975714794122	4.064758481192524	4.354263597392443	2.8923543148246296	4.7743365479566116
ENSMUSG00000142490.1	ENSMUSG00000142490	-0.9902216612803864	3.292694757151154	12.924130367456112	0.00526524756919372	0.41710950149385273	12.458252700616903	13.186443828298021	15.07707464260556	9.743951429588243	8.129516962385049	4.1123600642039735	6.748826734590802	5.57005930594938
ENSMUSG00000030022.15	Adamts9	1.6377100872236563	2.8168696262445048	12.882240997443517	0.005315135245123424	0.41710950149385273	1.7383608419465446	3.2966109570745052	3.2895435583866677	7.45125697556748	4.064758481192524	6.773298929277132	9.83400467040374	14.91980171236441
ENSMUSG00000072694.9	Gm57857	1.4004723741444527	1.5655202880290913	12.871251829934073	0.005328317684819581	0.41710950149385273	1.7383608419465446	0.659322191414901	1.0965145194622226	4.012215294536336	3.0485688608943935	3.1447459314500974	2.8923543148246296	2.78502965297469
ENSMUSG00000018774.14	Cd68	4.661751036408455	5.2364976490162345	12.848666152516788	0.005355536125435388	0.41710950149385273	1.4486340349554538	1.977966574244703	3.2895435583866677	2.292694454020763	6.351185126863319	85.63385074871803	68.64520907183787	125.32633438386105
ENSMUSG00000089797.3	Gm16118	-1.5794667699716718	1.5032020807564819	12.811816688193154	0.005400307921574381	0.41710950149385273	4.635628911857452	3.2966109570745052	4.38605807784889	2.292694454020763	1.7783318355217295	0.7257105995654071	1.542588967906469	0.5967920684945764
ENSMUSG00000028251.6	Tstd3	-1.0021269220832163	3.51339156393068	12.794613257642204	0.005421365688778332	0.41710950149385273	13.906886735572357	16.812715881079974	17.270103681530006	8.024430589072672	12.702370253726638	7.015202462465601	7.13447397656742	5.172197926952996
ENSMUSG00000028124.17	Gclm	1.7320092660003634	5.27477385648682	12.763995362103108	0.005459090840612037	0.41710950149385273	15.35552077052781	16.153393689665073	15.07707464260556	21.78059731319725	22.61021905163342	87.32717548103732	59.00402802242244	67.03964236089075
ENSMUSG00000027465.14	Tbc1d20	0.8833206337754328	4.222301468307784	12.720629202988219	0.005513071157860303	0.41710950149385273	11.58907227964363	11.867799445468219	12.061659714084449	17.768382018660915	14.480702089248368	27.335099250297	24.681423486503505	24.86633618727402
ENSMUSG00000024640.10	Psat1	2.050696776429554	1.691514677808079	12.68744523453976	0.005554815818590862	0.41710950149385273	0.5794536139821815	0.3296610957074505	1.6447717791933338	1.7195208405155724	2.7945214558198606	3.8704565310155044	4.627766903719407	5.3711286164511876
ENSMUSG00000016256.11	Ctsz	1.2713153760020373	4.039222448943331	12.653084940439829	0.005598445933644387	0.41710950149385273	8.981531016723814	8.571188488393712	7.675601636235558	8.597604202577863	18.037365760291827	24.190353318846903	28.34507228528137	22.08130653429933
ENSMUSG00000079481.12	Nhsl2	1.1693922381432502	2.5801181371552198	12.59146566295182	0.005677737451767776	0.41710950149385273	1.7383608419465446	2.637288765659604	4.660186707714446	6.5914965553096945	5.843090316714254	7.49900952884254	6.170355871625876	8.156158269425879
ENSMUSG00000079442.13	St6galnac4	1.3556901004521054	3.2399290506168463	12.586851170781527	0.005683730145254384	0.41710950149385273	4.925355718848543	5.274577531319208	3.2895435583866677	6.87808336206229	6.859279937012385	14.51421199130814	16.96847864697116	11.935841369891529
ENSMUSG00000143161.1	Urml	1.6428667311110068	3.999353809020292	12.572524343511818	0.00570238500356192	0.41710950149385273	7.53289698176836	5.933899722734109	6.30495848690778	8.311017395825267	12.956417658801172	21.529414453773743	21.981892792667185	37.9957616941547
ENSMUSG00000024803.10	Ankrd1	3.847847688597164	7.465231107017152	12.497503790892903	0.0058012932157506586	0.41710950149385273	23.757598173269443	15.164410402542723	17.270103681530006	10.60371184984603	67.32256234475119	311.3298472135596	471.8394005583912	489.56842685505086
ENSMUSG00000049551.3	Fzd9	-1.0070674190457796	2.6524232463173694	12.407309884640041	0.005922982683655646	0.41710950149385273	6.953443367786178	9.889832871223515	8.77211615569778	4.871975714794122	5.334995506565188	5.079974196957849	3.470825177789555	2.586098963476498
ENSMUSG00000020755.10	Sap30bp	1.4815971574032054	2.483019486080237	12.366993952379564	0.005978379648152034	0.41710950149385273	1.7383608419465446	1.977966574244703	3.2895435583866677	4.585388908041526	3.8107110761179914	6.531395396088664	7.13447397656742	10.742257232902375
ENSMUSG00000020869.9	Lrrc59	1.4043365113306086	4.1723808565689815	12.355125917188191	0.005994807071738233	0.41710950149385273	8.112350595750542	8.571188488393712	9.046244785563337	11.463472270103816	12.448322848652106	30.963652248124035	25.06707072848012	33.420355835696284
ENSMUSG00000071748.3	Styx-ps	-3.088714774940809	2.053333031892061	12.342859237695482	0.006011844012234252	0.41710950149385273	6.953443367786178	10.219493966930965	8.497987525832224	0	1.5242844304471967	0	3.085177935812938	0
ENSMUSG00000000682.8	Cd52	2.556428720027547	1.6276622337028879	12.287103144080255	0.006090028583317652	0.41710950149385273	1.158907227964363	0.659322191414901	0	2.292694454020763	4.064758481192524	2.1771317986962213	6.556003113602493	2.9839603424728822
ENSMUSG00000039126.11	Prune2	2.4784438682616283	3.3618531770719486	12.24333287722387	0.006152273547271513	0.41710950149385273	3.1869948769019985	2.637288765659604	1.6447717791933338	2.292694454020763	7.875469557310516	15.965633190438956	26.995306938363207	15.914455159855372
ENSMUSG00000025491.15	Ifitm1	3.0718905181743192	1.8009498798696257	12.161232394113476	0.006271127536428237	0.41710950149385273	0.28972680699109077	0	1.0965145194622226	1.7195208405155724	1.7783318355217295	3.1447459314500974	6.170355871625876	8.355088958924071
ENSMUSG00000032806.14	Slc10a3	1.8803522871976848	2.6241313104718573	12.143240071537097	0.006297546315741759	0.41710950149385273	1.4486340349554538	1.977966574244703	2.7412862986555564	3.1524548742785496	3.8107110761179914	7.982816595219478	10.026828291392048	12.93049481738249
ENSMUSG00000040026.9	Saa3	6.633198362145722	6.2718142362822045	12.027895350693228	0.006470164957366522	0.41710950149385273	1.4486340349554538	1.6483054785372526	0.5482572597311113	1.1463472270103816	1.7783318355217295	143.6906987139506	243.7290569292221	217.03338224252764
ENSMUSG00000022526.9	Zfp251	-0.8428786039875077	2.791392799087466	11.977040503967007	0.0065480971128819825	0.41710950149385273	9.560984630705995	8.241527392686262	9.046244785563337	5.158562521546717	6.351185126863319	3.8704565310155044	5.784708629649259	3.779683100465651
ENSMUSG00000111472.2	Gm47103	3.4603390788014234	1.525649924551055	11.957655872420448	0.006578103232294903	0.41710950149385273	0	0	0.8223858895966669	5.731736135051908	5.589042911639721	3.386649464638566	0.7712944839532345	2.586098963476498
ENSMUSG00000140143.1	Gm73647	1.7290535510195408	3.304921844414451	11.938683916936599	0.0066076326641145095	0.41710950149385273	2.607541262919817	4.944916435611757	3.837800818117779	4.298802101288931	8.637611772534115	21.045607387396807	12.72635898522837	15.914455159855372
ENSMUSG00000025479.10	Cyp2e1	1.0185443560770433	4.085649052384624	11.924948412739539	0.006629112344363455	0.41710950149385273	9.850711437697086	12.52712163688312	7.675601636235558	12.323232690361602	28.7073567734222	20.07799325464293	21.210598308713948	18.898415502328255
ENSMUSG00000006576.17	Slc4a3	1.283961972110342	2.1753871980375807	11.902119665443735	0.006665000327885619	0.41710950149385273	2.317814455928726	1.977966574244703	1.9189004090588895	3.72562848778374	5.843090316714254	3.1447459314500974	5.013414145696024	7.559366200931302
ENSMUSG00000054520.16	Sh3bp2	2.014185953358488	2.5480673380727317	11.855044672408988	0.006739753788911257	0.41710950149385273	1.158907227964363	2.637288765659604	1.6447717791933338	2.5792812607733584	4.064758481192524	9.91804486072723	6.748826734590802	12.93049481738249
ENSMUSG00000035673.11	Sbno2	2.078341672542907	3.9800612859485143	11.81638290364332	0.006801911278726809	0.41710950149385273	5.215082525839634	4.285594244196856	5.482572597311113	4.871975714794122	10.924038418204908	25.15796745160078	26.8024833173749	37.79683100465651
ENSMUSG00000031605.9	Klhl2	1.295939796812896	1.9956551880279736	11.74312705656998	0.006921610556648183	0.41710950149385273	0.8691804209732723	2.3076276699521534	2.193029038924445	3.439041681031145	4.064758481192524	3.8704565310155044	5.013414145696024	5.57005930594938
ENSMUSG00000030870.13	Ubfd1	1.8691415091132897	3.613814272537377	11.73788098079297	0.006930280533490596	0.41710950149385273	5.794536139821815	4.285594244196856	3.0154149285211123	7.45125697556748	5.843090316714254	20.803703854208337	18.51106761487763	26.85564308225594
ENSMUSG00000091542.2	Gm17167	-1.2057981567574443	3.916365933436335	11.72886181849098	0.006945217043593276	0.41710950149385273	23.17814455928726	26.70254875230349	18.366618200992228	14.615927144382365	14.480702089248368	8.224720128407947	7.520121218544037	4.7743365479566116
ENSMUSG00000039005.14	Tlr4	2.017602378492356	1.6689964612284665	11.707489389516468	0.006980768294681067	0.41710950149385273	0.8691804209732723	0.3296610957074505	1.3706431493277782	2.292694454020763	2.286426645670795	4.1123600642039735	6.748826734590802	2.586098963476498
ENSMUSG00000031762.8	Mt2	6.634944984540991	10.773388321455403	11.666246765805129	0.007049999955169621	0.41710950149385273	16.804154805483265	46.15255339904307	21.107904499647784	14.90251395113496	47.25281734386309	5383.563131109378	3712.818822129883	4753.050964180305
ENSMUSG00000030824.18	Nucb1	0.7702864299797461	4.66284536887758	11.662653391270867	0.00705607142800671	0.41710950149385273	21.439783717340717	14.175427115420371	15.899460532202227	22.067184119949847	26.67497753282594	32.41507344725485	35.28672264086048	30.038534114227016
ENSMUSG00000035105.6	Egln3	3.147064545077428	6.567188211020387	11.644686576890678	0.007086524298268451	0.41710950149385273	14.486340349554538	16.483054785372524	16.721846421798894	16.90862159840313	23.626408671931546	234.40452365962648	183.95373442284642	245.6794015302673
ENSMUSG00000054693.15	Adam10	0.8961146131918998	4.128894177999078	11.60475464330697	0.007154781636148651	0.41710950149385273	10.140438244688177	12.19746054117567	10.69101656475667	13.469579917371984	16.004986519695564	21.771317986962213	25.838365212433356	25.06526687677221
ENSMUSG00000029769.18	Ccdc136	2.2794354850792353	3.777512901117201	11.578745466144998	0.00719967064871709	0.41710950149385273	4.635628911857452	2.637288765659604	4.111929447983335	4.298802101288931	6.859279937012385	26.609388650731592	27.573777801328134	27.253504461252323
ENSMUSG00000028367.6	Txn1	2.0207814779719295	7.3504127731031765	11.57868237901576	0.007199779946189321	0.41710950149385273	63.45017073104888	50.76780873894738	53.18095419391779	60.75640303155023	90.44087620653367	278.43096669992786	329.53556826901945	372.99504280911026
ENSMUSG00000118667.1	Ahnak2	1.3887442161012284	4.617032621399062	11.55442314963954	0.007241958762962264	0.41710950149385273	14.77606715654563	11.867799445468219	9.046244785563337	11.750059076856411	28.961404178496736	29.512231048993222	37.40778247173188	47.743365479566116
ENSMUSG00000031986.7	Sprtn	1.479005500545659	1.2951358603120908	11.511493583642968	0.007317338527496305	0.41710950149385273	1.158907227964363	0.659322191414901	0.8223858895966669	2.006107647268168	2.032379240596262	3.8704565310155044	2.3138834518597036	2.3871682739783058
ENSMUSG00000026676.8	Ccdc3	-1.336145317674209	3.002111352817472	11.50915179656086	0.007321477852155882	0.41710950149385273	10.430165051679268	15.823732593957624	10.416887934891115	8.024430589072672	6.859279937012385	4.354263597392443	2.8923543148246296	2.3871682739783058
ENSMUSG00000042485.8	Mustn1	4.266535334974446	9.130585766158783	11.503815855893086	0.007330920267793202	0.41710950149385273	32.449402383002166	28.680515326548193	74.01473006370003	35.823350844074426	94.25158728265166	1224.2737814668417	1131.1033607174184	1856.6201250866272
ENSMUSG00000042228.15	Lyn	1.0058419739905005	2.967725244354052	11.427619925640004	0.007467386183773116	0.41710950149385273	4.3459021048663615	4.615255339904307	4.38605807784889	7.164670168814885	6.605232531937852	7.015202462465601	11.37659363831021	12.333702748887912
ENSMUSG00000060591.10	Ifitm2	0.7619810576779273	3.791781161922972	11.416259556516765	0.007487996350568843	0.41710950149385273	9.271257823714905	8.900849584101163	9.594502045294448	11.176885463351221	16.76712873491916	16.93324732319283	19.475185719819173	14.124078954371642
ENSMUSG00000082245.2	Gm6292	-1.6232907772751948	2.2823123905195497	11.40904712703605	0.007501117189617804	0.41710950149385273	7.243170174777269	7.911866296978812	7.949730266101113	5.158562521546717	1.2702370253726638	3.1447459314500974	0.7712944839532345	2.3871682739783058
ENSMUSG00000031778.14	Cx3cl1	3.8529926288201155	2.2105840682291857	11.39618827401761	0.007524579476885513	0.41710950149385273	0.28972680699109077	0.659322191414901	0.27412862986555564	1.432934033762977	1.016189620298131	3.386649464638566	9.448357428427123	14.72087102286622
ENSMUSG00000031007.3	Atp6ap2	1.1802645248976344	4.555543622567286	11.332124923251314	0.007642809372669894	0.41710950149385273	14.196613542563448	11.538138349760768	12.60991697381556	15.762274371392747	26.929024937900476	27.81890631667394	50.32696507794855	23.871682739783058
ENSMUSG00000004843.8	Chmp2b	1.0678060548116481	5.063477218077529	11.244688049769971	0.007807846897915621	0.41710950149385273	19.701422875394172	18.461021359617227	20.285518610051117	20.634250086186867	30.993783419093	49.10641723725921	48.591552489053775	54.705939612002844
ENSMUSG00000038936.14	Sccpdh	0.6358257687611288	4.181792968416387	11.24187984533485	0.007813218914618935	0.41710950149385273	13.327433121590175	13.84576601971292	12.061659714084449	17.195208405155725	20.32379240596262	24.91606391841231	19.66800934080748	19.49520757082283
ENSMUSG00000060036.15	Rpl3	1.2674964146653565	6.228094098854746	11.20241490985124	0.0078891922432318	0.41710950149385273	35.346670452913074	43.84492572909092	39.47452270064001	46.71364950067305	59.19304538236614	103.53471220466474	115.11570173002025	151.18732401862604
ENSMUSG00000110071.2	Gm45512	2.3828127312850467	2.3220267902421186	11.200449354508669	0.00789299955738888	0.41710950149385273	1.4486340349554538	1.318644382829802	0.8223858895966669	1.7195208405155724	2.5404740507453276	10.885658993481107	5.591885008660951	10.543326543404184
ENSMUSG00000031765.9	Mt1	5.541373429316152	10.406431460775549	11.173402225925168	0.007945618144026523	0.41710950149385273	28.393227085126895	73.51442434276146	36.18497914225335	27.225746641496563	67.83065715490025	3816.0282360480987	3087.491819264798	3714.2349036207456
ENSMUSG00000031490.7	Eif4ebp1	3.1935342955751507	7.306428555948477	11.117918160028857	0.008054901987005151	0.41710950149385273	25.495959015215988	27.36187094371839	24.671576687900007	28.08550706175435	31.501878229242063	391.3999166989429	322.2082706714637	409.20042829778123
ENSMUSG00000059182.9	Skap2	1.565194556854158	2.419662702511855	11.070548225673837	0.008149654795898218	0.41710950149385273	1.4486340349554538	0.9889832871223515	3.837800818117779	4.012215294536336	4.826900696416122	7.982816595219478	9.062710186450506	5.768989995447573
ENSMUSG00000144089.1	Gm61276	2.0472718039414453	3.190208308474553	11.038120284519419	0.008215302567338718	0.41710950149385273	2.317814455928726	2.9669498613670546	3.2895435583866677	4.585388908041526	4.57285329134159	12.57898372580039	11.955064501275135	25.264197566270404
ENSMUSG00000030986.14	Dhx32	0.988316266167103	4.7436850345889985	11.01222328998675	0.008268191782523063	0.41710950149385273	17.093881612474355	14.834749306835272	16.721846421798894	21.494010506444656	20.06974500088809	40.39789004247433	42.99966748039282	35.80752410967459
