Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Saline_1	CPM_Saline_2	CPM_Saline_3	CPM_Saline_4	CPM_Saline_5	CPM_Saline_6	CPM_Saline_7	CPM_LPS_1	CPM_LPS_2	CPM_LPS_3	CPM_LPS_4	CPM_LPS_5	CPM_LPS_6	CPM_LPS_7	CPM_LPS_8
ENSMUSG00000025492.7	Ifitm3	3.181225796192335	6.848773620020846	442.93179638387363	4.4068374252772663e-13	4.480599202436528e-10	20.652088942403275	19.240213098859055	26.604331845636352	20.17993072723753	25.97070598524696	21.785662083060874	17.53019427536484	285.29756435329597	211.91350482664302	176.49188521120396	133.80667883302215	167.0472427854729	219.01636640035326	194.07874348800155	188.22072103636972
ENSMUSG00000027514.15	Zbp1	6.1536229247037335	3.5526958286648695	436.42336625055225	4.941087896919885e-13	4.480599202436528e-10	0.2401405690977125	0.19835271235937169	0.14644586337047533	0.5677218363161454	0.3927516973194247	0.1971553129688767	0.34762424908655487	17.476198628018324	10.70720866492512	28.125168842136304	17.271781985864873	28.858818356713623	29.02811588335678	19.639292766752334	21.57582925907104
ENSMUSG00000046668.10	Cxxc5	-2.7897545485604134	3.4514446928711187	435.85310641415276	4.991268344982556e-13	4.480599202436528e-10	18.923076844899747	20.132800304476227	22.162140656731935	20.902485791639897	18.655705622672674	20.40557489227874	18.076460952500852	2.0398086726709086	3.8479031139574653	3.1995604921329375	3.623103692437172	3.0528336774044162	2.9181703798083536	2.126547624425412	2.1008044278569167
ENSMUSG00000024561.12	Mbd1	1.2466138035498602	4.9827510501679955	428.61950590005415	5.680187982171622e-13	4.799090587525353e-10	18.154627023787064	17.256685975265338	17.524688316666882	18.9928759785765	18.704799584837602	17.44824519774559	19.317976127809978	44.54501101400254	39.036698257539506	49.541581813671286	38.61335168104274	43.88448411268848	45.66680664542195	41.71786074975734	42.527095039590016
ENSMUSG00000003617.17	Cp	3.438475859475145	6.107167582542597	416.03640327956424	7.149213395737663e-13	5.634474861516339e-10	16.233502471005366	10.661458289316228	9.274904680130104	8.051327860483516	13.746309406179865	8.034079003481725	11.07431536375739	125.42066838719775	87.10760382610958	137.4778895329378	100.20611445247467	130.4132386566199	144.7310116441792	110.01756680483233	120.37041586639631
ENSMUSG00000028862.7	Map3k6	4.021522788357391	5.904560663792817	413.794521596448	7.453527979447917e-13	5.634474861516339e-10	3.746192877924315	6.148934083140523	4.637452340065052	7.328772796081149	7.167718476079501	7.14688009512178	9.68381836741117	120.6243615082148	88.83637189180061	129.375776673827	76.1844406560419	89.82009085238306	101.87998343541445	109.2670205844469	135.6438318418966
ENSMUSG00000031765.9	Mt1	6.163736000219001	10.284611096733943	409.7905920709192	8.033986732853104e-13	5.769607572198457e-10	35.73291668173962	24.199030907843344	49.49870181922066	18.941264902547758	29.112719563802358	38.888885483110926	29.15077631625824	2809.8640115862395	2376.442656495412	2410.0947436063298	1022.7078724158954	1397.7685195153376	2837.997488320987	2381.5457028013648	3246.87841099994
ENSMUSG00000022094.16	Slc39a14	5.2947344961551615	7.738435406714473	404.20028736032845	8.93144279056452e-13	5.850958837629234e-10	10.518156926479808	9.719282905609212	12.057376084169135	7.38038387210989	10.358826016799828	10.695675728561561	9.038230476250426	303.2699326584505	196.7449592179991	638.1575007373533	258.2826248690828	372.30260706471046	521.6869503552126	313.7283201211137	528.1535888628389
ENSMUSG00000009471.5	Myod1	-3.538898315142776	3.73020758990693	404.0212600714706	8.96199223197404e-13	5.850958837629234e-10	25.791097121094325	19.884859414027012	21.576357203250033	32.56658897413525	26.854397304215667	31.446272418535834	21.403721622329307	1.3231191390297785	2.621035454434795	2.631896533851287	1.6874729526419705	3.10053420361386	1.8430549767210653	2.626911771349038	1.7601334395557953
ENSMUSG00000070509.16	Rgma	-1.4093972042313379	4.084913878034125	390.7094241065485	1.160069997342348e-12	7.244384944273107e-10	26.415462600748377	23.008914633687116	28.26405163050174	27.715147827433643	23.761477687825195	22.03210622427197	25.575212611367963	8.54514443956732	10.59567524133215	9.392258218841848	10.422627060435701	9.253902084632136	9.829626542512349	8.881463607894366	9.08455968802991
ENSMUSG00000139891.1	Gm69940	3.3707610167404405	9.136629361500047	382.94397067467435	1.3538690005970372e-12	8.102341856489686e-10	90.10074152546173	84.00237368419391	121.84295832423548	97.75137799843448	81.25050738295599	105.87240306428679	77.52020754630173	613.5413707609335	781.6819992513304	1362.083864989625	837.2843738550013	926.4873205660309	936.7326919184815	1240.027447113477	1085.6048827195743
ENSMUSG00000020387.16	Jade2	1.677371158588352	3.492578074720811	377.4596323547472	1.5127044457984081e-12	8.690789582001014e-10	4.41858647139791	4.661288740445235	5.076789930176478	5.522385135075233	5.40033583814209	5.323193450159671	5.561987985384878	17.86210837690201	14.833945337865012	16.359043161389373	16.67620329669712	15.97967628016374	19.608057113449114	13.50983196693791	16.692878426754962
ENSMUSG00000033880.12	Lgals3bp	2.7704363602460935	6.023022519548147	374.3154898712958	1.6131638176301004e-12	8.911489197161973e-10	14.408434145862751	12.694573590999788	17.182981302135772	17.289710469628062	17.575638455044256	16.906068087081177	14.64987906864767	152.71000062968693	92.07084117599675	104.55337995260211	68.78933859887562	98.21538346524521	121.74402040674148	115.20884482916496	110.32062171151323
ENSMUSG00000004791.8	Pgf	5.048518705806028	4.037446645377616	367.4317816074607	1.8604203164003416e-12	9.896747038688186e-10	1.0085903902103925	0.5454699589882721	0.8298598924326935	0.8773882924885883	0.9327852811336337	1.0843542213288218	0.9932121402472995	35.228047076667856	30.16979108189839	29.879766531370496	13.251625833982533	18.12619995958872	33.482165410432685	33.83712543571023	45.13890594989862
ENSMUSG00000028270.13	Gbp2	5.343916339727832	6.966271958462334	361.6852673854197	2.0997718016666937e-12	1.0758892302314476e-9	5.95548611362327	5.305935055613193	7.468739031894242	3.9740528542130176	6.2840271571107955	5.421771106644109	5.065381915261228	247.91944867570476	124.75013428873696	331.61896326526215	114.69852922222336	168.38285751933734	354.3785152462004	212.84239899763753	280.4857803679235
ENSMUSG00000034936.3	Arl4d	5.176099161061015	6.1292687185062364	357.119615780445	2.3147655980372657e-12	1.0758892302314476e-9	3.746192877924315	3.024878863480418	4.051668886583151	3.1482756377531698	2.700167919071045	3.893817431135315	4.1714909890386584	68.47141544479103	79.30026417460168	193.418592330875	103.48179724289731	179.25857749509058	94.61015547168135	108.95429299261963	196.5671602497472
ENSMUSG00000060591.10	Ifitm2	2.080482281953308	6.305964499997183	357.1014028872658	2.3156714217881946e-12	1.0758892302314476e-9	28.144474698251905	25.042029935370675	35.34226836007471	26.270037698628908	31.32194786122412	31.840583044473586	25.22758836228141	156.01779847726138	121.6271984281338	118.74497890964336	92.91027551016967	110.42671817486287	139.6114144866207	118.02339315561035	125.02625270651164
ENSMUSG00000039911.14	Spsb1	2.9235033148636473	5.618263061142417	355.27699880762896	2.4084627883478618e-12	1.0758892302314476e-9	7.444357642029088	11.950750919652144	10.641732738254541	10.838325966035502	15.071846384632924	9.167722053052767	10.925333542720296	102.37634338242911	68.59305550967656	87.67827864732033	74.69549393312252	71.21688563069989	70.2920689732784	72.24007371209855	112.53498313547051
ENSMUSG00000020423.7	Btg2	3.5984889663140556	7.114289452120521	355.1385707751865	2.4156724050752847e-12	1.0758892302314476e-9	15.849277560449025	22.612209208968373	22.747924110213834	16.980044013455622	23.36872599050577	19.66624246864545	18.672388236649233	206.95788532990787	177.61697707180474	319.5432026981798	152.21998663979187	222.57065529326573	234.27276592987764	243.48970299670964	380.64305092845325
ENSMUSG00000029417.10	Cxcl9	7.875145785248171	7.50117208654553	354.0740931115966	2.4719309752584953e-12	1.0758892302314476e-9	1.0085903902103925	1.6364098769648163	1.0739363313834858	1.4967212048334742	1.8655705622672674	1.7251089884776711	1.2415151753091245	565.2475221863466	229.70308588972173	375.63872293928466	105.71521732727639	160.70307279961685	304.206463102127	559.7823893708069	405.7391470666359
ENSMUSG00000057465.6	Saa2	8.216500064982535	1.7388864580596977	351.98665713488987	2.5865861885572527e-12	1.0926805125367007e-9	0	0	0	0	0.04909396216492809	0.049288828242219175	0	8.986184152577247	4.963237349887166	5.108975624534851	3.12678811813071	5.008555251991621	8.088963508942454	8.00582635077802	5.621071306968507
ENSMUSG00000105504.5	Gbp5	4.479845121191183	5.29529803803565	345.45615619739976	2.985794223874401e-12	1.2252846410716577e-9	2.785630601533465	4.264583315726491	2.9289172674095068	2.8902202576094673	3.2402015028852538	3.154485007502027	2.8803152067171687	115.05623513146449	55.37634481390961	58.88223421812389	37.422194302707226	47.22352094734956	95.99244670422216	84.24881323826558	71.71124303738611
ENSMUSG00000026473.18	Glul	2.932915586552426	9.409902769896322	341.84521240453626	3.236030047117499e-12	1.291086099076351e-9	116.18000732947331	105.8211720437248	143.4193155274855	167.83921924546408	123.52040880695907	170.9336563440161	221.0890224190489	942.2813468457073	921.21031216613585	1258.0465431809153	1260.2445062789682	1258.9122877196462	1058.2719284389207	1184.1742992131271	1270.475672370983
ENSMUSG00000139935.1	Gm69953	3.3396979725995335	4.253399996999072	333.87596426242754	3.876327178142042e-12	1.504748304314977e-9	2.785630601533465	3.917466069097591	3.6611465842618833	2.7869981055519863	3.3383894272151102	2.858752038048712	3.277600062816089	21.55581597336014	24.648886614046372	48.199830639551024	24.716515600461804	39.87763991109519	31.690306405287206	41.84295178648825	29.75193297829796
ENSMUSG00000037820.16	Tgm2	2.51787009638872	8.138182215761693	329.6628787147462	4.271682249215431e-12	1.6133303027648698e-9	77.08512268036571	78.00220413532291	88.35567090018678	72.6683950484666	84.49070888584124	78.41852573337071	80.84746821613018	360.0537957084785	442.39732468151556	566.0641780355837	290.49350564157214	595.6364707773273	399.9429299484712	494.6099592340046	515.719097789848
ENSMUSG00000078920.4	Ifi47	4.843654006189221	4.220786524592044	328.57807285135243	4.380692181844317e-12	1.6133303027648698e-9	1.2967590731276475	0.5454699589882721	1.318012770334278	1.0322215205748098	1.5710067892776989	0.9857765648443835	1.4401576033585843	53.69658505895851	24.537353190453402	32.35684562205406	17.768097560171338	28.047909411153075	41.62232489095073	44.03204492927912	28.44602752314366
ENSMUSG00000035172.16	Plekhh3	-2.881244285800865	3.7341312791593197	327.1803782440816	4.525786729385362e-12	1.6136146915429923e-9	26.8957437389438	24.843677223011305	20.11189856954528	27.50870352331868	27.639900698854515	25.58090185771175	18.672388236649233	3.2526678834482055	3.9036698257539504	3.1995604921329375	3.970524594451695	4.149945780221628	3.5837180102909603	1.6261834775017854	2.725367906408973
ENSMUSG00000046718.9	Bst2	2.7448752438602684	4.274577403073291	326.42772078275397	4.606154866898467e-12	1.6136146915429923e-9	4.082389674661113	4.264583315726491	5.272051081337112	4.23210823435672	4.565738481338312	6.456836499730712	4.469454631112848	28.72271130977144	22.13938458320455	35.86604100052244	25.063936502476327	41.78566095947295	40.444817544712265	32.77385162349752	28.900255507545154
ENSMUSG00000074151.15	Nlrc5	4.4414360869344325	3.9677941864089723	320.10303066498295	5.3487190283197635e-12	1.7925997621932013e-9	0.9125341625713075	1.5372335207851306	1.415643345914595	1.3418879767472527	1.6201007514426269	0.9364877366021643	1.2415151753091245	32.80232865511326	19.964482823141633	40.30414103799716	15.336151246069674	20.177322586594812	42.59504835088684	24.080024570699514	29.297704993896463
ENSMUSG00000044338.10	Aplnr	-3.7891955671843043	2.9041571675635183	319.9624339280376	5.366691483277007e-12	1.7925997621932013e-9	20.604060828583734	13.636748974706803	18.50099407247005	8.619049696799662	17.526544492879328	11.188564010983752	11.86888507595523	0.6064296053886484	1.1153342359297	1.1353279165633003	1.4393151654887395	1.1925131552361001	1.1775073462384584	0.8130917387508927	0.8516774707528041
ENSMUSG00000047731.18	Wbp1l	2.383065242431163	8.018036968673174	318.10680097226555	5.610375799559426e-12	1.8278723729774031e-9	69.40062446923892	77.80385142296355	60.33569570863584	91.09354919072696	76.88114475027739	82.21376550802158	100.61238980705144	358.89606646182744	455.27943510650357	454.54401314043406	311.5372859921662	429.4955379898338	333.4393628717861	471.90593606734507	513.7318503580915
ENSMUSG00000028967.11	Errfi1	2.8691311617265547	7.427253111314194	317.205818400748	5.733165901432909e-12	1.8278723729774031e-9	26.70363128366563	32.9265502516557	36.70909641819915	42.011415887394755	39.078793883282756	43.81776830733285	54.725988927626204	299.962134810876	223.73604772749783	383.68922998400626	225.6250600797176	288.73128514576456	296.27108750791126	241.92606503757332	344.64548316463475
ENSMUSG00000002325.16	Irf9	2.965790945642754	4.94413413987109	316.33958127895096	5.8540784764297526e-12	1.8278723729774031e-9	5.57126120306693	6.099345905050679	6.59006385167139	6.3481623515350805	8.591443378862415	7.442613064575095	5.710969806421972	54.24788470022092	34.51959460202422	64.50726798655116	36.13177380951043	41.11785359254073	62.663869208516225	54.664783051406175	66.43084271871872
ENSMUSG00000024678.7	Ms4a4d	2.1710509632442516	3.4214764323250773	313.93403783919933	6.205177361844332e-12	1.8962757967695775e-9	2.88168682917255	3.5703488224686906	3.0265478429898236	3.509553169954353	4.958490178657737	3.7952397746508764	4.1714909890386584	18.02749826928073	14.053211372714221	18.99093969524066	13.251625833982533	18.93710890514927	17.560218250425706	15.949107183190588	16.749656924805148
ENSMUSG00000020227.11	Irak3	3.2073249059794975	4.157976426059417	305.36523904531475	7.662804720944896e-12	2.2929346709777405e-9	3.26591173972889	2.528997082581989	4.637452340065052	2.4773316493795434	3.6329532002046787	3.6966621181664383	2.780993992692439	45.81300018890608	34.07346090765234	27.91874558457934	19.15778116822943	24.708872576491995	30.871170860077846	31.147668145995738	29.979046970498704
ENSMUSG00000079363.8	Gbp4	3.527164734658327	5.896099110137614	293.5571225958508	1.0345723596660035e-11	3.03256383711894e-9	11.334634861412031	11.157340070214657	9.177274104549788	6.3997734275638205	10.457013941129683	6.9004359539106845	7.449091051854747	85.23092453916823	77.68302953250361	155.64313619795064	82.8350693517485	99.45559714669075	149.2362571428307	74.99207652017849	104.07498692599266
ENSMUSG00000028268.15	Gbp3	4.030316254164746	5.068231738721894	287.85739120853526	1.2008468891122648e-11	3.313533609866585e-9	3.4099960811875176	4.1654069595468055	3.709961872052042	2.9934424096669483	4.418456594843528	3.3023514922286847	3.4762424908655487	98.90315564247594	53.36874318923615	63.47515169876634	28.538145522621562	35.775394657083005	71.0088125753366	66.61097705920776	59.106416470244604
ENSMUSG00000028834.14	Trim63	3.3423835221981073	10.496431605012488	287.8416785710294	1.2013450137571169e-11	3.313533609866585e-9	208.2979296353558	193.1459536599382	203.3644889338001	254.13293836551816	238.94031385670502	215.58933473146666	407.2666381084052	1555.1060280729996	2347.220899514054	2896.582755853704	2155.647433885256	2718.5483897286326	2355.6290441358237	2419.0104683022714	3499.0317208408205
ENSMUSG00000073411.13	H2-D1	1.9400466027977854	7.236401228860986	287.63888607612284	1.2077948815488859e-11	3.313533609866585e-9	51.05388499017368	57.57187476230763	68.8295557841234	49.082133303332206	75.89926550697882	59.29446037538967	58.003588990442296	269.1996148284337	181.35334676216925	255.75841611307803	184.4804989697119	232.11076053515453	252.7033156970883	226.10204889111364	239.1510337873874
ENSMUSG00000050896.13	Rtn4rl2	5.030685985260215	1.6307419834088734	287.1746841406511	1.2227061291020608e-11	3.313533609866585e-9	0.1440843414586275	0.14876453426952876	0.09763057558031689	0.25805538014370244	0.24546981082464045	0.09857765648443835	0.14898182103709495	7.1668953364113	5.520904467852016	6.399120984265875	2.1837885269484323	6.1056673548088325	4.454049527075908	5.066186987601716	7.2676477504239285
ENSMUSG00000048756.12	Foxo3	1.2474318073887019	5.689502788268337	280.18973736237024	1.4740452258052865e-11	3.882713213204953e-9	28.62475583644733	31.290140374690882	25.237503787511915	28.59253611992223	33.825739931635454	29.32685280412041	31.186861203765208	73.37798225202647	67.36618785015389	75.396094822681	71.51907425756116	72.50479983835488	56.16198081841691	74.55425789162032	73.81204746524303
ENSMUSG00000074794.11	Arrdc3	2.735033485828021	7.67450720274305	279.7248789337452	1.4927326094261042e-11	3.882713213204953e-9	37.606013120701775	60.34881273533883	35.049376633333765	56.15285071926965	45.215539153898774	44.70496721569279	76.72563783410389	260.59934042474015	290.93493544226226	402.31892897852225	370.0032606454674	341.91737186929464	327.4494341974426	357.4476374585655	356.73930324932456
ENSMUSG00000135102.1	Gm61113	7.305942503027228	6.4785986330800105	279.2077842991149	1.5138337390480914e-11	3.882713213204953e-9	0.96056227639085	0.6942344932578008	1.415643345914595	0.7225550644023668	0.7364094324739213	1.5772425037510136	1.1918545682967596	244.99756057701399	249.33296844208445	137.2198604609916	41.491982012020216	82.3788087637098	138.68988699826016	258.0628087758603	177.48958490488437
ENSMUSG00000031824.16	6430548M08Rik	3.9631935446674365	7.876996721642425	273.922668219098	1.7498765107622455e-11	4.305192630940958e-9	34.62827006389014	26.62885163424565	41.63944048500515	17.702599077857986	24.44879315813419	22.6235721631786	19.516618555859438	270.3022141109585	247.60420037639344	528.856385860941	404.84461396178096	591.4865249971057	384.94251027682475	477.0346685733122	432.7089336404747
ENSMUSG00000141158.1	Gm74286	4.280977073458773	4.823738429801787	273.82891346426607	1.7544221001820875e-11	4.305192630940958e-9	1.1046466178494776	2.6777616168515177	3.0265478429898236	2.4773316493795434	2.9947316920606135	3.3516403204709038	2.582351564642979	53.03502548944362	61.45491639972648	70.90638897081703	24.319463141016634	66.92383827184993	50.786403802980466	36.151309615232	41.78897456493759
ENSMUSG00000038264.9	Sema7a	2.161048289525433	5.147151521245022	273.38286968586675	1.776230763260452e-11	4.305192630940958e-9	13.303787528013272	12.694573590999788	13.717095869034523	11.715714258524091	9.426040735666193	11.829318778132603	14.05395178449929	59.04419157920387	45.72870367311771	68.99697383841512	38.51408856618144	50.22865409854454	69.52412939964464	50.53677883928626	60.980106905900776
ENSMUSG00000029313.19	Aff1	2.239343366334328	6.852952032718635	272.7823387227722	1.806076232767716e-11	4.305192630940958e-9	37.702069348340864	41.356540526928995	32.55979695603568	42.011415887394755	35.98587426689229	38.10026423123542	43.155067493745165	184.79563975115906	210.35203689634145	191.76720627041928	131.47399563378175	183.8378280111972	121.64162846359031	243.86497610690236	194.23924182968952
ENSMUSG00000048489.13	Depp1	4.295801182078081	7.7549188677572625	272.33990694278424	1.8284254716103766e-11	4.305192630940958e-9	11.814915999607456	17.950920468523137	25.286319075302075	17.96065445800169	10.50610790329461	18.187577621378875	36.40122494006353	502.7301428671896	514.6152164579636	337.2439970336894	347.9668491462605	380.8410012562009	291.2538822935039	330.4279735246897	395.8029099078532
ENSMUSG00000042622.15	Maff	4.0694164567787166	4.247966622387963	270.47237209742633	1.9262549265237426e-11	4.462387017687179e-9	1.825068325142615	2.1818798359530884	2.3431338139276052	1.6515544329196956	2.5037920704113326	1.8729754732043287	1.6388000314080444	32.14076908559837	30.448624640880812	33.64699098178508	18.2644131344778	31.291545193395265	20.939152374414327	62.35788181035693	41.050854090285156
ENSMUSG00000035828.12	Pim3	1.4743988436704423	5.390219931208285	269.5987836543493	1.9740287032190928e-11	4.5004721054501315e-9	18.971104958719287	18.545978605601253	22.845554685794152	21.4185965519273	18.852081471332387	22.6235721631786	27.065030821738915	66.9277764492563	55.097511254927184	49.69639925683901	62.58539392004485	64.58651248758719	56.77633247732393	59.54333348391153	62.229233863004886
ENSMUSG00000073490.12	Ifi207	3.2174256388160813	4.551882766735435	268.53952511477337	2.03375386047064e-11	4.554905541545013e-9	2.017180780420785	3.124055219660104	4.7350829156453695	4.903052222730347	4.713020367833097	4.928882824221917	5.710969806421972	59.87114104109748	36.86179649747659	35.8144351861332	31.56567052589098	41.35635622358795	38.550566596415614	35.65094546830837	40.8805185961346
ENSMUSG00000033213.17	AA467197	7.026805221920891	2.987059028135272	268.0621918770551	2.061330224886346e-11	4.554905541545013e-9	0.096056227639085	0.09917635617968584	0.14644586337047533	0.05161107602874049	0	0.14786648472665753	0.19864242804945992	15.215870098842453	10.539908529535666	19.09415132401914	5.5091028748017274	8.68149577011881	19.50566517029794	14.510560260785162	24.130861671329452
ENSMUSG00000127259.1	Gm70116	2.682940450509978	5.7644883019270265	267.29161764098234	2.1067399733523895e-11	4.584713066251571e-9	15.080827739336344	17.30627415335518	12.008560796378978	13.470490843501267	12.469866389891735	12.420784717039233	14.84852149669713	58.106982189057774	76.67922872016689	131.33679762061814	65.91070826789814	98.74008925354909	84.31976518498874	112.39429650271956	89.1422419387935
ENSMUSG00000054203.8	Ifi205	3.920972408079951	5.196486559687801	265.92458830649855	2.1900955293332235e-11	4.66685515755416e-9	2.1612651218794126	2.8761143292108895	2.440764389507922	5.109496526845309	5.40033583814209	6.111814702035177	5.8599516274590675	71.50356347173428	54.651377560555304	76.686240182412	41.1445611100057	75.22372983229319	65.94041138935367	61.73242662670239	72.05191402568722
ENSMUSG00000032596.15	Uba7	2.167399139493133	3.983627312330869	265.20712213318797	2.2353241046714362e-11	4.66685515755416e-9	5.907457999803728	5.752228658421779	6.053095685979647	4.748218994644125	6.136745270616011	4.978171652464137	4.866739487211768	29.16375102278137	17.399214080503324	26.009330452177426	20.745991006010108	25.090476786167546	33.942929154612955	20.20220243204141	24.982539142082253
ENSMUSG00000016024.10	Lbp	2.506931959759376	5.378276539735337	265.10319964756644	2.2419620265351045e-11	4.66685515755416e-9	9.317454080991245	11.405280960663871	9.714242270241531	11.767325334552831	14.826376573808282	14.88522612915019	11.123975970769756	58.933931650951386	62.62601734745266	60.12077376346568	68.39228613943045	99.59869872531908	71.0088125753366	46.03350151697362	72.79003450033966
ENSMUSG00000035692.8	Isg15	3.9083533369726635	2.7809908900070006	263.3635178313853	2.3564415795635078e-11	4.835081486752952e-9	0.76844982111268	0.6942344932578008	0.9274904680130105	0.5161107602874049	1.1782550919582742	0.8871989083599452	0.5959272841483798	19.791657121320437	10.762975376721606	10.217951249069703	7.841786074042099	10.446415239868237	12.440621092867191	16.637107885210575	8.346439213377481
ENSMUSG00000020407.14	Upp1	5.965241459148214	3.1896369405845295	261.4832042317077	2.487631344425863e-11	4.999375438342253e-9	0	0.19835271235937169	0.439337590111426	0.4128886082299239	0.3927516973194247	0.14786648472665753	0.24830303506182488	19.29548744418427	10.48414181773918	25.69969556584198	8.486996320640499	14.787163124927641	19.454469198722357	20.640021060599583	15.103080481349727
ENSMUSG00000032376.13	Usp3	1.601110170979652	4.748669174340482	261.2271057975925	2.5061270734570927e-11	4.999375438342253e-9	13.495899983291443	12.54580905673026	12.691974825441196	13.470490843501267	11.880738843912598	13.258694797156958	12.613794181140705	26.682902637100533	42.15963411814266	45.87756899203518	35.883616022357195	44.79079411066792	37.321863278601576	36.151309615232	43.094880020091885
