Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_CLP_1	CPM_CLP_2	CPM_CLP_3	CPM_Sham_1	CPM_Sham_2	CPM_Sham_3
ENSMUSG00000012428.10	Steap4	-0.7833999693360778	4.798367320287201	27.76432974604518	0.0015695628025282967	0.23715958608073112	22.976185458701448	20.195024682236657	18.1403192187222	35.45723589315224	33.5445901193521	36.521408433311514
ENSMUSG00000112150.2	9530018F02Rik	2.09646433819742	-2.273688606449104	27.31590878484848	0.0016388604019536201	0.23715958608073112	0.334997173606004	0.2362718404941481	0.3164009166056198	0.07270793416230809	0.03960400250218666	0.0907646062337658
ENSMUSG00000094686.2	Ccl21a	-2.31053907309894	1.9894686299753976	26.126378157355145	0.001843281768221783	0.23715958608073112	0.5775813338034552	2.051834404291286	1.3484705731525224	6.38618021725606	6.600667083697776	6.750617588636331
ENSMUSG00000059089.5	Fcgr4	3.5038179034070813	-1.8205287937410417	25.76085129700406	0.0019127881645411384	0.23715958608073112	0.4851683203949024	0.16165968033810132	0.7533355157276661	0.03635396708115404	0.026402668334791105	0.056727878896103624
ENSMUSG00000104331.2	Gm38284	-2.1488146455867128	-3.0104164762857053	25.28644470097398	0.002008234769040841	0.23715958608073112	0.03465488002820731	0.04974144010403118	0.030133420629106646	0.23024179151397559	0.1452146758413511	0.1361469093506487
ENSMUSG00000122907.1	Gm32506	2.750530827226286	-2.5411032457069207	25.19572232770761	0.002027196806447375	0.23715958608073112	0.334997173606004	0.16165968033810132	0.2712007856619598	0.024235978054102693	0.06600667083697777	0.02269115155844145
ENSMUSG00000054196.8	Cthrc1	-3.2007336551613332	-1.7654660283604244	25.170724122977894	0.002032463094098128	0.23715958608073112	0.023103253352138208	0.11191824023407015	0.030133420629106646	0.6786073855148754	0.35643602251967993	0.453823031168829
ENSMUSG00000079550.10	Mpp4	1.847269597277438	-2.5924440070721158	24.986034302992827	0.002071934416884305	0.23715958608073112	0.2541357868735203	0.16165968033810132	0.24860072019012983	0.07270793416230809	0.05280533666958221	0.056727878896103624
ENSMUSG00000056071.13	S100a9	7.142091968347632	3.0888169121693547	24.77580388480776	0.002118101103144237	0.23715958608073112	25.170994527154576	0.6466387213524053	24.679271495238343	0.07270793416230809	0.1452146758413511	0.1361469093506487
ENSMUSG00000040809.11	Chil3	9.308101793624665	0.8026193549060744	24.729085321635502	0.002128543908999184	0.23715958608073112	6.110810511640556	0.12435360026007794	4.0378783643002905	0	0	0.011345575779220725
ENSMUSG00000106547.2	B230303O12Rik	1.965584149156991	0.8049111570165095	24.727568683453047	0.002128884051006668	0.23715958608073112	3.8120368031028042	1.4798078430949275	2.9304751561806213	0.7876692867583375	0.7260733792067554	0.5899699405194777
ENSMUSG00000020205.9	Phlda1	-1.151143732506501	1.245348642840839	24.67170563442181	0.0021414626556211127	0.23715958608073112	1.4786082145368453	1.4300664029908963	1.469004255668949	3.0900872018980934	3.9736015843860613	2.66621030811687
ENSMUSG00000038677.15	Scube3	-1.6376640264301185	-1.7021283331598664	24.464762178872657	0.0021889210944432587	0.23715958608073112	0.15017114678889834	0.1740950403641091	0.0979336170445966	0.4483655940008998	0.46204669585884434	0.39709515227272535
ENSMUSG00000075528.14	Aarsd1	0.7478230200703494	3.286038467548958	24.41085025831935	0.00220151155164006	0.23715958608073112	12.741444223704221	11.067470423146936	12.784103701898495	7.694923032177605	6.8910964353804784	7.20444061980516
ENSMUSG00000016382.16	Pls3	-0.7334929662471976	4.296417364156696	24.302491041713527	0.0022271071976464342	0.23715958608073112	14.520394731818865	15.979437633420016	13.733306451715354	26.21121026551206	21.676590702863496	25.652346836818058
ENSMUSG00000094918.4	Spata31e4	2.662145662370491	-2.15907466926648	24.175573125433065	0.0022575869362793906	0.23715958608073112	0.47361669371883325	0.16165968033810132	0.3917344681783864	0.06058994513525673	0.06600667083697777	0.03403672733766217
ENSMUSG00000106915.2	Gm42655	1.6824386343320965	-1.8679264742830832	23.929363572920902	0.002318298144613488	0.23715958608073112	0.39275530698634953	0.28601328059817926	0.4595346645938764	0.14541586832461617	0.10561067333916442	0.10211018201298652
ENSMUSG00000005800.4	Mmp8	6.000998313897377	-0.20849577645577316	23.819849990368816	0.002345993017377251	0.23715958608073112	2.5875643754394795	0.12435360026007794	2.2223397713966153	0.024235978054102693	0.026402668334791105	0.02269115155844145
ENSMUSG00000052749.11	Trim30b	2.3321633009813847	-2.4391104536141084	23.459429131330833	0.002440272511662132	0.23715958608073112	0.34654880028207313	0.28601328059817926	0.18080052377463987	0.07270793416230809	0.026402668334791105	0.056727878896103624
ENSMUSG00000124806.1	Gm40409	1.8459926116560543	-2.771423705772109	23.41135300467961	0.00245322293918023	0.23715958608073112	0.219480906845313	0.16165968033810132	0.1958672340891932	0.03635396708115404	0.05280533666958221	0.06807345467532434
ENSMUSG00000090369.4	4933411K16Rik	1.8818265323992556	-2.653915349682859	23.370601727319965	0.002464271161954177	0.23715958608073112	0.219480906845313	0.14922432031209354	0.26366743050468316	0.048471956108205386	0.05280533666958221	0.06807345467532434
ENSMUSG00000073530.12	Pappa2	2.8541164590531345	-2.347849013190368	23.297678503225086	0.002484205616277661	0.23715958608073112	0.11551626676069104	0.3854961608062416	0.3992678233356631	0.03635396708115404	0.03960400250218666	0.0453823031168829
ENSMUSG00000036334.13	Igsf10	-2.507658122589134	0.5505357950851797	23.281759457046327	0.0024885854779177806	0.23715958608073112	0.2887906669017276	0.7585569615864755	0.2561340753474065	3.1870311141145042	1.7029721075940263	2.484681095649339
ENSMUSG00000027338.17	Prnd	-9.262207500443868	-1.1868766105538011	38.928654404411006	0.0025045123164350934	0.23715958608073112	0	0	0	1.3935687381109048	0.1980200125109333	0.9303372138960994
ENSMUSG00000104806.2	Gm42566	10.76577981686498	0.28934122656511924	38.876840635003326	0.0025111777159570504	0.23715958608073112	4.585995790399434	0.4725436809882962	2.1093394440374653	0	0	0
ENSMUSG00000035165.15	Kcne3	-2.07050489747726	-2.3860162706662256	22.93328510621183	0.0025870620175842576	0.23715958608073112	0.046206506704276416	0.09948288020806235	0.05273348610093663	0.23024179151397559	0.23762401501311994	0.3630584249350632
ENSMUSG00000074785.6	Plxnc1	-1.5462595269714545	-1.2908830336315007	22.885904838885352	0.0026008450513539134	0.23715958608073112	0.16172277346496747	0.2362718404941481	0.1958672340891932	0.7391973306501322	0.501650698361031	0.4992053342857119
ENSMUSG00000130618.1	Gm72931	1.9101009026142741	-0.8246163926353697	22.853987380936314	0.0026101844372903907	0.23715958608073112	1.224472427663325	0.5222851210923274	0.8136023569858795	0.25447776956807827	0.18481867834353774	0.2382570913636352
ENSMUSG00000031722.11	Hp	2.375005017104502	1.8764952955400271	22.730528572797763	0.0026467281722652525	0.23715958608073112	7.566315472825263	4.489164969388813	6.282818201168736	0.6180174403796187	2.046206795946311	0.8736093349999958
ENSMUSG00000050010.9	Shisa3	-1.8700682670126876	0.0995548192976609	22.652472259110912	0.002670180815111169	0.23715958608073112	0.334997173606004	0.7088155214824443	0.3164009166056198	1.8904062882200101	1.478549426748302	1.5883806090909014
ENSMUSG00000115494.2	Gm49293	2.346472800426112	-2.153411547325504	22.607239913129014	0.002683896503182426	0.23715958608073112	0.4620650670427642	0.16165968033810132	0.37666775786383305	0.07270793416230809	0.05280533666958221	0.06807345467532434
ENSMUSG00000072875.3	Gpr27	-1.6183911970029419	-1.4780977855998996	22.58697192807903	0.0026900723981231845	0.23715958608073112	0.15017114678889834	0.2238364804681403	0.12806703767370325	0.6058994513525673	0.48844936419363544	0.44247745538960825
ENSMUSG00000056313.6	Tcim	-1.5176206356770419	4.053675306516107	22.56447692598163	0.0026969488105448186	0.23715958608073112	7.150456912486775	12.534842906215857	6.0869509670795425	19.182776629822282	27.36636572901098	27.2066907185713
ENSMUSG00000105401.2	Gm42949	-2.0074542492179024	-2.99143910382021	22.47634252153903	0.002724114260657875	0.23715958608073112	0.03465488002820731	0.06217680013003897	0.030133420629106646	0.14541586832461617	0.15841601000874664	0.20422036402597304
ENSMUSG00000108132.3	Gm44175	1.8489209800687787	-2.755398874245513	22.457732091664763	0.0027298965081867916	0.23715958608073112	0.16172277346496747	0.2114011204421325	0.21093394440374652	0.06058994513525673	0.06600667083697777	0.03403672733766217
ENSMUSG00000028128.14	F3	-1.4402003164385515	1.1390828170305973	22.436883628464425	0.0027363933115458145	0.23715958608073112	1.108956160902634	1.156488482418725	1.2580703112652025	4.507891918063101	2.6138641651443195	2.4506443683116763
ENSMUSG00000102839.2	Gm37385	12.045792955335154	1.5522308695913256	37.075116079944046	0.002760049269438683	0.23715958608073112	8.097690299924443	0.6839448014304287	8.6181582999245	0	0	0
ENSMUSG00000026483.14	Niban1	-0.9125900932051535	3.7632001615840633	22.310419503974515	0.0027762414177128474	0.23715958608073112	8.190103313332994	11.030164343068913	9.00235941294561	20.7217612362578	15.247540963341864	17.154510578181736
ENSMUSG00000031673.7	Cdh11	-2.1387208242687183	-0.19654164437627536	22.232076594116215	0.002801310545016536	0.23715958608073112	0.219480906845313	0.49741440104031176	0.23353400987557651	1.2117989027051346	1.0297040650568532	1.9287478824675233
ENSMUSG00000000686.12	Abhd15	2.834914925672879	-0.2414768031682092	22.185878782788976	0.0028162332593050397	0.23715958608073112	1.559469601269329	0.4725436809882962	2.2600065471829986	0.2060058134598729	0.2244226808457244	0.17018363668831088
ENSMUSG00000032186.16	Tmod2	-1.005872933470268	1.7008489422367636	21.994485075287393	0.00287918365914859	0.23715958608073112	2.44894485532665	2.051834404291286	1.9436056305773788	4.883549577901692	4.382842943575324	3.6759665524675147
ENSMUSG00000028364.16	Tnc	-2.968752043406619	1.8905855880469344	21.93430985251465	0.002899357824970797	0.23715958608073112	0.7739589872966299	1.4922432031209354	0.2561340753474065	8.203878571313762	4.937298978605937	6.478323769935034
ENSMUSG00000120777.2	Gm56626	3.6380612159988814	3.0271437924539017	21.662529618227698	0.0029928286979469367	0.23715958608073112	26.6958092483957	3.034227846345902	15.39064458631622	1.4783946613002643	1.2937307484047642	0.8509181834415543
ENSMUSG00000132266.1	Gm34231	2.194321540756056	-1.7494951984755391	21.58514464351432	0.0030201668054887195	0.23715958608073112	0.6584427205359389	0.24870720052015588	0.43693459912204635	0.07270793416230809	0.09240933917176887	0.12480133357142797
ENSMUSG00000032311.18	Nrg4	1.7461548733866474	-1.7313060391651387	21.360942195116365	0.0031012506278443757	0.23715958608073112	0.334997173606004	0.3481900807282182	0.5876017022675796	0.09694391221641077	0.1452146758413511	0.1361469093506487
ENSMUSG00000139071.1	Gm75486	3.4099704055904687	-1.289639620246806	21.36054817777789	0.0031013956332064017	0.23715958608073112	1.3861952011282925	0.2362718404941481	0.489668085222983	0.06058994513525673	0.06600667083697777	0.06807345467532434
ENSMUSG00000020704.14	Asic2	4.414249161212016	-2.153109849337848	21.245327039648576	0.0031441848277125903	0.23715958608073112	0.5082715737470406	0.12435360026007794	0.49720144038025965	0.012117989027051346	0.03960400250218666	0
ENSMUSG00000026582.8	Sele	3.8756265408218127	-1.4906238790743207	21.10542610468553	0.0031971901721470344	0.23715958608073112	0.877923627381252	0.12435360026007794	0.8362024224577095	0.024235978054102693	0.05280533666958221	0.0453823031168829
ENSMUSG00000011256.17	Adam19	-1.4286743570889193	1.6910451301388458	21.051994261775608	0.0032177446282446102	0.23715958608073112	1.328437067747947	2.2756708847594265	1.6121380036572055	5.7560447878493894	3.392742881020657	4.889943160844132
ENSMUSG00000049872.9	Calhm5	-1.6713674165852213	-0.6035027421404214	20.957284282152234	0.0032546076661222768	0.23715958608073112	0.2425841601974512	0.41036688085825723	0.26366743050468316	1.2966248258944941	0.884489389215502	0.737462425649347
ENSMUSG00000006216.11	Clcnkb	2.2377432869981484	-2.3151340733211208	20.927781464699983	0.0032662042470842554	0.23715958608073112	0.36965205363421133	0.18653040039011692	0.3164009166056198	0.09694391221641077	0.03960400250218666	0.0453823031168829
ENSMUSG00000036862.16	Dchs1	-0.944467997208552	2.542962783472685	20.78458100931218	0.0033232710809437127	0.23715958608073112	3.661865656313906	4.464294249336798	3.789277644110161	9.258143616667228	6.706277757036941	6.966183528441525
ENSMUSG00000100876.2	2810454H06Rik	2.134459316553085	-0.4364215072851867	20.68688634817576	0.0033629584988945733	0.23715958608073112	1.2706789343676015	0.5222851210923274	1.6799382000726955	0.26659575859512963	0.2508253491805155	0.2722938187012974
ENSMUSG00000030257.17	Srgap3	-1.4416653495713276	-0.4169662839650251	20.624024204640534	0.0033888259769462937	0.23715958608073112	0.2772390402256585	0.4601083209622884	0.43693459912204635	1.2966248258944941	0.9504960600524798	0.9530283654545408
ENSMUSG00000085088.3	4931413K12Rik	4.219219929000953	1.312890017734644	20.597095535340646	0.0033999871414619205	0.23715958608073112	7.647176859557747	0.6217680013003897	5.710283209215709	0.32718570373038636	0.2508253491805155	0.17018363668831088
ENSMUSG00000034205.17	Loxl2	-2.270652881682134	3.3436870264935474	20.471357303123487	0.0034527475063209864	0.23715958608073112	2.437393228650581	5.446687691391414	2.561340753474065	27.18064938767617	10.3894499897403	12.786463903181756
ENSMUSG00000076612.9	Ighg2c	2.098021091898457	-2.5059553968554495	20.45337253465914	0.0034603819097158736	0.23715958608073112	0.2887906669017276	0.2114011204421325	0.24106736503285317	0.024235978054102693	0.06600667083697777	0.07941903045454507
ENSMUSG00000051855.16	Mest	-2.286871487734	0.5101146432683209	20.355211005945986	0.0035024448304967555	0.23715958608073112	0.45051344036669505	0.7336862415344598	0.2561340753474065	3.3445649714661716	1.4257440900787197	2.223732852727262
ENSMUSG00000042851.18	Zc3h6	1.9397870219657352	3.589314459201596	20.325468204648804	0.003515322616680118	0.23715958608073112	24.23531276639298	9.01563601885565	23.90333591403885	6.604304019742984	4.277232270236159	4.016333825844137
ENSMUSG00000078870.11	Gm14410	-1.2517646701222227	0.20266566014850132	20.233346517843007	0.0035556063645167777	0.23715958608073112	0.6006845871555934	0.7958630416644988	0.6102017677394096	1.7328724308683425	1.240925411735182	1.8039465488960953
ENSMUSG00000130059.1	Gm32240	4.274104893100915	0.3954106881659053	20.22814462831479	0.0035578991786146237	0.23715958608073112	5.290645017639649	0.422802240884265	1.6498047794435888	0.12117989027051346	0.11881200750655997	0.1361469093506487
ENSMUSG00000032012.10	Nectin1	-1.24441646901176	-0.16022120649486143	20.204722114549124	0.0035682471674612463	0.23715958608073112	0.438961813690626	0.6217680013003897	0.49720144038025965	1.4056867271379563	1.267328080069973	1.0211018201298652
ENSMUSG00000120081.1	Gm57354	-1.0444719579571067	1.0003269702364381	20.175150888656574	0.003581368306183904	0.23715958608073112	1.1436110409308413	1.1937945624967483	1.536804452084439	2.4599517724914235	2.5478574943073418	2.9952320057142714
ENSMUSG00000042213.19	Zfand4	2.6270150951605262	0.44822284761432013	20.102247218882738	0.0036139890883062375	0.23715958608073112	3.0958359491865197	0.7212508815084521	3.0811422593261546	0.39989363789269444	0.3168320200174933	0.39709515227272535
ENSMUSG00000002900.18	Lamb1	-1.3846728033387523	4.123071038039586	20.046265589255476	0.003639304089323274	0.23715958608073112	10.639048168659645	11.577320184213256	6.712219445133505	31.31288364590068	17.029721075940262	27.161308415454414
ENSMUSG00000049907.9	Rasl11b	-0.9865667879049391	0.8603725819091801	20.041734019462268	0.0036413634751224755	0.23715958608073112	1.0511980275222885	1.3554542428348495	1.2053368251642658	2.205474002923345	2.5610588284747373	2.393916489415573
ENSMUSG00000032024.11	Clmp	-1.5155113084937044	1.1427801456375006	20.00386824304386	0.003658631816644144	0.23715958608073112	0.8317171206769755	1.6165968033810132	0.956736104974136	3.6596326861695068	2.481850823470364	3.5852019462337488
ENSMUSG00000138590.1	Gm70902	2.644857519985381	1.4455002657282594	19.96808220263479	0.003675050949110061	0.23715958608073112	7.647176859557747	1.7409504036410912	4.565213225309657	1.0300290672993644	0.6996707108719643	0.4992053342857119
ENSMUSG00000028480.15	Glipr2	-1.0805688567206384	0.36289213897156253	19.830741200452408	0.003738973146457501	0.23715958608073112	0.7739589872966299	0.9575227220026001	0.7081353847840062	1.8661703101659073	1.623764102589653	1.6677996395454464
ENSMUSG00000040690.16	Col16a1	-2.222092619622056	2.097941289470063	19.818454475892278	0.0037447628380186475	0.23715958608073112	1.0743012808744268	2.53681344530559	0.911535974030476	9.573211331370564	4.42244694607751	7.056948134675291
ENSMUSG00000084843.3	B230312C02Rik	-2.7460975677875665	3.8842622473054624	19.70452332529142	0.0037990153681190454	0.23715958608073112	2.841700162313	6.963801614564365	1.6950049103872489	36.850804631263145	26.046232312271425	14.102550693571361
ENSMUSG00000140804.1	Gm74269	1.5923986894533118	-2.6082096246842297	19.692716815607394	0.0038046965079612653	0.23715958608073112	0.2656874135495894	0.1989657604161247	0.17326716861736322	0.07270793416230809	0.07920800500437332	0.056727878896103624
ENSMUSG00000097113.10	Gm19705	3.1296659115509162	-0.30503364191671456	19.65198736950381	0.003824381061463995	0.23715958608073112	1.8829151481992639	0.33575472070221046	1.981272406363762	0.18176983540577019	0.1716173441761422	0.12480133357142797
ENSMUSG00000031274.17	Col4a5	-2.069476860252961	0.6279709766814203	19.632868294964243	0.0038336675709096436	0.23715958608073112	0.34654880028207313	0.9202166419245768	0.49720144038025965	3.41727290562848	1.6633681050918396	2.3144974589610277
ENSMUSG00000019906.16	Lin7a	-1.184247252066104	-0.25205095242541087	19.627788920963194	0.0038361397134246368	0.23715958608073112	0.6122362138316625	0.484979041014304	0.40680117849293973	1.187562924651032	1.0825094017264354	1.1459031537012931
ENSMUSG00000120257.2	Gm34894	2.779460803234713	-1.9839346352909617	19.62378299299042	0.003838090888119978	0.23715958608073112	0.7046492272402154	0.16165968033810132	0.3314676269201731	0.048471956108205386	0.06600667083697777	0.056727878896103624
ENSMUSG00000138619.1	Gm34924	2.043593675284059	-2.826364207174107	19.566980470670398	0.0038658989682236393	0.23715958608073112	0.19637765349317476	0.1740950403641091	0.1958672340891932	0.07270793416230809	0.03960400250218666	0.02269115155844145
ENSMUSG00000089769.2	Gm16574	-1.400912846749682	-1.7588039136304752	19.55446078080493	0.0038720637239631032	0.23715958608073112	0.11551626676069104	0.16165968033810132	0.17326716861736322	0.37565765983859173	0.4752480300262399	0.35171284915584244
ENSMUSG00000026687.15	Aldh9a1	0.9960009318712252	2.6100719164572435	19.413483967863606	0.0039423834072809865	0.23715958608073112	6.653736965415804	7.16276737498049	10.478897023771836	4.083762302116304	3.94719891605127	4.152480735194785
ENSMUSG00000026580.17	Selp	3.1333606606662454	2.479742765624416	19.401625213401275	0.0039483750157623225	0.23715958608073112	13.376783690888022	2.114011204421325	14.388708350398424	1.3814507490838535	1.0693080675590398	0.9530283654545408
ENSMUSG00000021388.15	Aspn	-1.2442167684957244	3.7155089308602136	19.35042977519355	0.003974379457395148	0.23715958608073112	7.520108966120986	10.744151062470735	5.107614796633577	18.795000980956637	16.990117073438075	19.54842706759731
ENSMUSG00000113569.2	Gm48035	-1.5894532722771069	-2.745162865311579	19.06193967015973	0.004125212723534831	0.23715958608073112	0.08086138673248373	0.04974144010403118	0.06026684125821329	0.23024179151397559	0.15841601000874664	0.1928747882467523
ENSMUSG00000032899.15	Styk1	1.7874040741226078	-1.9849661813854034	19.05304785679701	0.004129980495873238	0.23715958608073112	0.40430693366241865	0.1989657604161247	0.4520013094365997	0.09694391221641077	0.10561067333916442	0.10211018201298652
ENSMUSG00000106683.3	Gm43263	1.6248144978881913	2.0212866593336076	19.0070138077035	0.004154780238385206	0.23715958608073112	8.605961873671482	3.2456289667880345	6.4259519491569925	2.096412101679883	2.0594081301137064	1.769909821558433
ENSMUSG00000052837.8	Junb	3.0040497368689434	3.6980438364730266	19.000974336556958	0.0041580483971166825	0.23715958608073112	24.142899752984427	5.235286570949281	39.68571496853345	2.8113734542759126	3.075910861003164	2.722938187012974
ENSMUSG00000007805.5	Twist2	-1.670707104717189	-2.7623968199083766	18.862752199254388	0.0042337793268860694	0.23715958608073112	0.05775813338034552	0.06217680013003897	0.06026684125821329	0.26659575859512963	0.1452146758413511	0.17018363668831088
ENSMUSG00000027230.10	Creb3l1	-1.8261862369465116	1.0982531819516876	18.846257222429546	0.004242937765787415	0.23715958608073112	0.6468910938598699	1.5419846432249664	0.6177351228966862	3.6838686642236094	2.772280175153066	3.4717461884415415
ENSMUSG00000136562.1	Gm65632	1.5457683273817613	-2.7957627358134878	18.772783144857776	0.004284050924933295	0.23715958608073112	0.19637765349317476	0.13678896028608573	0.20340058924646987	0.06058994513525673	0.05280533666958221	0.06807345467532434
ENSMUSG00000097164.5	Cep83os	1.3740221707729898	2.3107885965043935	18.766861766961767	0.004287387095192405	0.23715958608073112	9.368369234292043	4.464294249336798	7.540888512433939	3.2718570373038633	2.363038815963804	2.609482429220767
ENSMUSG00000066361.4	Serpina3c	4.613189052478758	2.292084964625536	18.66946774118068	0.004342754273686931	0.23715958608073112	16.63434241353951	0.7336862415344598	10.69736432333286	0.4120116269197458	0.35643602251967993	0.3744040007142839
ENSMUSG00000121785.1	Ubb-ps	2.104234788120266	2.0688282330424173	18.649233413769355	0.0043543751773342755	0.23715958608073112	7.7395898729663	2.6487316855396603	9.891295321504257	1.5632205844896236	1.7821801125983996	1.3728146692857077
ENSMUSG00000056054.10	S100a8	10.065568809234932	6.041828911771302	18.63979055532097	0.004359812381107974	0.23715958608073112	122.82844644664279	0.2984486406241871	271.57745341982366	0.07270793416230809	0.13201334167395554	0.15883806090909014
ENSMUSG00000085723.4	Gm15915	1.675233588571678	0.23974446058675927	18.49604230239632	0.004443698017930323	0.23715958608073112	2.113947681720646	0.9450873619765924	2.2148064162393384	0.48471956108205383	0.5412547008632177	0.6240066678571399
ENSMUSG00000030084.13	Plxna1	-1.0111500698511322	4.30419678757374	18.47521483050052	0.004456027885689881	0.23715958608073112	10.662151422011783	17.832306277295178	10.780231230062903	25.787080649565265	26.53468167646506	26.820941142077793
ENSMUSG00000105107.2	Gm43412	1.8405126279202597	-1.989373348683708	18.453561943569042	0.004468894215046608	0.23715958608073112	0.4851683203949024	0.28601328059817926	0.30133420629106644	0.08482592318935943	0.1452146758413511	0.06807345467532434
ENSMUSG00000087236.4	Kif28	5.058781387249867	-0.035859341605510145	18.425009573007664	0.004485935179004737	0.23715958608073112	1.9060184015514021	0.18653040039011692	3.3900098207744978	0.024235978054102693	0.10561067333916442	0.03403672733766217
ENSMUSG00000024524.18	Gnal	1.983093373374379	0.721797086819171	18.403430160649403	0.004498871282603677	0.23715958608073112	3.5925558962574913	1.156488482418725	3.0208754180679414	0.6907253745419267	0.7524760475415465	0.5218964858441534
