Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Saline_1	CPM_Saline_2	CPM_Saline_3	CPM_LPS_1	CPM_LPS_2	CPM_LPS_3
ENSMUSG00000010461.17	Eya4	1.1441984461071653	5.155733470783534	424.00963750852543	3.710295979769316e-14	1.4496226671228441e-11	23.277873110287622	20.401639630127406	22.928839381743202	49.880596066134494	49.72990470688053	47.62349764339962
ENSMUSG00000053907.11	Mat2a	0.7297609214356163	7.34853363969685	421.1258138941233	3.9408176580911295e-14	1.4991700017201412e-11	124.45552120547374	122.14715572544091	121.22685021869624	198.03408438191371	200.81839700723938	211.14726659768803
ENSMUSG00000051495.9	Irf2bp2	-1.5234343211326447	4.5056105564831554	398.36151704541567	6.434007292665195e-14	2.3374781186573608e-11	36.60456506043345	33.44818171119601	30.30671255467406	11.004399132130938	12.56810318955708	11.33466124532465
ENSMUSG00000025586.18	Cpeb1	-0.7677064496133463	6.871630600622978	398.1244535457521	6.467842054945658e-14	2.3374781186573608e-11	150.62668927862197	145.65719967689674	145.70195044506568	90.51569286142129	84.90251003592876	84.18114023701587
ENSMUSG00000068614.8	Actc1	0.5420146951755377	11.359260138696014	396.9901240362626	6.63249272625596e-14	2.3385198744086866e-11	2099.0416577529036	2193.876745719559	2125.0483682104623	3154.9702511812284	3114.403095774812	3075.232479057607
ENSMUSG00000038526.15	Car14	1.116165307431349	4.863201476068312	394.38557295091056	7.028422194577681e-14	2.4191159820194038e-11	17.71047219690433	19.613593464156818	17.7599102725641	40.40959681307098	39.06057969704071	39.962521070472675
ENSMUSG00000026576.13	Atp1b1	1.144817488827063	4.903316710966675	383.90665605887625	8.908499035298669e-14	2.994913071029711e-11	20.07771353015392	17.59969770667643	18.201699085314452	40.04879684152571	42.67730003935929	40.858541722276996
ENSMUSG00000036854.15	Hspb6	0.6076668962929939	9.738787368760573	381.96269799491455	9.315315823918689e-14	3.060504671603831e-11	704.210458839285	673.0352060814348	653.9799795143442	1022.9581193237457	1049.1201532980633	1023.1211812627629
ENSMUSG00000091712.3	Sec14l5	-0.897464042862338	6.198314119942215	373.5147629729144	1.1339292686784588e-13	3.642684779559067e-11	101.44067490999163	94.78444162923998	89.77148675087128	51.323795952315606	51.71910089515575	50.49076372917344
ENSMUSG00000021798.15	Ldb3	0.5004669555588621	10.851120251334757	371.9708422689334	1.175954579363964e-13	3.6955650868011873e-11	1534.542275377812	1532.530891100021	1522.801858669184	2177.833728243733	2171.659729545194	2143.684608409246
ENSMUSG00000023092.17	Fhl1	0.6622131916535068	7.305094489695625	362.93736777253383	1.4592778972430258e-13	4.488366230328762e-11	122.92119811910827	124.02971045525953	120.43163035574561	198.8458843178906	188.5215478433562	194.0332721482255
ENSMUSG00000020027.19	Socs2	-1.1868598201791074	4.615213449640832	358.61064991903754	1.6211801398114836e-13	4.8824541877322515e-11	34.45651273952179	33.49196205374992	33.57594976902666	13.620198925834194	16.049196519038716	14.91874385254193
ENSMUSG00000056973.7	Ces1d	-1.3318231212112923	3.879693215179234	353.77763040055567	1.8259853705096784e-13	5.387029493079165e-11	21.261334196778712	20.708102028004856	20.63153755544138	8.027799366882405	8.318456787332742	8.51219619214104
ENSMUSG00000022096.15	Hr	0.816067091647736	5.942191894695303	339.6479311022151	2.6091394013724374e-13	7.543543837247991e-11	42.17196597381675	46.10070070927931	45.327532188185984	77.30139390357553	79.65826553956681	78.26740393510737
ENSMUSG00000046532.9	Ar	0.973623526533508	5.033336377314396	334.4623522384212	2.9848714716455637e-13	8.46064744982515e-11	22.181928048597996	22.897119155700928	21.1616841307418	41.717496709922614	44.25961518912367	44.12901710136276
ENSMUSG00000029610.14	Aimp2	0.6694821763354897	7.3942150139737395	333.3795335197514	3.070682363431267e-13	8.479250231481765e-11	123.27190053884894	133.9240678724458	132.40410718128012	208.3168835709541	207.01203059345994	204.3375096439752
ENSMUSG00000024456.18	Diaph1	0.7948696591257436	6.156726806466207	332.90991995795105	3.1087455884652294e-13	8.479250231481765e-11	52.56152515863438	51.92348626895087	51.99854326071628	88.7116930036949	95.52662604148959	87.27241148574078
ENSMUSG00000031765.9	Mt1	1.4837052090459648	3.7862204446808483	331.04887664134674	3.2648161938819444e-13	8.740033870140257e-11	7.101723999748765	8.099363372475473	6.538474428705191	19.618498452774418	20.4344699341	20.787679121860226
ENSMUSG00000024892.18	Pcx	0.7045803502960009	6.215809270805547	330.2769151583096	3.3320873146175624e-13	8.75793713092936e-11	55.45482012149499	56.73932394988223	57.34418789499553	92.13929273337503	92.36199574196084	91.7973157773526
ENSMUSG00000059824.13	Dbp	0.7078879100632781	6.224848388517741	324.5874937586277	3.878028398770873e-13	9.95618032743092e-11	57.427521232536314	57.39602908819105	55.532853762719085	91.41769279028448	94.17035591312013	92.69333642915691
ENSMUSG00000031461.5	Myom2	0.5236228425399048	9.747725521368853	324.133225401269	3.9257213521275764e-13	9.95618032743092e-11	703.3337027899333	692.2985568051603	720.513374714547	1022.7326193415298	990.7101197696181	1028.6317082713595
ENSMUSG00000121135.2	Hmga2-ps1	1.6821092499411807	3.6633125347743105	323.07063716043956	4.0398410643454025e-13	1.0039542206183797e-10	5.698914320786047	6.698392410749985	5.610717921929455	19.573398456331258	20.931768981168805	17.337999612413594
ENSMUSG00000026864.14	Hspa5	0.726924103510876	6.182105933091871	322.54644829673816	4.097488863896265e-13	1.0039542206183797e-10	56.15622496097635	54.112503396646936	53.76569851171769	89.25289296101282	89.42341046382698	92.82773952692756
ENSMUSG00000027559.6	Car3	-0.4627861266879341	11.747842008490695	310.3362971973386	5.735930991424263e-13	1.381976973533819e-10	3897.925882010253	3994.6935759900107	4065.1197605223524	2876.658173130491	2909.24463435679	2890.428219622966
ENSMUSG00000023019.13	Gpd1	0.5046628249332307	9.23913875890751	302.0907070912874	7.250515736363356e-13	1.7182533686044045e-10	508.86921104372635	488.5010622166558	501.60701799674825	701.3500446875746	709.6005311629061	715.7860976938812
ENSMUSG00000030256.12	Bhlhe41	0.7442717898447603	5.9315664777631305	301.09463779318907	7.461730296140102e-13	1.7397866638871179e-10	44.626882912001506	47.58923235611264	44.62067008778543	76.98569392847341	76.94572528282788	75.3105357841531
ENSMUSG00000032010.16	Usp2	0.6332977317923136	6.925034864277896	293.736739796077	9.25093952431702e-13	2.122723520055982e-10	98.02132631751999	96.27297327607332	91.4502842393226	149.1907882339719	146.79363689385553	147.26099412404
ENSMUSG00000042429.10	Adora1	1.7001359953254658	3.417411507625892	286.3312286050128	1.154495703322808e-12	2.607717169880393e-10	5.260536296110197	4.071571857514697	5.699075684479524	16.461498701753246	15.55189747196991	16.84518825392122
ENSMUSG00000007655.17	Cav1	-0.6470597838499055	6.586139258623459	284.7270117523662	1.2121098532498176e-12	2.6957323136275943e-10	118.40590446494701	114.74827783382817	118.09014964816875	73.78359418100908	77.35260632133871	73.16008621982273
ENSMUSG00000062070.13	Pgk1	0.4748149806973918	9.561807700480522	281.23262907179776	1.3489709880702435e-12	2.927270864786746e-10	625.2147387926968	625.3146326976604	646.9555373916136	871.9633312320474	885.4183488038683	879.6234738763011
ENSMUSG00000030246.13	Ldhb	1.1722154648870928	4.190541278489571	281.0467241236153	1.3567179575312118e-12	2.927270864786746e-10	11.090964024298998	12.17093522999017	10.337858218358207	25.93249795481676	25.407460404788054	24.416562761667723
ENSMUSG00000032786.17	Alas1	0.6737808708202541	6.583269029308073	278.19816692505634	1.4818062257732323e-12	3.1501457058496835e-10	70.0089705407332	77.0534028949018	74.5739515922592	117.21489075577175	117.7694561467489	118.58833326630176
ENSMUSG00000052276.9	Ostn	0.8639513448131773	5.154817499019446	275.0746763377473	1.6338667135703427e-12	3.4230691610685326e-10	26.828735110162004	24.73589354296563	24.165848057444187	46.27259635068173	45.2090042789823	46.369068730873565
ENSMUSG00000031762.8	Mt2	2.1849971881467467	2.2317215171557296	272.56162030206343	1.7688082989234418e-12	3.6528418241767534e-10	1.665836493768229	1.576092331941173	1.767155251001403	7.937599373996086	7.4142767017530975	7.481772442566073
ENSMUSG00000084843.3	B230312C02Rik	-1.4719767053238004	3.381718144358869	271.30880411067625	1.840660409203916e-12	3.7476882923171563e-10	14.685663826640965	15.235559208764672	15.462608446262276	5.502199566065469	5.967588564825664	4.883312552333544
ENSMUSG00000018796.14	Acsl1	0.6025935036974659	6.829489643500215	269.8928349181365	1.925791138399209e-12	3.8665606523193005e-10	88.15782076231338	89.79348257809293	92.9523662026738	138.68248906271572	134.58720573853032	138.07678244304572
ENSMUSG00000139891.1	Gm69940	0.7674111485850001	6.5400050789987745	266.8272760200852	2.1254630382792096e-12	4.203693814192364e-10	63.43330017059546	69.30428226285768	73.86708949185865	115.05009092650009	116.45839502265841	120.15636940695933
ENSMUSG00000023249.16	Parp3	0.6331482146874975	6.368184689399095	266.4459938753442	2.151863186567757e-12	4.203693814192364e-10	64.4415696273499	63.2188146478626	66.57757408147786	99.67099213938268	101.85588664054713	99.72709854582082
ENSMUSG00000035606.9	Ky	-0.5607382453046418	7.452790469591454	262.5086723386251	2.4468155018364295e-12	4.71615531927299e-10	214.62988088129603	209.05113569497502	202.20673959583553	143.46308868569062	139.28894218354446	141.57126298508257
ENSMUSG00000028273.17	Pdlim5	0.5459555565879348	7.680564886132026	258.469213997724	2.7967684504196156e-12	5.3197479893771e-10	168.20564806812354	167.85383335173492	164.2570805805804	242.05168091043748	236.71434640475132	251.6922010918335
ENSMUSG00000032643.13	Fhl3	0.5791957155671612	7.927727815892358	255.92336191414122	3.045678111111801e-12	5.717963996653531e-10	205.6431313754411	192.6772875798084	187.40681436869878	294.27747679161627	286.127788081679	294.7011923784409
ENSMUSG00000020846.7	Rflnb	-1.0654094411976611	4.165746246727938	255.36052480474274	3.103963386715014e-12	5.752678810045159e-10	25.162898616393775	24.254309774872496	22.88466050046817	11.680899078778332	11.257042065466592	11.603467440865945
ENSMUSG00000069763.4	Tmem100	1.017008801392014	4.325755630217606	252.02169235923222	3.476206648574782e-12	6.361018140733803e-10	13.984258987159606	12.958981395960755	12.767696688485136	26.02269794770308	26.447267503204646	27.91104330370457
ENSMUSG00000067279.4	Ppp1r3c	0.548745966152026	7.54968769413915	251.47515428151056	3.541729776879259e-12	6.399905706820821e-10	153.82684885875568	151.56754592167613	151.00341619806989	229.28838191702332	214.42630729521304	223.9155608858996
ENSMUSG00000063229.16	Ldha	0.42163022710974096	10.851491132708327	249.9268821601126	3.734903342086882e-12	6.665649717679996e-10	1546.3346442415923	1595.0930006095748	1597.2432736176181	2114.197633262435	2123.7833940137516	2109.1878133147793
ENSMUSG00000022358.8	Fbxo32	-0.5896647188734198	6.79785070231592	248.6290585956894	3.905850767269984e-12	6.885729108738401e-10	132.9600548841852	133.22358239158302	134.34797795738166	89.38819295034229	85.26418207016062	91.48370854922108
ENSMUSG00000038127.16	Ccdc50	0.5851780377987342	6.313575020895715	241.9840037626916	4.928810669580476e-12	8.580154435731614e-10	63.82784039280372	63.13125396275476	63.838483442425684	95.34139248083936	94.98411799014181	95.91901077565247
ENSMUSG00000062825.16	Actg1	-0.5071103948869401	8.214050121060374	241.6605030067272	4.985701249318315e-12	8.580154435731614e-10	346.45015290132403	360.3559995613276	338.4544094480437	248.3656804124798	242.4106809439031	244.70324000775983
ENSMUSG00000037573.6	Tob1	0.5352027054548526	7.615461714998742	239.6293935379044	5.359967041862605e-12	9.115727477313626e-10	164.39175925344364	161.680805051632	154.27265341242247	236.14358137638357	227.94379957462874	232.0245477847287
ENSMUSG00000030098.16	Grip2	-1.1809277033436676	3.935357067943739	236.28974731137686	6.044975664503639e-12	1.0130358081983948e-9	20.86679397457045	22.196633674838186	20.057212098865925	10.102399203267746	9.132218864354424	8.601798257321473
ENSMUSG00000074364.7	Ehd2	-0.7234923431270515	5.61594195978192	236.05474288425276	6.096715226429189e-12	1.0130358081983948e-9	62.51270631877617	59.71638724354889	60.480888465523016	35.17799722566448	36.93575649592854	38.528888027585765
ENSMUSG00000071637.6	Cebpd	-1.399908851761231	3.4892745255705733	235.0907439955546	6.314151998226642e-12	1.0294036675564783e-9	15.387068666122325	16.41762845772055	16.478722715588084	6.178699512712862	6.826559646126327	5.286521845645488
ENSMUSG00000041695.3	Kcnj2	-0.7977862232927377	5.276187395898063	234.78098337671486	6.3858353109989236e-12	1.0294036675564783e-9	51.465580096944755	46.10070070927931	49.48034702803928	28.367897762747376	27.848746635853097	28.35905362960673
ENSMUSG00000056708.6	Ier5	-1.4741200152651552	3.347466239604627	234.6823499760913	6.4088496181573765e-12	1.0294036675564783e-9	15.825446690798175	14.84153612577938	13.651274313985837	5.8629995376107455	5.334662504919911	4.748909454562897
ENSMUSG00000031871.10	Cdh5	-0.7008189459499302	5.828591458770582	234.0480794938552	6.559060646430326e-12	1.0419536341186462e-9	71.98167165177452	71.23061733523024	67.32861506315345	44.87449646094378	43.03897207359115	41.620159276310666
ENSMUSG00000020593.17	Lpin1	0.4830366849952957	7.817523457269014	231.94811364064253	7.084935882369488e-12	1.113259055603623e-9	190.1683871043836	187.02962339035253	187.23009884359865	268.0292788616974	259.72572958275333	261.1452189683691
ENSMUSG00000055435.7	Maf	-0.5491125001390094	8.079102477888037	226.77266298397106	8.592184380104773e-12	1.3355765311698345e-9	336.76199855598776	319.1586972180875	307.35247703041904	215.17208303031435	217.50051958618386	225.66280115691802
ENSMUSG00000063415.13	Cyp26b1	-1.578518305699742	3.436733028539031	225.70846049322603	8.94434011852392e-12	1.375525327163636e-9	17.88582340677467	15.892264347073494	14.26977865183633	5.8629995376107455	5.605916530593805	4.614506356792249
ENSMUSG00000024471.13	Myot	0.43815042697430945	9.026991905900022	225.37015454070917	9.059618653804453e-12	1.3785878658883911e-9	435.3093785031188	441.34963328608234	452.4359231376342	604.3850523347816	594.3627792557803	601.9914749147325
ENSMUSG00000120732.2	Gm56936	0.85580972645298925	5.782416355250343	224.11954357944848	9.500292111575564e-12	1.4305856538014204e-9	41.16369651706229	41.810227138995	34.503706275802394	72.43059428771429	69.4862395767958	70.74083045995107
ENSMUSG00000015656.18	Hspa8	0.4709477651767675	9.951652409390539	221.9614721192677	1.0317720869586878e-11	1.5376595143376075e-9	792.8504954287419	833.2712598287874	863.9622022145859	1139.271010150654	1153.5529531825123	1158.4651007178054
ENSMUSG00000024411.12	Aqp4	0.7383159022588356	5.211705809419238	220.13576544515402	1.1070395450684784e-11	1.6306891350577298e-9	27.267113134837853	28.50100300260288	27.479264153071817	47.94129621907864	44.80212324047146	46.145063567922485
ENSMUSG00000060600.16	Eno3	0.3845129138184412	12.356536864481917	219.9101570475305	1.1167558409706368e-11	1.6306891350577298e-9	4449.054734632731	4546.501013539637	4653.008133649244	5913.195833651982	5976.268693647228	5927.62462201148
ENSMUSG00000105703.4	Gm43305	0.798862611534729	5.124274498930889	219.4492390441364	1.136901522672777e-11	1.6435048411757665e-9	27.1355997274351	23.947847376995046	25.22614120804503	45.14509643960274	44.39524220196062	43.23299644955844
ENSMUSG00000021823.11	Vcl	0.8856632929357138	5.7672688254127475	218.64053324389658	1.173229249878197e-11	1.6792279243801203e-9	41.20753431952988	40.234134807053834	33.26669760010141	72.34039429482797	70.52604667521238	69.1279932867033
ENSMUSG00000056569.12	Mpz	-1.249913739518464	3.9601167048195816	217.9272363070113	1.2063414501234132e-11	1.6967955868848825e-9	24.461493776912416	20.44541997268133	20.233927623966064	9.561199245949831	9.087009860075442	8.73620135509212
ENSMUSG00000026459.6	Myog	1.3427329243105532	3.2008516199760924	217.8713631712875	1.2089785933117245e-11	1.6967955868848825e-9	5.348211901045366	4.990959051147048	5.168929109179103	13.214298957845758	12.296849163883186	13.843519070376745
ENSMUSG00000025190.14	Got1	0.52666397924628094	6.99252909018005	216.46616423878763	1.2774504677586025e-11	1.7756561501844574e-9	101.87905293466747	105.46684521239682	105.63170512860886	148.69468827309714	148.05948901366702	154.11555211034306
ENSMUSG00000021702.8	Thbs4	0.8160818557755288	5.743833329067379	213.98832482673558	1.4089162176758812e-11	1.9397421754973846e-9	36.429213850563116	39.971452751730304	40.026066435181775	69.8598944904542	72.51524286348761	62.631843561121975
ENSMUSG00000025432.12	Avil	-0.9381147016594558	4.17848999592625	213.37117507108258	1.4439483456284855e-11	1.969218611736357e-9	24.15462915963932	23.159801211024458	23.547343719593695	12.492699014755203	12.658521198115045	11.827472603817025
ENSMUSG00000004655.6	Aqp1	-0.5224892823645456	7.070197043815998	212.63660017660024	1.4869107914478056e-11	2.0088581683335962e-9	154.52825369823702	163.7384811516663	156.5699552387243	109.0066914031167	111.16894152201748	110.38974430229224
ENSMUSG00000021200.15	Asb2	-0.4486290976833374	9.221647399237925	210.8650882026306	1.5964697882815323e-11	2.1369043758701693e-9	672.9979434823645	716.4653058949249	677.3506077088377	508.9534598610559	503.04059061223603	502.4435804992725
ENSMUSG00000066687.6	Zbtb16	1.0261555087327667	4.258513040341205	210.59705254397272	1.613812884061802e-11	2.1403008304584776e-9	13.589718764951341	11.382889064019583	12.767696688485136	26.563897905020994	24.458071314929423	25.850195804554634
ENSMUSG00000023959.11	Clic5	0.5813774669839462	6.580722642231545	209.17469591199557	1.709412727364746e-11	2.2464791260713424e-9	77.94361278736608	73.41963446292631	78.63840866956244	113.24609106877371	112.43479364182897	118.45393016853112
ENSMUSG00000044951.18	Mylk4	0.45542303119526645	9.515370771076123	208.7499020452595	1.739169385730839e-11	2.2535019275230414e-9	631.3520311381587	628.0727942785575	592.3062612543953	866.776831641084	832.2977687760641	840.0193610665501
ENSMUSG00000040479.13	Dgkz	-0.5561970323158635	6.947626313527555	208.65445751257053	1.745933978158416e-11	2.2535019275230414e-9	151.28425631563573	148.4153612577938	140.57720021716162	100.93379203979114	96.92810517413805	101.56394088201968
ENSMUSG00000031824.16	6430548M08Rik	1.042211110450496	3.8419877731209064	207.7870870624871	1.8087635205875035e-11	2.313936765806456e-9	8.98674950585492	9.981918102294095	9.05667066138219	19.167498488342822	19.530289848520354	19.040438850841802
ENSMUSG00000042834.16	Nrep	-0.5220082147283389	7.046441463333096	205.819068455709	1.9608288006952532e-11	2.4864685213026825e-9	157.59689987096797	151.26108352379867	158.16039496462557	108.91649141023039	110.94289650062257	105.37202865218805
ENSMUSG00000021699.18	Pde4d	1.06574906594107	4.258005739814641	204.92793244031995	2.034304715858817e-11	2.5572094758656573e-9	12.625287110664472	11.295328378911739	13.121127738685416	26.699197894350473	23.59910023362876	27.239027814851333
ENSMUSG00000020044.14	Timp3	-0.5861077418130461	6.244512281857147	202.62430552049688	2.2387943524076237e-11	2.790000961931432e-9	91.75252056465534	88.34873127381353	92.42221962737338	59.982995269402245	58.77170556267699	62.766246658892626
ENSMUSG00000031519.5	Asb5	0.46455474747518505	7.698632181407711	201.78317043320664	2.3190591494651022e-11	2.8653264157835484e-9	174.12375140124752	176.69746254762705	172.8277835479372	246.11068059032183	241.28045583692852	235.20542109863402
ENSMUSG00000044086.9	Lmod3	0.5888578881653751	6.190039410010557	201.2526554997496	2.371321637824673e-11	2.905069965796057e-9	58.26043947942043	55.819936756249874	60.790140634448264	87.8096930748317	87.29858726271482	87.89962594200381
