Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Denervation_1	CPM_Denervation_2	CPM_Denervation_3
ENSMUSG00000084939.5	Gm830	9.135472223268444	5.714341595569112	1299.4702681172946	6.66865204386929e-14	5.507697404896408e-11	0.27648662591944356	0.17122370039496315	0.08709318864323151	123.28067139712368	106.07701706598677	82.41995849722585
ENSMUSG00000033044.13	Dhrs7c	-5.472169229221313	5.568059998280873	1295.7420338171255	6.787120820390633e-14	5.507697404896408e-11	100.64113183467745	79.36218513306542	100.28780672268108	2.440279231342279	1.6987422661812828	2.1234358497293244
ENSMUSG00000099906.3	Lincmd1	7.373019451960439	5.5981869211762465	1294.993854123716	6.811188628717154e-14	5.507697404896408e-11	0.6319694306730138	0.2996414756911855	0.7838386977890837	101.69072002975192	103.67046552222996	80.93136429329189
ENSMUSG00000118667.1	Ahnak2	3.3876387997936366	5.836379135976015	1281.6744174122196	7.256704731432459e-14	5.633234748916389e-11	9.953518533099967	9.24607982132801	10.494729231509398	105.71438654860637	103.4581227389573	101.68411878343002
ENSMUSG00000048416.16	Mlf1	-4.7665009700837135	5.336364962512178	1224.6740144408966	9.589357816896161e-14	7.091117526497777e-11	87.72525659529774	69.51682236035504	78.34032318458675	2.9246094604636474	3.2795163194333097	2.4518022182441688
ENSMUSG00000047343.5	Mettl21c	-5.970526503796656	4.273251606652985	1219.0106846140288	9.865521369373935e-14	7.091117526497777e-11	39.893070311234	31.719190498166924	44.461072802369685	0.6333549150048663	0.6370283498179811	0.5691683720923962
ENSMUSG00000039542.17	Ncam1	4.068579393054311	6.142654625572252	1184.898989137708	1.1738483570059537e-13	7.976554038793195e-11	8.57108540350275	7.876290218168305	7.228734657388215	117.80401419090514	146.96479966726682	133.0759436134491
ENSMUSG00000078486.4	Perm1	-3.3533814714659718	7.5286604154219114	1181.9429870667768	1.1919413980780267e-13	7.976554038793195e-11	318.71008350628426	362.6089915114332	329.34289285437995	31.03439083523845	33.00750597760576	34.85061724504211
ENSMUSG00000032118.17	Fez1	5.287447499377264	4.977462151037014	1165.7168764331293	1.2972235140514714e-13	8.391738912398967e-11	1.619421666099598	1.412595528258446	1.6112239898997829	70.24651130833385	60.116601308748734	51.46595549189322
ENSMUSG00000049382.11	Krt8	9.681579603579396	5.394215050557461	1156.8494027413053	1.3593102312097378e-13	8.5097205345443165e-11	0.07899617883412673	0.08561185019748158	0.13063978296484727	98.39354885457952	61.862530860101714	89.0529591412257
ENSMUSG00000024803.10	Ankrd1	6.687957112732931	7.2814750952341605	1150.5773759695446	1.4053123097318352e-13	8.522779998426789e-11	2.567375812109119	3.9381451090841524	2.438609282010482	373.2136977094852	272.81328922019685	275.74018518753167
ENSMUSG00000052727.7	Map1b	3.694653408420182	8.339566920910706	1130.371437639411	1.5662998595019736e-13	8.960835153411703e-11	44.27735823652803	49.61206718944057	45.28845809448038	642.4081646722889	631.2243137418617	528.407160214087
ENSMUSG00000001864.14	Aif1l	6.762317154640699	7.087413429653783	1129.9487982082505	1.5698891905807076e-13	8.960835153411703e-11	3.5153299581186395	2.225908105134521	1.6112239898997829	289.08926252825063	267.97659249009735	248.85792515178312
ENSMUSG00000021728.9	Emb	6.405131487161958	5.367022314381612	1109.8859677162452	1.751810971703269e-13	9.713541579384383e-11	0.9479541460095207	1.027342202369779	0.8709318864323151	96.9778143386863	81.44525420635817	63.70307549187974
ENSMUSG00000047747.11	Rnf150	-3.16203585360462	5.6417451500187	1080.8162987567093	2.060707617303709e-13	1.1108931313614745e-10	86.50081582336877	88.9935182802821	95.3670415643385	9.444439467866683	10.05089174157259	10.770416887286883
ENSMUSG00000015090.14	Ptgds	10.02109528398775	4.586851039705324	1063.3664569043347	2.276463043078021e-13	1.194035629108518e-10	0.03949808941706336	0.04280592509874079	0.043546594321615756	59.64713052487006	42.0202774454009	39.73233059029612
ENSMUSG00000141693.1	Gm68199	10.357210246741122	3.5696991552363015	1039.8306454165108	2.6104331648405757e-13	1.3298650647578375e-10	0	0.04280592509874079	0	23.713553141211612	24.112702722739876	20.927883220012724
ENSMUSG00000025271.14	Pfkfb1	-3.277974850644412	4.925251812836739	1034.6103839961065	2.692026583555339e-13	1.3298650647578375e-10	56.40327168756648	51.024662717699016	59.266914871719045	5.793334663720983	5.709661505775978	5.66979262968964
ENSMUSG00000021703.10	Serinc5	3.92928231041372	5.717364899007152	1025.1128740130532	2.8481982325018185e-13	1.3298650647578375e-10	7.2676484527396585	6.763336165601045	5.2255913185938905	93.30808144880515	100.72126019899856	100.02039584962148
ENSMUSG00000020598.17	Nrcam	5.797235770733853	4.837955297859939	1024.038653436389	2.866516050091829e-13	1.3298650647578375e-10	0.8294598777583306	1.1129540525672605	1.0451182637187781	63.35411958622207	58.04036076119383	44.65782611801878
ENSMUSG00000031613.10	Hpgd	5.039918740860455	3.9850508385510683	1020.9404208862549	2.9201192350961237e-13	1.3298650647578375e-10	0.868957967175394	0.9845362772710381	0.8709318864323151	26.768559201823322	33.526566114494486	29.640537531273253
ENSMUSG00000031508.15	Ankrd10	3.154810174963704	6.960816612019483	1019.4355006368241	2.9465758635846354e-13	1.3298650647578375e-10	23.38286893490151	25.854778759639437	25.997316810004605	241.45724730273756	208.63858138668172	219.8303381750709
ENSMUSG00000027470.10	Mylk2	-3.4440254611767225	8.910643324469122	1006.1890999680253	3.191864270810522e-13	1.3828073752351857e-10	928.0471089433208	829.8356639641889	888.1327911893534	74.27017782718829	77.67027139262198	91.19828608218934
ENSMUSG00000051985.13	Igfn1	5.29272594767959	9.045829151391576	1005.4422507900113	3.206385937320727e-13	1.3828073752351857e-10	23.659355560820956	32.960562326030406	22.208763104024037	1137.7289643775653	1055.5559756483947	896.3964038630555
ENSMUSG00000031642.10	Sh3rf1	3.8654163065796237	5.327784408626434	989.0140935866197	3.546088893386961e-13	1.496064068564364e-10	4.660774551213477	4.9654873114539315	5.704603856131664	83.54696452343605	71.6302988906441	68.08129373874432
ENSMUSG00000023243.10	Kcnk5	6.181713864174876	4.99671841608819	981.2152865260471	3.721885580590734e-13	1.5057374415629107e-10	0.7109656095071405	0.599282951382371	1.2628512353268568	71.36419645246009	57.66286247982021	57.35465903392609
ENSMUSG00000067071.9	Hes6	3.5993756498913223	4.377751450521009	981.1158228828781	3.7241921572123315e-13	1.5057374415629107e-10	3.278341421616259	3.2532503075042998	2.7869820365834084	37.4610804139643	37.63185992443258	38.0904987477219
ENSMUSG00000052516.23	Robo2	5.7646377077614455	3.958353790734799	973.7795827976421	3.898992158794528e-13	1.5431277304546523e-10	0.7109656095071405	0.3852533258886671	0.5225591318593891	28.94804523286948	32.700788623989695	27.582774955246897
ENSMUSG00000061808.5	Ttr	11.86579340866087	5.046125704133933	970.4053475435899	3.9825786438765255e-13	1.5431277304546523e-10	0.03949808941706336	0	0	83.56559260917147	59.05488739238543	52.86698533088988
ENSMUSG00000117864.4	Gm19500	5.814630621737046	3.8171309966422275	967.5393760271484	4.0552127713292767e-13	1.5431277304546523e-10	0.434478983587697	0.6420888764811118	0.34837275457292605	29.07844183301754	26.566441551668394	25.06529946329976
ENSMUSG00000000031.20	H19	3.385195012819333	11.279014908978196	962.5388757813005	4.185661782613369e-13	1.562137273368801e-10	410.46414522212245	435.2934523290951	456.4118550848547	4502.240669483564	4109.304729177695	4993.795732373747
ENSMUSG00000056978.9	Hamp2	5.944014145380328	5.165711553060516	954.036634408706	4.41882343725852e-13	1.6180397442806812e-10	1.2244407719289643	0.6848948015798526	1.4805842069349358	72.92895565423682	59.88066488289022	76.57503713766162
ENSMUSG00000057280.17	Musk	4.059952184876416	7.383175072435432	942.3277546384347	4.765076521723511e-13	1.7125155566127442e-10	16.19421666099598	21.18893292387669	19.160501501510932	331.31913289048686	341.37641457468027	269.9390460104361
ENSMUSG00000029490.5	Slc49a3	5.049463367521489	5.624684128573521	921.4792371147004	5.462802884863426e-13	1.9275748288462641e-10	2.606873901526182	3.210444382405559	2.7869820365834084	85.4284011827152	82.0586889135903	117.42381338090821
ENSMUSG00000111293.3	Gm34006	7.3628147809246824	3.6154041219181203	908.9156370889456	5.940483859677323e-13	2.0586958975849608e-10	0.11849426825119008	0.12841777529622236	0.17418637728646302	27.79310391727237	19.88944069987252	22.941863613570433
ENSMUSG00000032503.19	Arpp21	3.6991187894256363	6.478505157003447	899.9877917650653	6.309513707121862e-13	2.1465333237977143e-10	10.269503248436475	13.783507881794534	14.065549965881889	162.15748632698123	161.02661064843412	171.36346218227993
ENSMUSG00000026107.12	Nabp1	3.5883393709819904	5.72886731309819	895.2360491326523	6.516756087116824e-13	2.1465333237977143e-10	7.386142720990849	9.331691671525492	7.5335608176395255	87.36572209920068	103.10421810016953	101.20251477627492
ENSMUSG00000040511.15	Pvr	3.3635615927254183	4.864353370192357	895.0335483760185	6.52576215304092e-13	2.1465333237977143e-10	5.213747803052364	5.607576187935043	4.441752620804807	51.748822173044665	54.45412708814445	51.09380694090973
ENSMUSG00000042363.15	Lgalsl	-2.7553438181622782	5.504085963342236	890.6347832237724	6.725008600467169e-13	2.1752040318211058e-10	78.08772277753427	80.3895273354352	79.95154717448652	12.51807361421383	11.844008578097277	10.923654525927144
ENSMUSG00000075232.7	Amd1	-3.8843022787571924	8.193324642510966	886.4480563943969	6.921243333461212e-13	2.1871262983272696e-10	479.348813165481	520.0063780995031	647.1894848078533	35.85906504071669	40.934969886451746	34.719270697636176
ENSMUSG00000086219.10	Srrm4os	7.507083543812522	4.218831620076963	885.0704019671913	6.987263899432716e-13	2.1871262983272696e-10	0.15799235766825345	0.12841777529622236	0.30482616025131026	44.09267893577996	30.62454807643479	33.821735957028935
ENSMUSG00000026141.14	Col19a1	6.236045769946584	6.545475586470836	876.0906093888768	7.435976405160986e-13	2.2906348269041148e-10	3.3573376004503857	2.1402962549370392	1.7418637728646302	158.9907117519569	222.39367501423294	169.2400263325506
ENSMUSG00000005686.18	Ampd3	4.109340883818305	6.477021307865462	866.7037064234003	7.941239165966589e-13	2.4080566952174e-10	10.940970768526551	10.658675349586456	7.49001422331791	156.6994572064981	165.67455823784678	180.57961159192988
ENSMUSG00000019102.11	Aldh3a1	7.424892667091015	5.382833895108191	860.1256756286715	8.319128038445829e-13	2.483835659109511e-10	0.5134751624218237	0.7277007266785934	0.17418637728646302	72.46325351085088	100.06063820659473	73.83865073337125
ENSMUSG00000024052.18	Lpin2	3.245808129047873	5.08849328997053	855.6553390126195	8.587870311593806e-13	2.525224229350015e-10	6.754173290317835	5.479158412638821	7.011001685780137	61.21188972664679	61.17831522511203	60.30995635055968
ENSMUSG00000026253.15	Chrng	7.977365415934667	5.887239467064722	839.703972328035	9.632562501142284e-13	2.765695275484114e-10	0.3159847153365069	0.9417303521722973	0.13063978296484727	128.96223754643205	112.56526877709584	109.52112944531764
ENSMUSG00000042045.7	Sln	7.409045802007266	6.3701708069897105	836.9859595986194	9.824944813567794e-13	2.765695275484114e-10	1.5799235766825346	0.7277007266785934	0.5225591318593891	196.1537427941542	138.11718369757264	156.47752014294034
ENSMUSG00000040694.5	Apobec2	-2.8030010565070755	7.054973143274189	836.8706709662191	9.833203174545466e-13	2.765695275484114e-10	242.63676328902025	219.08072465535534	237.4160322414491	35.449247154537076	30.36501800799043	34.325231055418364
ENSMUSG00000042476.13	Abcb4	-2.534029873232133	6.327884994512317	832.8727908341391	1.0124631628850032e-12	2.8069818003013226e-10	143.10157795802056	139.20486842110503	129.8559442670582	23.601784626798988	23.121769734134126	24.430457817504394
ENSMUSG00000028654.14	Mycl	5.973632342738279	3.427652727434768	829.9696556600406	1.034255430631816e-12	2.8270134003199513e-10	0.23698853650238016	0.4280592509874079	0.30482616025131026	21.77623222472614	17.978355650418578	21.453269409636476
ENSMUSG00000079278.4	Tmem233	-3.324360989218245	6.579165202264964	823.7740408659504	1.0826111305232144e-12	2.900805228002427e-10	162.89012075596932	178.24387211115663	181.98121767003224	16.597624390274586	15.38305496597495	20.227368300514392
ENSMUSG00000042834.16	Nrep	-3.0284629827406273	6.099753059643256	821.0761569854069	1.1044852265966308e-12	2.900805228002427e-10	121.65411540455516	135.65197663790957	110.60834957690402	14.19460133040318	14.722432973571118	16.177516422164647
ENSMUSG00000121015.1	Gm56721	-3.6228838096012006	5.422943581998423	820.8802380632579	1.106093609894263e-12	2.900805228002427e-10	78.24571513520252	93.35972264035365	68.01978033036382	6.501201921667598	6.77137542213928	6.1732877280790674
ENSMUSG00000135122.1	Gm59199	4.951797055048689	5.950714812403671	812.6589238007309	1.1761052818720037e-12	3.0432900273719965e-10	3.831314673455146	2.611161431023188	5.094951535629043	119.12660827812118	124.62162013846577	113.28639713762118
ENSMUSG00000038807.20	Rap1gap2	3.4398595000848955	6.556736838586843	806.5060145160402	1.2318819381505615e-12	3.048001455659995e-10	18.287615400100336	15.581356735941647	13.5429908340225	169.47832402100806	159.79974123396985	185.83347348816739
ENSMUSG00000023800.16	Tiam2	4.27961180133432	6.767894295784945	806.0712727653217	1.235937804023553e-12	3.048001455659995e-10	7.860119793995609	12.071270877844903	12.018860032765948	204.40598477495288	196.5822300253118	218.45119942730855
ENSMUSG00000076441.10	Ass1	4.461233724598477	4.534242277662643	805.8350830574174	1.2381478074837232e-12	3.048001455659995e-10	1.4614293084313443	2.1402962549370392	2.351516093367251	46.01137176653	45.37057469259176	39.29450876560966
ENSMUSG00000044734.17	Serpinb1a	4.921387469177326	4.544277739119079	805.557736319551	1.240748776200029e-12	3.048001455659995e-10	1.8169121131849146	1.5838192286534092	0.9580250750755466	46.70061093874117	46.290726753439955	40.192043506216905
ENSMUSG00000032388.8	Spg21	3.2762825914420204	4.753469028768037	797.9050754465133	1.315083491638774e-12	3.156256755492522e-10	4.660774551213477	4.794263611058968	5.486870884523586	52.77336688849371	46.668225034813574	45.248885581345505
ENSMUSG00000067081.14	Asb18	-3.2446686126905324	4.4070406118770595	797.68036469974	1.3173432122166967e-12	3.156256755492522e-10	34.36333779284512	41.3505236453836	40.84670547367558	4.060922690325319	4.199668380281505	4.02796078711542
ENSMUSG00000114439.3	Gm48395	7.067614292735976	3.9775007477001476	773.8942680963607	1.5842287947584664e-12	3.749405880472873e-10	0.15799235766825345	0.21402962549370394	0.30482616025131026	35.69141226909776	23.5700489432653	32.02666647581445
ENSMUSG00000025151.17	Maged1	2.7224356495483	6.535604267303051	770.2455335372556	1.6305053491117446e-12	3.812435820507425e-10	22.355918610057863	26.368449860824324	24.255453037139976	171.13622365146196	153.42945773579004	156.98101524132977
ENSMUSG00000022594.15	Lynx1	-2.447341031560306	6.808289670802302	768.2050519733486	1.6570686127061753e-12	3.8284203055700883e-10	176.67495396252443	196.1367488024303	196.56932676777353	34.98354501115114	35.24890202326162	34.15010232554378
ENSMUSG00000026173.17	Plcd4	-3.2324210507124995	4.967111699049777	765.5719031072056	1.6920938035901772e-12	3.863348758385243e-10	62.48597745779424	49.783290889835534	58.74435573985966	5.867847006662732	5.733255148361829	6.589218461531203
ENSMUSG00000041548.5	Hspb8	3.2447674663676507	9.968130875295824	763.2867529109818	1.7231886387616149e-12	3.888595571214728e-10	175.174026564676	197.9345976565774	200.18369409646763	1895.8547976383902	1554.8682336927625	1983.4423212858294
ENSMUSG00000009214.10	Mymk	6.653808283231568	3.662138010672436	758.2838633736121	1.7936117325282173e-12	3.974390921542158e-10	0.11849426825119008	0.3852533258886671	0.21773297160807878	23.024313969000435	27.51018725510244	22.30702196777507
ENSMUSG00000037613.17	Tnfrsf23	4.276323101085718	4.71601603137945	757.6917245058827	1.8021662343263251e-12	3.974390921542158e-10	2.7648662591944353	2.397131805529484	2.438609282010482	40.27392136001532	50.2780523504488	57.20142139528583
ENSMUSG00000087523.4	Gm12319	-3.316046554508463	4.050795960623264	751.7011279395734	1.8914305619228946e-12	4.0996546075095977e-10	28.596616737953873	32.618114925240484	30.56970921377426	3.1481464892888944	2.7840498251304355	3.261772593914117
ENSMUSG00000113853.2	Gm47583	5.061596416208301	5.096427296988753	751.0644808203346	1.9012156164057495e-12	4.0996546075095977e-10	1.303436950763091	2.268714030233262	2.351516093367251	57.67255343691371	75.80637362833974	63.41849130583354
ENSMUSG00000030029.15	Lrig1	-2.812154267808182	6.020058217670763	748.6648253588472	1.9386299034538613e-12	4.1343945644317677e-10	106.92132805199053	108.21337864961671	127.02541563615316	17.38000399116295	15.38305496597495	15.914823327352773
ENSMUSG00000020644.10	Id2	4.325685965125314	4.261140295956411	740.445578272998	2.0734227822365305e-12	4.3737952103113417e-10	2.2118930073555485	1.5838192286534092	1.5241308012565515	34.052140724379285	32.98391233501991	40.34528114485717
ENSMUSG00000044938.9	Klhl31	-2.3664455288413557	8.953470598158178	735.2975968218802	2.1633925906674628e-12	4.5145118287186506e-10	837.6359822676627	831.1198417171512	823.683831593362	152.69441877337908	164.61284432148346	166.04392701233945
ENSMUSG00000031880.8	Rrad	7.361244576720534	6.738270371121831	733.8782179251222	2.188990928125941e-12	4.5193347810787383e-10	1.421931219014281	2.011878479640817	0.39191934889454183	209.62184878087533	219.77478068720347	204.68170304091944
ENSMUSG00000064179.15	Tnnt1	5.348727409001787	4.9399064608913	732.0266470785176	2.222914565071277e-12	4.5410634699303445e-10	1.9749044708531682	1.027342202369779	1.3063978296484726	49.55070805626307	68.633906282241	59.215401788843536
ENSMUSG00000040430.19	Pitpnc1	-2.821587018667648	6.172320989949522	725.6088443643976	2.3453188040583533e-12	4.741208544829215e-10	127.10485174410991	135.35233516221837	117.88063082861385	15.852500960857096	18.780539498337514	19.198487012501214
ENSMUSG00000006576.17	Slc4a3	2.830326376137949	5.09199649364136	724.3425160673668	2.3703863510733956e-12	4.742483290235195e-10	8.215602598749179	8.561185019748157	8.186759732463763	57.33724789367584	65.47235817573694	54.81529245074463
ENSMUSG00000055489.9	Ano5	-2.7253315964459985	6.594384947613545	715.8551858344679	2.5466663352479798e-12	5.04317893552628e-10	166.7609335188415	165.01684125564574	173.054165834101	22.186050110905757	26.778784334941054	27.407646225372314
ENSMUSG00000092746.5	Rn7s6	3.1276029540209747	4.356223517754669	707.5805742426525	2.733355593274998e-12	5.324971140670692e-10	4.147299388791653	4.32339843497282	3.919193488945418	39.58468218780415	33.502972471908635	35.266547978494245
ENSMUSG00000085888.10	Gm12224	-3.185235698308457	3.8143076359558576	707.135465767986	2.7438404393624428e-12	5.324971140670692e-10	27.25368169777372	26.026002460034398	24.08126665985351	2.756956688844712	2.854830752887989	2.8896240429306275
ENSMUSG00000090799.3	Klhl33	-2.7108969563473146	6.356798051591698	703.7234440105816	2.825783523539316e-12	5.429701073398763e-10	150.2902302319261	142.3297009533131	135.21217536861693	22.98705779752956	19.158037779711133	23.160774525913663
ENSMUSG00000022148.17	Fyb1	4.8901509426967005	3.3616006366338915	690.8878924941624	3.1605879358946775e-12	6.013483340383137e-10	0.5529732518388871	0.7705066517773342	0.6096523205026205	17.249607391014887	18.47382214472145	21.759744686916996
ENSMUSG00000026600.13	Soat1	2.943981158246689	4.6643544447561816	685.8276440882692	3.305094595453453e-12	6.227375807181084e-10	5.885215323142441	5.136711011848894	6.227162987991053	46.290793052561554	45.22901283707665	41.286598067933056
ENSMUSG00000087410.9	2310065F04Rik	-3.2731695467705637	6.254523619287357	669.6282029037197	3.822099058135311e-12	7.091960608579651e-10	155.26698949847608	142.24408910311564	119.0999354696191	16.280946932772153	12.811347924117175	13.944625116263708
ENSMUSG00000058070.15	Eml1	-2.3701420363355434	5.728011890000349	669.1983360449947	3.837047786370193e-12	7.091960608579651e-10	93.64997000785723	82.95788284135965	90.9252889435337	17.71530953440082	17.648044654216662	16.374536243273553
ENSMUSG00000021579.5	Lrrc14b	-2.337751498498285	5.609137795170444	658.8580582831677	4.2179568328770715e-12	7.678928587595115e-10	79.39115972829735	79.4477969832629	86.70126929433697	15.200517960116791	16.657111665610913	16.724793703022723
ENSMUSG00000037742.15	Eef1a1	3.026159996350834	10.237999712506173	658.4528017849802	4.233757710479092e-12	7.678928587595115e-10	264.2422182001539	254.78086618770516	272.95005320788755	2354.6086650450034	2299.412812774467	1797.740194345068
ENSMUSG00000010492.12	Uckl1os	-3.3521931357375183	5.795150619498092	649.054513945268	4.620226040953008e-12	8.302289516368059e-10	94.91390886920327	96.39894332236426	113.65661117941713	9.947397782723488	8.257774905047903	11.624169445425478
ENSMUSG00000024617.17	Camk2a	-2.8762844633883082	6.951302631191144	647.2098422447375	4.700810927645458e-12	8.307609471063619e-10	209.2608777316017	222.03433348716845	223.52466865285368	27.17837708800294	27.10909533114297	34.894399427510756
ENSMUSG00000128612.1	Gm64942	7.090427634082644	2.668130333023617	647.0289417218316	4.708801163585294e-12	8.307609471063619e-10	0.07899617883412673	0.12841777529622236	0.043546594321615756	12.257280413917707	10.546358235875465	12.850070554547562
ENSMUSG00000061086.13	Myl4	3.783430685775247	4.104260514519313	644.0243764370115	4.84384566608132e-12	8.468875030778394e-10	2.2513910967726116	2.354325880430743	2.2208763104024034	35.15119778277008	32.7951631943331	26.159854025015907
ENSMUSG00000063229.16	Ldha	-2.3526284550296688	9.475418814458545	636.3539184132869	5.209514775507809e-12	9.026879754310719e-10	1199.0435004337926	1142.8753942112803	1230.9315816891126	239.53855447198754	215.4571440939927	244.50159799615284
ENSMUSG00000090778.4	Gm3235	-4.209496943573501	3.3240857640332173	633.7159549076742	5.3426145762883595e-12	9.124238514195484e-10	21.052481659294774	19.69072554542076	17.810557077540842	0.9686604582427367	0.8965584182623437	1.2915743828250532
ENSMUSG00000023067.15	Cdkn1a	4.505717593078144	5.623803946687783	633.382244520406	5.359732007102e-12	9.124238514195484e-10	3.278341421616259	3.6813095584917077	5.44332429020197	77.75362985971506	97.04065195560578	106.2374657601692
ENSMUSG00000011148.15	Adss1	-2.272464523633309	7.448355454710969	630.181615977716	5.527183271052354e-12	9.327482238375047e-10	297.26262095281885	268.4787622193022	303.5197624216618	61.43542675547204	57.120208700345636	61.33883763857286
ENSMUSG00000053716.10	Dusp7	-2.2702551557347563	5.469314683709143	629.2287712085462	5.578203087103248e-12	9.332429940639028e-10	71.45204375546763	75.50965187417874	74.24694331835487	16.318203104243025	14.439309262540904	15.06107076921418
ENSMUSG00000060147.16	Serpinb6a	2.323540674159252	8.799111505607055	627.2575971128704	5.6854959077838015e-12	9.430634109603438e-10	137.5718454396317	147.38080011496453	159.7724545660082	760.6592529208444	745.8658230665125	719.4944955984919
ENSMUSG00000020029.7	Nudt4	-2.3192472988793846	7.21947782932679	625.3967632262428	5.788988543124374e-12	9.468008526307472e-10	242.28128048426666	265.3111237619954	238.37405731652464	46.365305395503306	52.73179117937732	50.39329202141139
