Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Sham_1	CPM_Sham_2	CPM_Sham_3	CPM_Sham_4	CPM_Sham_5	CPM_Denervation_1	CPM_Denervation_2	CPM_Denervation_3	CPM_Denervation_4	CPM_Denervation_5
ENSMUSG00000058975.8	Kcnc1	-2.94159480229951	6.162522823982215	2276.9706224937786	3.630573910286835e-17	5.1012863961266655e-14	129.8102489932233	121.7004180642552	119.19029078454625	135.79205458764764	129.62967791430773	16.58129202599552	17.29017024141197	15.232149393379862	16.982693792881854	16.72671084828415
ENSMUSG00000026313.17	Hdac4	2.7729465146584844	7.742249277829957	2136.595439399331	5.70533030962831e-17	6.94502654025582e-14	54.102483418083445	52.858506294712704	53.05421480043827	55.68123960842776	56.98727629380886	371.8242701072563	353.60614832179965	356.19480530379417	378.333522924368	403.8898840313972
ENSMUSG00000055489.9	Ano5	-3.5671837543001046	6.446112449187729	2129.5142204325243	5.841443130391153e-17	6.94502654025582e-14	171.05669674760375	154.54820411882667	158.496438507702	146.83734132444192	175.94002773008114	14.250948281801556	12.147452938838153	13.430497314592998	13.006812302909514	15.149502381200284
ENSMUSG00000025271.14	Pfkfb1	-4.477598439181507	5.764017861120081	2084.5141707804696	6.798157529120735e-17	7.505165912149291e-14	115.82335834058347	109.3038398022809	90.36174484275558	110.64778419271	96.94387231590473	4.7503160939338525	4.788047143775622	3.8899306246534593	5.452637471962067	4.690119915275704
ENSMUSG00000005686.18	Ampd3	3.5246298359475703	7.152770143617361	2034.0961766403461	8.088960586628369e-17	8.334864988461871e-14	20.772020586260858	24.667302937532593	24.95243892440704	22.02560119866629	20.89533464106325	258.1751982750276	234.30397365605708	261.81280435825494	263.9417326271638	286.3463477476733
ENSMUSG00000038777.20	Sema6c	-3.6269422761154133	6.76988691285328	1998.6900573895002	9.162909383545453e-17	8.851370464504907e-14	216.35041498870552	172.2935598034802	203.9801317898129	200.5044404102778	219.17175457366028	16.93980644817921	16.04882468561829	14.617949821066158	17.721071783876717	16.68520536230826
ENSMUSG00000028033.17	Kcnq5	3.352479766947504	6.417485020690549	1951.7485775369914	1.0846781381080127e-16	9.861638413292614e-14	17.498492986706857	14.284382058214028	14.777658003775043	15.528373706434346	13.624544217370394	165.85773456272818	143.4197454640198	151.05214815101698	151.7082779959446	162.0789227358551
ENSMUSG00000060716.8	Plekhh1	5.172071785889348	6.293054449787641	1918.6705419643044	1.2245847360966924e-16	1.0070838039530025e-13	4.52341995574735	3.5239004196475134	3.815542845236999	4.288170144873083	4.847193615795237	161.64519010206985	136.28200851820614	134.34591978408423	140.57580982402203	184.6994125927158
ENSMUSG00000022594.15	Lynx1	-3.179732046506502	5.871559181523849	1915.7263483751974	1.2380041585861185e-16	1.0070838039530025e-13	113.5616483627098	100.87164951241007	99.87031986977478	110.77772874255464	104.7386836710349	10.88987557382949	10.906107383044473	12.283991446274083	11.075669864922949	13.198744540333399
ENSMUSG00000000794.10	Kcnn3	5.746197769475508	5.776320605647783	1901.4335287162342	1.305579235471293e-16	1.0089516331722152e-13	1.9641165597324022	1.7619502098237567	2.119746025131666	1.8192236978249443	2.227088958608622	107.24062653569536	130.60728597743503	96.34743957694306	85.87904018340255	112.39685602271334
ENSMUSG00000042734.7	Ttc9	4.373084691376646	5.923971236165715	1859.3383107436882	1.5303696714740222e-16	1.1263520782048804e-13	5.832830995568952	3.9643879721034527	5.753596353928808	5.717560193164111	6.419256410107205	109.21245585770563	128.43493125479608	113.91354734511499	112.51744616621724	110.11405429403932
ENSMUSG00000021456.9	Fbp2	-4.459170546482496	5.292195064518923	1738.018206231891	2.469859335295018e-16	1.7351884493781724e-13	85.70690442468664	73.43556767372586	74.55449591248802	67.8310550189015	76.37605075698981	3.6299585246098305	3.5467015879819423	3.3576243286482494	2.442327200983009	4.026032139661445
ENSMUSG00000042834.16	Nrep	-3.9529040628944356	5.616031855227273	1720.80116774969	2.650538028449115e-16	1.7609018361615205e-13	100.76513138263506	89.1672659757237	92.66318338432711	84.72384649870455	96.35434876803774	6.811774021490052	5.231384842273365	6.510515466525264	4.771057787966809	6.433350326263135
ENSMUSG00000047139.10	Cd24a	-3.8411785597265884	7.199042285711796	1713.2660145224183	2.734319621368821e-16	1.7609018361615205e-13	296.9982313049905	255.60863401086073	256.9737824181045	298.8724646426694	268.16771166305	20.076807642286468	22.432887543985785	18.139360702331395	15.789929345890153	19.424567436717076
ENSMUSG00000001473.8	Tubb6	3.632618994822689	7.202378527997085	1694.736454334836	2.9534990444963026e-16	1.8259712492693942e-13	21.664800840684677	19.884866653725254	19.31997091477147	24.754436745403705	23.908454996827857	278.5208917339518	304.12966116945154	241.42137855743997	273.0294617471006	261.06950678835557
ENSMUSG00000075232.7	Amd1	-5.157319495166424	10.26216526172827	1616.772882554773	4.1241472231521433e-16	2.451264061126016e-13	2602.930591114459	2129.5056089516343	2701.5254627720883	1963.9169540769497	2551.195904702606	59.60302268803795	59.9835906067446	70.305377710842	81.50557054443298	63.627910001041194
ENSMUSG00000067279.4	Ppp1r3c	-3.9373621460932413	9.359784919131222	1608.2223043241158	4.282099485662683e-16	2.451264061126016e-13	1434.1622007064232	1285.2168244800146	1032.6191350998545	1191.1367161508822	1227.6500371247882	80.88981650519437	83.03715092862723	85.1280607226794	69.18033792551873	84.33914750301089
ENSMUSG00000000686.12	Abhd15	5.423171273942563	4.551821360255021	1577.141295294873	4.9172523233798185e-16	2.6256699704119186e-13	1.0118176216803283	1.2585358641598263	1.0295909264925236	0.8446395739901527	1.0480418628746457	41.005087037259194	42.737754135182406	37.711853740061436	53.27681196562936	49.76507768509354
ENSMUSG00000027215.14	Cd82	3.432258249686417	6.054055166907825	1576.7218866068577	4.926528800591721e-16	2.6256699704119186e-13	10.296732267688048	10.00536012007062	13.324117872256187	10.200647162804152	12.052481423058426	111.58761390467257	119.78984613409011	117.02549184483776	132.964836686075	122.39967814290311
ENSMUSG00000060600.16	Eno3	-4.2116069095986415	11.631728507975708	1528.1109392368553	6.150420831235654e-16	3.076311170645708e-13	7022.3714065632485	5555.806572333553	5802.713897539716	5968.743008013797	5760.758607139779	285.69118017762554	301.1592985895167	371.6726345260995	311.5387138928327	354.95491606582146
ENSMUSG00000020333.18	Acsl6	2.676595646611972	7.353119954404075	1526.5096939186858	6.196272705594352e-16	3.076311170645708e-13	44.87708745570398	48.07607001090536	45.968206659283844	41.97208959981836	39.563580323517876	282.1956645613346	261.74657719306737	273.44164959406106	301.20142201890457	291.45152252270793
ENSMUSG00000025777.9	Gdap1	-4.642122043721557	3.6991266525118154	1520.5908598370468	6.369174266347221e-16	3.076311170645708e-13	25.354959225636463	24.163888591868663	26.587671572365753	22.28549029835557	29.148664311201085	0.8962860554592174	1.0640104763945828	1.1465058683189144	0.851974604994073	1.079142635373171
ENSMUSG00000027333.19	Smox	-4.8315393444855905	8.830365417569842	1487.7851204092285	7.4332620825441e-16	3.4814696590242913e-13	922.5395962379465	724.413243410396	909.492173125778	873.2273749559732	971.2072938026482	26.798953058230598	24.73824357617405	35.54168191788634	36.23731986574791	31.336641911797848
ENSMUSG00000031596.16	Slc7a2	-3.353469376840887	6.8200718065530666	1452.0704687183907	8.8290315946306935e-16	3.930742748271712e-13	214.08870501083183	187.7106241394381	199.43781887881647	219.80120606220666	210.98392751995212	21.466051028248256	23.31956294098127	18.87640018910784	16.528307336885014	20.58672104404203
ENSMUSG00000028082.15	Sh3d19	3.303239444053565	6.404612815943993	1450.403510753765	8.901138469818188e-16	3.930742748271712e-13	13.332185132729032	15.542917922373855	14.717093831628423	15.853235081045943	18.07872213458764	144.83982656220954	136.28200851820614	169.06866893888562	154.88898318792246	159.6716045492534
ENSMUSG00000031508.15	Ankrd10	3.1559629937303453	7.572065660359273	1434.61837908972	9.61827034216398e-16	4.129444066902402e-13	33.866130984476875	43.79704807276195	42.51604884692656	35.0850284580525	36.15744426917528	357.34925031158997	361.8078957440079	325.40293341180046	342.77778274261533	319.3017036125309
ENSMUSG00000025793.18	Hgs	2.504475890611333	6.5936735719006805	1408.0984236076456	1.097660266878707e-15	4.585253266183054e-13	28.449930774305702	27.37315504547622	29.434187663256846	29.822274189344622	28.95215646191209	151.0690146476511	152.1978318942751	158.62727620955266	179.14186027675373	176.48132636948932
ENSMUSG00000046345.6	Smco1	-5.312922368417718	5.0433765773838735	1398.8932152700681	1.1498262964485339e-15	4.676767167870669e-13	68.92263564151884	64.87752379743904	63.22899572107027	62.56830075019362	65.30610858037636	2.330343744193965	1.0640104763945828	2.0473319077123473	1.4199576749901217	1.2451645792767356
ENSMUSG00000021477.10	Ctsl	2.2836073768734604	8.179171801391009	1373.6467532705428	1.3080288735234909e-15	5.18381904337925e-13	105.58614475652368	96.3409204014347	94.41954437657907	104.47541807508966	92.29318654939848	488.2070144086357	473.5289957654391	460.6496792352781	472.6755108507117	506.0763905040413
ENSMUSG00000040694.5	Apobec2	-3.543640216092749	7.408145012864623	1336.8118882524648	1.5854609521240111e-15	6.126221119007178e-13	357.5882512385537	289.90373630921596	306.7575319226254	304.59002483583356	308.3208155344348	24.19972349739887	22.211218694736914	28.94927317505259	27.717573815807174	31.253630939846065
ENSMUSG00000023019.13	Gpd1	-3.874916724976947	8.761507222258116	1306.1433453663387	1.8683857826833024e-15	6.989679641417485e-13	954.3225732954344	757.8902973970473	802.7175376312886	728.9889246284241	822.1888414251596	50.281647711262096	60.3382607655428	62.525516461535084	45.154654064685865	58.56424071198247
ENSMUSG00000045246.13	Kcng4	-6.20410979830912	4.370052411041388	1295.3837430808992	1.980971957364198e-15	6.989679641417485e-13	45.35323692473001	35.86827212855505	40.94138037111446	39.30822632800326	45.786328884336086	0.5825859360484913	0.5320052381972914	0.8189327630849388	0.1703949209988146	0.5810768036624766
ENSMUSG00000027107.4	Chrna1	5.0938252487163185	8.271201469858912	1292.7475583903201	2.0097233038628014e-15	6.989679641417485e-13	19.403090862811002	15.857551888413811	17.503045750372898	15.983179630890582	18.93025614817329	638.2453000925087	793.3528114617108	486.7326877395334	498.1211523865347	579.5411006813687
ENSMUSG00000036390.9	Gadd45a	5.06883665398452	9.555422013053098	1292.062869720493	2.017268428664147e-15	6.989679641417485e-13	36.30639701323531	34.92437023043518	45.54425745425751	55.1614614090492	45.655323651476756	1288.2767618143062	1448.960600000173	1345.097063367012	1780.5701261306128	1438.5386384384128
ENSMUSG00000022952.18	Runx1	5.730852170481243	6.620770123303809	1290.4617585625595	2.0350387154748113e-15	6.989679641417485e-13	3.2140089159257488	2.579998521527644	6.056417214661903	2.8587800965820556	3.275130821483268	193.9114880986017	193.2065690053163	184.62839143749946	183.51532991572333	205.20312266480605
ENSMUSG00000038201.11	Kcna7	-3.1209169881635352	6.074388929474132	1251.938486695891	2.521484765921365e-15	8.302998363010005e-13	140.99976151533517	115.15603157062411	109.19720238035411	120.6535145307472	120.91782992916225	15.505748759444462	14.053805042378446	14.044696886906701	11.530056320919787	14.443909119610133
ENSMUSG00000023456.17	Tpi1	-3.6967649704223984	10.21070355307771	1251.7023174487738	2.5248506926854958e-15	8.302998363010005e-13	2471.2157442451316	2040.4012697691182	2201.4470933574553	2063.194590158254	2228.3990109372153	146.76684158144684	143.81874939266777	192.57203923942336	187.9455978616925	177.6019744908384
ENSMUSG00000052276.9	Ostn	-5.367765920208652	4.376387211177956	1247.4297944097004	2.5866367876071127e-15	8.328970456094902e-13	39.81799934730233	33.47705398665138	38.39768514095646	42.296950974429954	51.94357482872463	0.7618431471403347	1.0196767065448085	0.8598794012391858	1.0223695259928876	1.2866700652526268
ENSMUSG00000002500.16	Rpl3l	-3.648765481688985	8.012694671987605	1230.8531290499425	2.8432320258199597e-15	8.855437709396533e-13	540.5486847118084	468.9304629859513	468.70612824268466	465.00657161904024	451.44403243325365	29.174111105197525	36.79702897531266	40.86474487793845	44.47307438069061	39.72075007892787
ENSMUSG00000063229.16	Ldha	-2.8406190234519006	10.614312576650853	1228.4765638350373	2.8823467413151843e-15	8.855437709396533e-13	3158.597021467844	2611.0843573723914	2577.5506023879593	2644.826395262857	2765.651470893331	350.17896186791626	389.9155058287648	378.18314999262475	395.4298133312491	406.87827902166134
ENSMUSG00000034361.11	Cpne2	5.375136695919737	8.10128373987811	1226.1033586912847	2.9220194305073963e-15	8.855437709396533e-13	10.59432568582932	10.319994086110576	13.748067077282519	17.737431053793205	12.117984039488091	495.1980456412176	481.3317392589994	509.78564502037443	676.4110380582944	513.6718944376294
ENSMUSG00000024846.7	Cst6	3.2274483537313894	6.295186665844771	1213.8079188365464	3.13779716478576e-15	9.326498649793981e-13	16.367637997770018	14.599016024253984	16.715711512466854	15.658318256278985	11.85597357376943	127.49669138907367	156.36520626015388	136.47514496810507	149.20915248796197	135.80595011311598
ENSMUSG00000100599.5	1700120C14Rik	-4.3347398316060906	4.194645439471987	1186.010825701285	3.69602738780021e-15	1.0778452699215103e-12	40.35366749995663	34.7355898508112	34.94552732859918	32.746026560848996	34.32337100914465	1.6581292025995522	1.1526780160941312	1.8835453550953594	2.044739051985775	2.033768812818668
ENSMUSG00000117098.2	Gm49909	2.9165447958485076	7.94288596634057	1172.104731129151	4.017265529863262e-15	1.149830667214196e-12	63.56595411497592	62.486305655535375	59.95853042515284	51.782903113088594	49.32347017153801	433.30949351175866	470.4256318759549	433.13353839562416	387.5916469653036	444.1502054280116
ENSMUSG00000008734.10	Gprc5b	2.0377082856378537	6.509023744849287	1162.4962176333122	4.257835410037271e-15	1.1965291654097466e-12	33.92564966810513	34.609736264395224	36.52019580441127	35.604806657431055	36.94347566633126	149.8142141700082	155.6558659425575	138.2358504087377	134.55518928206394	150.91394700834036
ENSMUSG00000002233.14	Rhoc	2.9494130115089865	6.505410866611481	1155.4424190715788	4.4449126302135535e-15	1.2267958859389408e-12	18.80790402652846	19.63315948089329	23.135513760008468	22.675323947889485	19.323271846751283	151.87567209756438	184.7831527338592	143.3951268161728	166.8734259648391	153.40427616689382
ENSMUSG00000059796.17	Eif4a1	1.9110648841103088	8.346338572452112	1138.935485640963	4.920488091892817e-15	1.3262986119672417e-12	138.857088904718	140.95601678590054	135.9060022970131	128.19029842173626	138.86554683089057	506.222364123366	503.3212891044874	491.5234444035803	539.2999249612482	527.6592432115046
ENSMUSG00000050821.15	Fam131a	-3.012628527190018	5.700394951795099	1137.093955133931	4.977052244701088e-15	1.3262986119672417e-12	101.71743032068713	86.964828213444	94.78292940945877	80.63059317859843	100.87402930168466	9.81433230727843	11.260777541842668	13.184817485667516	11.586854627919392	11.704547045201315
ENSMUSG00000033763.15	Mtss2	2.634014995263138	8.243066942843367	1117.7107530236813	5.619642768869806e-15	1.472155909078843e-12	95.52748722334864	87.46824255910792	82.67009498013498	74.5231993359004	79.45467372918408	467.77169234416556	513.2520535508369	542.1744358003838	518.5117445993928	563.8105214965059
ENSMUSG00000038594.10	Cep85l	-2.815770168191911	7.082947629254935	1110.9518465794752	5.865575588581195e-15	1.510972271618516e-12	237.95569714576195	259.0066808440923	223.4817952210242	265.216826232908	203.71313709625926	37.95771444869786	33.51633000642936	32.511630694472075	34.24937912076173	30.71405962215948
ENSMUSG00000078486.4	Perm1	-4.758743798889204	6.458572562830356	1102.1596392275053	6.2040699482814585e-15	1.5405920279673454e-12	181.8890971679461	178.58623912427936	161.70633963147282	167.17366337512792	162.2499808962811	6.094745177122678	8.999755279504178	6.42862219021677	4.032679796971945	5.644746092721202
ENSMUSG00000032118.17	Fez1	3.4816553492251674	4.438550082623255	1101.7719322485386	6.219501303587579e-15	1.5405920279673454e-12	3.09497154866924	3.3351200400235395	3.75497867309038	4.0932533201061245	3.144125588623937	39.21251492634076	33.294661157180485	44.71372886443766	39.758814899723404	37.853003210012766
ENSMUSG00000020190.14	Mknk2	3.1753662408187298	10.888112624191187	1100.2726796477934	6.279587070519071e-15	1.5405920279673454e-12	381.3362060062273	361.26271980707816	363.6272895683006	435.8340201789188	346.1813278307814	3019.3636493282384	3110.944964128511	3512.607354062074	3860.1265403071457	3555.6089616106947
ENSMUSG00000040723.15	Rcsd1	-2.571973318456498	6.653389788944015	1095.4506770460757	6.477373149895828e-15	1.5642856156998425e-12	189.8646007741322	165.05697858456122	169.76137452697313	161.8459368314977	177.1845774422448	26.171552819409147	25.58058520331976	32.184057589238094	30.500690858787813	30.79707059411126
ENSMUSG00000035735.11	Dagla	-3.327633536402938	3.5609474303369915	1090.6049157021137	6.6833196807675174e-15	1.5891905997837346e-12	22.85517451324977	21.772670449964995	20.652382701997087	19.946488401152067	24.170465462546517	2.0614579275562	2.2166884924887142	2.4567982892548166	1.9311424379865654	2.158285270746342
ENSMUSG00000026107.12	Nabp1	4.013951914394242	7.166825413572108	1083.5019513706675	6.9988335633606014e-15	1.638999569019719e-12	15.89148852874398	13.780967712550098	19.622791775504567	17.47754195410393	16.637664573135	255.53115441142288	206.55103373009837	305.5438139069907	305.57489165787416	275.1398665341827
ENSMUSG00000031934.15	Panx1	4.247066376141314	5.807450815850754	1070.3899612884854	7.626939232518352e-15	1.7594324295194575e-12	5.29716284291466	5.159997043055288	6.23810973110176	5.067837443940916	5.960738095099548	99.71182366983794	84.36716402412046	97.45299880710772	137.28150801804495	108.70286777085903
ENSMUSG00000021622.4	Ckmt2	-3.1202732983439034	9.297569937562397	1066.6502352405641	7.817692541973981e-15	1.7769155283639684e-12	1194.778055153583	1102.5403437972159	925.3599862281922	1278.7843150210913	1145.0512378069802	141.52356815701043	137.47902030415005	122.06192833781013	114.61898352520261	133.52314838444195
ENSMUSG00000042529.15	Kcnj12	-2.8462309376195103	5.815797486977647	1063.0521351731531	8.006371172550451e-15	1.7934271426513011e-12	114.45442861713362	98.79506533654636	92.36036252359402	94.5996322868971	96.48535400089708	12.144676051472395	16.492162384116032	13.799017057981219	13.347602144907142	13.240250026309289
ENSMUSG00000032177.19	Pde4a	-2.3762466951675454	4.768093553516447	1031.960382257212	9.871951134828881e-15	2.1681133654511e-12	47.79350295348845	42.286805035770165	42.51604884692656	48.404344817127985	49.19246493867868	9.186932068456978	8.778086430255307	8.312167545312128	8.40614943594152	9.587767260430864
ENSMUSG00000040430.19	Pitpnc1	-2.5592278271751057	5.163785696498067	1030.6677689714775	9.95963049605513e-15	2.1681133654511e-12	65.05392120568229	64.75167021102307	58.26273360504751	61.26885525174723	59.08336001955816	11.427647207105021	11.17211000214312	9.581513328093784	8.803737584938753	11.20648121349062
ENSMUSG00000026353.10	Ubxn4	2.1626962902055458	7.80805362821399	1022.6322070325427	1.0525028480518492e-14	2.2593727804846363e-12	87.7305396680473	75.76385902242154	82.30670994725526	84.33401284917063	78.21012401702043	356.45296425613077	331.35059585721297	362.8281606847822	402.4728033992001	375.6246480818153
ENSMUSG00000036718.18	Micall2	4.650388380050929	4.119607338399248	1016.8620934867191	1.095362068695137e-14	2.3191665936646626e-12	1.2498923561933468	0.8809751049118784	1.6352326479587138	1.4943623232133472	1.1790470957339765	36.52365675996311	32.27498445063568	28.621700069818612	37.316487698740396	28.099214005678334
ENSMUSG00000029416.18	Slc15a4	2.31668620332094	6.3052016480429645	1010.5852291131083	1.144260949932077e-14	2.3763341610206604e-12	26.06918342917552	24.730229730740586	26.405979055925897	26.63863271815097	27.64210413331878	130.58887828040798	124.66656081756528	116.41129227252405	151.59468138194538	132.07045637528577
ENSMUSG00000091712.3	Sec14l5	-3.818474459186073	4.453361918185319	1009.4817200233599	1.1531124616753981e-14	2.3763341610206604e-12	37.020621216774366	42.53851220860213	43.06112639624613	39.4381708778479	45.13130272003943	3.4955156162909478	2.6156924211366825	2.129225184020841	2.896713656979848	3.5279663079507513
ENSMUSG00000058070.15	Eml1	-2.8623377741320786	5.853859341549087	994.4497710984444	1.2818044995773297e-14	2.5954821565049013e-12	113.32357362819678	93.57214150028308	104.83658198579754	95.24935503612029	103.75614442458993	12.996147804158651	13.477466034331382	14.495109906603417	12.041241083916232	17.017249250115388
ENSMUSG00000023043.8	Krt18	9.07415255160173	7.0671051134652	993.2198728207787	1.2930391178239998e-14	2.5954821565049013e-12	0.23807473451301844	0.06292679320799131	1.3324117872256187	0.3248613746115972	0.4585183150076575	235.27508955804456	329.7545801426211	198.91876815333165	284.9571062170176	283.9805350470475
ENSMUSG00000120308.2	Gm56915	-2.9099949284366624	3.956000591010963	990.4919222536806	1.3183607447108461e-14	2.6123825218270306e-12	28.15233735616443	28.82047128926002	29.494751835403466	25.209242669859943	27.183585818311123	3.764401432928713	4.344709445277879	3.521410881265237	3.351100112976687	3.444955335998969
ENSMUSG00000025161.17	Slc16a3	-4.527567599320123	8.560458370820129	981.0199784456379	1.4107751982190626e-14	2.7601191726169404e-12	748.50696530893	691.5025305626166	685.1624794947011	703.6497374087195	792.5816587989508	22.362337083707473	30.545967426494478	28.457913517201625	43.56430146869693	32.45729003314691
ENSMUSG00000038871.6	Bpgm	-2.548920088543142	5.852429473473879	978.4400614155269	1.437211278217577e-14	2.7733466905733797e-12	114.15683519899234	93.63506829349107	104.47319695291783	83.5543455501028	99.49847435666167	16.088334695492954	16.226159765017385	17.893680873405913	17.323483634879484	17.10026022206717
ENSMUSG00000041189.10	Chrnb1	2.525057596993715	7.141579941485484	976.8845483968879	1.4534231491747137e-14	2.7733466905733797e-12	45.7698677101278	36.749247233466924	45.48369328211089	37.16414125556672	43.10072161071981	223.71299944262066	245.21008103910154	220.0062868027688	255.93317134021953	254.51164000416478
ENSMUSG00000031626.19	Sorbs2	-3.4897837702762127	6.699511772193972	974.3430378314969	1.48036191165884e-14	2.7903016715364672e-12	229.8611561723193	151.96820559729903	192.47293908195527	182.96192618125156	199.78298011047934	14.250948281801556	16.04882468561829	17.64800104448043	17.834668397875927	19.383061950741187
ENSMUSG00000025537.13	Phkg1	-2.8418966069835516	8.89264017895858	968.1403857193707	1.548530273497126e-14	2.8836245671291063e-12	902.2437251207117	772.5522402145093	869.580383681156	800.7183161426648	828.2150821366888	94.87187897035815	107.46505811585286	127.75351104125046	127.00101445111648	125.01452375938426
ENSMUSG00000039844.21	Rapgef1	1.9255251617787554	9.078298144452276	964.6915183107849	1.587978530438162e-14	2.921880496006218e-12	242.36007973425276	227.22865027405663	223.66348773746407	222.6599861587887	209.6738751913588	835.0249035685799	874.7052791360466	883.9969711120373	804.6616152634022	877.5919954742433
ENSMUSG00000028367.6	Txn1	2.460325850515528	6.9789661442559074	945.3420977865258	1.8317279654950598e-14	3.309351591575357e-12	36.901583849517856	38.32241706366671	39.91178944462194	39.373198602925584	38.777548926361895	199.19957582581105	207.26037404769477	198.3455152191722	259.85225452319224	199.47536560013305
ENSMUSG00000025129.3	Ppp1r27	4.054184190225825	8.584075316164995	944.6370568186657	1.8413835201570954e-14	3.309351591575357e-12	39.401368561904555	44.30046241842589	53.296471489024746	37.81386400478991	42.70770591214181	616.0622202198931	581.570392889339	746.5391068282303	785.1797959625376	885.4365323236867
ENSMUSG00000033684.15	Qsox1	2.3399543072221323	6.662486979706182	942.201175581597	1.8751922883606685e-14	3.331376092977298e-12	31.78297705748796	32.15559132928356	31.25111282765542	38.20369765432383	33.01331868055134	165.85773456272818	190.50220904448008	151.78918763779342	162.67035124686834	171.54217353835827
ENSMUSG00000030089.16	Slc41a3	-3.2885250009971454	5.79502761024617	926.9804265832539	2.1031972119940408e-14	3.693979103247715e-12	108.62159762156466	93.3833611206591	109.8028441018203	80.82551000336538	113.51603427261007	8.78360334350033	10.241100835297859	9.827193157019266	10.905274943924134	12.036590933008444
ENSMUSG00000025735.14	Rhbdl1	-4.463714140700548	4.352141960649967	924.1755689576042	2.148578991155333e-14	3.731285043516498e-12	38.98473777650677	40.02144048028248	37.5497867309038	37.683919454945276	44.08326085716479	1.8822007164643566	2.349689802038037	2.170171822175088	1.0223695259928876	1.4111865231803005
ENSMUSG00000019854.18	Reps1	1.6771772235332267	5.3767852874516056	909.8304021721025	2.398869079298173e-14	4.119657832181395e-12	20.831539269889113	19.12974513522936	19.92561263623766	18.32218152809408	19.912795394618268	61.39559479895639	63.53029219472654	62.443623185226585	63.841297067555864	62.756294795547475
ENSMUSG00000035923.5	Myf6	2.5515735091227363	9.062363966717676	901.7375498762289	2.5546612026419425e-14	4.3389937964872374e-12	163.85493602858494	125.53895244994267	169.45855366624005	159.70185175906119	159.7608814719538	907.041488124728	970.0228843130612	949.9210585403748	897.8676370497537	838.4938276849538
