Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Sham_1	CPM_Sham_2	CPM_Sham_3	CPM_Sham_4	CPM_Sham_5	CPM_Sham_6	CPM_Sham_7	CPM_Sham_8	CPM_T9_SCI_1	CPM_T9_SCI_2	CPM_T9_SCI_3	CPM_T9_SCI_4	CPM_T9_SCI_5	CPM_T9_SCI_6	CPM_T9_SCI_7	CPM_T9_SCI_8
ENSMUSG00000026043.19	Col3a1	-1.2941501049156598	5.741165133659353	60.701540940470714	5.119599353688895e-7	4.0131259433728823e-4	91.22248095773621	73.52754270068858	84.3516816950091	58.238075270049784	87.31258496426871	76.51230689913437	80.77127592981448	54.25225882716831	26.622871146438822	47.877704751473516	30.09936608733259	22.769689583796374	25.33224779357149	42.11065823169838	27.49332405226516	24.723368256664223
ENSMUSG00000079164.11	Tlr5	-2.0041787001992577	1.4394176584417624	59.616114733232884	5.781547801392838e-7	4.265421913239351e-4	3.4535926211153396	3.6188052335909373	7.593987964232122	3.0155637680284677	2.0217096373781467	3.4542802211798813	5.310649640645295	4.1656213359068905	1.3879221924683747	1.276738793372627	0.6999852578449439	0.7851617097860819	1.458925265598358	1.1537166638821472	0.8158256395330908	0.6614948028538923
ENSMUSG00000019997.12	Ccn2	-1.1658454541957077	3.1461153285231	58.990797742723046	6.206027629638494e-7	4.3242221406069995e-4	12.504387076452092	13.98174749341953	12.033550158706285	8.669745833081844	12.509328381277282	14.421619923426004	11.485823641395637	10.314871879388491	8.201358410040395	4.37739014870615	4.822120665154058	4.868002600673708	6.896737619192238	4.518723600205077	5.30286665696509	4.05165566748009
ENSMUSG00000031448.13	Adprhl1	-0.8197997298058856	5.075804019445485	55.996000928986206	8.787039728476951e-7	5.800371172345153e-4	37.27498242790005	44.16587296450758	42.526332599699884	41.55823817814232	45.488466841008304	44.90564287533846	44.58475628541748	42.05293920058384	33.057783129701285	23.346080793099468	21.699542993193262	19.47201040269483	30.90268971676522	22.689761056348896	21.45621431972029	21.746641643821707
ENSMUSG00000070577.7	Gm572	-1.0169440207881493	3.761137384226832	55.505268893857796	9.315173117887374e-7	5.841545062227172e-4	19.292482917954658	16.778096992103436	22.197810972370817	14.983582472391449	19.71166896443693	17.185044100369907	18.52552200225103	14.678856136052852	13.248348200834485	7.478041504039673	8.477599233899877	6.909423046117521	11.00825427678761	7.691444425880983	8.321421523237527	7.937937634246707
ENSMUSG00000121001.2	Gm57461	-2.329369102755113	0.48672705226629626	54.870288910350766	1.0051965391669864e-6	6.003416663920163e-4	2.143609213106073	2.5496127782117965	3.621748106018397	1.5077818840142339	1.3899253756974759	1.6407831050604436	2.4700696003001372	1.1901775245448258	0.37852423430955673	0.0911956280980448	0.5444329783238453	0.47109702587164914	0.3978887087995522	0.19228611064702456	0.7342430755797817	0.33074740142694614
ENSMUSG00000010492.12	Uckl1os	-0.9300975481056252	5.164813114112169	54.073856302807485	1.1069817652420811e-6	6.310802408939173e-4	52.6375151218269	50.252045402819604	46.03125012165317	36.56371068734517	56.228799289579705	46.805496996987394	49.277888525987734	36.79632180051087	32.55308415062188	21.978146371628796	22.710632810080405	19.47201040269483	31.698467134364325	21.824473558437287	23.08786559878647	23.483065501313177
ENSMUSG00000022952.18	Runx1	4.793363527803524	3.9625353569600485	53.14424427676791	1.2406358203118212e-6	6.396577253612281e-4	0.9527152058249213	1.2336836023605469	1.2851364247162054	1.2250727807615651	0.7581411140168051	0.8635700552949703	0.9880278401200548	1.0909960641660903	1.009397958158818	43.409118974669326	36.165904988655434	34.93969608548065	1.0610365567988058	42.20680128702189	42.99401120339389	33.90160864626198
ENSMUSG00000069763.4	Tmem100	1.870122306456364	4.869801648266114	53.13919152130509	1.2414099179617114e-6	6.396577253612281e-4	16.553426701208007	7.319856040672578	11.098905486185409	11.119891394604975	22.744233420504152	8.635700552949704	12.103341041470673	10.414053339767227	22.206755079493995	50.887160478709	55.22105922999002	55.11835202698295	22.28176769277492	47.30238321916804	54.333987592903846	56.30974509293758
ENSMUSG00000021253.8	Tgfb3	0.623168887241836	5.018172021629888	52.92306993144784	1.2750313454019057e-6	6.396577253612281e-4	24.17514834780738	26.565320237497108	25.235406158063668	25.915001131494645	25.77679787657137	24.007247537200175	26.923758643271494	24.20027633241146	32.67925889539173	43.7739014870615	39.27695057907741	41.927635302576775	31.03531928636507	45.18723600205077	39.32279582549498	39.02819336837965
ENSMUSG00000023067.15	Cdkn1a	3.1301129960037293	6.568970600310416	51.99854332801968	1.4308174557422086e-6	6.902043280737992e-4	14.52890688883005	22.94651500390617	10.281091397729643	30.721055886790015	12.888398938285684	22.10739341555124	9.633271441170535	31.738067321195356	37.22154970710641	256.2597149555059	202.7623963557521	176.03325533403955	33.55528110876224	273.3347062847454	200.77468988909365	179.26509157340482
ENSMUSG00000021768.17	Dusp13b	1.3331778328719772	5.067869976692304	50.989438226398754	1.6256048942600922e-6	7.55123577178151e-4	19.768840520867116	20.56139337267578	18.342401698222204	20.637764537444827	20.59616693078987	16.062403028486447	15.808445441920878	19.637929154989628	21.197357121335177	64.93128720580789	52.88777503717354	49.30815537456594	29.974282729566266	64.3197040114297	48.78637324407883	49.86017076511213
ENSMUSG00000042451.13	Mybph	-1.8750674228386885	6.844883280557266	49.66204070854604	1.928514809970641e-6	8.638368838089921e-4	179.58681629799767	198.70530555353875	71.14982569565173	276.7722120843628	179.17401661263824	190.07176917042295	67.06238964814872	280.1876255699278	50.974596887020304	62.2866139909646	44.332399663513115	43.105377867255896	55.30653052313775	57.781976249430876	41.60710761618763	38.035951164098805
ENSMUSG00000024942.20	Capn1	-0.652669289966473	6.316446744965259	49.10928287579932	2.07286521368456e-6	8.96419456627356e-4	75.74085886308124	101.32654654054625	99.42282703940825	109.7853684297864	77.83582103905864	109.75975402799072	101.14935013229062	102.45444857123375	62.835022895386416	60.28031017280761	59.965403755383534	64.2262278605015	63.66219340792835	62.589129015606495	54.90506554057701	66.14948028538923
ENSMUSG00000038546.10	Ranbp9	0.7217441674178651	5.615223638345987	48.851787760058144	2.1442021765923043e-6	8.96419456627356e-4	34.65501561188151	34.954368733548826	40.3065515024628	37.2233652616014	34.49542068776463	34.02466017862183	43.843735405327436	35.30859989482983	46.17995658576592	70.2206336354945	64.24309144221374	60.85003250842135	46.950867638347155	69.60757205422289	62.32907886032814	65.57067233289207
ENSMUSG00000022533.15	Atp13a3	2.1070272336495646	6.16338770060189	48.13185756720144	2.3586544799609344e-6	9.542659512151626e-4	26.556936362369683	26.483074664006406	30.492782440993597	24.784164718483968	28.303934923294054	26.252529680967097	27.41777256333152	24.99372801544134	35.07657904601892	183.48560373326612	127.3973169277798	110.47225256690173	33.55528110876224	190.07482037458377	136.07971667411954	110.88306632838369
ENSMUSG00000032380.10	Dapk2	1.6021664119184804	5.249028539846959	47.18546095128836	2.6779543625686326e-6	0.0010495907379792435	19.530661719410887	18.99872747635242	21.49682746798016	18.281855343672586	14.910108575663832	17.185044100369907	20.254570722461125	19.142021853095947	21.95440558995429	66.48161288347465	78.32057273887317	57.94493418221285	24.005952097572983	66.72328039451752	74.4848808893712	64.41305642789776
ENSMUSG00000076431.5	Sox4	1.5405046148165655	2.989076023704595	46.751515514068686	2.8403009112598737e-6	0.0010689300438445429	3.8108608232996852	3.372068513118828	4.089070442278835	4.994527490797149	2.7798507513949517	3.367923215650384	4.4461252805402465	4.661528637800568	5.299339280333794	16.779995570040242	12.521958501448442	11.77742564679123	5.305182783994029	14.229172187879817	11.911054337183126	13.643330308861529
ENSMUSG00000007613.16	Tgfbr1	0.9509790123846178	5.157814794421422	46.42173356764943	2.971044973965392e-6	0.0010689300438445429	26.199668160185336	24.344689753248122	18.92655461854775	24.31298287972952	30.831071970016737	24.525389570377158	20.00756376243111	24.39863925316893	31.417511447693208	58.18281072655258	40.91024951404894	48.99409069065151	34.48368809596119	58.45497763669547	48.78637324407883	52.75421052759791
ENSMUSG00000026459.6	Myog	3.8076873527535096	5.06690467172577	46.392437234609076	2.982981305577978e-6	0.0010689300438445429	4.5253972276683765	4.605752115479374	3.3880869378881777	4.240636548790032	4.675203536436964	5.440491348358313	3.334593960405185	5.05825447931551	4.542290811714681	88.09497674271127	81.43161832929515	79.69391354328731	3.050480100796567	82.77917063354407	82.23522446493556	73.83935736856573
ENSMUSG00000001366.15	Fbxo9	-0.8213407578323746	5.1737232197679255	45.786471458679635	3.2423033402923315e-6	0.0011295824581651784	57.52018055167962	42.520961494693516	40.89070442278835	45.704638359181466	55.97608558490744	44.99199988086795	37.05104400450206	42.350483581720056	32.42690940585203	24.34923270217796	23.0217373691226	28.26582155229895	30.90268971676522	24.804908273466168	18.76398970926109	25.30217620916138
ENSMUSG00000026173.17	Plcd4	-0.8029685960617063	6.419035215288117	44.14625624116022	4.080111426814924e-6	0.0012963809389697509	89.31705054608638	112.42969896179116	142.65014314349878	92.4458767636227	89.8397220109914	110.19153905563822	132.64273753611735	98.98309745797802	68.00818743095036	58.821180123238896	69.99852578449439	51.19254347805254	72.4157450015185	55.28225681101956	67.71352808124654	54.40794753473264
ENSMUSG00000025733.18	Rhot2	-0.5930416392516648	6.322341755430713	44.054325100372374	4.133782230330632e-6	0.0012963809389697509	89.79340814899884	99.84612621771359	96.50206243778051	106.95827739725972	83.90094995119308	98.44698630362662	86.69944297053482	105.9257996844895	75.20014788283194	55.35574625551319	59.965403755383534	60.45745165352831	74.53781811511611	59.99326652187166	62.08433116846821	61.76707721648219
ENSMUSG00000059824.13	Dbp	-1.0964660346897803	6.436981249767821	43.929344399844354	4.2080182761367755e-6	0.0012963809389697509	130.283804396558	169.1791446703763	94.63277309273876	75.95451240721702	122.43978991371401	172.0231550147581	99.66730837211053	78.25417223882229	57.661858359822475	52.07270364398358	53.82108871430013	53.705060949368004	64.98848910392685	51.724963764049605	51.315432726631414	55.56556343972695
ENSMUSG00000032402.13	Smad3	1.3730491413060406	6.981377028226944	43.70784235594565	4.343276503056705e-6	0.0012963809389697509	44.539435872315075	71.2246666429489	95.2169260130643	71.14845765192166	42.07683182793268	71.41724357289404	96.57972137173536	69.82374810662978	113.05257131378761	205.3725544767969	226.87299968152237	187.57513246789497	101.06373203508626	208.14971477540408	222.5572344646272	191.0066243240614
ENSMUSG00000089797.3	Gm16118	-0.8768093583695045	1.8138845993523718	43.68188934669084	4.35944012255884e-6	0.0012963809389697509	5.716291234949528	3.94778752755375	4.4395621944741634	4.240636548790032	3.790705570084025	3.7133512377683724	4.199118320510233	4.562347177421833	2.649669640166897	1.823912561960896	3.111045590421973	2.119936616422421	2.387332252797313	1.9228611064702457	2.4474769185992726	2.315231809988623
ENSMUSG00000028834.14	Trim63	1.2806179353479732	8.862877892062865	43.656373951799246	4.375396783040758e-6	0.0012963809389697509	226.15077198269069	217.45729630941904	215.55242760012715	434.14694622834844	225.9260519770079	220.6421491278649	206.12730814504644	424.99255772288154	610.1810657070055	816.7480452460892	718.5737552477152	510.0410466770388	596.3025449209289	799.9102202916222	723.8820899577115	499.015141902905
ENSMUSG00000110580.3	D830024N08Rik	-0.8161551797321165	4.251568568352026	43.54688044861539	4.444616518553603e-6	0.0012963809389697509	30.01052898348502	24.673672047210935	19.04338520261286	23.559091937722403	27.798507513949517	25.388959625672125	19.390046362356077	22.61337296635169	16.78124105439035	13.405757330412586	13.299719899053935	10.599683082112106	16.57869619998134	14.998316630467915	13.29795792438938	10.583916845662277
ENSMUSG00000037362.9	Ccn3	-1.2899328026788366	0.8929689718421455	43.115938846202226	4.729195102153246e-6	0.0013480355675274094	3.2154138196591093	2.302876057739687	1.9861199291068627	1.8847273550177923	1.8953527850420124	2.245282143766923	1.6055452401950892	3.868076954770684	1.1355727029286702	0.8207606528824032	0.8555375373660425	0.9421940517432983	1.3262956959985073	0.7691444425880982	0.9789907674397089	0.9922422042808384
ENSMUSG00000030403.10	Vasp	-0.765231015617779	3.6963286876919934	42.87131975068947	4.8997629658630405e-6	0.0013587292368426168	14.647996289558165	16.860342565594138	19.744368707003517	13.287327852875435	14.404681166319294	17.09868709484041	20.00756376243111	12.794408388856878	9.084581623429361	10.578692859373197	8.788703792942075	9.893037543304633	7.427255897591641	10.9603083068804	8.403004087190835	10.50122999530554
ENSMUSG00000079055.11	Slc8a3	-0.908777729935305	4.613248827422599	42.56931832148235	5.119903543951649e-6	0.0013587292368426168	28.700545575475754	36.27029790940008	39.605567998072146	26.857364809003542	27.672150661613383	31.43395001273692	37.05104400450206	26.183905539986167	14.0053966694536	15.685648032863705	20.066244058221727	17.901686983122666	10.610365567988058	15.959747183703039	21.864127139486833	18.68722818062246
ENSMUSG00000026251.14	Chrnd	4.041936908242832	3.7627887218482265	42.555074953102306	5.13055586052077e-6	0.0013587292368426168	1.3099834080092667	1.973893763776875	1.9861199291068627	0.9423636775088962	0.6317842616806708	1.9862111271784317	2.2230626402701232	0.9918146037873549	2.2711454058573404	47.14813972668916	32.19932186086742	19.864591257587872	0.9284069871989551	47.30238321916804	32.63302558132363	17.777672826698357
ENSMUSG00000019907.11	Ppp1r12a	0.7677767982670581	5.137830697147469	42.46295984851602	5.200048107833328e-6	0.0013587292368426168	30.01052898348502	27.38777597240414	24.4175920696079	24.12451014422774	31.46285623169741	25.30260262014263	21.489605522611193	23.010098807866633	31.417511447693208	43.409118974669326	49.154520328667175	49.38667154554455	34.085799387161636	44.6103776701097	50.66277221500494	49.77748391475539
ENSMUSG00000024052.18	Lpin2	3.347359364982302	3.4798885778910695	42.20068503774917	5.403743121086895e-6	0.0013631366861466272	2.381788014562303	1.31592917585125	2.8039340175626295	1.3193091485124546	2.0217096373781467	1.8134971161194375	2.4700696003001372	1.5869033660597678	1.6402716820080792	27.72347094180562	27.299425055952813	21.591947019117253	1.7241844047980595	26.53548326928939	30.756626610397525	20.506338888470662
ENSMUSG00000000794.10	Kcnn3	4.459301851257958	3.052506098717823	42.162311087885065	5.434287538457292e-6	0.0013631366861466272	0.3572682021843455	0.49347344094421874	1.4019670087813147	0.28270910325266885	0.6317842616806708	1.2089980774129585	0.864524360105048	0.29754438113620646	0.6308737238492612	26.173145264138856	16.566317768997006	19.55052657367344	0.3978887087995522	26.054767992671827	15.174356895315489	17.612299125984883
ENSMUSG00000032306.15	Mpi	-0.6492537651863591	5.424176128237713	41.188371823093576	6.278026152745565e-6	0.0015372703912914633	56.448375945126585	52.7194126075407	43.57780785628587	58.80349347655512	50.6690977867898	49.568921173931294	41.86767972508732	63.97204194428439	39.61886985773361	31.553687321923498	31.888217301825225	32.427178614165186	38.860463892756265	31.438779090788515	30.675044046444214	30.015326679495363
ENSMUSG00000028484.17	Psip1	0.47816358649433954	4.687007104568398	41.0873411482399	6.373629432878018e-6	0.0015372703912914633	23.222433141982457	19.327709770315234	21.146335715784833	19.978109963188597	22.99694712517642	20.466610310490797	22.971647282791274	20.828106679534454	31.165161958153504	29.729774759962602	26.132782959544574	31.563500733400492	31.433207995164622	29.13134576302422	26.840663540638687	32.08249793841377
ENSMUSG00000035105.6	Egln3	1.316127229025413	6.509309856850806	40.91145407403873	6.543976739198833e-6	0.0015376145593461415	47.04031328760549	48.44264278602414	45.797588953522954	68.79254845814943	40.6869064522352	48.70535111863632	50.142412886092785	66.84830429526772	69.39610962341874	179.38180046885412	135.5638116026375	141.72168861638778	63.7948229775282	179.3067981783504	128.00304284274196	139.8234639532415
ENSMUSG00000037621.9	Atoh8	1.5782491120549849	3.1328061762219495	40.685611491786176	6.770217916061339e-6	0.0015376145593461415	3.9299502240278006	3.1253317926467186	5.257376282929931	5.371472961800708	3.0325644560672202	3.367923215650384	3.0875870003751715	7.04188368689022	5.804038259413203	17.87434310721678	15.399675672588767	11.934457988748445	6.631478479992536	15.671318017732501	14.684861511595635	14.056764560645211
ENSMUSG00000022758.15	P2rx6	-0.5916612188429535	4.1473034018068855	40.63553395398901	6.82156027595789e-6	0.0015376145593461415	17.02978430412047	21.1371123871107	25.352236742128778	20.449291801943048	20.469810078453737	21.157466354726772	23.342157722836294	19.737110615368362	14.257746158993303	11.946627280843868	15.08857111354657	15.62471802474303	15.915548351982087	13.652313855938743	12.808462540669526	12.65108810458069
ENSMUSG00000032860.6	P2ry2	-0.826274838518285	4.951901409095351	40.59306293094806	6.865445329563381e-6	0.0015376145593461415	34.41683681042528	40.464822157425935	37.73627865303039	38.448438042362966	34.116350130756224	44.81928586980896	45.078770205477504	39.57340269111546	32.42690940585203	19.515864412981585	18.19961670396854	21.042333822266997	28.382727894368056	19.132468009378943	17.132338430194906	21.994702194891918
ENSMUSG00000052684.6	Jun	1.5868836967215865	7.093017872437363	40.24205583586958	7.240470115263159e-6	0.0015931574769408867	51.565710515273864	78.46227711013077	60.86873429792209	78.31042160098927	49.15281555875619	78.06673299866532	62.245753927563456	85.69278176722746	80.12096292885617	241.94200134411284	264.36109904610714	230.9160588480867	82.49559229110716	250.16422995177894	261.3905349064023	224.16405131711275
ENSMUSG00000024042.8	Sik1	3.0363938559861228	4.76812507955642	40.028869918318904	7.4793982679106965e-6	0.001617355397864413	3.572682021843455	6.250663585293437	8.17814088455767	5.842654800555156	3.9170624224201593	5.699562364946804	6.051670520735336	7.24024660764769	5.04698979079409	71.67976368506321	60.898717432510125	50.72144645218089	5.305182783994029	77.20287342478036	63.471234755674466	49.86017076511213
ENSMUSG00000037318.11	Traf3ip3	2.7887996296632402	1.6964258372226273	39.88108420548151	7.650201843958497e-6	0.0016262513818123298	0.47635760291246065	0.657964587925625	0.817814088455767	0.4711818387544481	1.5162822280336101	0.5181420331769822	0.9880278401200548	0.6942702226511483	1.514096937238227	10.031519090784927	4.744344525393509	3.9258085489304095	0.9284069871989551	10.479593030262839	5.629196912778327	4.382403068907037
ENSMUSG00000029729.13	Zkscan1	0.5168743920891252	3.1813433699718305	39.51669438106876	8.090291157264821e-6	0.0016911405282402563	8.217168650239946	6.990873746709765	7.009835043906574	7.727382155572949	6.949626878487379	6.735846431300768	6.792691400825377	7.934516830298839	10.598678560667588	10.396301603177106	11.277540265279653	10.442650740154889	9.1514403023897	9.422019421704203	11.339976389509962	10.831977396732485
ENSMUSG00000120512.2	5730409N16Rik	0.6658631620571448	5.195790934907613	39.31919370225241	8.340604218018864e-6	0.0017046262781809953	28.81963497620387	23.851216312303904	27.805679007496078	33.5481469193167	32.85278160739488	22.280107426610233	29.393828243571633	26.977357223016053	52.86721805856809	43.31792334657128	38.032532342908624	41.2209897637693	53.84760525753939	47.20624016384453	38.914883005728434	42.50104108336258
ENSMUSG00000021536.8	Adcy2	1.0039849860223249	5.981474198550719	39.25284193558273	8.426632853390345e-6	0.0017046262781809953	34.05956860824094	47.373450330645	50.23715114799712	34.86745606782916	34.87449124477303	49.91434919604929	48.28986068586768	35.50696281558731	52.23634433471883	104.96616794084956	91.464740358406	81.73533398873113	55.4391600927376	106.91107751974565	92.5962100870058	86.65581917385988
ENSMUSG00000007682.9	Dio2	2.401353563463712	1.2472512391839188	38.68476761082376	9.205174577368979e-6	0.001832560310307329	0.3572682021843455	0.24673672047210937	0.7009835043906574	1.5077818840142339	0.25271370467226834	0.9499270608244673	0.37051044004502054	0.8926331434086194	1.1355727029286702	5.198150801588553	3.577702428985269	5.025034942630924	1.5915548351982087	4.422580544881565	2.6922246104591996	4.961211021404192
ENSMUSG00000022816.12	Fstl1	-1.1519568996496448	4.5523397509837675	38.40386233473346	9.61963496585678e-6	0.001862602435690212	52.756604522555016	26.812056957969215	22.314641556435927	30.532583151288236	51.42723890080661	22.97096347084621	24.577192522986365	25.88636115884996	15.14096937238227	14.408909239491077	11.821973243603498	14.446975460063907	16.976584908780893	15.094459685791428	14.032200999969161	13.808704009575
ENSMUSG00000027469.17	Tpx2	-0.9163370409514786	1.6956636156293863	38.38177502749958	9.653098255450788e-6	0.001862602435690212	3.9299502240278006	3.536559660100234	4.556392778539274	3.2982728712811364	3.790705570084025	3.9724222543568635	4.9401392006002744	4.066439875528155	1.8926211715477836	1.276738793372627	2.411060332577029	2.512517471315462	1.989443543997761	1.730574995823221	2.4474769185992726	2.5632923610588327
ENSMUSG00000022358.8	Fbxo32	1.8202006234694035	9.105250339595967	38.26640240254076	9.830022648391145e-6	0.0018628144183884577	171.60782644921395	256.523943717503	324.43853194880927	220.60733690483258	174.37245622386516	249.57174598024642	326.4196976796631	220.1828420407928	292.2207088869778	1065.5297186975554	1192.6193270882634	881.6580839187914	281.43994669088323	1049.113019690166	1199.2636901136434	901.8654768409253
ENSMUSG00000036390.9	Gadd45a	2.647990576319306	7.033887794023392	38.134110630091165	1.0037370005631996e-5	0.0018628144183884577	45.13488287595565	34.70763201307672	30.02546010473316	37.03489252609962	42.58225923727721	30.570379957441947	33.59294656408186	34.21760383066374	31.038987213383653	293.83231373190034	307.4490804734515	264.7565285398668	28.78061660316761	295.63989511980026	307.81101379583515	274.4376563340086
ENSMUSG00000039936.19	Pik3cd	-1.2785726314306478	3.5605634769693553	38.078156652956956	1.0126537489538035e-5	0.0018628144183884577	11.194403668442826	17.024833712575546	23.833439149282352	12.53343691086832	12.509328381277282	17.616829128017393	24.577192522986365	12.397682547341935	9.715455347278622	6.018911454470956	6.066538901322847	5.574648139481182	9.947217719988805	4.711009710852101	7.424013319751126	5.1265847221176655
