Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Unloading_1	CPM_Unloading_2	CPM_Unloading_3	CPM_Unloading_4
ENSMUSG00000029321.2	Slc10a6	2.28374084308293	0.7001589468617095	58.01350107152106	4.08437861874925e-6	8.762848672952936e-4	0.313752645472628	0.5774027360057087	0.41452139729818005	0.8149739092332182	2.353956268136772	2.426048768387807	2.3258628476491685	3.2433740274877225
ENSMUSG00000006574.16	Slc4a1	3.306249797305518	-0.10739043585183947	57.73569207817835	4.190342079512401e-6	8.874929635069854e-4	0.13944562021005688	0.13585946729546086	0.22610258034446185	0.11642484417617403	2.2044987273026915	2.0584656216623816	0.8388357811193723	1.1556849983002229
ENSMUSG00000087090.10	Nctc1	0.8083257832928202	6.940408732354939	56.26479225361804	4.807249040446307e-6	0.0010027865805470005	83.14445105024642	104.50989521703326	90.6671347181292	78.58676981891747	180.32052301631845	142.47522767077484	138.5985483804054	163.69718798504127
ENSMUSG00000031490.7	Eif4ebp1	0.7444658561002183	3.6103427509326136	56.15773007776994	4.856109348895887e-6	0.0010027865805470005	8.959381098496154	8.559146439614034	9.910829771765577	8.887096438781285	15.842499328412563	16.43096665862651	13.497630296193536	15.06118513913839
ENSMUSG00000031167.17	Rbm3	1.0642167304647687	5.930393932375901	55.75956457790774	5.042928634327473e-6	0.001028508407889998	40.47409126596901	35.62914529823461	41.75360983694395	39.81729670825152	55.18719695298433	93.73370241498345	86.32382765701176	94.43064840949886
ENSMUSG00000002831.16	Plin4	0.9378601719274655	8.458757532503746	55.54896065504799	5.1450972448822744e-6	0.001034539621028594	205.89145824014898	253.004292970972	270.83320748927457	235.44984320561596	594.8410125196415	432.5718470664805	410.8007593536417	410.75281649264053
ENSMUSG00000029153.12	Ociad2	-0.6965107125453525	4.496252596886463	55.326409706000916	5.25567149591037e-6	0.001034539621028594	28.58635214306166	25.06607171601253	28.300506306448476	29.339060732395858	16.776608958625566	19.665698349810253	16.54794222753671	15.657667718906247
ENSMUSG00000028862.7	Map3k6	1.517359072558067	2.5811959347545375	55.27786001352963	5.280156938451749e-6	0.001034539621028594	3.1026650496737656	3.634240750153578	3.429222468557671	2.0568389137790746	11.919238881517941	7.976554283941729	8.426486710335512	6.784989344859373
ENSMUSG00000057335.12	Cep170	0.7647870538315219	5.77610605131894	55.19354468786718	5.3229944181253325e-6	0.001034539621028594	39.916308785128784	38.99166711379727	41.67824231016247	41.64128593367825	59.07309301467043	84.72791532021053	68.55576065693779	63.26443361662833
ENSMUSG00000104214.2	Gm36638	1.6178272550059398	1.8832382607567208	54.87888938794503	5.486445598202994e-6	0.001053907921887366	1.255010581890512	1.9359974089603174	2.3363933302261057	1.5911395370743784	4.670548151065025	4.778580907430529	5.1092724849998135	7.306911602156249
ENSMUSG00000019577.7	Pdk4	0.7227645029545633	9.805867198136033	54.508235261527	5.686482591294238e-6	0.0010797780736572506	667.9096594011199	710.375189621141	673.1450654488536	650.1163298797558	1096.8315277961103	1187.991971901902	1262.524108382939	911.1644207566371
ENSMUSG00000025453.19	Nnt	-1.9440628166076235	2.7205780182492107	54.12948132011722	5.899653535289664e-6	0.0010900077059051842	8.50618283281347	7.234516633483291	8.855684396824756	16.842794124153176	1.9055836456345299	2.3892904537152644	3.1265697296267514	3.317934349958705
ENSMUSG00000056501.4	Cebpb	1.0059357832791036	4.616801550815334	54.068512168797774	5.934824818768875e-6	0.0010900077059051842	14.572067311950944	20.17513089337594	15.148872883078944	15.135229742902624	41.586560737082976	29.075826905981142	29.016092246901923	31.017094147928564
ENSMUSG00000087408.11	Cers1	-0.9011220934035724	2.399929734475086	54.062513001050114	5.938298639919284e-6	0.0010900077059051842	6.2401915044000456	6.691078764301447	7.499068914757984	6.675024399433978	3.699074135643499	3.6758314672542527	3.622245418470017	3.5043351561361598
ENSMUSG00000059890.17	Ube4a	0.6687917502685531	6.0209503807109535	53.7699305631641	6.110607034041611e-6	0.0011093102000260156	53.26822692024173	47.958391955297685	53.69936283180969	45.44449751009993	69.98349349555832	83.51489093601663	76.21966938443751	88.8386242241752
ENSMUSG00000048490.15	Nrip1	0.7549222833641347	7.100650180816018	53.477612067159804	6.288558304032562e-6	0.0011182624953105106	124.73410727789587	93.70906756704413	92.7397417046201	97.1371283243212	171.46516372189916	191.43730281460148	157.43422455644946	168.76728991306805
ENSMUSG00000020326.8	Ccng1	-0.524850263685876	9.683520419565252	53.46672070419683	6.295303393697185e-6	0.0011182624953105106	951.019129832588	1026.8937835527408	957.9589491560941	944.7488022082603	691.3532195132492	656.1726752195567	647.0092895370286	702.6191988053
ENSMUSG00000020423.7	Btg2	1.3660061428935968	3.1603733056519228	52.96120086354101	6.617779519870447e-6	0.0011630395496623383	4.078784391144164	5.366448958170704	5.313410638094854	5.083884862359599	17.18761719591929	10.880461143072589	14.22207937988754	8.872678374046872
ENSMUSG00000035860.10	Cdhr3	2.360747263995003	0.3462485529607718	52.45576713831325	6.959445857123221e-6	0.0012096388667518561	0.4183368606301706	0.33964866823865214	0.5652564508611546	0.23284968835234807	2.6155069645964137	2.0584656216623816	1.9827027553730618	1.4166461269486603
ENSMUSG00000025352.7	Gdf11	-1.3310595414914748	4.405091626219057	52.35585065835332	7.029378402432094e-6	0.0012096388667518561	35.384326128301936	30.908028809717347	32.59645533299325	21.88787070512072	11.993967651934982	7.756004395906474	14.603368371305436	13.68181917342522
ENSMUSG00000101968.8	Teshl	-1.2664466522875308	1.8397311994631413	51.866382556817186	7.383922610746048e-6	0.0012575505312322135	4.46225984672182	4.653186754869535	4.3336327899355185	6.3645581482975135	2.241863112511212	2.168740565680009	1.7920582596641135	2.0131287067165173
ENSMUSG00000022180.8	Slc7a8	1.0290780963449397	4.414922814822654	51.55507576713645	7.620170769057101e-6	0.001284543072498197	13.073026894692832	12.940614259892648	16.090966967847535	13.85455645696471	36.91601258601795	29.884509828777077	22.114761502237997	25.23866915642745
ENSMUSG00000041235.13	Chd7	0.5608130583836244	6.411579755885581	51.40680641018354	7.73575624657543e-6	0.0012908554868022839	73.0695049900698	70.1034851244578	61.6506369072566	70.08775619405677	95.91437683027134	100.79129883211161	98.98262217208593	109.86463516099217
ENSMUSG00000054364.6	Rhob	1.0244782551843967	3.4725561603938284	51.03284037610944	8.036403230697161e-6	0.0013184842210730173	6.03102307408496	7.404340967602617	8.403479236135832	7.257148620314848	18.756921374677137	12.534585303337002	13.230728002201008	14.651103365547987
ENSMUSG00000048126.17	Col6a3	-0.9415973382395169	5.083663037943684	50.941261703471156	8.112072496709275e-6	0.0013184842210730173	46.226223099633856	38.14254544320064	49.62951638560938	44.00859109859378	28.80794099576907	17.533716098802785	22.76295278764842	23.561061900830353
ENSMUSG00000026043.19	Col3a1	-1.7002296144326445	5.295220758958783	50.9019731182962	8.14478798730419e-6	0.0013184842210730173	66.75959067556474	49.86042449743414	61.3114830367399	61.78278397615635	27.836466980347545	10.108536534949195	22.03850370395442	13.793659657131693
ENSMUSG00000033863.3	Klf9	0.4854198796560442	7.675992754367845	50.81165755780612	8.220573533324502e-6	0.0013184842210730173	177.47941312234988	164.28806082703605	171.95101235196324	167.72939217647473	237.15175291847768	249.22137347983835	228.23959026275284	239.4131954543236
ENSMUSG00000034158.10	Lrrc58	0.5433365175594059	7.339093789723301	50.16908701488911	8.783933765760413e-6	0.001395294094330404	141.01438343742	125.12656937911946	132.79758218898058	127.95090374961526	180.2457942459014	208.64019408135138	197.24079526047785	181.74078602301893
