Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Cast_1	CPM_Cast_2	CPM_Cast_3
ENSMUSG00000027215.14	Cd82	2.5177522427999555	4.1830487188435805	159.1583329357622	3.942704791012726e-7	4.883449561966625e-4	6.012011517201125	7.4943274244664115	5.24190934440054	4.946588325522998	40.24723484556483	28.908838431999296	32.77460274135502
ENSMUSG00000025793.18	Hgs	1.7231021138768146	5.17298952589437	156.28953045129794	4.26999378778778e-7	4.883449561966625e-4	19.185389694597706	16.487520333826104	17.53656944308544	19.010417878480542	54.13370768701703	64.23122711215737	60.57777697699888
ENSMUSG00000087523.4	Gm12319	-1.9795950202901473	4.118561491689585	147.42452686084064	5.513065415178078e-7	5.820100750607995e-4	23.871222200651527	25.387034150379968	29.068770000766627	22.890094996537798	6.2763719057411045	6.413550248158784	6.536507850101702
ENSMUSG00000090799.3	Klhl33	-2.162747771565463	6.89647065705956	144.68069177901532	5.984414604860043e-7	5.866436145507088e-4	164.62302125041904	207.3118323793021	172.1252413815886	169.34790620319913	48.720336918315326	35.32238868015808	35.3523804850571
ENSMUSG00000079018.11	Ly6c1	1.453618858790266	5.945501276807886	137.67154863433896	7.430505038268055e-7	6.798416743012719e-4	36.33730490543621	36.72220437988542	32.59514537790881	35.11107791841815	93.59639604436423	96.5861522446599	99.06031615083707
ENSMUSG00000058070.15	Eml1	-1.595460618633748	6.430436601882554	132.28538694385242	8.838301561861871e-7	7.111081602537213e-4	118.73722746472222	123.09432794686082	124.28090518360551	116.68128932557191	43.54233009607891	41.065866514330125	35.16825350336409
ENSMUSG00000047343.5	Mettl21c	-3.4029498875308035	4.772058526717035	131.83546485312124	8.970014551193257e-7	7.111081602537213e-4	53.135572379968764	57.89367935400303	33.64352724678891	32.880263575535224	4.628824280484065	4.881956159046239	3.0380951979345943
ENSMUSG00000031636.8	Pdlim3	1.9697157476504028	9.895653793751745	130.4271241481637	9.39802619294163e-7	7.111081602537213e-4	501.20725427960554	418.4645075636433	364.7415829276521	408.5300005314288	1395.080565348604	1813.8860246621016	1764.5809290549203
ENSMUSG00000017493.13	Igfbp4	2.077100548306641	6.0170365281894655	129.03784136450017	9.84483754358839e-7	7.111081602537213e-4	23.16392672803963	25.85542961440912	31.5467635090287	27.933675250012225	92.73339490732482	109.2218034798384	141.5015854310749
ENSMUSG00000050592.9	Fam78a	-1.7179270696242617	4.190192667600987	124.66942505413431	1.1428583038832984e-6	7.18200501063376e-4	24.0480460688045	27.447974192108234	25.542394623624446	26.09082861893503	7.61010093571109	8.615216751258068	7.273015776873725
ENSMUSG00000034361.11	Cpne2	2.590665040581616	4.388970213642112	124.57744334103593	1.1465136897742215e-6	7.18200501063376e-4	6.719306989813022	4.496596454679847	8.76828472154272	6.304475316843037	41.50250922671306	45.46919952052869	31.946031323736488
ENSMUSG00000022548.15	Apod	2.4439507226945874	6.042336962642862	124.45759676816321	1.1512978011799965e-6	7.18200501063376e-4	29.88323371785265	24.5439223151275	14.86796104957244	21.144240293412032	126.78271249597032	114.48665816116278	128.15237925833196
ENSMUSG00000031167.17	Rbm3	2.0809644882872678	7.276414401202519	119.19292921033407	1.387661720039751e-6	7.971407234576756e-4	71.4368427338016	66.98055135616855	59.94838141141708	61.29889846530461	205.78654385948647	267.74179170298686	350.6698366343294
ENSMUSG00000020190.14	Mknk2	1.4644137474092713	8.986002021616741	118.609538692439	1.4173442922198261e-6	7.971407234576756e-4	280.70789069284666	271.2946527656841	304.6978940736095	299.12310580221424	847.6240258703363	769.9132036707628	774.622211982475
ENSMUSG00000013236.18	Ptprs	-1.7194127028425563	4.724159259661672	117.9451876270232	1.4520925449170714e-6	7.971407234576756e-4	35.54159749874783	34.567585245351324	42.602426853582564	37.05091647744677	10.199104346829296	11.295506407205023	12.61269824597089
ENSMUSG00000020538.16	Srebf1	-1.725575566141659	5.58800282889503	116.44579702652419	1.5344036440524872e-6	8.099290619606282e-4	75.15014396501407	74.28752059502331	57.66100278840593	66.43947064673047	22.908757455955033	20.29362168074123	18.780952132686583
ENSMUSG00000038777.20	Sema6c	-2.0521662231274385	6.072195595631276	115.42631429314655	1.5936235257934378e-6	8.100329358514496e-4	93.53982625292339	96.77050286842254	85.10954626453967	122.50080500265778	24.007122539459726	28.143041387443024	19.793650531998114
ENSMUSG00000043613.9	Mmp3	5.997418356161346	2.682351061162697	113.42831602431393	1.717963063528774e-6	8.420473244238891e-4	0.08841193407648713	0.28103727841749043	0.1906148852509287	0.290975783854294	15.769384413174526	5.456303942463443	21.26666638554216
ENSMUSG00000036905.9	C1qb	3.2516185304940786	4.611898397379026	112.3455047572585	1.790280273403417e-6	8.472347059375343e-4	7.515014396501407	4.777633733097337	3.8122977050185742	4.655612541668704	45.739060263088305	32.929272915919725	70.24444351588167
ENSMUSG00000079055.11	Slc8a3	-2.2851884248148835	6.007210975631944	109.53310470302458	1.996149988704228e-6	8.575430540188533e-4	124.3955912456174	92.92966006338351	95.87928728121715	75.94467958597075	15.690929764352763	22.878186706118647	21.35872987638866
ENSMUSG00000025351.15	Cd63	1.9027384187687917	7.686110161493481	109.32521409080164	2.0124826817829024e-6	8.575430540188533e-4	95.04282913222367	87.87098905186868	99.31035521573385	96.31298445577133	262.9799828505523	361.45620503056074	437.30158152088853
ENSMUSG00000036887.6	C1qa	2.912656279907581	4.333890508277095	109.25835363886729	2.0177700231386624e-6	8.575430540188533e-4	7.42660246242492	5.246029197126488	4.002912590269503	4.267644829862979	34.20622688628902	30.24898325997277	54.31745959943668
ENSMUSG00000025225.16	Nfkb2	1.9777274761527546	4.323951921822135	108.70723917327823	2.0620023887075314e-6	8.575430540188533e-4	7.957074066883842	6.65121558921394	10.197896360924686	10.281144362851721	38.44277792266427	32.16347587136345	33.05079321389452
ENSMUSG00000046345.6	Smco1	-1.833856383665285	5.350497864204108	101.86218055932872	2.7233459236880034e-6	0.001032571708578542	50.129566621368205	58.64311209644967	55.278316722769326	70.99809126044774	16.94620414550098	18.66630296105915	13.809523626975428
ENSMUSG00000031548.8	Sfrp1	3.81736960130606	2.6173897993469266	101.7533811202596	2.735792364811278e-6	0.001032571708578542	0.8841193407648713	1.217828206475792	1.0483818688801079	0.38796771180572537	11.846651972086336	8.232318228979931	17.860317224221554
ENSMUSG00000023019.13	Gpd1	-2.2368410812797577	8.949567307716817	101.70633661092258	2.7411955918485207e-6	0.001032571708578542	723.6516804160472	657.5335524041218	586.2360795892313	1017.4453242105147	163.26412419809049	170.86846556661834	140.76507750430287
ENSMUSG00000028841.15	Cnksr1	1.4779667229973532	6.898642433079297	101.33912395556868	2.7838205492134983e-6	0.001032571708578542	77.09520651469678	61.35980578781874	65.66682796894494	65.76052715107045	170.01122399676217	180.63237788471082	213.3111082913471
ENSMUSG00000037621.9	Atoh8	2.2432385750096584	3.174439666042042	100.65515167256683	2.8653851390920857e-6	0.0010348564644447312	3.978537033441921	2.529335505757414	2.8592232787639307	4.170652901911548	18.35838782429273	14.358694585430113	15.46666646221248
ENSMUSG00000086322.8	Zfp593os	3.1893907584249606	3.2878488823606205	98.98902463736026	3.07656975063251e-6	0.0010554034104401746	2.740769956371101	1.217828206475792	1.5249190820074296	3.0067497664943716	19.064479663688605	15.028766999416852	24.304761583476754
ENSMUSG00000033044.13	Dhrs7c	-1.5963119342530876	6.742090579094964	98.59986419522563	3.128595614789034e-6	0.0010554034104401746	143.05050933575617	156.9124804497655	124.8527498393583	174.68246224052785	51.30934032943353	51.78702513811794	45.57142796901891
ENSMUSG00000111394.2	Gm49759	-2.15783171864998	3.2902632749945253	98.42014356633321	3.152983082778137e-6	0.0010554034104401746	12.819730441090634	13.11507299281622	15.439805705325226	16.294643895840466	2.6674580599399698	2.967463547655557	4.050793597246125
ENSMUSG00000069792.6	Wfdc17	4.10720332107282	2.4544309025644555	97.69982660922341	3.25307914223742e-6	0.0010629823368587226	0.9725312748413585	0.28103727841749043	0.6671520983782505	0.6789434956600194	10.27755899565106	6.987898031575988	17.031745806603027
ENSMUSG00000045246.13	Kcng4	-2.2973093569719345	5.61221268698812	96.41068804687696	3.4420554140974684e-6	0.0010985760116993873	58.52870035863448	68.19837956264435	75.48349455936777	93.98517818493697	18.35838782429273	15.698839413403592	11.047618901580343
ENSMUSG00000087410.9	2310065F04Rik	-1.9325532698883476	6.248209298247127	95.27954352344102	3.618974916223595e-6	0.0011037128395208423	120.06340647586953	111.75915771735536	112.46278229804794	99.51371807816855	34.441590832754315	31.972026610224386	20.71428544046314
ENSMUSG00000026822.15	Lcn2	5.394136833992721	2.8706008849107563	95.27942330015588	3.6189943003816604e-6	0.0011037128395208423	0.7957074066883842	0.09367909280583014	0.3812297705018574	0.19398385590286268	7.61010093571109	17.996230547072408	22.831745729932706
ENSMUSG00000023034.8	Nr4a1	-2.1964341272178176	6.547497988209461	94.4587698457717	3.754307859066767e-6	0.0011200895882137458	154.98612043608193	178.17763451668893	110.36601856028773	118.13616824484338	24.399395783568547	35.60956257186668	31.946031323736488
ENSMUSG00000025537.13	Phkg1	-1.3852896956415064	8.66338817950077	92.74963960051043	4.056431698629357e-6	0.0011844780559997722	601.1127397860361	573.5034061572921	511.5150445708672	518.0338871885948	223.5172944932051	208.67969464158432	200.60634655452972
ENSMUSG00000027784.11	Ppm1l	-1.3716825649612256	7.405544429675546	92.20539842609524	4.158794682110689e-6	0.001189068712860148	225.5388438291187	241.41102216062427	222.7334934157102	229.57989346103798	97.91140172956123	91.32129756333552	77.1492053293694
ENSMUSG00000002983.19	Relb	1.8925679648963307	3.795731423369509	91.3919265378714	4.3177228309294876e-6	0.0012093148598301283	5.923599583124638	5.620745568349808	7.052750754284362	6.692443028648762	29.891221201092012	19.910723158463092	20.622221949616637
ENSMUSG00000043557.17	Mdga1	-2.320967904948941	3.8503474396271797	90.65739880332282	4.467618042287316e-6	0.0012262718002470226	21.48409998058637	18.267423097136877	18.39433642671462	28.709610673623676	5.256461471058175	4.307608375629034	3.4063491613206054
ENSMUSG00000110588.3	Gm45774	6.6269385640991585	0.7607771497574377	86.25486330783063	5.51168425828928e-6	0.0014367242333329442	0	0	0.09530744262546435	0	4.550369631662301	2.2973911336688184	3.4063491613206054
ENSMUSG00000124684.1	Gm71882	-2.669010072646025	1.7757145254656457	86.15565890787289	5.538449113011206e-6	0.0014367242333329442	4.420596703824357	5.620745568349808	4.38414236077136	6.013499532988743	0.7845464882176381	0.8615216751258068	0.7365079267720228
ENSMUSG00000025129.3	Ppp1r27	1.4179491245868552	6.055709382869188	86.11888606096349	5.5484104026993624e-6	0.0014367242333329442	37.1330123121246	39.157860792837	34.78721655829449	43.452383722241244	100.02967724774886	120.23013599533482	89.48571310280077
ENSMUSG00000043832.14	Clec4a3	4.219730945821437	1.1919784507587254	84.56921597392893	5.988743183615784e-6	0.0015002512673781962	0.17682386815297427	0.28103727841749043	0.1906148852509287	0.290975783854294	2.981276655227025	3.6375359616422953	7.088888795180719
ENSMUSG00000116066.4	Cmarr	-2.035722520297488	3.2246589612843337	84.37273895645981	6.047561843484956e-6	0.0015002512673781962	14.411145254467403	14.801296663321162	10.48381868880108	14.645781120666133	3.0597313040487886	4.020434483920432	2.8539682162415883
ENSMUSG00000048731.16	Ggnbp1	-1.8170030357759681	3.5006176406679366	84.12840910999034	6.121689811511147e-6	0.0015002512673781962	13.88067365000848	17.611669447496066	15.821035475827083	17.070579319451916	3.9227324410881907	5.5520285730329775	4.234920578939131
ENSMUSG00000046413.18	Irx3os	-4.190537865198508	1.1324696710511342	83.59891195594761	6.2861659619848415e-6	0.0015135323098645608	3.182829626753537	3.185089155398225	4.479449803396824	2.812765910591509	0.15690929764352762	0.09572463056953409	0.27619047253950857
ENSMUSG00000050821.15	Fam131a	-1.3704860933694218	6.27881539475629	82.90155127358196	6.511070956225487e-6	0.0015406541000558378	113.3440994860565	112.97698592383115	95.11682774021342	98.93176651045997	35.46150126743724	44.79912710654195	41.70476135346579
ENSMUSG00000114515.4	Gm57854	-1.721693584888383	4.944262470771372	80.2717536646072	7.45235654916103e-6	0.0016969730654057514	42.70296415894329	40.656726277730286	46.60533944385207	44.71327878560985	13.886472841452195	9.668187687522943	16.111110898137998
ENSMUSG00000029862.17	Clcn1	-1.3278241550701966	7.325007009574572	79.76244361538728	7.653352621859915e-6	0.0016969730654057514	225.89249156542462	231.66839650881795	185.94482056228097	219.7837087379434	86.692386948049	93.52296406643481	77.7015862744484
ENSMUSG00000030256.12	Bhlhe41	-1.5314114089716464	5.789927007478444	79.0466892905187	7.947093644128437e-6	0.0016969730654057514	72.76302174494892	67.82366319142102	80.24886669064098	85.7408643090653	21.182755181876228	29.67463547655557	28.72380914410889
ENSMUSG00000030681.19	Mvp	1.3663755977233447	5.731718019573718	78.71729940942191	8.086875202353097e-6	0.0016969730654057514	31.563060465305906	28.946839677001513	30.59368908277406	35.208069846369575	67.39254333789512	84.23767490119	92.70793528242837
ENSMUSG00000036896.6	C1qc	2.7825996755410722	4.05630187366076	78.68535771070844	8.100588664712575e-6	0.0016969730654057514	6.807718923889509	4.964991918708997	4.002912590269503	2.812765910591509	29.969675849913777	22.878186706118647	43.54603117039585
ENSMUSG00000086583.6	Gm15500	11.619626357438204	3.9607157343567216	177.82507198266396	8.133091987382421e-6	0.0016969730654057514	0	0	0	0	32.00949671927963	17.996230547072408	57.44761828821778
ENSMUSG00000020623.12	Map2k6	-2.1490855539630056	4.328391176820699	78.59963545587176	8.137531730888192e-6	0.0016969730654057514	28.38023083855237	29.321556048224835	31.642070951654166	29.970505736992283	6.197917256919341	9.476738426383875	4.51111105147864
ENSMUSG00000041460.17	Cacna2d4	-2.4857722016934445	3.6310502478719693	78.21925475331265	8.303955744819055e-6	0.0016969730654057514	27.849759234093447	18.080064911525216	14.582038721696046	14.936756904520427	3.765823143444663	3.350362069933693	2.9460317070880913
ENSMUSG00000102805.6	Gm37240	-1.8097965352441223	2.3875716966938114	77.82240394400392	8.482021596752479e-6	0.0016969730654057514	7.868662132807355	7.119611053243091	6.957443311658897	7.274394596357351	2.2751848158311505	1.9144926113906817	2.0253967986230625
ENSMUSG00000040430.19	Pitpnc1	-1.2903060513963407	6.260130675834219	77.76920282893053	8.506244485595175e-6	0.0016969730654057514	91.68317563731716	106.88784489145219	108.17394737990205	103.00542748442008	47.54351718598887	40.10862020863478	37.930158228759176
ENSMUSG00000060548.14	Tnfrsf19	-1.693851338313994	4.1707903291762785	77.43259066670771	8.661473277809925e-6	0.0016969730654057514	30.767353058617523	24.075526851098346	23.63624577111516	22.890094996537798	6.511735852206396	9.189564534675274	7.8253967219527425
ENSMUSG00000069516.9	Lyz2	3.0860890443007936	6.62908000500722	77.14935575445234	8.794764355682701e-6	0.0016969730654057514	33.50812301498863	23.045056830234216	20.20517783659844	16.973587391500484	129.37171590708851	148.18172812163877	320.1968211641369
ENSMUSG00000079419.5	Ms4a6c	4.604478954447672	2.5764707169303533	77.00415284588775	8.864064741982458e-6	0.0016969730654057514	0.5304716044589228	0.7494327424466412	0.3812297705018574	0.38796771180572537	7.767010233354617	6.892173401006454	23.660317147551233
ENSMUSG00000024679.11	Ms4a6d	5.572568248442229	2.4088072427833485	76.92216794758424	8.903486849208803e-6	0.0016969730654057514	0.5304716044589228	0.1873581856116603	0.09530744262546435	0.09699192795143134	9.100739263324602	5.169130050754841	20.530158458770135
ENSMUSG00000032177.19	Pde4a	-2.470516754902943	5.658149933313023	76.66925088375159	9.026452475562507e-6	0.0016969730654057514	56.49522587487528	68.385737748256	70.71812242809455	114.8384426944947	14.357200734382777	16.943259610807534	10.67936493819433
ENSMUSG00000121001.2	Gm57461	-4.959407894138419	1.315102475751617	76.21612913930467	9.25196575811615e-6	0.001704407175987758	5.216304110512741	3.4661264338157154	3.8122977050185742	3.394717478300097	0.15690929764352762	0	0.1841269816930057
ENSMUSG00000024617.17	Camk2a	-1.34785336373618	8.423609022048046	76.09309290660913	9.314379058516601e-6	0.001704407175987758	519.2432888312089	486.3818498478701	420.21051453567236	429.7712327527923	173.14940994963274	203.0319414379818	170.5936485385698
ENSMUSG00000042726.15	Trafd1	1.2385231487509072	5.803882867871299	75.79621821630879	9.467098618983049e-6	0.0017070174423412941	33.41971108091214	31.382496089953097	36.026213312425526	39.863682388038285	84.73102072750491	74.9523857359452	89.30158612110776
ENSMUSG00000006014.18	Prg4	3.073265822134123	4.658540904565468	75.58538748064372	9.577407684368964e-6	0.0017070174423412941	7.691838264654381	3.934521897844866	6.3855986559061115	5.916507605037312	24.94857832532089	56.573256666594645	70.06031653418867
ENSMUSG00000075602.11	Ly6a	1.4687595726994862	5.50489107628775	75.03964017391405	9.870296214571347e-6	0.0017229682468814901	26.081520552563706	24.169205943904178	24.589320197369805	28.030667177963657	56.40889250284818	69.97470494632942	87.2761893224847
ENSMUSG00000050708.17	Ftl1	1.6019628328936815	7.8328309585047204	74.95263778088903	9.917989762724987e-6	0.0017229682468814901	138.98356036823776	117.7546196569285	110.55663344553865	119.30007138026055	346.9264570898396	291.4815000842313	469.52380331716455
ENSMUSG00000103114.3	Gm32200	-2.5237885713153325	2.666760139592432	74.72480331976188	1.0044220636063084e-5	0.0017230860501166222	8.399133737266277	11.335170229505447	11.532200557681186	7.080410740454488	2.1182755181876227	1.6273187196820795	1.196825381004537
ENSMUSG00000032114.10	Slc37a4	-1.6276427741600188	6.770056645629226	73.90026109241818	1.0517704938193767e-5	0.0017820368218737193	180.53716938418674	160.84700234761036	121.1357595769652	151.3074076042329	50.289429894750604	57.62622760285952	41.06031691754027
ENSMUSG00000044258.11	Ctla2a	2.1141955670061576	4.064081516644162	72.99283069421911	1.1070573886801354e-5	0.0018272822026498027	5.6583637808951766	5.995461939573129	7.529287967411684	8.0503300199688	19.92748080072801	29.578910845986034	39.034920118917206
ENSMUSG00000036611.6	Eepd1	-1.5675362392193994	6.505929015196345	72.9241339195375	1.1113851939659578e-5	0.0018272822026498027	154.89770850200546	130.4949762785214	102.45550082237418	118.91210366845482	44.091512637831265	47.575141393058445	36.549205866061634
ENSMUSG00000110275.2	Gm5905	8.738275388904778	1.187450724582633	160.01900673671628	1.118418136276475e-5	0.0018272822026498027	0	0	0	0	3.608913845801135	5.073405420185307	5.8920634141761825
ENSMUSG00000028367.6	Txn1	1.6164202511046495	5.924054486921552	72.59750796019812	1.132246060177661e-5	0.001828111168220967	35.80683330097729	30.164667883477307	32.02330072215602	30.35847344879801	71.86445832073565	99.9365143145936	123.54920471600683
ENSMUSG00000028195.5	Ccn1	2.1287633514528177	5.771392838032732	72.33640434384166	1.1492656189782018e-5	0.0018320206704114475	26.87722795925209	17.517990354690237	19.91925550872205	24.63594969966356	137.68790868219548	72.08064681885917	82.02857034423404
ENSMUSG00000105263.2	Gm42427	-1.4686207302688665	6.277917853836403	72.10617700119312	1.1645314487280064e-5	0.0018320206704114475	96.81106781375341	114.28849322311278	104.74287944538533	110.66778979258316	48.09269972774122	33.503620699336935	33.87936463151305
ENSMUSG00000086841.4	2410006H16Rik	2.0743609479576035	3.3005666504178355	71.92668246765423	1.1766047367208616e-5	0.0018320206704114475	4.685832506053818	4.309238269068187	3.0498381640148593	4.170652901911548	12.082015918551628	17.709056655363806	21.63492034892817
ENSMUSG00000059498.14	Fcgr3	3.2377240653433588	2.9753428690168056	71.2046510044216	1.2267360059055262e-5	0.0018320206704114475	2.2987102859886654	1.4988654848932823	1.620226524632894	1.163903135417176	12.160470567373391	9.381013795814342	25.50158696448129
ENSMUSG00000013483.15	Card14	5.244208722642599	3.4632694108544984	71.0200767399127	1.2399658529611563e-5	0.0018320206704114475	0.5304716044589228	0.3747163712233206	0.9530744262546436	0.6789434956600194	24.320941134746782	6.604999509297852	42.16507880769831
ENSMUSG00000060913.8	Trim55	-1.1706074087183318	5.699009224716133	70.45696017573391	1.2814155482784772e-5	0.0018320206704114475	66.5741863595948	66.13743952091608	65.57152052631947	73.61687331513639	33.029407153962566	30.631881782250908	26.882539327178833
ENSMUSG00000036606.18	Plxnb2	1.516734017272193	4.11018500887544	70.34623960902675	1.2897626823665612e-5	0.0018320206704114475	9.106429209878176	10.492058394252975	8.863592164168185	9.505208939240271	23.379485348885616	24.12260690352259	34.063491613206054
ENSMUSG00000056367.15	Actr3b	-1.540573436885009	3.973900753199578	70.33755805074352	1.2904199712717113e-5	0.0018320206704114475	20.599980639821503	20.42204223167097	20.681715049725764	24.829933555566424	7.139373042780507	8.90239064296667	6.260317377562194
ENSMUSG00000089781.4	Gm15756	-1.9885898342466044	3.2166020920619305	70.3313751982161	1.290888329345807e-5	0.0018320206704114475	11.670375298096301	12.7403566215929	10.9603559019284	18.428466310771956	3.29509525051408	3.254637439364159	3.5904761430136114
ENSMUSG00000015947.11	Fcgr1	4.328713678027918	1.6218705274387384	70.2298921160821	1.2986054302875978e-5	0.0018320206704114475	0.35364773630594853	0.28103727841749043	0.3812297705018574	0.19398385590286268	4.001187089909954	3.7332605922118294	11.231745883273348
ENSMUSG00000018217.13	Pmp22	1.320183624659601	4.412244812626662	70.06096382795978	1.3115761786492157e-5	0.0018320206704114475	14.322733320390915	13.6771475496512	11.055663344553865	12.31797484983178	29.02822006405261	35.992461094144815	31.30158688781097
ENSMUSG00000036256.14	Igfbp7	1.7281874047888846	5.975370734308738	69.95742891917627	1.319603799370653e-5	0.0018320206704114475	30.50211725638806	25.29335505757414	30.02184442702127	40.15465817189258	80.10219644702086	105.96716604047424	127.04761736817393
ENSMUSG00000123692.1	Gm74420	-1.6423633653100254	5.2607887768661366	69.85179441378264	1.3278559174302673e-5	0.0018320206704114475	70.0222517885778	47.49530005255588	48.034951083234034	49.85385096703571	14.671019329669832	19.623549266754488	17.492063260835543
ENSMUSG00000037573.6	Tob1	-1.7869293324595144	7.145320943164255	69.66084193549476	1.3429329892135717e-5	0.0018320206704114475	208.38692861828017	215.3682343606035	200.0503220708497	189.32824336119398	73.59046059481446	63.36970543703157	39.67936455484273
ENSMUSG00000038387.10	Rras	1.5645704422663271	4.449722357355275	69.38635270316914	1.3649726031924535e-5	0.0018320206704114475	10.78625595733143	9.836304744612166	11.341585672430258	15.13074076042329	31.538768826349052	40.49151873091292	32.49841226881551
ENSMUSG00000002985.17	Apoe	2.034092497089552	6.307539778217491	69.33179134263577	1.3694058055181144e-5	0.0018320206704114475	44.648026708626006	29.508914233836496	26.590776492504556	35.01408599046671	94.69476112786892	151.0534670387248	171.6063469378813
ENSMUSG00000140465.1	Mir1a-1hg	-2.351908923137864	2.959996821189826	69.2566640547927	1.3755387321354061e-5	0.0018320206704114475	12.377670770708198	11.990923879146258	11.722815442932115	10.378136290803154	1.5690929764352761	3.446086700503227	1.841269816930057
ENSMUSG00000037820.16	Tgm2	1.2330683196300938	6.833398398805163	69.20998171314909	1.3793664284661798e-5	0.0018320206704114475	74.35443655832567	68.01102137703269	73.19611593635662	72.84093789152494	162.32266841222932	145.02281531284416	201.15872749960874
ENSMUSG00000095332.3	Gm9821	-2.1001991980252286	3.1428576343660595	69.09510651812055	1.3888408953239606e-5	0.0018320206704114475	14.057497518161455	14.520259384903673	11.341585672430258	11.736023282123192	3.608913845801135	3.446086700503227	1.93333330777656
ENSMUSG00000022037.16	Clu	1.6236551601244875	6.330843007267527	68.9413309557143	1.4016479917895801e-5	0.0018320206704114475	40.31584193887813	41.687196298594415	40.79158544369874	46.94409312849277	91.63502982382013	137.84346802012908	162.95237879831004
ENSMUSG00000037613.17	Tnfrsf23	1.904163039730614	3.3165234056158854	68.23752582587409	1.4621310156834988e-5	0.001883999310293387	4.862656374206792	3.5598055266215454	5.90906144277879	3.5887013342029594	16.161657657283346	19.910723158463092	14.361904572054446
ENSMUSG00000032705.10	Exd2	-1.3829993517583845	5.033467574433744	68.16128933822793	1.4688715112313643e-5	0.001883999310293387	47.830856335379536	47.870016423779205	41.93527475520432	39.475714676232556	13.886472841452195	18.762027591628684	18.320634678454066
ENSMUSG00000005413.9	Hmox1	2.9627078856772724	4.316009525279366	67.73507199880923	1.5072602261448482e-5	0.0018863990075566933	6.365659253507074	4.4029173618740165	5.432524229651468	3.879677118057254	55.9381646099176	18.091955177641942	43.63809466124235
ENSMUSG00000008734.10	Gprc5b	1.8801365494311555	5.615576338802133	67.54259506431163	1.5249960020920477e-5	0.0018863990075566933	18.831741958291758	21.17147497411761	18.299028984089155	32.58928779168093	67.8632712308257	86.53506603485881	96.5746018979815
ENSMUSG00000007041.10	Clic1	2.1614402611297785	4.195553022658275	67.39428849777757	1.5388351426321324e-5	0.0018863990075566933	7.338190528348432	6.37017831079645	6.957443311658897	8.438297731774528	23.144121402420325	26.41999803719141	48.24126920356749
ENSMUSG00000049281.17	Scn3b	2.9035485440568825	1.9438568589509562	67.33923139939292	1.544011631923433e-5	0.0018863990075566933	1.0609432089178457	1.405186392087452	0.5718446557527861	0.7759354236114507	7.2962823404240345	4.977680789615773	9.390476066343291
