Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Con_6	CPM_Con_7	CPM_Unloading_1	CPM_Unloading_2	CPM_Unloading_3	CPM_Unloading_4	CPM_Unloading_5	CPM_Unloading_6	CPM_Unloading_7	CPM_Unloading_8
ENSMUSG00000005625.16	Psmd4	0.6017362269147525	6.9216903191134715	64.26728139367462	3.023705624146728e-7	1.2159721544129574e-4	90.13578309242847	95.07161754784272	105.36212617468719	79.97518882677639	98.66405343742261	97.74191633884966	97.7534719043905	130.416434790851	143.09998137684263	139.45236893484787	145.4986461344854	148.98006489338357	125.68858518123723	141.06809410295767	178.75203996002253
ENSMUSG00000041189.10	Chrnb1	0.9187915437242471	5.277837249775024	62.26827275205965	3.7622462175186186e-7	1.4086160842286688e-4	31.213211620095596	20.227386273152128	31.060511184445357	22.1533504322876	26.003247577978797	20.56647493756481	32.60355704242398	42.58346079723774	42.50250308607487	53.15499363101363	59.330689069620085	48.125930280290824	53.057347515176104	53.961577543681514	44.42619309521374
ENSMUSG00000110125.3	Gm33148	2.2042529517903793	0.33361555689807143	61.684670808200984	4.014323454714704e-7	1.4086160842286688e-4	0.3857451487550434	0.5223715249881468	0.24914848543672746	0.5737558385340673	0.5295977103458004	0.35812269791779516	0.2287968915257823	2.2747052579799596	1.7264072820262517	1.6458970582439125	1.2372834860596045	1.5093479419525655	0.9364404856316058	2.6526056376809732	3.086683391230731
ENSMUSG00000005103.13	Wdr1	-0.5923605406225682	5.338268498582007	61.65946795073724	4.0256260919883105e-7	1.4086160842286688e-4	49.66468790221184	46.287921242005226	42.35524252424367	59.192477342097945	53.039210691131906	54.63929162517218	39.63906145684179	32.72640467932458	33.29499758193486	31.346857609281788	32.640716727477184	33.70052290064581	34.41989784992268	31.42706107881077	31.803862798930925
ENSMUSG00000085653.10	Gm15179	-0.6651734268019145	4.0868347873201545	61.572882640356134	4.0647279945050744e-7	1.4086160842286688e-4	19.28725743775217	19.41480834539279	23.19849231066418	21.675220566842544	23.063980285559605	18.392158557349624	22.708091483933895	15.727263235280796	14.441533930600551	10.212043111377003	13.109313126107715	12.693368757732232	13.635487071269967	13.743023494270947	12.953046373914676
ENSMUSG00000017707.10	Serinc3	0.6749725774367843	8.261434003925617	61.56796644314703	4.066960823591441e-7	1.4086160842286688e-4	226.56098403546216	256.16519172613175	235.86056621343533	218.34597188657563	218.5914549452291	235.90053715699335	237.77716951816927	327.85106750498255	320.70070510401945	365.95024820000447	377.8133502074864	378.1782613902133	376.9515554844883	324.9315591605017	500.4009851301463
ENSMUSG00000028329.14	Xpa	0.8263977804260693	2.0264131183234966	61.50330363636752	4.096456944005931e-7	1.4086160842286688e-4	2.28232546346734	3.3954149124229542	2.657583844658426	2.677527246492314	2.6744684372462917	2.9417221614676032	3.231756092801675	4.74508408653884	5.014802104933398	6.265630846723985	5.066970466720285	4.429070190319823	5.116162653206821	4.421009396134956	5.208778222701859
ENSMUSG00000045466.19	Zfp956	0.7533018680654998	4.210099649499385	61.49388179240955	4.1007746265754546e-7	1.4086160842286688e-4	13.501080206426519	12.769081721932476	14.478295320378718	11.379490797592336	12.86922436140295	14.47838907296229	15.043395617820186	19.322765094668476	17.92175178484395	22.21961028629282	25.12863841925816	20.78446346295336	23.433852152634817	24.42923477750001	28.937656792788104
ENSMUSG00000028089.6	Chd1l	0.4774568263828059	4.445492724883141	61.29456707672581	4.193313219507323e-7	1.411007109453811e-4	18.29074913680164	15.43898062742745	19.350532368919165	17.148924507296012	16.867687074513743	19.799069156312388	18.87574355087704	25.46202337158213	27.403290190892886	24.42660861439261	25.246474941740026	24.743408884468288	24.69005280409185	24.606075153345408	23.591080204406303
ENSMUSG00000029769.18	Ccdc136	0.7727763565504379	3.0827005182654177	60.35707749054884	4.6610001767738223e-7	1.5370114182929357e-4	5.818322660388572	5.339797810989944	6.284078466015237	7.809454468935916	5.825574813803804	5.653222588559481	6.005918402551786	9.759219332623697	10.93391278616626	10.885364635204057	12.696885297421181	8.932370607293052	11.031725720977208	10.837788748239404	8.350580960204567
ENSMUSG00000029671.16	Wnt16	-2.8846938998852	-0.8587434083308508	59.92280309254912	4.897144260791817e-7	1.5824337597699227e-4	1.2536717334538912	0.3482476833254312	0.7197622912616571	1.370638947609161	1.429913817933661	1.0999482864617995	0.4861933944922874	0.19567357057892126	0.1918230313362502	0.1309236296330385	0.08837739186140033	0.07423022665340487	0.06852003553401993	0.050525821670113776	0.22047738508790937
ENSMUSG00000027804.14	Ppid	-0.6958897010515054	5.264402346745898	59.75718350024487	4.990693565504366e-7	1.5824337597699227e-4	53.779302822265635	55.83571189317747	44.34843040773749	48.5779943292177	45.20116457801406	42.156157583466175	47.818550328888506	30.035893083864416	36.09013318140593	28.709681640959158	24.922424504914893	24.966099564428504	32.63837692603816	34.33229582484231	26.5124055568211
ENSMUSG00000028582.15	Cc2d1b	0.4016190197489022	4.629787454270689	58.8597758640092	5.533562290038218e-7	1.680226392043762e-4	19.544420870255532	20.05326243148941	21.84201722328644	21.037714079582468	21.157428528314725	20.899017442774188	23.07988643266329	28.666178089811964	29.15710076311003	28.429131006031216	25.776739292908427	28.33120317271619	28.687054876909677	27.76393900772752	26.043891113509293
ENSMUSG00000022037.16	Clu	-0.992697922046442	4.876587715236311	58.83248309335564	5.551074342289236e-7	1.680226392043762e-4	33.17408279293373	56.329062777888495	34.02260984463756	43.764820350404136	37.945675946276594	34.22629784385785	40.09665523989335	24.09230837752968	21.84042228214163	19.919095079883714	21.711379267284013	16.18218941044226	23.342492105256124	19.8061220946846	13.614478529178404
ENSMUSG00000021814.18	Anxa7	0.6053306920464374	6.835864464185008	58.649096132515	5.670357883121861e-7	1.680226392043762e-4	87.27483990582857	86.56856994664678	107.90897735915152	77.29766158028407	85.47707044981217	89.27487255236466	91.51875661031292	128.43523988873943	135.2352370920564	133.56080560136112	115.21465985664555	151.38017555517698	124.63794463638226	136.49550724181236	162.32647477097328
ENSMUSG00000015217.12	Hmgb3	-1.0630508693431282	2.4342956343567463	58.5815691058787	5.714998637383492e-7	1.680226392043762e-4	8.614974988862636	7.7775315942679635	5.675048834947681	8.415085631832987	9.135560503465056	7.8275389687746655	4.604537441956369	3.693338644677139	4.494139591306433	3.8715987620055667	3.4467182825946128	2.9444656572517265	3.4031617648563235	3.587333338578078	3.004004371822765
ENSMUSG00000030157.6	Clec2d	0.5204930485282231	5.602300185227757	58.305921603523046	5.901334138468242e-7	1.680226392043762e-4	44.19996496151539	41.35441239489495	39.614609184439665	35.7641139352902	32.83505804143962	40.77482717721182	41.21204008608154	52.53835370044036	53.10757638995041	54.48293330300588	64.69225084254504	54.4602429547147	56.71174941032383	60.8836151124871	55.20202529138531
ENSMUSG00000027566.16	Psma7	0.502423442067395	5.93157884890254	58.08212388047357	6.05761025313564e-7	1.680226392043762e-4	49.4396698987714	47.53580877392136	55.36633009705054	47.749235895779606	50.94729973526599	51.723149656412986	46.445768979733806	66.67576917476742	79.63396129473472	64.00295151489397	74.17809090233534	76.50662027077595	59.93219108042277	69.87721136976735	74.6591545253933
ENSMUSG00000117869.2	Snhg4	0.9902515390296678	2.029762788812036	58.07530281485387	6.062445300984529e-7	1.680226392043762e-4	2.732361470348224	1.5961352152415595	3.0728313203863054	2.741277895218322	2.965747177936482	2.6859202343834636	2.6311642525464967	4.255900160091538	5.562867908751255	5.23694518532154	6.363172214020824	5.888931314503453	4.499482333400643	5.178896721186662	4.905621818205984
ENSMUSG00000034842.17	Art3	0.6459923487169614	7.615666412842223	57.990159009293215	6.123162302935e-7	1.680226392043762e-4	163.6845247883901	153.54820770623803	165.46227749503555	128.7125597778091	130.2545568595496	143.65836225045268	169.4240981748418	225.4893308958844	225.14543220837595	215.76214163524745	287.1970644189306	209.92308097582895	261.8607357991795	211.50108951109627	249.44260155383347
ENSMUSG00000048458.9	Inka2	-0.8668867688054848	3.022986705171039	57.86141023681369	6.216266976872241e-7	1.680226392043762e-4	10.19010101294573	10.766657542811247	11.100949184458635	9.530721984538118	12.445546193126308	11.81804903128724	8.694281877979728	8.120453179025233	6.74120938695965	5.461385693263892	5.626693948509154	5.690984043427706	4.705042440002702	4.825215969495866	5.5670539734697115
ENSMUSG00000030089.16	Slc41a3	-0.9395154793205459	5.859257237725781	57.3708490422504	6.585769733163812e-7	1.7513898606516927e-4	77.56692032882664	67.26984416236246	88.8352766407176	84.59711085941193	69.85393799461107	72.36636517210303	84.74064869886162	34.34071163660068	51.87442833136023	33.19849179980619	57.38638644866928	38.0801062731967	40.061380775556984	40.82486390945193	29.24081319728398
ENSMUSG00000028773.9	Fabp3	-1.4687943526954133	7.33095845694272	56.87843884691753	6.981474254437844e-7	1.8271515477328757e-4	218.58891762785794	202.7381929759552	231.81882411635064	361.65743022264047	286.9095595798373	288.8515360634102	118.40239136459235	90.6213223743629	117.06685569549441	85.41831664772668	93.79787189556622	51.76321138630766	109.35797671229581	82.93813627149176	74.6591545253933
ENSMUSG00000032060.11	Cryab	-1.2019354226036603	8.574227989995585	56.034351142163764	7.723015713539259e-7	1.9691443573281394e-4	545.0900406199393	345.2585573768879	463.4438660773616	808.804480386857	642.2961031073867	531.8122064079258	482.64704267363777	238.62391932099447	281.8154363231424	201.80942339149792	299.6877358020085	148.46045330680974	239.31764410848695	257.4795872308998	230.28862872432134
ENSMUSG00000028159.15	Dapp1	-1.2656526602539533	1.6095136995224681	55.846761123529895	7.899500655565676e-7	1.9691443573281394e-4	4.693232643186361	4.846446926278917	3.04514815533778	5.896935007155692	4.077902369662663	5.423000854183755	2.688363475427942	1.858898920499752	2.0826500545078592	1.6646004339057752	1.8853843597098736	1.2124270353389461	2.0327610541759245	2.1473474209798353	1.681140061295309
ENSMUSG00000140465.1	Mir1a-1hg	-0.8926262988354695	2.8829015543648024	55.746577727108026	7.995592941099139e-7	1.9691443573281394e-4	8.357811556359273	8.561088881750184	9.08007813591629	9.658223281990134	11.042112260709937	10.71810074482544	10.6676550673896	7.3377588967095475	4.357123140351969	4.9563945503936	4.772379160515618	5.295089501276213	3.9970020728178293	6.315727708764222	4.878062145069995
ENSMUSG00000046598.16	Bdh1	-2.3485498474678983	4.53006724703172	55.51619129730947	8.221557254027282e-7	1.9691443573281394e-4	47.12519900624113	15.874290231584238	24.83179904852717	68.72319932663606	50.31178248285104	53.539343338710374	22.393495758085944	10.395158437005191	10.906509495975369	7.986341407615348	8.248556573730697	2.2763936173710824	8.747724536509878	6.871511747135473	8.019864882572703
ENSMUSG00000042215.9	Bag2	-0.7166798566439427	3.620805364078464	55.50817607221553	8.229545849001981e-7	1.9691443573281394e-4	14.626170223628728	17.209239684331724	15.336473436883	17.053298534207002	16.15273016554691	16.601545067760647	11.468444187729839	9.1966578172093	11.39976871941144	7.948934656291623	9.898267888476836	10.466461958130086	8.085364193014351	9.372539919806105	9.094692134876261
ENSMUSG00000030738.12	Eif3c	0.39891034785444934	7.423888663390005	55.43388872118737	8.303999796786288e-7	1.9691443573281394e-4	145.23304850627383	139.12494948850977	146.41625994165017	142.83332847061976	143.67985881681562	158.1623315161234	151.66373947015296	193.30102853565185	199.5781624602729	196.9091389680899	186.85926552562074	180.03304304339127	175.50265101446973	205.3874650890125	210.1976270081856
ENSMUSG00000026814.17	Eng	-0.5982073140672239	4.855790125836907	55.378476312719116	8.360025777108792e-7	1.9691443573281394e-4	33.9134276613809	28.38218619102264	41.22023275725413	33.692217851694956	34.34441151592515	38.39586925532932	37.1508952614989	22.673674990832502	22.087051893859666	26.633606942492403	27.279154954552233	22.491758675981675	20.510330636516635	22.610305197375915	22.268215893878846
ENSMUSG00000030739.20	Myh14	0.589598372406318	5.101180944560247	54.95918368843105	8.79788988534111e-7	2.003785345410605e-4	24.623398662196937	25.886411127190385	26.492788951438687	26.297142599478086	28.59827635867322	29.186999880300306	27.856021543263996	40.38213312822488	33.980079836707176	43.91552605405349	40.977650693069286	39.61419762403373	32.706896961572184	45.397450770597224	48.03651027602825
