Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Unloading_1	CPM_Unloading_2	CPM_Unloading_3
ENSMUSG00000003153.11	Slc2a3	1.8705631315837852	2.1443738495120233	105.83643652392543	2.5249226510861524e-6	0.002826848098079981	1.73417365009232	1.8902682338280044	1.9434492876713596	5.568659698021454	8.351160034055148	6.468834079490713
ENSMUSG00000035279.9	Ssc5d	-1.203842941646112	3.9094258625253597	104.44693680819333	2.6701965661964556e-6	0.002826848098079981	18.61582326425633	23.810109483795056	20.256721421497634	8.130926430239915	9.282901029590228	9.788817707589121
ENSMUSG00000026603.14	Smyd2	0.7712820261754307	7.557121973629374	98.81464044500312	3.374365147145157e-6	0.0032916506664590855	139.86641357479283	132.5368842410943	144.8617199810421	230.6723330125206	227.48283861360142	254.03008750254006
ENSMUSG00000107451.2	Gm44421	1.108449208372649	2.8700254206860736	97.80315973227498	3.523807388526729e-6	0.0032916506664590855	4.176173279814158	4.47121139924701	5.082867367755863	9.497468687423094	10.042097396322514	10.062630790318886
ENSMUSG00000022548.15	Apod	0.8245396270180467	5.801139669766113	95.13963493276235	3.957704678090174e-6	0.003491575016003998	37.6209508173089	41.476847207649094	41.447793462068034	78.02956288515952	68.39669085742688	67.04997863345136
ENSMUSG00000051985.13	Igfn1	1.6204075067692827	5.89483749813774	92.52594227030761	4.4484739590277614e-6	0.003717987708913729	37.656342116290375	21.48362550369905	28.292136745523447	92.75405570630826	89.41262664560699	86.76452058999448
ENSMUSG00000027602.10	Map1lc3a	0.7950309751868436	6.84874481190666	90.67293640784597	4.841812484199856e-6	0.003802764798105587	83.48807429730168	91.78706327722522	77.36423125922528	143.55526411709295	154.56547848154136	140.26075162832245
ENSMUSG00000022816.12	Fstl1	-0.7228764160566292	6.303309819806023	89.85510946995025	5.028845136033837e-6	0.003802764798105587	102.21007145850244	100.03881114412823	92.61283336249286	57.32644768883436	57.733432797414316	63.59308846398807
ENSMUSG00000001119.8	Col6a1	-0.8178127402324533	6.5523943943621825	83.19428849642351	6.9323405449006825e-6	0.004717344103118649	128.22267620988725	125.66648623737329	105.20787970759379	67.02889771483493	65.70499464810332	70.98604169769173
ENSMUSG00000053279.9	Aldh1a1	0.8328557000014591	6.728045569558607	82.63559760162727	7.129051856921598e-6	0.004717344103118649	83.59424819424612	78.77329351356317	66.11464980558914	135.3218470175643	134.96440864954417	136.7354081881767
ENSMUSG00000021067.9	Sav1	0.6435875466663309	6.199951815482963	82.63438177248028	7.129487309499218e-6	0.004717344103118649	56.48451317443556	55.10858927852413	60.35904999210088	89.09855516834327	92.86351922166283	86.66184068397082
ENSMUSG00000036452.19	Arhgap26	0.9436641022456891	3.277845511612104	81.30248977658657	7.626625997769338e-6	0.004820636755200161	6.335042517684189	6.216074384319014	7.175812754478866	12.162226088930293	13.665534601181152	12.11622891079213
ENSMUSG00000031700.12	Gpt2	1.19740176307726	8.418141377561634	78.49431197565848	8.820830669010644e-6	0.004820636755200161	169.41814822432522	198.15100274223946	255.48883327925796	474.94176148401385	474.1526399500733	479.68629430720813
ENSMUSG00000027488.13	Snta1	0.6816901015089893	7.117685397022704	78.47503159996754	8.82978818626554e-6	0.004820636755200161	112.50893946211194	109.01758525481125	98.25631110169239	164.80499621629139	176.58217311677768	171.5781229655394
ENSMUSG00000020150.14	Gamt	-1.645902627461135	2.8769846629423994	78.41036404143628	8.859913339745598e-6	0.004820636755200161	12.068432952683287	9.814854291030022	11.32432950316196	3.5188463122466858	4.520669274633159	2.566997650591553
ENSMUSG00000031099.17	Smarca1	-1.2245983268306573	2.6484599905750024	78.25980632918241	8.93053703913383e-6	0.004820636755200161	7.963042270832081	8.36080180347002	9.82936851264553	3.5871734251058447	3.347365798774171	4.2441027823113675
ENSMUSG00000021815.5	Mss51	2.259459506456455	7.582135873427527	77.3425406141116	9.375957890181597e-6	0.004820636755200161	84.44363936980153	73.39329930959117	40.625564917283995	385.91153342852976	316.1362688924761	248.5195992126035
ENSMUSG00000025150.11	Cbr2	-0.8565911707602494	3.3902670440623237	77.27350979157069	9.41056293521442e-6	0.004820636755200161	13.023998025183136	13.995255192765033	13.30515281559623	7.584309527366643	7.9025439991678885	6.7768737975616995
ENSMUSG00000022037.16	Clu	-0.7026136957481393	5.119188371674507	75.1791603154434	1.0538576543961156e-5	0.005058073781099085	44.48686281971523	45.0029244899821	39.46697014963377	26.57924690221283	27.779685237249566	24.88276389306745
ENSMUSG00000040447.16	Spns2	0.9296591525625056	5.403280955562294	73.86029330058885	1.1333954608426957e-5	0.005058073781099085	26.720430731014318	33.47955852606908	27.02141990358448	59.23960684889081	57.28481676252705	49.62862124477002
ENSMUSG00000032313.12	Tmem266	-1.466113846820468	1.97241220976371	73.82223108188558	1.1357976108313311e-5	0.005058073781099085	5.485651342128767	4.871075833326011	6.727324457323937	2.1181404986339274	1.8289730653095988	2.224731297179346
ENSMUSG00000048126.17	Col6a3	-0.717012471682392	6.160054075845608	73.71470359568201	1.1426174097261418e-5	0.005058073781099085	90.03546460887473	96.80354435930722	79.71879481928865	53.67094715086935	53.66137955766842	54.83106981663557
ENSMUSG00000070348.6	Ccnd1	-1.5274065496021938	3.1657830943715424	73.65122972599656	1.1466666002491629e-5	0.005058073781099085	15.85530194370121	13.958903880576031	9.941490586934263	4.475425892274911	5.210847789844329	4.107196240946484
ENSMUSG00000032011.6	Thy1	-1.0661175182971476	3.027643407479825	72.73908820529827	1.206833399780741e-5	0.005087350466822152	12.634693736386902	10.614583159188024	9.642498388830976	5.432005472303136	5.3488834928865625	4.9286354891357815
ENSMUSG00000028339.18	Col15a1	-1.1840302556018187	5.347896436445415	72.58496919068418	1.2173760562924545e-5	0.005087350466822152	66.21712039434144	54.926832717579124	48.32461401844361	25.007723306452174	28.60789945550297	20.980927464168293
ENSMUSG00000028782.15	Adgrb2	-2.8119615613931512	1.2073776007207684	71.51288056846242	1.2939061118260825e-5	0.005146554094621053	4.636260166573345	4.28945483830201	2.95254795626995	0.2733084514366358	0.8282142182534031	0.581852800800752
ENSMUSG00000056481.8	Cd248	-1.1901798128295185	3.8727667779376143	71.38495083672949	1.3034251346276297e-5	0.005146554094621053	21.376344584811452	23.11943455220405	16.407196870917826	7.8234544223736995	9.662499212956371	9.20696490678837
ENSMUSG00000042834.16	Nrep	-1.0926481462258244	7.077094568044878	71.04980904275246	1.3287702637245792e-5	0.005146554094621053	172.2140608438618	160.41834069005736	218.7501669373167	78.7128340137511	81.85517190404468	97.95663034657365
ENSMUSG00000002274.15	Metrn	-1.0082664410565016	4.27094938367431	70.12871555462227	1.4015879392534285e-5	0.005271850566266148	26.26034384425513	24.864297537276055	26.049695259748802	12.913824330381042	14.942364854321816	10.507577049754756
ENSMUSG00000020241.14	Col6a2	-1.2814869692785016	6.283094402700659	69.57662531663927	1.4475695720483432e-5	0.005271850566266148	123.19711175451766	121.88594976971729	85.7733868308802	37.92154763683322	49.69285309520419	48.49914227850974
ENSMUSG00000001435.16	Col18a1	-0.7613638407062377	3.730831422515775	69.42272036804921	1.460714262693391e-5	0.005271850566266148	16.633910521293682	17.33957591415304	15.921334548999985	10.112412703155524	10.283659876646423	9.035831730082265
ENSMUSG00000060147.16	Serpinb6a	0.6146239404643566	7.463457058451664	68.9741999750479	1.4998601420325789e-5	0.005292839790106078	138.52154421349672	137.84417582068832	141.79704995048343	216.59694776353388	224.7566334785173	198.92520460317473
ENSMUSG00000029661.17	Col1a2	-1.5860381290655474	8.376670294911712	68.07482678328174	1.5822829291980717e-5	0.005341250553501309	419.77619721928585	645.3811966035075	430.6608873430207	147.85987222721997	144.62690786250053	205.73630503607765
ENSMUSG00000085289.3	Gm15337	-1.5948876064275757	1.6911082805805149	67.43236698847586	1.6445580687388124e-5	0.005341250553501309	5.627216538054671	4.58026533581401	4.111142723920183	1.2640515878944405	1.7254462880279233	1.745558402402256
ENSMUSG00000113930.3	Gm36235	1.3920185501944056	2.6308284838656015	67.41198994080831	1.646581697369196e-5	0.005341250553501309	3.2913908052772602	4.2531035261130095	2.5414336838779317	8.711706889542766	8.696249291660733	9.104285000764706
ENSMUSG00000033715.16	Akr1c14	-1.2487537017576384	1.8279058489851947	67.39653165087981	1.648118873561487e-5	0.005341250553501309	4.707042764536297	4.725670584570011	5.344485541096239	1.8106684907677122	2.208571248675742	2.190504661838125
ENSMUSG00000125614.1	Gm46335	1.4179799177873065	1.885551618314838	66.44109945907132	1.746618885723749e-5	0.005547261581058628	1.9111301449996994	2.3264839800960053	1.6444570895680735	4.9878792387186035	5.935535230816056	4.825955583112119
ENSMUSG00000031799.11	Tpm4	-0.5694476215668459	5.104628665621887	65.80472357315581	1.816222858356796e-5	0.005598582121880389	43.4959064482339	39.18671453974209	40.438694793469445	27.843298490107273	27.607140608446773	27.518214814341444
ENSMUSG00000031109.18	Enox2	1.2236774350930892	4.057839470272683	65.65322330962923	1.833288856031362e-5	0.005598582121880389	7.821477074906177	10.396475286054024	11.585947676502336	25.759321547902925	19.911650163842236	23.890191468172052
ENSMUSG00000030189.16	Ybx3	0.7097557147279946	10.05099231570336	65.02227084079874	1.9065011670832935e-5	0.005620242222399306	831.5539608687582	838.9519340099329	744.3784512028936	1346.2832682204382	1376.6300664401983	1226.7168372646913
ENSMUSG00000018593.14	Sparc	-0.9736144810663611	8.324270074033834	64.9830774734413	1.9111654912440963e-5	0.005620242222399306	449.00941017798493	474.45732669082906	350.5683522761029	213.14642856414633	200.01373370819687	235.6161576889633
ENSMUSG00000028527.19	Ak4	-1.1600115947793388	3.1223817873690685	62.932358615510495	2.175871884513765e-5	0.006205844967282183	12.033041653701812	11.196204154212026	12.669794394626749	4.133790327979116	5.866517379294939	6.058114455396065
ENSMUSG00000127364.1	Gm66826	1.0782529596969872	2.1285805836744096	62.84251432949742	2.1884591824168908e-5	0.006205844967282183	2.5835648256477417	2.617294477608006	3.0646700305586823	5.671150367310193	5.590445973210471	6.195020996760947
ENSMUSG00000024222.19	Fkbp5	2.191636112184139	5.561586317309265	61.323353044366606	2.4153737194075543e-5	0.006518749304763354	17.554084294812053	16.830657543507037	16.369822846154914	52.885185352989026	58.94124519903386	120.10126341234344
ENSMUSG00000052373.15	Mpp3	0.8318417713596771	4.3091542617245455	61.09962186932995	2.4511700454128306e-5	0.006518749304763354	14.227302190553319	13.23187763679603	15.136480028978859	24.01698016999437	22.913926705010823	28.887280227990274
ENSMUSG00000030774.14	Pak1	-0.6963284602433192	4.5533140466818605	60.89405154479581	2.4846324658157653e-5	0.006518749304763354	26.897387225921698	29.117401063389067	30.9083184789272	18.78995603626871	16.288212958983596	18.55083635494162
ENSMUSG00000048279.20	Sacs	-0.6231630792130535	5.045450178590455	59.74069990115987	2.6830549844821176e-5	0.006518749304763354	42.044863189993386	38.45968829596209	39.429596124870855	23.777835274987314	26.468346058348345	27.620894720365108
ENSMUSG00000001506.11	Col1a1	-1.9751666363150973	7.817518659032922	59.736197436735175	2.683866695695825e-5	0.006518749304763354	323.1225597008751	500.66662277909813	255.11509303162885	71.98261339712396	84.13276100424154	118.28725173925875
ENSMUSG00000070733.14	Fryl	0.6452358850495798	4.999896917914068	59.34151242825208	2.756199597248617e-5	0.006518749304763354	24.030692008422147	24.93700016165406	25.713329036882605	43.04608110127014	36.68298808347365	37.06744607454202
ENSMUSG00000022096.15	Hr	0.6255730928976714	6.3197930520288494	59.31664372578172	2.760836340573242e-5	0.006518749304763354	69.47311990063723	60.306826921551135	58.49034875395534	97.67360783216772	95.31365295066249	97.51168408713778
ENSMUSG00000031958.17	Ldhd	-0.5669458651334855	5.253196527190369	59.10414926587831	2.8008460895170384e-5	0.006518749304763354	44.062167231937515	46.52967960192011	45.82055435932859	28.936532295853816	32.88700624981222	30.2563456416391
ENSMUSG00000035459.19	Stab2	1.014455072986315	2.625282315724124	59.03090267231873	2.8148010367002242e-5	0.006518749304763354	3.9992167849067783	3.562428594522008	4.522256996312202	8.609216220254027	7.315892261238395	8.488205564622735
ENSMUSG00000029545.14	Acads	-0.6974086901398333	5.861655424076621	58.8079355553412	2.857805737372389e-5	0.006518749304763354	71.80894563341464	75.21086491904117	68.58133543994124	39.56139834545303	49.20972813455637	44.186586225515924
ENSMUSG00000032177.19	Pde4a	-0.7870567839104148	5.53810438952163	58.48253369418495	2.9220150303968393e-5	0.006518749304763354	66.96033767295243	54.018049912854124	55.31355664910792	31.73794392307933	37.33865767292426	33.09715637496042
ENSMUSG00000033590.9	Myo5c	0.8396511667693388	5.023902673487871	58.47764819703878	2.9229923802529286e-5	0.006518749304763354	21.517909780737355	21.51997681588805	26.759801730244106	41.7820295133757	37.442184450205936	45.65833154518842
ENSMUSG00000016024.10	Lbp	-0.7004362230870012	3.908357409121068	58.37085282061431	2.94445686774181e-5	0.006518749304763354	18.403475470367475	19.593357269871046	17.565791638568058	11.786426968204918	10.456204505449215	11.945095734086026
ENSMUSG00000044338.10	Aplnr	-1.1187545625907362	3.369153084688879	58.22261528903108	2.9745701904801673e-5	0.006518749304763354	16.067649737590067	13.05012107585103	13.118282691781678	5.397841915873557	6.315133414182199	7.735219587115878
ENSMUSG00000112798.3	Gm40685	-4.235808265026582	-0.17095571330006581	58.205361641620435	2.9780994850155638e-5	0.006518749304763354	1.8403475470367476	1.1268906778590027	1.7939531886197164	0	0.17254462880279234	0.0684532706824414
ENSMUSG00000028737.16	Aldh4a1	-0.5938611971937443	6.82767958806908	58.149167888188764	2.989629567634267e-5	0.006518749304763354	131.76180610803485	137.44431138660931	140.52633310854446	82.74413367244149	96.14186716891588	92.583048598002
ENSMUSG00000090622.2	A930033H14Rik	-1.0231211285015411	2.2906903342146707	58.03752153365565	3.012699605384296e-5	0.006518749304763354	6.370433816665665	6.143371759941014	6.951568605901402	3.4846827558171065	3.2783479472530543	2.806584097980098
ENSMUSG00000092569.5	Gm20544	0.6435958222659107	3.943173962534419	57.91768362825827	3.0377043359728477e-5	0.006518749304763354	12.634693736386902	11.632419900480027	11.548573651739424	19.33657293914198	17.77209676668761	18.858876073012606
ENSMUSG00000024014.9	Pim1	1.0485981487460325	3.457450592060586	57.46907295165897	3.1335847946633825e-5	0.006605608219890688	6.865912002406327	6.107020447752014	8.3344075221291	14.041221692557164	13.285936417815009	16.736824681856923
ENSMUSG00000121137.2	Gm56555	0.5788448338547217	4.4870483541249575	57.34217112339271	3.161374211030808e-5	0.006605608219890688	17.554084294812053	17.66673772385404	18.537516282403736	27.80913493367769	27.296560276601745	25.19080361113844
ENSMUSG00000030110.14	Ret	-1.058626708246622	2.5712623255948097	56.52139355818222	3.348555255987819e-5	0.0069058516188424115	8.953998642313406	7.888234745013018	7.026316655427223	4.0312996586903775	4.106562165506458	3.319983628098408
ENSMUSG00000026672.12	Optn	0.5116399440371288	5.9417729471540754	55.897526166716325	3.499926719518635e-5	0.0071254918340969125	51.91903560582517	51.328052810868115	48.58623219178399	74.85235213720863	70.57075318034207	71.05449496837417
ENSMUSG00000117545.4	Gm30794	-0.9877367327850244	3.9031016273537205	55.42940919254811	3.619012198908767e-5	0.0072746726226166104	16.846258315182535	19.629708582060044	23.02239925395303	8.780034002401925	10.973838391857592	10.23376396702499
ENSMUSG00000025348.11	Itga7	0.6051498224386045	6.57810529658199	54.98297272211139	3.737216395432412e-5	0.007341221431640123	81.15224856452427	77.21018708943618	68.80557958851871	120.3582093014085	110.29052673074486	114.93304147581912
ENSMUSG00000028150.15	Rorc	0.7886793073357292	6.2279435364479845	54.9557415300548	3.744577682385705e-5	0.007341221431640123	45.867123479992784	57.39872194643113	61.44289671022529	90.77256943339266	96.72851890684538	96.99828455701947
ENSMUSG00000045316.6	Fahd1	-0.5910986949076767	4.621043804059978	54.76841701408162	3.7956983368727485e-5	0.007350693852382835	28.24225658721778	30.13523780468107	30.160837983668983	18.550811141261654	21.15397149122234	19.064235885059933
ENSMUSG00000005973.7	Rcn1	-0.6911754557188541	3.306250159918798	53.83673452632461	4.062971486237318e-5	0.007752408949618231	11.926867756757384	11.886879085803027	12.632420369863837	7.584309527366643	7.039820855153927	7.940579399163203
ENSMUSG00000030862.14	Cpxm2	-1.247292249095683	4.035678929652827	53.71101567837776	4.100770477128032e-5	0.007752408949618231	17.341736500923197	27.626997263640064	24.106245972077442	9.189996679556879	8.730758217421291	11.15788312123795
ENSMUSG00000055322.17	Tns1	0.5475662120460659	8.315475143566408	53.19048452364969	4.261912584012379e-5	0.007962255509896068	251.5613531603308	268.49079182795464	256.2363137745162	360.28886610634515	377.7001924493124	396.65247696940673
ENSMUSG00000038170.16	Pde4dip	0.6064638205877144	12.188330115611599	52.62809798383869	4.444778696152758e-5	0.00820733554591928	3589.9871947839724	3610.303272674921	3900.689590480233	5794.207497569538	5605.491864842075	5501.794724559863
ENSMUSG00000006205.14	Htra1	-0.6347909497783181	4.33310441142789	52.32421200656271	4.547572482349999e-5	0.008300154397650599	26.118778648329226	24.500784415386057	22.723407055849744	14.724492821148754	16.702320068110296	15.812705527643965
ENSMUSG00000026728.10	Vim	-0.5659650924613597	6.886059894362675	52.17363248755827	4.599581782073379e-5	0.008300154397650599	132.5758059846088	153.51159137414734	137.27479295417123	98.97182297649174	95.00307261881746	92.00119579720125
ENSMUSG00000026389.17	Steap3	-0.5217306330324479	4.931872375126555	51.94301923599369	4.680648050114306e-5	0.008336336170043826	33.76329922832802	37.623608115615085	36.36492609431217	25.622667322184604	24.880935473362655	24.540497539655245
ENSMUSG00000033416.16	Gucd1	0.5528447966480011	6.134473676314776	51.6877330474963	4.772429137445867e-5	0.008336336170043826	54.85651342128767	56.34453389295013	59.46207339779102	89.98680763551233	81.23401124035463	79.13198090890226
ENSMUSG00000027333.19	Smox	1.0784782151694838	7.2719682600517155	51.67484778394451	4.777119593664913e-5	0.008336336170043826	79.2057271205431	92.87760264289521	125.76359332719471	196.30379524436367	213.05810764568798	219.5638657139308
ENSMUSG00000042647.14	Acad12	-0.5230005238240528	5.061882357888292	51.25213148953372	4.934160965085648e-5	0.008516790883213053	38.71808108573465	40.568064402924094	38.68211562961264	25.9643028864804	29.160042267671905	26.970588648881915
ENSMUSG00000037138.19	Aff3	-1.0571455433940817	3.181228608707683	50.87966530118824	5.0777796885595196e-5	0.008670445317669372	11.077476581201962	15.122145870624035	10.35260485932628	5.7736410365989315	5.866517379294939	5.921207914031181
ENSMUSG00000039844.21	Rapgef1	0.50510873849901194	7.8832712370522895	50.55021823978306	5.2090797879471285e-5	0.00874627243069456	199.64231755450564	193.49803478204745	192.21460935565005	273.1717972109175	289.495378205325	268.09723462778175
ENSMUSG00000119954.2	Gm35546	-1.0509965913663073	2.2575695192740888	50.49290713481049	5.232341819370171e-5	0.00874627243069456	6.795129404443376	6.724992754965015	5.606103714436614	3.2797014172396297	3.3128568730136125	2.635450921273994
ENSMUSG00000029769.18	Ccdc136	0.7200740476775374	2.992073197015346	50.16759890214325	5.3668083020085945e-5	0.008759703830576355	6.051912125832382	6.2524256965080145	5.531355664910793	10.044085590296365	10.042097396322514	9.309644812812031
ENSMUSG00000101968.8	Teshl	-1.4416749318845208	1.8735415323081697	50.021873931852305	5.4284090275054736e-5	0.008759703830576355	3.8222602899993987	6.107020447752014	5.942469937302811	2.0498133857747685	1.8289730653095988	1.95091821444958
ENSMUSG00000036545.10	Adamts2	-0.5977729411981442	4.137891290006222	50.00484415681912	5.435663978315184e-5	0.008759703830576355	22.473474853237207	20.247680889273045	20.66783569388965	13.528768346113472	14.804329151279582	13.553747595123399
ENSMUSG00000024127.16	Prepl	-0.5644697557976881	4.56057855209044	49.83963505659249	5.5066630393545135e-5	0.008759703830576355	29.02086516481025	29.444562873090067	25.788077086408425	18.619138254120813	19.53205198047609	18.824649437671386
ENSMUSG00000040506.17	Ambra1	0.4828315518527871	4.962503496105134	49.74007027749137	5.5499976458909855e-5	0.008759703830576355	25.19860487481085	26.39105264921406	26.236565383563356	37.4432578468191	36.37240775162862	34.94539468338634
ENSMUSG00000021903.12	Galnt15	0.6314593595023839	5.0595344213464015	49.69136373171178	5.5713481542078836e-5	0.008759703830576355	25.410952668699707	26.64551183453706	26.236565383563356	45.64251138991818	38.06334511389599	37.58084560466033
ENSMUSG00000038216.8	Pnmt	2.6243857170559473	1.0420624333491695	49.486031196463635	5.662464349232818e-5	0.008815679790766388	0.5308694847221387	0.43621574626800097	0.6727324457323937	3.0063929658029935	5.107321012562653	2.053598120473242
ENSMUSG00000113395.2	Gm48365	-1.9356602444218114	-0.3490357560259476	49.06291798727188	5.856020032586242e-5	0.009028504671598984	1.309478062314609	1.1268906778590027	1.0090986685985905	0.30747200786621526	0.27607140608446773	0.30803971807098635
ENSMUSG00000116656.3	Gm49708	-1.0060186524677286	3.8513874105789085	48.49658713980091	6.127885257043414e-5	0.009356809411716288	19.2528666459229	22.35605699623505	15.996082598525806	8.062599317380755	10.490713431209773	10.131084061001328
ENSMUSG00000030748.10	Il4ra	-0.8749907814498711	3.2848554777143635	48.29411784578977	6.228800011664143e-5	0.009372876935645261	13.837997901757083	12.75931057833903	11.025337305058674	6.935201955204633	7.5919636673228625	5.989661184713623
ENSMUSG00000052565.8	H1f3	-1.6508000900797744	0.44916346996129136	48.239331321408166	6.256454377697719e-5	0.009372876935645261	2.3712170317588863	1.7085116728830039	1.8687012381455381	0.64910757216201	0.6901785152111694	0.5476261654595312
ENSMUSG00000049281.17	Scn3b	1.6782879602152905	1.2339595685623623	47.49096208143099	6.649626569516338e-5	0.009802232088367627	1.4864345572219886	0.9087828047250021	0.8222285447840367	3.313864973669209	3.0712943926897034	3.9702896995816017
ENSMUSG00000005397.9	Nid1	-0.4855671707102619	6.816448472083401	47.331684982227266	6.73715771285053e-5	0.009802232088367627	124.6127637137767	135.77215102591532	133.91113072550925	90.15762541766023	94.17485840056405	97.27209763974923
ENSMUSG00000032411.16	Tfdp2	0.749390042663237	6.105521132258368	47.309849495249544	6.749266706193235e-5	0.009802232088367627	53.440861462028636	52.38224086434912	48.06299584510324	77.2096375308496	80.16423454177732	101.3450672453545
ENSMUSG00000007682.9	Dio2	-1.120672097837453	1.4183834025635635	47.20535296183263	6.807584655772541e-5	0.009802232088367627	3.8222602899993987	3.453374657955008	3.475784302950701	1.6398507086198149	1.483883807704014	1.8140116730846974
ENSMUSG00000024413.15	Npc1	0.5938554035102388	5.502389623421726	47.119948567976394	6.855704469873281e-5	0.009802232088367627	40.16912434397516	33.80672033577008	34.19723265806335	57.01897568096814	54.31704914711903	51.95603244797303
ENSMUSG00000116461.2	Gm44502	4.8415184444390835	-0.20924956771234807	46.938905887160836	6.959089308985408e-5	0.009802232088367627	0.14156519592590366	0	0	1.8789956036268711	1.7599552137884817	0.8898925188717383
ENSMUSG00000028223.9	Decr1	-0.5191674188346159	6.722515453801628	46.73897945463591	7.075475977586063e-5	0.009802232088367627	129.24902388035005	119.63216841399927	124.11913623762663	81.03595585096251	86.4103501044384	92.82263504539054
ENSMUSG00000031824.16	6430548M08Rik	1.0054599944475409	4.527927915223265	46.722016529083376	7.08545975636359e-5	0.009802232088367627	15.926084541664162	15.885523426593036	14.015259286091535	26.852555353649468	26.53736390986946	38.64187130023817
ENSMUSG00000059890.17	Ube4a	0.6876765907662772	5.918786795211849	46.63772609230397	7.135325695824784e-5	0.009802232088367627	42.3279935818452	45.76630204595111	50.75392562803281	67.88298662557442	72.1236548395672	83.61567013860218
ENSMUSG00000048373.9	Fgfbp1	-1.1866740733727767	3.5689520831949473	46.59261335513518	7.162190071649165e-5	0.009802232088367627	13.023998025183136	19.266195460170046	17.005181267124396	6.046949488035567	6.832767300590576	8.7620186473525
ENSMUSG00000035064.18	Eef2k	0.6098652268204257	6.477040320940562	46.38282963304045	7.28874770202857e-5	0.009802232088367627	65.86320740452668	70.73965351979416	74.78542355058444	97.67360783216772	106.56356274860454	118.35570500994119
ENSMUSG00000027469.17	Tpx2	1.1480419483962743	1.7165752318095118	46.288800557647214	7.346357746346067e-5	0.009802232088367627	1.698782351110844	2.290132667907005	1.9808233124342702	4.8170614565707055	4.451651423112042	3.9702896995816017
ENSMUSG00000049538.15	Adamts16	-2.753491706212804	-1.2153893418485031	46.21605098152995	7.391311573844767e-5	0.009802232088367627	0.6370433816665665	0.6543236194020015	0.6353584209694829	0.06832711285915895	0.13803570304223386	0.0684532706824414
ENSMUSG00000070436.13	Serpinh1	-0.8524273005289019	5.686555678708786	46.11080463475334	7.456941314659034e-5	0.009802232088367627	67.34964196174867	76.62856609441218	54.67819822813844	35.08597245317812	40.789550248980106	34.15818207053826
