Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Con_6	CPM_Con_7	CPM_Con_8	CPM_Cast_1	CPM_Cast_2	CPM_Cast_3	CPM_Cast_4	CPM_Cast_5	CPM_Cast_6	CPM_Cast_7	CPM_Cast_8
ENSMUSG00000029994.18	Anxa4	1.4798685462928551	4.42648872239216	467.0377469570826	1.773347810333535e-14	2.3377714975163246e-11	12.829708628377363	11.626969182280611	10.60526658735977	9.995884556914662	12.538067412568555	10.75410208877392	10.674110632148853	10.991422899917412	34.696246871744115	36.110747470377596	29.064052434785804	32.90918388639484	29.09527103419094	28.467779791063666	32.03830674113344	28.8457133211176
ENSMUSG00000025968.17	Ndufs1	-0.9957072262136194	8.080353658575822	463.12239287263844	1.91001150653614e-14	2.3377714975163246e-11	333.14988902370317	337.3066809559479	355.9995170347814	387.02014566515743	384.9668929020568	367.05901249403144	360.7495066342423	357.9864698922469	176.80860202258486	179.4272880101204	172.19737936553028	179.56108738014066	181.84544396369338	185.4165581863241	181.7530280861398	189.37303052392556
ENSMUSG00000036099.17	Vezt	1.3638892687777533	6.110390803682977	461.7955799884026	1.9589422114033916e-14	2.3377714975163246e-11	38.02817826974128	32.59703860032243	39.09486910158534	40.29110390633294	40.170039056421565	37.98348857754949	39.02029654324954	41.414939449899784	104.95674957102304	108.30005814422513	97.74649695624801	98.98156765830765	102.83811958079367	106.27971121997102	93.93374085821155	81.15547703030848
ENSMUSG00000016559.15	H3f3b	1.3883412052074413	6.482201838438841	455.8129199467639	2.197542221971732e-14	2.368705494514146e-11	54.2765817122671	51.656963081275286	49.60372417451456	44.750806247110255	47.16242280573864	48.26441017441736	46.81549766880223	52.035343855305214	130.61123648661425	149.9786837896253	117.84094542261028	148.31711948799736	119.71659172770002	124.25559229558606	127.009001723779	115.32134856523561
ENSMUSG00000041189.10	Chrnb1	1.4694463237136017	5.4253285312962705	453.68085475974647	2.290227047680301e-14	2.368705494514146e-11	26.120364872145526	23.959861493485402	24.681347694219102	21.27329277497223	23.966998092486815	22.841712836555807	19.53229372936782	19.24658440280897	63.62987873143344	70.61228159537293	65.35449958618138	62.03635178584551	65.58492034226467	56.50585724565845	57.42580427037981	61.99675698867066
ENSMUSG00000033044.13	Dhrs7c	-2.0830255652672487	6.291274634142989	441.0099298808636	2.939064842421473e-14	2.838660205368293e-11	136.93985407235118	121.29420350514881	124.70829391590784	140.45499326126244	127.98473428060365	125.99506007207525	114.40343470058293	122.71436705983744	29.00596593933855	24.009463113103106	25.894581067851693	22.014719924003412	34.27937319359789	31.941207010853823	35.93582396745436	36.47229850623185
ENSMUSG00000024048.16	Myl12a	1.9526856422109713	8.468471092367057	438.1770394674923	3.110559719689376e-14	2.838660205368293e-11	163.25228045090955	143.21934539173512	153.96918854557777	153.6803174442572	137.72584819344536	139.97539278748135	123.52736329071847	147.47985156851212	468.1461634897733	697.8192750915571	510.47505835840803	605.4330219099965	618.1539489612225	555.0679931336829	619.3476685972905	427.0580180067805
ENSMUSG00000002983.19	Relb	2.421036612115008	4.098333100904281	432.60334900296243	3.48134471759302e-14	2.9607209994678644e-11	4.186940839799798	5.190611242089559	5.061604507603527	5.382399376800203	5.78680034426241	5.635149494517535	5.846400844164517	5.518900105865705	38.65050989256832	35.66016773367056	28.33507402039096	26.953919906952898	22.142947983203324	28.825865071454402	23.95721597830291	23.341040949603688
ENSMUSG00000022186.15	Oxct1	-1.838875007045443	8.023815114072374	430.60530427362056	3.6259958095842097e-14	2.9607209994678644e-11	387.6569445436657	366.66477814120645	412.25563570500344	441.15170511183373	414.0455646319755	404.2682057211892	431.7035532429663	397.31443031051674	113.371614170216	94.20334923867667	91.81958550008122	99.77183965557957	120.84182320416043	111.18547956132413	133.5882968581189	145.1511373941099
ENSMUSG00000071392.7	Ect2l	5.117455050164066	1.6276979683965442	423.0497828723683	4.236478816705494e-14	3.2353177730544115e-11	0.11523690384770086	0.2906742295570153	0.09641151443054337	0.15378283933714865	0.14467000860656026	0.17206563342038272	0.1771636619443793	0.09275462362799504	6.5824012480793215	7.080538719681881	4.183702204353027	6.519743977493318	4.460739067396677	7.412365304088275	2.9678342182076736	5.473920011896517
ENSMUSG00000016487.16	Ppfibp1	1.219482129704081	6.011679693958706	421.4555190189567	4.379378189644362e-14	3.2353177730544115e-11	36.222800109460636	33.34448661918333	37.98613668563409	39.16336308452719	40.89338909945437	39.316997236557455	39.95040576845753	42.52799493343573	88.00646357322171	100.18962288349861	86.43148417629322	90.26035168841399	90.74188120884412	87.37280841534005	98.43912774368344	79.00281185709073
ENSMUSG00000042726.15	Trafd1	1.739854126657243	5.966320741623236	415.27011995358464	4.986663183877086e-14	3.516504210666778e-11	27.810506128578474	30.188594983992875	30.851684617773877	28.603608116709648	27.583748307650822	28.8640100062692	28.479058657558973	27.408991282072535	116.26497735618494	99.64249034606866	104.30730268580162	100.13875165431295	90.82225488573415	107.13911589290879	76.73460520811648	72.42180689896796
ENSMUSG00000004748.6	Mtfp1	-1.641289809587207	4.247985129434582	413.1129429175788	5.219978395946242e-14	3.5209889058569565e-11	33.80282512865892	30.064020314182724	30.225009773975344	27.834693920023906	28.258875014481436	29.59528894830583	26.70742203811518	23.977070207836718	8.776534997439096	8.367909395987677	8.082151985681985	8.438975970867975	10.729885864819035	8.59404672937771	11.084682019811792	9.902259796801564
ENSMUSG00000058799.17	Nap1l1	1.5133039546708515	7.431180060307131	410.28531977496084	5.5443504532239614e-14	3.583960538804855e-11	93.07300600765973	82.75910564387593	93.95302081256452	95.29409944258644	85.88576177609461	90.16239191228055	88.58183097218965	85.93715879133741	290.7106661102285	263.1063819699972	274.0641890987926	262.14451109505603	261.1340762157082	277.37285819066557	222.98089379208497	191.3719338990563
ENSMUSG00000006998.17	Psmd2	1.8367050334945247	9.017938587440135	398.3111806621119	7.189138583541759e-14	4.4612918394026735e-11	209.0013312784468	216.46925124010295	224.0121537793675	235.4927879716203	240.44155430410314	232.63273638435743	237.62076158289872	217.88061090216036	998.1138537197495	850.8554642374086	888.5612977199783	793.9411172592513	795.8601485650793	878.4548098545582	719.1098067755967	552.8659212015482
ENSMUSG00000007029.17	Vars1	2.2615964058730835	6.394713978420437	395.7397377407566	7.609041475140474e-14	4.540256517128051e-11	27.925743032426173	29.939445644372576	28.537808271440838	29.52630515273254	29.464458419536104	30.06846944021188	28.124731333670212	28.1046509592825	176.4951543441049	188.72854114642976	141.48520181993874	143.32147150524273	108.02222174020062	138.292535286903	114.52979519179733	100.03742583538971
ENSMUSG00000024404.8	Riok3	1.3996355255003228	8.35910964499903	390.89275707953334	8.476554631641035e-14	4.8705655020473714e-11	171.70298673307428	157.25475819034529	183.42290620410876	200.4303006027504	187.73344783511303	182.51862065067098	179.37820771868405	180.82513876277633	471.6423106728191	569.3074973293309	423.2829010540506	490.16620630790675	496.5887626650517	513.3152494401228	436.70071454181107	406.7307082996816
ENSMUSG00000027566.16	Psma7	1.7724290999321508	6.795100104769873	385.74580082184514	9.519720216756196e-14	5.274604980098415e-11	58.847645564892574	49.456143914629315	54.27968262439592	47.46763640873321	47.11419946953646	48.350442991127544	46.90407949977442	49.15995052283737	198.96694175513028	187.891750206831	168.77435028924145	168.63839941784664	173.3660210517952	200.1696717384225	153.57648153255371	120.79526857713212
ENSMUSG00000040471.18	Ggt6	6.112434477127332	2.2410311833438903	383.50603987122867	1.0017509576141283e-13	5.3590221918708914e-11	0.03841230128256695	0.20762444968358235	0.09641151443054337	0.051260946445716216	0.2893400172131205	0	0.22145457743047411	0.09275462362799504	11.525230024109582	11.296677684583365	10.77620264757598	7.027775975739551	6.108399443642297	10.993218107995654	6.793837366981421	6.242729002331421
ENSMUSG00000002274.15	Metrn	-2.09317136282737	3.1402959854316346	381.9000751409532	1.0392207438003816e-13	5.374156873106374e-11	14.827148295070844	13.8693132388633	14.172492621289875	13.94297743323481	14.5634475330604	15.14177574099368	14.261674786522534	14.00594816782725	2.6281382272551137	3.2506109576721363	2.8208295165713593	2.8506239901594164	4.822420613401813	2.8646822431259036	3.682974993679402	4.0900638291136895
ENSMUSG00000019179.11	Mdh2	-0.8669722836344602	8.427581362607167	376.22079502210494	1.1847456133085738e-13	5.758959506687956e-11	479.0013969936099	447.5137388479934	435.1051646250422	440.79287848671373	437.0963193366207	453.8231081462594	439.543045284005	425.09444008710125	252.44593797578938	243.40961062251847	226.26856088542624	242.33126316345295	257.27613972498676	247.22207758176546	245.40055710312367	236.48564545777649
ENSMUSG00000102252.6	Snrpn	-1.261476576709877	4.565810176626358	375.9344071219746	1.1926608942136489e-13	5.758959506687956e-11	36.91422153254684	30.188594983992875	34.85276246664143	33.627180868389836	31.63450854863451	34.28407745901126	33.12960478359893	32.88151407612424	13.478250174638612	14.74039424370137	12.170770049026988	13.91443195196626	13.663525071305138	12.497176285636753	14.01675919924588	17.06755958765487
ENSMUSG00000006818.6	Sod2	-0.9926064283137883	8.100583811460517	374.78603065626305	1.224994609518516e-13	5.758959506687956e-11	341.677419908433	324.9737886447431	375.37823143532063	388.04536459407177	386.41359298812245	372.1779650882878	365.3557618447962	368.8387608567223	181.14864680153826	173.3444615645755	181.42054104330856	170.6705274108316	194.54448491231815	191.89790176139644	181.824542163687	194.07814154538718
ENSMUSG00000022551.9	Cyc1	-1.076653847549883	7.2198040723872365	370.7775803571095	1.3457140540402933e-13	5.815876027895751e-11	216.79902843880788	199.07032235661876	200.0538924433775	209.75979285587076	197.90857177377444	212.45804086581757	188.85646363270834	193.02237176985767	93.76907858527649	95.94129965168949	81.42371941653732	90.31679968821913	103.64185634969397	96.28913189706942	106.01961996368377	99.76065459883316
ENSMUSG00000025793.18	Hgs	2.9115008771310715	6.189746691508729	370.6840451680588	1.3486842809331113e-13	5.815876027895751e-11	16.63252645535149	18.603150691648977	15.71507685217857	17.018634219977784	18.421314429235338	16.64735003342203	17.494911617007457	16.000172575829144	176.7603793028187	144.79701681749447	153.18055116392563	146.59545549394068	103.52129583435892	137.36151355788706	94.54161051736251	70.5766653219242
ENSMUSG00000037966.16	Ninj1	1.3867064260996953	3.565939824127693	370.65634978983115	1.349565147635987e-13	5.815876027895751e-11	6.952626532144619	7.0592312892418	5.350839050895157	6.048791680594514	6.654820395901772	6.839608928460214	6.112146337081086	6.631955589401645	17.794183593708937	19.407112945309883	17.749039654831027	16.257023943879442	17.360714208246527	15.5767096969971	16.770051184812036	14.330599581706611
ENSMUSG00000027602.10	Map1lc3a	1.315130965230532	6.8008138786128285	353.83200929762324	2.0244274144210888e-13	8.488369434413182e-11	67.10629034064446	57.05519877304843	61.365928935040856	68.84345107659688	71.27409090683201	64.00841563238237	55.850844427965576	65.16012309866652	154.04747829296258	191.36765103285666	148.80668067755656	160.03007944756328	168.26229256927826	164.28952664327056	141.45484538830792	142.38342502854422
ENSMUSG00000037553.15	Zdhhc18	1.1280558550112139	5.206553296053406	352.37715149008045	2.098476502269214e-13	8.567306435843311e-11	25.236881942646487	22.838689465194058	19.71615470104612	25.88677795508669	21.8451712995906	23.831090228723006	22.58836689790836	22.724882788858785	54.7086755746959	53.136224664521755	51.85255156304207	47.811455834951005	54.85503447744563	47.446299651772776	46.877477832171806	47.02035785499873
ENSMUSG00000060675.14	Plaat3	-1.1471400501052997	6.9795127169070446	350.72432336687854	2.1862696172147344e-13	8.696868420889587e-11	175.12168154722272	158.66660444819362	173.347902946117	182.48896934674974	179.87304403415658	167.80700899322827	184.78169940798762	169.04530156202097	76.67412442817671	71.99620507240166	75.27494496468515	67.00377576869757	80.89610578981542	83.86357266751082	79.77395350387133	92.65685952721464
ENSMUSG00000048416.16	Mlf1	-2.420728913157742	7.0343035857079155	348.4784146560783	2.3121651863400307e-13	8.96773267521981e-11	262.8937899778882	214.26843207345698	218.420285942396	220.47333066302545	228.6750602707696	184.84150670184613	224.77639609193125	213.89216208615656	54.9980118932928	23.301409241134916	39.14297138163628	42.25132785414501	38.2980570380994	42.719573950615036	51.45437879519087	37.948411767866865
ENSMUSG00000022594.15	Lynx1	-2.386844708997487	6.104599792110704	346.0009207042118	2.460452694855336e-13	9.310112953167239e-11	95.83869170000455	107.79861427571596	115.83843458829786	126.4607548815819	115.92890023005695	117.00463072586025	132.6955827963401	113.62441394429392	21.531444375585473	14.611657176070791	17.463787231806954	17.837567938423277	31.385920825556802	24.528841706765547	23.349346319151937	26.35477219210851
ENSMUSG00000029038.10	Ssu72	1.2948989360877594	4.973964651641643	342.0973037511133	2.7159816565816697e-13	1.003231890957334e-10	19.16773834000091	17.31587910361077	20.198212273198834	18.095114095337824	18.13197441202222	16.862432075197507	17.317747955063076	17.76251042476105	49.114840081822635	51.8810382551236	41.456685479498184	45.35596784342754	43.12047765150121	48.520555492944986	39.15395745707714	36.77982210240581
ENSMUSG00000001729.15	Akt1	1.892637958690072	6.683719834825146	340.6895459286091	2.8152471086511967e-13	1.015714968456155e-10	41.71575919286771	42.93673619456483	43.288769979313976	45.16089381867599	43.97968261639432	40.17732540365937	46.68262492234395	44.383087405995624	211.91474201234124	192.6872059760701	166.77758332807295	157.91327945487063	127.31190419380788	180.36755573281468	133.80283909076041	122.39439127723672
ENSMUSG00000060036.15	Rpl3	1.9867085711627845	6.739114758711834	338.70375437919205	2.9621836161065643e-13	1.0246840342860175e-10	46.44047225062344	46.300252279438865	43.288769979313976	44.955850032893125	39.060902323771266	40.90860434569599	37.691569078666696	45.03236977139159	160.00298418408198	248.72001466227988	136.6676053421989	172.13817540576514	138.36328476618704	175.9631067840086	187.08082686340418	143.3675005363009
ENSMUSG00000022952.18	Runx1	3.685902365085399	4.114271976347645	338.57232588654256	2.9722045599375266e-13	1.0246840342860175e-10	1.9590273654109145	2.200819166645973	1.8800245313955957	2.921873947405824	2.2664968015027775	3.398296260052559	2.967491337568353	2.0869790316298884	31.320656488113695	50.01435077448019	26.17983349087576	46.287359840212304	19.65136399961239	26.032799884406646	28.248060631133278	25.49370612282142
ENSMUSG00000030029.15	Lrig1	-1.0177153498651241	6.1900629526625	337.7172771999888	3.0383244331759934e-13	1.0247079403541817e-10	89.6158988922287	95.050473065144	107.01678101790314	101.75297869474669	104.88575623975619	96.6148531655449	94.87114097121511	92.19809588622707	48.1021629667335	42.48323231809129	49.792395174534896	44.90438384498645	52.88587939363988	46.69432056295223	50.345910593209695	51.01816460526023
ENSMUSG00000031972.6	Acta1	-1.7089532533900391	13.873605060021273	336.013751472978	3.17497563842126e-13	1.0480121713716474e-10	23689.211911670584	22778.561424565694	22479.646144926	24094.797789237342	23633.43727597629	22965.126912126576	21959.39160709033	22302.710119415966	7096.62422030565	5463.955177177784	7534.150386339077	5753.829292137318	8553.848936698356	6197.81165005897	7676.928953572686	7975.470704973608
ENSMUSG00000022110.14	Sucla2	-0.8125284337486182	8.408116741707106	332.2850463491541	3.498516934684637e-13	1.1289054605465746e-10	428.60445771088206	413.17265487032887	453.61617539570653	465.9620031915604	426.6800787169484	425.77640989873703	424.572715849705	424.7697989044033	245.76709128817777	252.42120535665904	230.73751551280333	248.23007914308977	259.12473429345744	239.84552080571626	244.86420152151987	250.8469973991005
ENSMUSG00000036712.17	Cyld	1.2981690297793564	6.134185601590072	331.56009745462285	3.5655773860243754e-13	1.1289054605465746e-10	35.070431070983624	38.3274734115893	40.10719000310604	42.495324603498744	36.93907553087505	42.28512941305905	41.76633330338742	47.16572611483548	112.1660461760623	101.31607222526618	115.74909432043376	100.95724765148745	88.45123141747825	94.78517371942833	88.5344280034	94.99403885813675
ENSMUSG00000019848.15	Popdc3	1.090136147227687	5.61554079744258	330.6120822556678	3.655433600487571e-13	1.1342079375592834e-10	33.26505291070298	29.19199762551168	32.92453217803056	32.70448383236695	30.043138453962346	30.06846944021188	31.225095417696853	30.516271173610367	73.39497948407859	78.14340005176184	65.63975200920545	61.330751788281304	62.53072062044351	65.38637219934874	67.29474697188967	58.36797855381791
ENSMUSG00000062070.13	Pgk1	-1.321343130590298	8.84656360239188	326.0267303420349	4.1270447835987543e-13	1.2246091394879823e-10	763.636549497431	640.2722779342313	620.4080953605466	673.5688362967111	694.2713713028827	633.2875638037186	622.6416899035211	612.5051571274653	261.2706956929946	246.1452733096683	248.04282917626358	221.13503923662404	299.27138590002755	239.88132933375533	302.4687909857676	286.9502675899236
ENSMUSG00000049422.8	Chchd10	-1.1607833156226972	7.059476218844872	325.86511301864135	4.14485646281697e-13	1.2246091394879823e-10	219.52630182987014	182.95866506117278	187.9542473823443	180.28474864958392	169.21568673347332	188.36885218696398	176.76504370500444	169.55545199197493	84.43798231052668	81.23308967489577	72.80275729847655	84.22041570926434	97.29233587538158	81.78667804124454	78.41518603047504	79.43334489173428
ENSMUSG00000022105.7	Rb1	2.371066021201325	6.3495459762837925	325.5162614710971	4.183594456159795e-13	1.2246091394879823e-10	24.16133750673461	24.084436163295553	28.05575069928812	26.65569215177243	26.185271557787406	27.960665430812192	27.770404009781455	25.924917304024614	161.78722481542948	203.98388366065348	142.21418023433358	142.13606350933486	89.8577707630538	132.59897932869026	112.99224252453311	104.65027977799915
ENSMUSG00000026664.8	Phyh	-0.9611505037518584	6.661644290549803	323.79882234644845	4.3802564588257296e-13	1.2584314574485624e-10	148.15624604686073	128.76868369375777	134.494062630608	138.71212108210807	130.92635778893703	128.96319224857686	135.1758740635614	124.89410071509532	71.4901820533157	68.19846157729957	62.66044892428739	67.5118077669438	75.67181679196345	67.03356448914614	62.503303776229075	74.5744720721857
ENSMUSG00000014776.8	Nol3	2.02631450240016	6.264741032022039	320.6678905271725	4.765721182383934e-13	1.331522546327716e-10	33.45711441711582	28.776748726144515	33.79223580790545	28.654869063155363	29.657351764344853	30.28355148198736	29.763495206655723	27.408991282072535	144.83693881762815	129.54167430327078	129.47290533925846	136.23724752969804	116.98388671343899	141.47949428238056	116.2103760141559	70.39215116421981
ENSMUSG00000005686.18	Ampd3	3.1747789600302423	6.2641120537367945	320.3545781139894	4.806320909781623e-13	1.331522546327716e-10	13.636366955311267	16.319281745129572	14.268904135720419	15.99341529106346	16.92639100696755	15.356857782769158	14.128802040064249	15.582776769503166	158.14640947308524	182.13076643036257	145.95415644731585	209.6196472763761	81.94096358938582	140.69170666552094	87.9980724217962	96.71617099671093
ENSMUSG00000027004.4	Frzb	-2.209605923658948	2.0417092540849473	318.9382251309656	4.994706198249308e-13	1.333865524059052e-10	7.298337243687721	8.263453097406577	7.279069339506024	7.5866200739659995	5.883247016666783	6.323412028199066	6.0235645061088965	5.9362959121916825	1.6636838319321363	1.3195549432134415	1.4896515424590324	1.0442879963950338	1.3663525071305138	1.8262349299927634	1.179982279528352	1.8758939366611658
ENSMUSG00000025651.15	Uqcrc1	-0.8134446642923324	8.281136228185613	318.7048707121599	5.026523019330528e-13	1.333865524059052e-10	425.41623670442897	399.386391411339	390.6594564725617	404.1413017780266	388.7283131258274	407.92460043137237	380.8575822649294	374.9141887043559	233.6390772669913	218.2736981676478	222.84553180913738	223.5905272281475	244.29579090724687	227.7780468565484	217.18825351076396	217.35767777575606
ENSMUSG00000029014.15	Dnajc2	1.4753165513149002	6.057356989228923	318.36900087329434	5.072712770367672e-13	1.333865524059052e-10	38.33547668000182	31.683491021714666	37.74510789955773	34.498616957967016	35.92638547062913	33.76788055875011	34.50262316366787	34.64385192505615	111.22570314062239	110.3598512263144	90.36162867129153	106.51737563229344	95.12224659935076	105.92162593958028	92.50345930726809	69.59258981416751
ENSMUSG00000044938.9	Klhl31	-1.5476087655645518	8.294729698833574	313.3384562586809	5.82399265086045e-13	1.5058903664241502e-10	519.9104978595437	475.95828845464416	463.16091532433035	411.8817046913298	438.6394660950907	480.4502649180637	488.17447048773715	465.8137198597911	161.4978884968326	111.74377470334314	160.47033530787408	153.48211147016738	197.19681624968914	154.29894732036897	167.48596961547884	174.6426502671928
ENSMUSG00000040562.13	Gstm2	1.1936147739589633	5.59755646681855	311.89449449820575	6.061864140497357e-13	1.5199338263581844e-10	28.040979936273875	29.482671855068695	31.76759400486404	31.576743010561188	30.91115850560171	28.08971465587748	24.670039925754818	30.423516549982374	77.37335386478587	75.76176430059613	65.00585773581864	67.5964797666515	57.66811316859668	65.92350011993486	66.15052173113489	61.7199857521141
ENSMUSG00000001333.10	Sync	1.3316525461177118	5.57383239936141	311.8210440811792	6.074248887083114e-13	1.5199338263581844e-10	23.277854577235573	26.57592955949854	26.561372225614697	27.06577972333816	29.22334173852517	26.369058321673652	29.497749713739154	27.408991282072535	73.22619996489708	78.4652427208383	58.09641015590227	77.02329573410938	61.56623649776315	74.5891639053907	60.96575110896486	59.505815859661574
ENSMUSG00000031636.8	Pdlim3	1.6356292351181507	9.524785303691187	310.5762456573931	6.28846584504763e-13	1.5254988887597493e-10	414.4687308388974	391.5381872132996	354.84257886161487	370.05277239162535	332.06589308825795	370.4142923457289	316.32571840168924	319.07590528030295	1121.4193481617922	986.1903065840554	1166.555631313769	903.2244448819964	1176.0678270933672	1239.1899213201878	1404.107398561192	917.619658623484
ENSMUSG00000063904.5	Dpp3	1.3582264231613237	4.6709320350834815	310.54955444410757	6.293149985859479e-13	1.5254988887597493e-10	12.983357833507629	15.322684386648378	14.89557897951895	13.174063236549067	13.984767498634158	13.894299898695905	14.527420279439102	14.840739780479206	41.20631404017421	45.2188950052411	36.10027886937953	35.98559987577481	35.163483639388225	36.59631565593342	29.285014755567286	31.705682765535443
ENSMUSG00000039197.11	Adk	-1.080038069806638	5.382299559890088	309.93282834678126	6.402466834712545e-13	1.5281210842112374e-10	52.855326564812124	57.71959701203589	58.18434895883292	64.94761914672245	58.880693502870024	53.942576077289985	50.62451640060638	55.977415359495005	26.594829951031105	25.81178205993122	26.97220133260929	24.554879915234576	28.653215811295773	28.288737150868297	23.385103357925523	30.04505534619605
ENSMUSG00000025351.15	Cd63	1.2369286867689293	6.510134640195813	308.256713844726	6.7103566560631e-13	1.5773405024570142e-10	63.38029711623547	52.6950853296932	53.41197899452103	54.49038607179634	49.71825962445454	54.50178938590623	54.43353513241054	50.968665683583275	132.87770431562322	145.73036055781617	103.13459828003599	118.3714555913722	143.0249580258088	120.56731390756146	134.83979321519442	123.68599038116736
ENSMUSG00000032000.18	Birc3	2.6669733344011184	4.4726745422841505	306.4849018586139	7.053797828596201e-13	1.6333226792961413e-10	5.531371384689641	6.270258380444187	5.881102380263146	5.536182216137352	6.606597059699585	6.452461253264352	6.24501908353937	5.287013546795717	42.508327473860234	60.79608018854124	30.553703977244837	42.98515185161179	27.1261159503852	41.3946584131693	26.889293157736994	31.428911528978876
ENSMUSG00000027995.11	Tlr2	3.651797092965136	2.8497829215810486	300.429930240324	8.383184001863627e-13	1.9125987736016516e-10	0.6914214230862051	0.70592312892418	0.9641151443054337	0.9739579824686081	0.9162433878415482	1.1614430255875834	1.018691056180181	1.8087151607459033	12.827243457795602	19.214007343864015	9.476719387132993	12.023423958494172	10.689699026374019	12.103282477206943	8.581689305660744	18.4514157704377
ENSMUSG00000034593.17	Myo5a	1.137343651926741	4.331942069680025	299.00865502840423	8.734084834960676e-13	1.963776697530144e-10	10.678619756553612	12.374417201141508	11.087324159512487	14.250543111909108	12.104057386748874	13.464135815144948	13.597311054231112	12.429119566151336	26.811832189978777	28.03249647655872	27.8279586016815	31.272191892045875	24.353224097679156	27.64418364616497	25.888096072076575	27.984647251830506
