Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Con_6	CPM_Con_7	CPM_Con_8	CPM_Con_9	CPM_Con_10	CPM_Unloading_1	CPM_Unloading_2	CPM_Unloading_3	CPM_Unloading_4	CPM_Unloading_5	CPM_Unloading_6	CPM_Unloading_7	CPM_Unloading_8	CPM_Unloading_9	CPM_Unloading_10
ENSMUSG00000056738.14	A730036I17Rik	-4.588406778687108	2.424591742826096	657.3301203616228	3.435904525662629e-18	5.830239600487836e-15	7.8664007217163165	10.030310428784606	13.676969139117935	9.249876213055282	8.723488688146666	8.882306122687211	11.220637535897701	10.825683531158713	12.061872747458237	9.857118477913948	0.3947553616032166	0.6995476739304887	0.6180132565949666	0.2891104432815082	0.2553569632189765	0.5089366201988366	0.18608270365533283	0.40174865721738096	0.21347015762734978	0.6770892535670697
ENSMUSG00000020321.17	Mdh1	-1.4609658706413144	8.677447851961825	654.3931844855307	3.6081936671404866e-18	5.830239600487836e-15	561.5804893184329	613.2584909819019	607.0277402187749	616.9118354697965	665.6413307650887	551.3704361360576	593.9004109909491	629.616599084795	535.056320533353	631.3757471499711	192.8818558500161	195.4779521891848	188.53666486536792	204.34851786488423	241.31233024193278	235.01562150515164	228.27695670917956	213.76680824484825	228.38257292446033	253.8069066996161
ENSMUSG00000047591.6	Mafa	2.6801808065488575	4.544255228732624	639.6736476401227	4.625898513131684e-18	6.70664912261805e-15	6.937298274269507	5.8220742814737525	5.784000689367432	5.279609710647992	4.613383440846794	7.26500760901873	5.581983824676382	6.8562662364005185	9.76437317651381	5.331686775652663	32.435732211730965	35.616101137939225	44.77399490020776	40.00237224313232	32.36649508800527	42.89204738009084	41.426661901268474	41.89142816621236	44.706750154527825	45.94050585452568
ENSMUSG00000020919.12	Stat5b	1.3420229776907722	7.297059430822086	636.999708347658	4.842345936908339e-18	6.70664912261805e-15	85.44645508352487	79.87477347565745	80.60015401067974	78.43388186138657	96.51757356244325	89.79857461606898	92.03189574897914	104.10698995797628	93.1009485225889	89.44229669009518	204.307830483087	217.71140217367122	219.86354373414727	203.45490376746864	239.97170618503316	234.11084529146484	229.62605631068072	252.22511152211206	241.25177385570916	212.1659176052413
ENSMUSG00000030541.17	Idh2	-1.6578696369310182	9.436230130532891	626.7123518686752	5.783898412584571e-18	7.476652681334322e-15	990.8567901204402	997.2089685969868	994.012883814611	1078.772092957283	1243.3767370573148	901.1946717830479	1028.8701251666198	1066.8453365587122	1029.7497508771596	1189.6423649030658	340.73966962384316	303.3299544395114	304.9362651247372	323.48830326443664	311.5674147475537	355.12466387207706	298.1044912558432	338.9297762706632	328.9880086405499	428.93604213473867
ENSMUSG00000038168.6	P3h2	-2.5249556824094896	4.265336899072258	620.1265628279435	6.49031532137087e-18	7.865450880086323e-15	25.457407060042566	36.15814553757383	28.31445824831133	37.97095303898036	35.341313146850595	24.4135061349004	37.91215409856345	31.523359425255013	37.80431112190374	32.666334586437785	6.359947492496268	6.174268600343009	7.544023890848903	5.966188238627488	5.10713926437953	5.174188972021505	4.233381508158822	5.807094227051234	4.879317888625137	5.450568491214911
ENSMUSG00000049551.3	Fzd9	-2.409178089377376	5.808725492664058	612.5469881357703	7.421681740348135e-18	8.465082879138254e-15	83.40242969914189	105.94132359201011	109.77072788449311	91.18941892231211	103.08814997819474	86.10189229911245	78.79947724073614	80.31626162640607	106.10270745816076	97.9209790747916	14.01381533691419	16.484993011753254	18.327289678333496	15.244005191206798	16.151327923600263	17.699684680248428	14.79357494059896	22.059653541754372	17.748518819873937	25.32313808340841
ENSMUSG00000026483.14	Niban1	-1.245544711818056	5.755059079168201	603.1359019398491	8.78592391182424e-18	9.464392480570666e-15	73.36812326671635	79.46620685941367	81.9365296212195	86.62783613231225	69.20075161270192	69.90323575744877	70.72401840808249	78.53775647485857	72.26680468607013	77.11439653565925	28.422386035431597	35.068629045297975	36.29229572349063	31.40790724740021	31.664263439153085	29.263855661433105	33.96009341709824	29.656355423683028	30.678711224730552	33.68519036496172
ENSMUSG00000019838.12	Slc16a10	1.300840333065443	5.25356540211823	593.8130959833504	1.0410744837264458e-17	1.062443907339778e-14	19.913762456943275	21.98088395391494	25.85051571637863	18.87988432527722	22.367919713196578	21.153237702584573	22.639619674702686	21.39361269252793	23.288291105482134	22.289051545045524	51.427851275530166	49.30290345397053	50.93281666420587	55.03611529377075	52.731212904718646	60.70482908705012	61.453812882173665	57.77876142889969	49.15912772789826	53.28692425572839
ENSMUSG00000025813.15	Homer2	-1.5064784794706865	7.979875596717673	575.0980154690528	1.4752000138142752e-17	1.4302064133929397e-14	343.05559367894347	365.97354650035885	383.8738941275483	382.4126905616554	416.7423041564938	325.3337152971533	363.45231735595917	453.5961399555501	367.49549955242884	331.9690244118566	118.84329469599061	137.90213711307982	127.8008793034488	125.97330496802445	113.76152711405403	132.88900638525178	118.13925648317944	148.50091274962463	146.07457929071506	144.52470117389103
ENSMUSG00000008658.18	Rbfox1	1.2039562065199867	7.005441979556586	568.8681090713369	1.6607110155832772e-17	1.5333898377218926e-14	77.98266542236884	78.62864529611394	78.11533060983236	67.66347805166467	67.3833581360047	75.47393063786244	88.15000852065089	81.96588959305882	83.44100714475438	78.57085731339852	164.52526237485174	180.60496033909746	178.17961511691436	164.9243665083149	204.31749019558356	188.0238069067924	181.4073757259926	173.92064596992438	190.53736355081162	164.53268861679794
ENSMUSG00000029767.17	Calu	-0.7829417103460329	6.6792070551260645	566.0427356853661	1.75308756959125e-17	1.5451076351988337e-14	121.71242061553198	128.43291581622978	132.38470891909574	128.10445001916287	130.71253082399252	134.74920473406118	138.38786294273834	135.4241458873997	123.17730654222501	122.47274647096776	73.7095983526895	74.57786506424166	71.09283531037272	76.85081237773909	70.57428070964463	74.89850593926212	79.78295919222396	75.7478831880771	75.87339316812088	79.93038638359258
ENSMUSG00000112569.4	Gm33111	-5.5434487172433675	3.0197212810097684	563.1512277870949	1.8534495840873996e-17	1.5625385841502035e-14	10.808558471964545	10.99044197695747	21.883150622588698	16.303434786481	10.988240559107819	21.743680017098463	12.949069075518308	21.702917936275323	15.71698570123346	14.79868183095788	0.15351597395680647	0.5170569763834046	0.1704864156124046	0.34167597842360065	0.6383924080474412	0.28274256677713144	0.27912405548299923	0.2556582364110606	0.18297442082344267	0.6770892535670697
ENSMUSG00000017188.4	Coa3	-1.0276121935541755	3.85631455200073	526.6854028381612	3.8334292472577287e-17	3.097091379346973e-14	18.42719854102838	18.44678272340631	20.108276764840568	18.626463059166117	19.73968914689598	19.433253569000634	20.882853191809613	19.099598801401445	20.416416641801604	18.569874916175618	8.509171127891559	8.272911622134474	9.184955641118298	9.777189536429187	10.724992455197013	9.8959898371996	9.79260227986189	9.422832142007662	9.453678409211204	10.020920952792633
ENSMUSG00000058135.13	Gstm1	1.233393587252021	6.612749699129023	522.604417563861	4.1706740995889875e-17	3.234774831641219e-14	55.80808700997166	55.87148477133584	52.03512533539221	65.12926539055363	61.064420817026665	50.23893954363836	59.98507490781675	66.03666954006815	62.81572690559419	54.929377903309394	133.58082819584402	135.92515455631974	120.3847202243092	151.02078246323148	137.3182069710046	135.85780333641165	141.0739497086992	156.49936328877067	128.6615135756841	131.93084105754355
ENSMUSG00000033161.11	Atp1a1	-1.8202393580896217	7.225719046297121	517.1520689630225	4.672628194225389e-17	3.484702334078088e-14	192.355176703071	267.6928469629195	263.4956848343958	273.61049364462156	269.11403404939637	185.86097204698095	216.98899558056718	186.20175673592985	204.3730300153746	272.5402230344598	63.424028097583474	67.70404878996817	70.1125384206014	68.12493354415176	58.6044230587551	63.50398049814372	71.29293583794939	67.71291004372948	60.62552476616734	69.30008510258959
ENSMUSG00000036304.15	Zdhhc23	-1.5223675463133002	6.1303658667742456	513.8783887248732	5.005360107248683e-17	3.532054788483711e-14	90.61845870764543	96.4625780951546	105.86600539744722	115.89799236814473	108.14889181330547	89.07977527666075	119.46012083672908	101.7614251928919	103.38748069249917	108.14221274714036	36.77804118936635	33.699948813694846	33.69237788540146	37.97859914016176	41.36782804147419	39.923250428930956	39.91473993406889	38.56787109286857	28.51351391165315	31.0783967387285
ENSMUSG00000055435.7	Maf	2.0454258303840245	6.043089811238737	512.986314834299	5.100440127774312e-17	3.532054788483711e-14	27.501432444425546	26.22997676285017	25.015280959791276	19.513437490554978	21.613002422876196	31.550156719024805	31.026762883353495	24.5124405669808	29.39755132822072	20.520492029219277	103.60135156742196	95.01682318951507	99.8197963410629	95.38016351532667	118.77290751722644	109.33655057271673	95.01848055400433	92.51175897560236	116.55470606453298	134.57148914645512
ENSMUSG00000041124.12	Msantd4	-0.8036896865125515	4.836998879264951	509.60151911724114	5.479493826062733e-17	3.643000133980272e-14	32.704406150127674	36.09686054513727	38.85929705022669	37.21068924064705	39.199779297377006	34.81042515134063	35.44701403385865	35.827857400739546	34.20141406746816	38.362136556525265	20.63693307047927	20.956015101656813	20.3944374676339	19.86977228371093	19.534807686251703	21.120869738251717	20.864523147354195	21.40224664812593	21.40800723634279	21.700710576824584
ENSMUSG00000047205.13	Dusp18	-3.1238135115872243	6.419610266489549	508.27424897338744	5.636410728179895e-17	3.643000133980272e-14	111.52326377519864	163.77392812131606	162.82901579670482	192.0088459568462	172.98789908193405	120.55291778074897	161.3958368799831	117.43289087609308	125.84031740854697	206.4793234727146	10.153985134571627	18.431560452255482	18.220735668575742	16.40044696433283	16.37476526641687	19.989899471143193	15.421604065435709	25.054507168283937	16.833646715756725	19.669442816123375
ENSMUSG00000026154.5	Sdhaf4	-1.3037021859420876	3.185718914110115	503.9737864573441	6.17938389144744e-17	3.865104956618254e-14	12.728703530021283	12.931133404115387	12.987900464933368	12.502115794814445	14.958546308200212	11.78317488529893	12.89239918897337	12.44953606083252	12.00965684811859	13.524278650436024	4.2545855639457795	5.413890693896826	5.455565299596947	4.599484324933085	5.5859335704151105	5.061091945310653	5.094014012564736	5.989707253059134	5.27576246707593	5.552131879249972
ENSMUSG00000009293.18	Ube2g2	-1.4342579158109148	6.168322436806352	501.1147790495094	6.571746745840052e-17	3.951038166633805e-14	91.76435172616317	101.34494915926767	96.21904395886328	111.29417270045967	114.55170883120799	95.29225528154603	113.594787579328	108.33416162252398	110.85435429806856	106.13957917774887	31.51463636799013	42.36825694718134	43.96418442604884	34.11503230721797	37.40979511158006	34.49459314681003	35.63483774999624	42.51231245463922	43.39543347195982	42.995167601508925
ENSMUSG00000026170.7	Cyp27a1	1.616341993121657	5.182604359811987	500.05297980498295	6.724304254714572e-17	3.951038166633805e-14	19.54212147796455	16.8533729200556	15.994745588647845	16.387908541851367	18.481493663028672	15.967613896853889	19.891130177273197	16.444728792569663	19.00658735963116	19.818269868523558	47.91891472794602	52.526905777302346	51.550829920800844	56.50795027774934	62.21134016422315	63.67362603821	54.3594098053141	63.54933305074935	53.52001809085698	40.86233645277266
ENSMUSG00000040485.6	Lrrc52	-4.376686583325702	2.921494025118471	495.1963625591718	7.472982099795164e-17	4.1420125728292504e-14	12.109301898390077	17.40493785198469	12.632925693383742	18.922121202962405	16.02102249457705	12.450631414749415	16.66094664421174	9.614237993148095	11.278634257363546	16.593249574958044	0.32896280133601385	0.9428686039932673	0.5114592468372138	0.4993725838498778	0.8618297508640457	0.8765019570091075	0.4652067591383321	1.278291182055303	0.36594884164688535	1.0156338803506046
ENSMUSG00000026028.13	Trak2	-1.2049358599731022	7.588587380081487	495.17446305985925	7.476556990666517e-17	4.1420125728292504e-14	234.72224830664553	278.7854305939379	304.5474731206643	281.5510266494361	308.78913164067876	243.8270044892576	267.65187415174165	263.8889237904831	233.24842235019887	267.07849511793756	103.73293668795637	114.17834643195889	112.09481826515602	110.33505826325195	112.61242077956864	122.14478884772078	125.25691989799591	122.60638566170435	112.59026028002505	128.9855028045268
ENSMUSG00000049641.16	Vgll2	-2.58685650107737	6.32089117615638	486.24993043601495	9.100971833558129e-17	4.90188455146367e-14	122.02212143134759	139.11693283100442	118.79126325563654	184.11054982971677	143.71388415728802	110.05331314439329	143.7998371077799	115.1904278589245	126.20582870392448	167.41496475549363	23.400220601701786	28.985605793728507	24.400868234525408	16.715840175185384	17.3642734988904	21.74290338516141	24.330313502934768	19.612638993248506	19.547767291304456	31.924758305687337
ENSMUSG00000021180.10	Rps6ka5	1.3609717294296444	5.44223277235115	484.78380188460653	9.4028266190807e-17	4.9275894092966153e-14	24.125693552035475	21.6948873225443	22.885432330493522	21.751992007869728	27.31682194974132	24.8499200195411	25.416444115404644	27.682819315391566	21.93067772265134	25.46205538226321	63.051203589402654	61.22562902704668	60.565299146306735	63.26262154350821	54.071836961618274	74.41784357574099	66.5245665567815	64.60848860159517	66.29773181169406	50.917111868243644
ENSMUSG00000021622.4	Ckmt2	-1.9389128551700905	9.544189566937545	476.55017057829633	1.13138296890731e-16	5.773030465029669e-14	1121.45762414988	1227.4158285195401	1234.769302400916	1253.8439509623704	1326.2219196950666	1103.1002719418193	1121.1003655185064	1139.5836197133071	1068.493948187177	1246.2622776376797	221.54548127309414	267.92675911537714	268.4521721836826	250.60618878992554	390.8557518270459	317.57645100407404	333.9951927233655	304.70809519678266	343.7479452536409	389.5294475771352
ENSMUSG00000022808.6	Snx4	-1.2684002193251844	4.765838844422533	475.04284042042514	1.1707475284624277e-16	5.820716558176019e-14	36.38984585833335	39.05896851290461	37.669087522089704	41.68779827527654	44.76379932603466	35.221167631002466	39.47057597854924	33.765822442423605	32.84380068463736	42.913576486960466	14.978772887499831	16.30250231420617	18.007627649060236	14.455522164075411	15.225658931931473	15.29637286264281	15.258781699737293	15.229926369058896	18.205954871932544	16.385559936323087
ENSMUSG00000045438.13	Cox19	-1.2809046166142233	4.441477387541124	467.5280996184001	1.390575517815953e-16	6.740814822612832e-14	28.120834076056752	32.54233098381645	32.114776390783796	35.901346032406344	31.510806895965683	29.085701841053787	30.460064017904116	26.522924651338847	28.718744636805322	32.25020293565514	11.886522554941301	12.713518595780185	12.850413576784996	9.882320606713371	13.980793736238963	11.87518780463952	13.677078718666964	13.549886529786212	13.08267108887615	13.000113668487739
ENSMUSG00000024597.12	Slc12a2	0.994675116651208	7.01019945578361	457.19495587164573	1.7695007619099168e-16	8.368443847178851e-14	79.99572072517026	83.22501972885638	96.0728778764605	78.85625063823841	82.34190444420491	85.22906452983105	89.935109946816425	88.92525757737513	89.8113468641912	86.6073998191384	178.58293941861072	172.36246383322083	181.41885701355005	170.8379892118003	146.31953992447353	174.56526072820094	175.42946887106504	195.43246043365505	162.6337643752366	158.20190409594585
ENSMUSG00000032786.17	Alas1	-1.3361195176085328	5.798139717802145	452.52007363083953	1.9767112072426152e-16	9.125816740103407e-14	78.91176786981565	90.92650044505149	84.0246165126879	83.29112279518272	69.53627040839987	72.70141890014503	83.78642725669067	90.60066098100684	74.09436116295774	68.6097059227889	32.36993965146376	30.7800976529415	32.75470259953323	28.595651117298267	35.81381409146145	33.307074366346086	36.30938755074682	27.282386085580324	28.05607785959454	30.09661732105625
ENSMUSG00000061353.12	Cxcl12	-1.2863584500764842	6.745065407093068	440.25118215370065	2.657356230259039e-16	1.1982822629005296e-13	151.4127288522483	171.86354712294275	198.4726590340702	148.5470988187919	131.71908721108636	157.1089984706524	135.63937344530885	142.899022611295	139.20758763949635	143.7474771172306	63.796852605764286	64.23672553657357	63.65536542928157	58.05863356444106	64.95642751882714	60.81792611376097	63.40768127055466	60.919705476235585	55.685215403934386	68.0474699834905
ENSMUSG00000058569.9	Tmed9	-0.832633279345469	4.895508545698085	432.051787895435	3.252739145765595e-16	1.4155060629943564e-13	35.1820126766525	36.444142168944474	38.50432227867706	39.7026650240729	40.70961387801778	38.78949292306467	38.308843304378016	39.359092266855605	38.06539061860197	35.605264370090225	22.15016195662493	19.344013939990905	22.802558088159117	19.002440953866405	22.950207069305513	21.48843507506199	21.02734551305261	20.81788496490065	21.19453707871544	22.91947123324531
ENSMUSG00000002808.8	Epdr1	-0.8028521174293625	6.431502913893676	431.654239909105	3.2850836944170207e-16	1.4155060629943564e-13	96.90538526870218	113.96965760120024	108.03761576457434	110.1537770029597	116.06154341184875	103.840833139508	118.1567134461955	112.12315085842953	110.9065701974082	106.50369437218369	55.81402196001035	59.85694879544355	62.58982533170404	60.79204139182986	65.0202667596319	65.22871015548422	66.1291408115139	63.54933305074935	62.94320076326427	66.76100040171308
ENSMUSG00000028760.18	Eif4g3	0.8702556002662949	7.243339665451879	429.830960581231	3.437978532340496e-16	1.4491826900452658e-13	104.9266363983263	101.71265911388707	105.30222193675075	112.09667337647817	109.8824055910782	98.14178123420002	113.594787579328	103.05019704183937	111.95088818420112	110.5609779673145	189.8992597845696	187.5091917296288	180.84346536085818	188.36859518168814	206.96681868898045	204.22495598312204	208.71501248741268	222.05743962560692	192.82454381110466	176.55102286761343
ENSMUSG00000031352.11	Hccs	-1.0943974172174955	4.765020188409409	427.60300602220747	3.635410759073517e-16	1.4998003110305425e-13	33.97417949497165	38.44611858853896	39.903340495960876	38.18213742740628	40.65369407873478	34.01461159699582	36.013712899308025	37.7352397371818	30.964028308410104	39.58452328069929	15.527044223059853	16.54582324426895	16.835533541724953	15.349136261490981	19.056013380216122	17.784507450281566	19.11999780058545	18.370870416394784	18.022980451109103	16.62254117507156
ENSMUSG00000021185.17	Dglucy	1.3865152251477715	4.5679265306479	422.12515747219004	4.175348494919736e-16	1.6866668190936183e-13	12.140271979971638	12.747278426805691	12.528521348810322	14.994091578240297	14.343428516087307	12.270931579897361	13.034073905335715	12.681514993643063	12.061872747458237	14.070451442088249	29.124173344948428	35.129459277813666	31.262946462924695	37.11126781031724	26.81248113799253	37.71785840806933	37.14675971719581	41.599247324599716	32.447463959357165	33.88831714103184
ENSMUSG00000025650.14	Col7a1	1.9810196836674534	2.8736977428669346	416.9035787687939	4.772145928330791e-16	1.888406317353756e-13	2.3537262001985826	2.451399697462633	3.340939026349419	3.8013189916665544	2.264751870961154	2.823854547675125	2.493475007977267	3.5570103030950055	3.0807380610391166	3.251028521739429	11.62335231387249	10.15864883012101	12.125846310432276	9.5932101634318645	12.767848160948825	11.366251184440683	14.491190547159045	12.198550137327748	11.28342261744563	10.156338803506046
ENSMUSG00000116307.4	Gm49490	-3.460066222895386	0.8467658818575761	411.971190657415	5.421998927894735e-16	2.1026511842375783e-13	3.716409789787236	2.859966313706405	3.4453433709228385	3.8013189916665544	2.404551369168632	3.491311077125609	2.521809951249736	4.304497975484535	2.8196585643408865	2.8088886427828665	0.30703194791361293	0.21290581380493134	0.2557296234186069	0.39424151356569304	0.1595981020118603	0.28274256677713144	0.48846709709524866	0.18261302600790041	0.18297442082344267	0.3723990894618884
ENSMUSG00000025477.15	Inpp5a	-1.1716201225586296	6.484397636769991	405.5784018672535	6.411621572737586e-16	2.398347545977187e-13	111.46132361203551	116.9113372381554	115.65913291843395	118.77010005073723	144.41288164832542	108.05094355604183	135.44102884240155	134.62510734105228	133.09832741675777	121.25035974679375	54.6297558752007	56.359210425791105	57.624408476992755	54.40532887206564	46.92184199148693	52.84458573064587	50.07950762124145	55.07608864398277	56.783061928875036	65.5760942079707
ENSMUSG00000034932.5	Mrpl54	-0.8221980327232981	3.8496138691313564	405.4590399581353	6.431875832429796e-16	2.398347545977187e-13	18.520108785773058	17.915646122289406	17.519049019419768	18.33080491536983	17.698616473066792	18.380725964867178	19.63611568782098	18.790293557654053	18.066701171517533	18.699916057045197	9.079373316873982	10.554045341473024	10.804576589436142	9.304099720150356	10.246198149161431	10.715943280853281	11.211482895233804	10.153284246039263	10.886978038994839	10.86728251975147
ENSMUSG00000010461.17	Eya4	1.8343360047797794	4.847038012347411	404.4143725882587	6.612145230451285e-16	2.419047094687744e-13	11.613780593085112	12.706421765181313	11.213026607185238	10.39027191055525	10.373122766994914	15.556871417192053	13.71411254387497	14.717774514980059	15.090394909157707	10.455307725914004	32.98400354729099	46.38305229321718	44.75268409825621	45.31149129248365	55.06134519409181	45.69119879118444	52.31250006510544	42.147086402623415	42.14510826299963	41.64098909437479
ENSMUSG00000025795.9	Rassf3	-1.0532598142518195	6.1738962939212065	401.03586692252105	7.233838921847345e-16	2.552072799320999e-13	87.39757022316317	95.66587319347924	101.52278466319298	91.35836643305285	107.53377402119256	89.64454618619578	106.79440119393546	107.74132657200815	92.16106233447526	93.86369547966079	42.918680147638604	51.46237670827769	52.93603204765163	41.05368294597417	44.01715653487107	47.55729973191351	48.800189033611034	45.10541742395141	44.5847672073122	50.815548480208584
ENSMUSG00000029158.10	Yipf7	-1.3593271328326977	5.572990335595365	401.0092150376933	7.238989374040997e-16	2.552072799320999e-13	64.10806887382982	75.60525233591004	70.78614562077833	72.60519274083119	66.43272154819384	65.92416798572474	67.04047578266152	72.50630422178443	62.92015870427348	66.34699007165827	23.09318865378817	24.453753471309255	25.14674630282968	21.39417280283161	26.046410248335604	24.82479736303214	34.425300176236576	27.976315584410347	27.8731034387711	31.620068141582156
ENSMUSG00000096606.3	Tpbgl	1.8155510280776808	4.093656549938525	397.17973861568004	8.022239031431213e-16	2.7777002646330573e-13	8.609682679673764	6.680064175585674	7.892968449750503	6.75790042962943	5.815659125431111	8.34320661813105	7.4237551373868635	6.933592547337366	9.24221418311735	7.698435539478968	19.913214907540038	21.959713938165773	22.738625682304463	26.466746944043525	28.7914976029396	27.765320057514305	34.47182085215041	27.464999111588224	26.348316598575742	28.91171112731388
ENSMUSG00000038178.17	Slc43a2	-1.58227955979501	6.186868815386156	395.7317546505139	8.342046710889541e-16	2.8118902189438515e-13	90.27778781024827	106.43160353150263	107.03533405666953	119.69931135981128	118.18649578460243	89.36216073142828	123.73869727087188	106.78763540378702	106.78151414957615	123.3830344570548	35.79115278535831	44.375654620199256	40.89542894502556	28.30654067401676	33.83479762651439	32.34574963930384	32.424911111941746	38.312212856457506	43.547912155979354	34.76853317066903
ENSMUSG00000032870.9	Smap2	-0.8913645709837189	4.096201967373127	395.4273997667457	8.411017673993985e-16	2.8118902189438515e-13	21.80293743341845	22.001312284727128	21.945793229332747	22.0898870293512	23.122837003516963	20.17772431338771	24.339716271050822	21.00698113784369	21.40851872925488	23.719504094610873	11.66721402071729	13.23057557216359	12.701237963124143	11.774679871828699	12.129455752901384	11.083508617663552	10.955619177707721	10.883736350070865	11.893337353523773	13.169385981879506
ENSMUSG00000027087.12	Itgav	-0.8323060788885477	6.208650325524098	394.21066895877846	8.693012175985944e-16	2.8569068829214823e-13	86.80913867311352	96.15615313297177	106.65947841620522	91.27389267768248	101.69015499611994	91.85228701437815	91.6068715998921	95.57532031794406	89.65469916617225	95.19011511653048	56.121053907923965	50.36743252299518	51.295100297382234	60.94973799725614	53.36960531276609	50.7805649931728	55.220042309720014	52.73864191108164	50.744906041701434	50.0030413759281
