Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Unloading_1	CPM_Unloading_2	CPM_Unloading_3	CPM_Unloading_4
ENSMUSG00000047485.7	Klhl34	-2.089496836256983	5.5589919679119175	38.35644767782808	7.301076703839974e-5	0.04420463100806599	50.17948776983185	78.70439651833536	121.88814037659952	20.792826211189013	14.951480781203239	29.849205203748127	13.008028581230695
ENSMUSG00000021223.14	Papln	-2.8196037293446077	2.344957042003162	38.213833382178194	7.419133503618576e-5	0.04420463100806599	4.585823135380063	12.598824329247462	12.275611289199748	1.5025119173586465	2.0795824587764695	0.5211765987956022	1.3971586253914452
ENSMUSG00000091971.4	Hspa1a	-1.7377027034591825	4.557855112912668	38.018459561186106	7.584560660249567e-5	0.04420463100806599	32.89446210570699	40.142812741367415	44.349262334381585	12.98945786619733	15.847852530675855	11.987061772298851	6.022235454273471
ENSMUSG00000085479.3	9430073C21Rik	2.5305160532451647	2.6255792725871516	37.7508991489262	7.818262658303755e-5	0.04420463100806599	1.7637781289923322	1.0711551049157761	2.025269202595245	10.275242789678487	4.0516003076162255	10.802569502308845	12.670783395791382
ENSMUSG00000040631.9	Dok4	-1.635377533795455	2.193512748996147	37.637754473601504	7.91965229718759e-5	0.04420463100806599	5.291334386976996	8.773270383119689	7.935748712209938	2.7142150765188453	2.54569576850223	2.0847063951824087	2.0716489962700737
ENSMUSG00000097247.4	1500012K07Rik	1.9276452033043148	1.6869215477930355	37.586250690408015	7.966321135123713e-5	0.04420463100806599	1.1023613306202076	1.1221624908641463	1.3639568099110833	3.8774501093126363	6.059473026434886	3.458717428370815	4.865966247052964
ENSMUSG00000037465.11	Klf10	1.4870614661703498	5.15973463227149	37.3251155397886	8.208021559899158e-5	0.04420463100806599	18.563764807644297	20.453961765296484	13.680900123653592	59.90660418888023	36.03414432879917	40.983432541654174	60.02964300819795
ENSMUSG00000007033.5	Hspa1l	-1.378949298821674	4.953785907700895	37.29695460429959	8.234602638927148e-5	0.04420463100806599	38.7590243846065	44.42743316103052	59.80743951337386	22.586146886746107	17.676450899599992	20.041609208230884	13.008028581230695
ENSMUSG00000054252.19	Fgfr3	-1.796364871204868	3.2782347430878076	37.21484046873839	8.31269486809282e-5	0.04420463100806599	16.403136599628688	9.436366400448502	22.732613498518052	5.137621394839243	4.195019787531844	3.6482361915692154	5.684990268834156
ENSMUSG00000105852.5	Gm42890	2.2607438744475243	1.6118339544080185	37.02527756124265	8.496351928939537e-5	0.04420463100806599	0.9259835177209743	0.9691403330190355	0.9093045399407221	4.216726993877492	2.438131158565516	5.306525369555223	6.070413337907658
ENSMUSG00000022186.15	Oxct1	-1.3682550492666294	8.189132924126426	36.630205855817195	8.894814365446998e-5	0.04428325520752325	377.00757507211097	527.2123411623553	442.6246508284179	199.73714875596718	195.0863475552202	170.3299884245627	130.41753099774627
ENSMUSG00000024803.10	Ankrd1	-1.7767242342899643	3.530704980264951	36.478767907368734	9.05340127161847e-5	0.04428325520752325	13.53699714001615	16.16934134563338	28.064444664534104	5.67077078486973	5.880198676540362	3.6956158823688154	7.226682545128164
ENSMUSG00000054843.10	Atrnl1	1.037880137528683	5.896214224441753	36.09552654538902	9.469953129126395e-5	0.04428325520752325	35.36375148629626	36.317258795239646	39.67874356104969	79.39079098817622	63.606539342576845	76.32868187815592	85.61209921795165
ENSMUSG00000039914.7	Coq10a	-1.1484657810678653	7.467528029350539	35.99810388076768	9.579441358225652e-5	0.04428325520752325	235.1998135011275	248.45697695451167	289.57216394657723	127.3742360909201	107.45704532677723	130.91008567929535	99.34279605369517
ENSMUSG00000000031.20	H19	-2.1193604157535835	9.197374397909563	35.89791155318354	9.693611657813419e-5	0.04428325520752325	681.6561524023116	1210.0992242391367	1252.319011621088	314.3157994861556	268.6246858819536	264.9472309513643	116.87954569653951
ENSMUSG00000030089.16	Slc41a3	-1.3094675479745954	5.541981549401195	35.682654562689535	9.944403517331227e-5	0.044347304257050926	54.28027191973902	66.41161650477811	90.93045399407221	33.10373030825663	21.405357377406077	29.375408295752123	30.014821504098975
ENSMUSG00000056738.14	A730036I17Rik	-3.2512156549270324	2.2691692353531114	34.709559824157076	1.1178781616070272e-4	0.047018086636087	9.965346428806676	9.487373786396873	9.630361718463103	1.9387250546563182	1.111500969346044	0.9002141251924038	0.09635576726837553
ENSMUSG00000116307.4	Gm49490	-2.8079752511242577	1.2703631868219856	34.26667304510688	1.1800314666157297e-4	0.047018086636087	3.483461804759856	3.51950963043755	6.654455951384375	0.24234063183203977	0.9322266194515209	0.9949735067916042	0.3854230690735021
ENSMUSG00000022383.14	Ppara	-1.099276864863694	5.394565846816948	34.17545692267438	1.1933365066325528e-4	0.047018086636087	63.27554037759992	63.45318811977264	54.39294429827228	34.80011473108091	22.624422956688832	24.921717360589707	30.40024457317248
ENSMUSG00000056313.6	Tcim	-1.7439033115552642	3.4757997876592874	34.1038571584881	1.2039050108777729e-4	0.047018086636087	22.88502122367551	20.249932221503006	12.192947240114227	4.74987638390798	7.708797045464499	3.458717428370815	6.022235454273471
ENSMUSG00000022893.15	Adamts1	-1.5487603238335412	5.246152721464043	33.96871107934234	1.2241573818914922e-4	0.047018086636087	60.453495371212185	75.38891643169129	46.33319951243407	20.792826211189013	30.69176870194238	14.782463529475262	16.62136985379478
ENSMUSG00000132140.1	Gm69121	-2.469109029662763	0.7800548087336728	33.6962757973928	1.2662250615644698e-4	0.047018086636087	4.188973056356788	1.5812289643994788	3.389226012506328	0.4362131372976716	0.4302584397468558	0.8054547435932035	0.5299567199760654
ENSMUSG00000111890.2	Gm48836	1.6908990028088557	2.2648967227949535	33.64356584119473	1.274560914263667e-4	0.047018086636087	1.9401559418915653	2.295332367676663	1.9839371780524846	9.402816515083142	6.740715556034074	5.353905060354823	5.299567199760654
ENSMUSG00000090877.4	Hspa1b	-1.934934362616375	3.963993283412746	33.22588809763199	1.3429678060829383e-4	0.047018086636087	18.475575901194677	22.545264589179666	39.513415462878655	8.578858366854208	8.78444314483164	7.10695361994003	3.5651633889298946
ENSMUSG00000117980.3	Gm30571	5.172562167817827	-0.9429185362475486	33.14097222072115	1.357402897206436e-4	0.047018086636087	0	0.05100738594837029	0	0.8239581482289352	0.5378230496835698	0.5211765987956022	1.1080913235863186
ENSMUSG00000063558.5	Aox1	1.2843522337138362	7.87984317770715	33.13425122234191	1.3585532580679354e-4	0.047018086636087	116.89439549896682	147.05429368915154	124.07873767736581	354.98055750757186	376.61955425841444	271.62776735410796	256.88447553748915
ENSMUSG00000025129.3	Ppp1r27	-2.3994526345776497	6.656942151971376	33.12130951984113	1.3607716083350937e-4	0.047018086636087	164.86916060755826	144.14687269009443	254.27461498706012	30.971132748134682	16.42153045033833	68.6057922778211	26.449658115169083
ENSMUSG00000094595.2	Fsbp	2.98853078495487	-0.010076600241976739	33.030446083599664	1.3764681549239464e-4	0.047018086636087	0.1763778128992332	0.10201477189674057	0.24799214725656057	1.2601712855266067	0.8963717494726162	1.8478079411844077	1.830759578099135
ENSMUSG00000086645.4	Gm15743	-2.22000214506215	1.2078154632876938	33.00633146350848	1.3806699225759665e-4	0.047018086636087	6.085034545023546	2.6013766833668845	3.389226012506328	0.9693625273281591	0.5378230496835698	0.9949735067916042	0.9635576726837553
ENSMUSG00000041801.6	Phlda3	-1.3172420930072712	6.465725504387243	32.699535507984464	1.4354772375889112e-4	0.04801158689292912	103.31330390572586	115.37870701521359	183.9275092152824	42.70041932880541	56.57898482671153	60.97766205908546	55.16367676114499
ENSMUSG00000071324.12	Armc2	-2.421075123239278	0.5191563973947797	32.37976576022437	1.4953712023956834e-4	0.04877516738140489	3.615745164434281	2.295332367676663	1.6532809817104037	0.5331493900304874	0.6453876596202837	0.3790375263968016	0.2890673018051266
ENSMUSG00000002846.10	Timmdc1	-1.149371440530511	4.448446048701428	32.301961519997995	1.5103895932309043e-4	0.04877516738140489	30.42517272511773	29.329246920312915	35.29754895951712	18.320951766502205	11.975526572954152	15.256260437471264	11.61086995583925
ENSMUSG00000021622.4	Ckmt2	-1.6765935553460918	9.80560650576743	32.06605175087255	1.5570327290861052e-4	0.049429191552174144	1266.8777356019673	1336.0364601456629	1817.245123071533	610.3106472058089	485.40322977441116	461.715086842104	286.1766287870753
ENSMUSG00000030022.15	Adamts9	-1.6100527456995293	4.270069931689398	31.856373504096446	1.599929575803141e-4	0.049533728271864905	23.811004741396484	40.8569161446446	28.932417179932067	8.094177103190129	7.852216525380118	8.954761561124437	15.995057366550338
ENSMUSG00000033174.18	Mgll	-1.0848344735626998	6.4048909082592616	31.709689046900102	1.6307733602046143e-4	0.049533728271864905	112.66132798938521	104.46312642226235	146.68735510225557	46.23859255355319	57.18851761635292	62.68333092787107	62.5830708408099
ENSMUSG00000129222.1	Gm74907	-3.1672354403911145	2.5554551200377795	31.66801657382504	1.639664256730178e-4	0.049533728271864905	15.918097614155798	2.6013766833668845	16.69813791527508	0.6785537691297113	1.6851788890085184	1.0423531975912044	1.7825816944649473
ENSMUSG00000057606.15	Colq	-1.6572114326933987	3.943761102575084	31.319727010607924	1.7162650717415258e-4	0.05102483300590282	18.916520433442763	27.390966254274844	28.973749204474828	8.5303902404878	6.453876596202837	12.081821153898051	4.769610479784588
ENSMUSG00000037447.17	Arid5a	-1.155845335395204	4.487151937675273	30.47270912900303	1.920983447876675e-4	0.056218781216765816	40.39051915392441	28.05406227160366	29.387069449902427	17.836270502838126	15.991272010591473	12.697757134292853	11.996293024912752
ENSMUSG00000113450.2	Zfp935	1.4329354925840734	2.0295810854852054	30.236280315952634	1.9832133160532369e-4	0.057147054476426346	1.9842503951163737	1.8872732800897007	2.190597300766285	6.39779268036585	5.916053546519267	4.5958300075612195	4.962322014321339
ENSMUSG00000021180.10	Rps6ka5	1.1460882678700688	4.940743233832359	30.04182787689112	2.0361930194203284e-4	0.05778468977839811	20.50392074953586	20.249932221503006	13.515572025482552	46.19012442718678	37.39662938799755	33.45006170451774	43.07102796896386
ENSMUSG00000134727.1	Gm73619	-3.019386038577568	-0.3987492305463128	29.775481561817042	2.1115114389145184e-4	0.058475289603052046	1.896061488666757	0.7651107892255543	1.3639568099110833	0.0969362527328159	0.2868389598312372	0.0947593815992004	0.1445336509025633
ENSMUSG00000111399.3	Gm47328	-3.960516992750334	-1.1521575281652023	29.535109508006226	2.1823369576357753e-4	0.058475289603052046	0.4850389854728913	0.9181329470706652	0.9506365644834822	0.0969362527328159	0	0.0473796907996002	0.04817788363418776
ENSMUSG00000078486.4	Perm1	-1.4518585315241326	8.461940802999617	29.39681329066508	2.2243627495315585e-4	0.058475289603052046	523.5775375913738	451.0583139414384	684.3756623790217	234.97347662434575	150.08848573169487	265.5631669317591	158.02345832013586
ENSMUSG00000039824.5	Myl6b	-1.8831075691879764	5.4118157465366945	29.088621113858785	2.3215209998348455e-4	0.058475289603052046	29.54328366062156	80.3366328686832	108.53789644928801	24.42793568866961	17.56888628966328	19.09401539223888	17.87399482828366
ENSMUSG00000026342.11	Slc35f5	-0.9320587815398084	5.032844764512402	29.085467961348318	2.3225407590613111e-4	0.058475289603052046	50.22358222305666	36.47028095308475	47.82115239597343	25.30036196326495	24.560585935549685	22.410593748210896	21.728225519018682
ENSMUSG00000038204.14	Asb10	-1.127615068649374	5.759953552128126	28.91226049803547	2.3793830499496406e-4	0.058475289603052046	65.74482975818918	70.13515567900915	99.27952295170975	34.945519110180136	28.899025202997148	44.86856718722139	34.83260986751775
ENSMUSG00000010914.11	Pdhx	-1.0580856299982004	5.678431685659565	28.795616343029412	2.4185935270490896e-4	0.058475289603052046	69.00781929682499	62.739084716495455	86.3839312943686	39.25918235679044	26.819442744220677	40.27273717966017	33.387273358492116
ENSMUSG00000142112.1	Gm58850	3.0504148737267247	-0.45946749609753185	28.781106491569115	2.4235245037740886e-4	0.058475289603052046	0.1763778128992332	0.05100738594837029	0.12399607362828029	1.3086394118930147	0.8963717494726162	0.710695361994003	1.204447090854694
ENSMUSG00000091780.4	Sco2	-1.1978441252452896	3.0008055590559195	28.554454085362963	2.502119472006582e-4	0.058475289603052046	10.318102054605143	13.720986820111607	11.035650552916946	5.525366405770507	5.665069456666934	5.401284751154423	3.7578749234666455
ENSMUSG00000110949.2	Nudt8	-1.1441422981079012	3.5796629428726554	28.50474567070671	2.519758686921988e-4	0.058475289603052046	16.09447542705503	15.200201012614345	20.500684173209006	7.609495839526049	6.489731466181741	10.186633521914043	6.985793126957225
ENSMUSG00000006576.17	Slc4a3	-0.9994219250734558	4.689513147754737	28.473643521814587	2.530870440433843e-4	0.058475289603052046	34.5259568750249	29.176224762467804	44.26659828529606	19.241846167463958	19.146500568735082	17.767384049850076	15.850523715647775
ENSMUSG00000038695.14	Josd2	-1.1667097304487613	4.416511054967051	28.46160791796953	2.535185952171258e-4	0.058475289603052046	26.059821855861706	26.115781605565587	41.20802846913182	14.249629151723939	15.525158700865713	14.829843220274864	10.840023817692247
ENSMUSG00000031448.13	Adprhl1	-1.2873144973448392	7.378666688106618	28.383454340846864	2.5634222527650574e-4	0.058475289603052046	184.7557590119468	226.16674929507386	342.0225030913398	101.88000162218951	90.46183695677642	126.59853381653174	92.40518081037213
ENSMUSG00000031145.16	Prickle3	-1.0626973195057081	4.681116310892975	28.31333861018189	2.589072560639899e-4	0.058475289603052046	44.314925490932346	32.13465314747328	32.776295462408754	15.60673668998336	15.668578180781331	16.29861363506247	22.16182647172637
ENSMUSG00000109372.2	Gm19410	-2.2078501012024376	1.6345510462821784	28.254294709450956	2.6109089325460614e-4	0.058475289603052046	6.349601264372396	2.499361911470144	7.481096442239577	1.2117031591601988	0.7529522695569977	1.7056688687856072	1.0599134399521308
ENSMUSG00000111436.2	Gm47356	1.3847781337405742	2.402125454907835	28.25196068977545	2.611776609517948e-4	0.058475289603052046	2.1165337547907983	3.57051701638592	2.438589448022846	7.173282702228377	6.669005816076265	7.628130218735632	6.793081592420474
ENSMUSG00000068264.12	Ap5s1	-1.0741719590535936	3.840686025388259	28.249283931743214	2.612772121420781e-4	0.058475289603052046	18.211009181845828	18.515681099258416	24.303230431142936	8.772730872319839	11.903816832996343	8.101927126731635	9.828288261374304
ENSMUSG00000049641.16	Vgll2	-1.9857200814215574	6.446131131060514	28.22321684385026	2.622490297200412e-4	0.058475289603052046	125.22824715845557	144.24888746199116	186.6554228351046	23.991722551371936	26.74773300426287	74.48087393697152	28.376773460536594
ENSMUSG00000024132.7	Eci1	-1.0278172553913754	6.596384444314082	27.96294927211029	2.721911544952384e-4	0.059978121455244886	108.91329946527651	141.49448862077918	158.75630626874153	67.12835501747502	66.97689712059389	77.37103507574713	56.07905655019456
ENSMUSG00000047205.13	Dusp18	-1.7241395607846839	6.030743421158267	27.770085791956205	2.7984768573568536e-4	0.05999606925523148	115.74793971512179	99.77044691501229	110.06718135737013	36.20569039570674	20.544840497912364	55.14996009073463	19.56022075548023
ENSMUSG00000059901.13	Adamts14	-1.642961124963067	1.8132314654086237	27.733156656481352	2.813427440527558e-4	0.05999606925523148	4.762200948279297	6.069878927856064	5.993143558700214	2.37493819195399	2.0078727188186605	1.0423531975912044	1.7344038108307593
ENSMUSG00000067653.13	Ankrd23	-1.3011211634127047	10.15563856152318	27.47812534438397	2.919303141738188e-4	0.05999606925523148	1448.9878274204257	1715.9394706891248	2015.8041689749525	759.7378807934447	704.0103720357928	758.1698121752024	581.2661660464754
ENSMUSG00000026179.15	Pnkd	-0.8742834469784909	4.799171256898793	27.476891395059656	2.919826790732398e-4	0.05999606925523148	31.439345149288318	38.459569005071195	42.5719852790429	21.035166843021052	20.688259977827983	20.610165497826088	19.463864988211856
ENSMUSG00000037523.14	Mavs	-1.1686738680705515	6.561684607912572	27.44271583465901	2.9343742021097953e-4	0.05999606925523148	116.14478979414507	172.30294973359483	126.2693349781321	69.84257009399386	60.52302052439105	71.7328518705947	43.84187410711086
ENSMUSG00000023047.12	Amhr2	-1.479943286496422	2.515506497283684	27.358267742422537	2.970691356837297e-4	0.05999606925523148	7.937001580465495	8.56924083932621	10.167678037518984	2.035661307389134	4.08745517759513	3.9325143363668165	2.649783599880327
ENSMUSG00000045246.13	Kcng4	-1.62731240344828	2.9114493133044514	27.274707780179615	3.007152681500551e-4	0.05999606925523148	15.212586362558865	7.14103403277184	13.970224295452912	3.5381732247477804	4.08745517759513	2.7006423755772113	5.347745083394842
ENSMUSG00000025610.8	Map3k7cl	-1.7100515256319357	2.502639232326194	27.27264531362985	3.0080593306736926e-4	0.05999606925523148	5.820467825674696	11.119610136744722	10.828990430203145	1.6963844228242784	2.5815506384811346	3.269198665172414	3.7578749234666455
ENSMUSG00000037887.12	Dusp8	-1.5296770961702821	5.386020907216692	27.265927516350395	3.011014687662445e-4	0.05999606925523148	44.623586663506	55.343013753981765	99.81683927076563	16.52763109094511	20.8316794577436	31.36535530933533	23.558985097117816
ENSMUSG00000067722.5	Uqcc4	-1.0786909080734193	4.199981722306526	27.09722152966066	3.08637566008827e-4	0.06043842266685597	22.13541551885377	21.525116870212262	34.801564665004	13.474139129861411	12.334075272743199	12.508238371094453	11.225446886765749
ENSMUSG00000020843.16	Timm22	-0.8595634522546398	3.8997931270127877	27.072179991186083	3.0977515088191e-4	0.06043842266685597	21.29762090758241	19.025754958742116	19.550047608725524	11.923159086136357	11.18671943341825	10.470911666711645	10.406422864984556
ENSMUSG00000005373.14	Mlxipl	-0.8852141016513998	6.691184878274221	26.808071678294382	3.2208114281397657e-4	0.062191544380471975	142.02823383710754	147.76839709242873	129.94788516243773	78.22755595538244	72.85709579713425	85.61510127487756	66.29276788064236
ENSMUSG00000038178.17	Slc43a2	-1.1644076123424234	6.173725045490299	26.56757961000456	3.337942701903163e-4	0.0627151472163658	79.59048807077899	116.398854734181	120.48285154214568	44.97842126802658	45.069571563483144	62.209534019875065	35.98887907473826
ENSMUSG00000018554.14	Ybx2	-1.6238230326698528	1.4513460044474156	26.52370030224446	3.359855637743082e-4	0.0627151472163658	5.159051027302572	3.723539174231031	4.05053840519049	1.9871931810227261	1.3983399291772813	1.0423531975912044	1.1562692072205063
ENSMUSG00000018143.11	Mafk	-1.034450870331602	5.083761153293063	26.500587681990936	3.371466497479663e-4	0.0627151472163658	49.34169315856049	36.47028095308475	57.57551018806481	22.5376787603797	23.162246006372403	19.662571681834084	27.99135039146309
ENSMUSG00000028974.14	Dffa	-1.267115042370683	6.220196578750154	26.41281056316773	3.4159982081067013e-4	0.0627151472163658	89.51174004636086	95.02676002181384	150.86188958107434	57.77400662875828	43.456102414432436	51.596483280764616	33.00185028941862
ENSMUSG00000044749.14	Abca6	1.2474659147587492	4.074772902865193	26.39343295749465	3.425922830951288e-4	0.0627151472163658	10.229913148155527	10.507521505364279	7.439764417696817	23.700913793173488	29.902961562406478	17.672624668250876	17.82581694464947
ENSMUSG00000001506.11	Col1a1	-4.46679197639534	10.017926086525177	26.348958769037296	3.448830839981675e-4	0.0627151472163658	153.4486972223329	4990.868685504239	1700.275493615522	74.78631898336747	141.9135753765046	49.464397194782606	146.4607662479308
ENSMUSG00000033161.11	Atp1a1	-1.1403013213205284	7.175286499454237	26.1134640984558	3.57320427294358e-4	0.06362019208524448	171.6156119509539	227.08488224214452	231.33534136582824	92.76799386530482	78.37874577388557	128.01992454051975	81.95058006175339
ENSMUSG00000104125.2	Gm37488	1.6945147522475332	2.9941906586018328	26.022311187118675	3.622769513527252e-4	0.06362019208524448	4.365350869256022	3.8255539461277714	2.190597300766285	16.673035470044336	8.999572364705067	11.181607028705647	7.949350799640981
ENSMUSG00000042745.10	Id1	-1.4267964736595198	3.522687122555454	26.004617889120127	3.632484724376253e-4	0.06362019208524448	15.962192067380606	19.48482143227745	17.938098651557883	6.688601438564297	6.63315094609736	3.6008565007696154	9.539220959569176
ENSMUSG00000114053.4	Gm35330	1.8430299078142225	0.753473334678791	26.001010928403716	3.634469061997416e-4	0.06362019208524448	0.7937001580465495	0.4590664735353326	0.6613123926841615	2.8111513292516612	2.151292198734279	2.3689845399800102	1.9271153453675105
ENSMUSG00000016327.10	Atp1b4	-1.2280616088449174	2.7142607220471193	25.77730356056129	3.760092783360271e-4	0.0642861220049733	10.14172424170591	9.283344242603393	9.465033620292061	3.3443007192821486	4.446003877384176	5.401284751154423	3.2279182034905802
ENSMUSG00000046997.6	Spsb4	-1.900561033609433	2.308513262915143	25.70261333996165	3.8031781294680744e-4	0.0642861220049733	4.100784149907172	7.702115278203913	13.267579878225991	2.5688106974196216	1.5776142790718046	2.3689845399800102	2.457072065343576
ENSMUSG00000023904.11	Hcfc1r1	-1.0138248141622224	5.173683279941838	25.681037912861644	3.8157328899718476e-4	0.0642861220049733	48.59208745373875	43.86635191559845	59.311455218860736	31.649686517264392	19.720178488397558	25.86931117658171	23.02902837714175
ENSMUSG00000021612.16	Slc6a18	-3.362881969720533	-0.35679707548295514	25.59423216273042	3.8667448406833743e-4	0.0642861220049733	1.322833596744249	0.9691403330190355	1.9839371780524846	0.1938725054656318	0.10756460993671395	0	0.2408894181709388
