Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Control_1	CPM_Control_2	CPM_Control_3	CPM_Control_4	CPM_Cachexia_1	CPM_Cachexia_2	CPM_Cachexia_3	CPM_Cachexia_4
ENSMUSG00000014599.11	Csf1	-0.8416672885558498	2.8608282212698755	56.21469835572186	3.5010988533787994e-5	0.03154272832218474	9.183205484667555	9.623470870801713	8.594373519872677	9.631849857859944	5.4784866549729685	5.507658091375166	4.564066789375776	5.102335387819451
ENSMUSG00000140202.1	Gm59303	-3.141078690420476	-1.3330253531286116	56.110339881770855	3.5270129950847005e-5	0.03154272832218474	0.6641941073816157	0.8592384706072957	0.4692330370045427	0.49819913057896265	0.02929672008006935	0.07091405267865021	0.11554599466774115	0.05370879355599423
ENSMUSG00000070803.7	Cited4	-2.202907202570208	2.2669131244534926	55.8780969925017	3.585528339172005e-5	0.03154272832218474	6.786331097159986	6.472929811908295	5.4826175902636045	12.565689182380503	1.4062425638433287	2.1510595979190565	1.8776224133507937	1.3427198388998556
ENSMUSG00000043391.11	2510009E07Rik	-0.7934608743803606	4.986122406019988	55.10923933496801	3.787890799595989e-5	0.03154272832218474	39.64950041021558	42.33181531858611	39.51436101090886	39.025598562018736	22.324100701012842	27.37282433395898	22.647014954877267	20.248215170609825
ENSMUSG00000089739.3	Gm20431	7.319126459732815	-1.6169148086791123	111.8957266979337	3.799474446606798e-5	0.03154272832218474	0	0	0	0	0.3808573610409015	0.7091405267865021	0.5199569760048351	0.5370879355599423
ENSMUSG00000030269.15	Mtmr14	0.7707710976937862	4.173546450105971	53.59618245575761	4.228447015241147e-5	0.03154272832218474	13.139492124288484	12.774011929695131	13.755936926922647	13.506731984585208	22.851441662454093	19.123156205676008	23.080312434881296	25.69965771654324
ENSMUSG00000107176.2	Gm9794	0.7789762987509236	3.732315566057241	53.24288252072659	4.340174677112444e-5	0.03154272832218474	10.020667620061767	9.56618830609456	10.866449277999937	8.524740678795583	16.464756684998974	15.553815554183947	16.465304240153113	18.42211618970602
ENSMUSG00000050043.17	Tmx2	-1.0242911654331301	4.772278752261183	52.2472648642868	4.67498349726795e-5	0.03154272832218474	34.85575163520044	33.10932240073446	35.66171081234525	42.65138112345452	16.66983372555946	19.50136448662881	21.31823601619824	14.42081106978445
ENSMUSG00000020937.15	Plcd3	1.3028129346835444	2.3508052276679843	51.3389035226966	5.008329298759428e-5	0.03154272832218474	2.858922462207824	2.6349979765290406	3.2599347833999808	2.8784838655673397	6.29879481721491	6.500454828876269	6.152824216057216	9.77500042719095
ENSMUSG00000002769.10	Gnmt	2.3560037631001696	0.67024211496822	51.279506552043706	5.031120929113047e-5	0.03154272832218474	0.3465360560251908	0.8305971882537193	0.5186259882681787	0.3044550242426994	2.1093638457649933	2.316525720835907	3.2641743493636874	2.60487648746572
ENSMUSG00000022043.20	Trim35	-0.999573563470071	6.191431129730267	51.21137985972664	5.0574183611327925e-5	0.03154272832218474	97.00121768238465	121.95458026152885	88.48747218880403	82.00911243919258	48.19310453171408	42.28841341403508	51.12910264047546	53.17170562043429
ENSMUSG00000027087.12	Itgav	-0.7582135706366497	5.176139983730484	50.662776980302276	5.2754148978423575e-5	0.03154272832218474	44.38549317589319	45.74012791866171	44.55244203979974	46.83071827442249	26.86509231342359	29.736626089913987	28.62652017893287	22.074314151513626
ENSMUSG00000022357.3	Klhl38	2.745101108674175	6.142685105182164	49.977236533744694	5.5641833796151275e-5	0.03154272832218474	15.13207444643333	20.19210405927145	29.438198953127102	8.497062949318973	114.72595583355157	72.73418003073557	137.6152796492797	166.4704056268041
ENSMUSG00000020806.16	Rhbdf2	1.259307195451761	3.8094192829282814	49.7768027019296	5.652232939909069e-5	0.03154272832218474	8.143597316591984	8.678308553133688	8.643766471136313	7.4453092292078304	20.712781096609028	13.946430360134542	18.169607661502297	25.995056081101207
ENSMUSG00000020472.15	Zkscan17	0.848406387934762	4.7329367596809	49.37760007774314	5.8327230588949254e-5	0.03154272832218474	19.117239090723025	17.098845565085185	19.683091078558977	19.900287493681898	36.0349656984853	28.956571510448835	31.31296455495785	40.20103197666168
ENSMUSG00000054752.18	Fsd1l	-2.035093603097979	3.8184523780515245	48.89173247757383	6.06198616620354e-5	0.03154272832218474	24.95059603381374	20.421234318100062	18.3494813944408	26.709008944927717	4.7753653730513035	8.769704514593077	5.430661749383834	3.034546835913674
ENSMUSG00000020385.17	Clk4	0.6808193177527999	5.373040322724746	48.767759274135294	6.122236368296386e-5	0.03154272832218474	30.26414889286666	28.498075941808644	35.7358002392407	32.68739851187527	50.62473229835984	49.3798186819001	48.962615240455314	54.9440958077821
ENSMUSG00000032011.6	Thy1	-2.1005577228881793	1.8003946248140397	48.5592170970401	6.225244286155548e-5	0.03154272832218474	7.0751111438476455	5.585050058947423	4.173704381777249	5.45251270689198	1.3769458437632593	1.9383174398831058	0.6932759680064469	1.154739061453876
ENSMUSG00000030739.20	Myh14	0.7803235524397379	5.670588598427246	48.21884259302528	6.397953747307926e-5	0.03154272832218474	35.28892170523193	40.21236042442144	34.426887030754344	39.85593044631701	71.74766747608983	55.92754954589547	59.47730075521976	70.11682998735047
ENSMUSG00000045664.6	Cdc42ep2	-1.143177622559484	3.151483287860935	47.82111168692749	6.607237815235855e-5	0.03154272832218474	13.948076255013929	13.547326553241698	12.3235413402772	8.829195703038282	5.361299774652691	6.382264741078519	5.430661749383834	4.83379142003948
ENSMUSG00000025402.13	Nab2	-1.3318145576523237	1.5245440137624608	47.126374093806646	6.993234005132746e-5	0.03154272832218474	3.638628588264503	4.7544528706937035	3.111755929609073	4.677536281546927	1.757803204804161	1.7964893345258053	1.3287789386790232	1.5307006163458354
ENSMUSG00000132276.1	Gm62640	7.307357160379278	-1.639612177780465	90.42082051225051	7.038651156210644e-5	0.03154272832218474	0	0	0	0	0.5566376815213177	0.3072942282741509	0.6932759680064469	0.5907967291159365
ENSMUSG00000098234.10	Snhg6	0.9961680735462946	2.5438149295961554	46.25456262451271	7.51734099306802e-5	0.03154272832218474	3.638628588264503	3.694725423611372	4.544151516254519	3.5427493730059565	7.763630821218378	6.642282934233569	7.308284162734628	9.076786110963024
ENSMUSG00000025757.14	Hspa4l	-0.9104843777671616	3.065564495211285	45.9965573938198	7.68156052464671e-5	0.03154272832218474	9.847399592049172	12.430316541452212	9.903286728359033	11.264835896979877	6.591762018015603	5.885866372327968	4.8529317760451285	5.77369530726938
ENSMUSG00000063785.13	Utp14a	0.9466712310032374	4.0075281819143225	45.89378691837956	7.748191209804078e-5	0.03154272832218474	11.291299825487467	11.742925764966376	10.94053870489539	9.825593964196207	20.390517175728267	18.248549555972655	18.805110632174873	26.988668761887098
ENSMUSG00000035954.11	Dock4	-1.0729907539769308	3.910954425999769	45.57534402786937	7.95917937245879e-5	0.03154272832218474	17.933240899303623	22.16835254166823	24.153153167918042	17.021803628114558	9.87299466698337	11.866284814894135	8.5504036054128445	8.324863001179105
ENSMUSG00000026170.7	Cyp27a1	0.7576326072309181	6.000027564343793	44.89608431565425	8.433158369339352e-5	0.03154272832218474	46.52246552138186	44.73768303628653	52.38122481508606	46.47090779122657	92.05029449157789	67.20288392180085	83.07757016610589	79.1399073047575
ENSMUSG00000121606.1	Akap17a	0.8089650294889208	4.219926723496527	44.806523828087826	8.498193841910672e-5	0.03154272832218474	12.504176021575635	12.258468847330754	15.287118416095366	13.949575656210953	20.80067125684924	22.077908400619766	24.1491128855579	27.606319887781034
ENSMUSG00000132960.1	Gm62929	-2.825011322473546	-1.1658958883495065	44.62991032599744	8.628247366092323e-5	0.03154272832218474	0.6641941073816157	0.6873907764858367	0.37044713447727057	1.0517537201111433	0.1171868803202774	0.09455207023820028	0.11554599466774115	0.05370879355599423
ENSMUSG00000072596.5	Ear2	4.431013899859216	0.22960926490062755	44.24932962036565	8.916853276063747e-5	0.03154272832218474	0.0866340140062977	0.1145651294143061	0.049392951263636076	0.13838864738304518	2.3144408863254786	0.4018462985123512	2.888649866693529	3.0076924391356767
ENSMUSG00000035941.16	Ibtk	-0.9291417865433662	6.42230144624175	43.70962166938632	9.346620196007821e-5	0.03154272832218474	118.19767310925883	105.02758239056512	107.65193727909482	118.70978172517616	56.132515673412875	67.7465583256705	67.44997438729389	44.76627942892119
ENSMUSG00000020034.8	Tcp11l2	0.9015523308921579	5.489709749427418	43.26055243731823	9.72361271701477e-5	0.03154272832218474	33.72950945311857	33.71078933015957	30.919987491036185	26.819719862834155	58.183286079017726	55.974825581014564	48.038247283113385	71.6475306036963
ENSMUSG00000023034.8	Nr4a1	-0.8138960602908482	6.744669674500356	42.71089879349193	1.0210644235428767e-4	0.03154272832218474	126.39902643518835	112.67480477897006	151.26591324488547	156.2131051659814	84.08158662979903	73.58514866287936	80.3911257900809	72.85597845870618
ENSMUSG00000042292.19	Mrtfa	-1.8129325996133967	3.788161057768527	42.60810493006429	1.0305004138863614e-4	0.03154272832218474	21.571869487568126	19.647919694553497	16.151495063208998	28.341994984047652	8.466752103140042	6.216798618161668	6.412802704059634	3.303090803693645
ENSMUSG00000059890.17	Ube4a	1.347987030082196	6.594711182179982	42.418326311429176	1.048202468920241e-4	0.03154272832218474	49.756802044283646	48.40376717754433	71.27402867342686	48.49138204301903	148.710151126432	98.07413485457324	126.60952365717736	181.4551590289265
ENSMUSG00000117442.3	1810073O08Rik	2.3184394023789716	-1.0854285704550162	42.23378136575857	1.0657735705500754e-4	0.03154272832218474	0.1443900233438295	0.17184769412145917	0.12348237815909019	0.11071091790643614	0.8496048823220111	0.4018462985123512	0.6355029706725763	0.9130494904519019
ENSMUSG00000040128.10	Pnrc1	1.787339351541313	6.928078938597838	42.19114223011572	1.0698843801153534e-4	0.03154272832218474	54.14625875393606	57.33984727186021	72.21249474743594	35.01232778791043	200.21378502719392	125.82516746948502	160.2911811028239	268.7319485574171
ENSMUSG00000059895.14	Ptp4a3	1.252153501689276	8.877559297051445	41.84828341611509	1.1036525446128148e-4	0.03154272832218474	284.91039406204436	295.7498815830312	301.8650216477119	229.91889876219125	642.6528516764013	491.43438506304597	607.1364289816458	908.61851498353235
ENSMUSG00000049588.14	Ccdc69	-1.5709155201482385	1.305210306252432	41.83345769829466	1.105141854807157e-4	0.03154272832218474	3.147702508895483	3.694725423611372	3.4575065884545255	4.179337150967965	0.8203081622419418	1.5364711413707546	1.5598709280145056	0.939903887229899
ENSMUSG00000057113.14	Npm1	0.9527113406913276	6.951327907822598	41.668182936633016	1.1219117026942162e-4	0.03154272832218474	83.1686534460458	79.88053648412493	97.82273997763124	76.22446697858128	165.99521597367294	138.94426721503532	142.06380044398776	205.48984414523392
ENSMUSG00000038594.10	Cep85l	1.9038101142466652	6.969000617683542	41.29776430947769	1.160639102125131e-4	0.03154272832218474	60.152883725039366	52.986372354116575	56.92537633134058	41.184461461194246	266.5415592884709	92.51920072807897	234.99166665551857	196.54733001816086
ENSMUSG00000047821.17	Trim16	-0.6997982009223717	5.2585314329251105	41.14790755070643	1.1767692680550848e-4	0.03154272832218474	51.34509230106577	47.143550753986965	40.62570241434067	50.17972354109218	31.43538064591441	31.391287319082494	27.326627738920784	26.371017635993166
ENSMUSG00000021751.14	Acox2	3.8436425471639835	-0.8536746682442107	40.776520936524335	1.2179390824321663e-4	0.03154272832218474	0.0577560093375318	0.05728256470715305	0	0.13838864738304518	1.4648360040034674	0.7564165619056022	0.8377084613411233	0.698214316227925
ENSMUSG00000038463.9	Olfml2b	-1.3089188360772994	1.8307140757516742	40.71345802102044	1.2251034249198198e-4	0.03154272832218474	5.977746966434541	5.384561082472387	3.976132576722704	4.6498585520703175	2.5488146469660333	2.2219736505977066	1.6465304240153114	1.6381182034578239
ENSMUSG00000027075.17	Slc43a1	2.4231496918582707	4.628460813685865	40.539978109320636	1.2450788972292738e-4	0.03154272832218474	8.576767386623471	9.136569070790912	9.532839593881762	3.7641712088188286	38.84745082617196	19.855934750022058	47.95158778711258	59.80474162459957
ENSMUSG00000097967.3	Gm27002	-3.2579369908494313	-1.500873761066321	40.51168049095163	1.24837485134079e-4	0.03154272832218474	0.4042920653627226	0.9165210353144488	0.29635770758181645	0.5812323190087897	0.08789016024020804	0.04727603511910014	0.05777299733387058	0.026854396777997114
ENSMUSG00000075033.5	Nxpe3	2.102431212132414	1.8951978854975489	40.25864775989078	1.278325242470473e-4	0.03154272832218474	1.0684861727443382	1.5466292470931324	2.1485933799681693	0.747298695868444	5.009739133691859	7.2805094083414215	4.275201802706422	7.196978336503227
ENSMUSG00000036452.19	Arhgap26	2.132750980070695	4.131852826364311	40.23412143637544	1.2812747110919475e-4	0.03154272832218474	3.956286639620928	5.756897753068881	10.496002143522666	5.701612272181461	36.76738370048703	20.825093469963612	19.411727104180514	36.89794117296803
ENSMUSG00000058655.10	Eif4b	0.876409606798349	8.847947936230167	39.78010916163406	1.337403546045877e-4	0.03154272832218474	308.9368939464576	296.3799897948099	362.8159235070388	331.60687685925285	692.0471217313982	545.1872369934629	496.3278200952821	652.5349873085519
ENSMUSG00000058914.13	C1qtnf3	-4.2516492478941705	-1.2411770747586526	39.70090583739309	1.3475004811697102e-4	0.03154272832218474	1.2128761960881678	0.7733146235465662	0.4692330370045427	0.3874882126725265	0.08789016024020804	0.02363801755955007	0.02888649866693529	0
ENSMUSG00000039382.13	Wdr45	0.6485015985264032	4.288552209769763	39.65055839466863	1.353967225847188e-4	0.03154272832218474	15.0743184370958	14.062869635606074	16.793603429636267	14.779907540509225	24.7557284676586	21.486957961631013	22.44480946420872	26.50528961988315
ENSMUSG00000039529.10	Atp8b1	0.8283216638161887	2.4020180986916695	39.63912117183349	1.3554415263966903e-4	0.03154272832218474	3.754140606939567	3.8952144000864077	4.099614954881794	3.3213275371930844	6.621058738095673	5.838590337208867	6.961646178731405	7.3581047171712095
ENSMUSG00000048897.16	Zfp710	-0.8878228746399964	3.7720308553676647	39.626824754232445	1.3570287669237974e-4	0.03154272832218474	18.539678997347707	18.015366600399634	17.732069503645352	16.385215850152548	10.37103890834455	9.95160539257058	10.861323498767668	7.008997559057247
ENSMUSG00000020473.14	Aebp1	1.5098940978341635	6.554046699226443	39.49544209872791	1.3741302854314443e-4	0.03154272832218474	54.92596487999274	47.57316998929061	57.93793183224512	34.79090595209756	150.2628772906757	82.40212921259155	163.49758245485373	159.91793281297282
ENSMUSG00000057137.10	Tmem140	1.8725943201782733	5.1151238619975175	39.27253957455773	1.4037505865257895e-4	0.03154272832218474	14.64114836706431	15.065314517981253	16.8429963808999	12.814788747669983	42.15798019521979	27.82194666759043	67.88327186729792	79.62328644676144
ENSMUSG00000027706.9	Sec62	0.6524261175600178	6.472019930179833	39.19709665596351	1.413951957524439e-4	0.03154272832218474	68.98955315368173	65.98951454264032	71.84204761295867	69.13896823256937	98.93502371039419	101.2179911899934	105.49349313164767	128.12232702782424
ENSMUSG00000048120.17	Entpd1	0.9428711387111417	4.350691317067298	39.04383202100372	1.4349564900687463e-4	0.03154272832218474	10.56934970876832	13.318196294413085	16.324370392631725	15.47185077742445	26.191267751581996	22.810686944965816	28.424314688264325	29.674108439686812
ENSMUSG00000040265.17	Dnm3	1.6257814497577026	3.2181161601485755	38.92888352937558	1.4509602292929152e-4	0.03154272832218474	4.7071147610088415	6.01466929425107	4.865205699468153	2.5186733823714222	11.806578192267947	12.362683183644688	13.143356893455556	18.583242570374004
ENSMUSG00000002996.18	Hbp1	0.6583405924429818	6.439944004340721	38.535829271999006	1.5073553172584325e-4	0.03154272832218474	68.23872503229381	67.19244840149054	74.18821279798138	59.59015156313925	101.80610227824099	95.59214301082048	108.7865539796783	118.72328815552524
ENSMUSG00000050592.9	Fam78a	-1.449945850142055	3.7019332669195903	38.46085725270856	1.5184141502488677e-4	0.03154272832218474	23.333427772362846	22.34020023578969	15.311814891727183	14.945973917368878	8.027301301939001	9.006084690188576	5.921732226721734	4.806937023261483
ENSMUSG00000001909.17	Trmt1	1.0999088295808763	5.036676421387075	38.42675646545917	1.5234769859738976e-4	0.03154272832218474	20.12796925412983	17.90080147098533	23.239383569540774	22.11450585181062	45.732180044988255	34.7951618476577	37.95685924835297	60.28812076660352
ENSMUSG00000021339.5	Mrs2	-0.5211695254592763	6.013909193039795	38.389651664835775	1.5290092488660356e-4	0.03154272832218474	73.09022981664648	75.67026797814918	72.0149229423814	83.6420984783125	52.529019103564345	55.171132983989864	52.68897356848996	51.72156819442244
ENSMUSG00000028756.13	Pink1	0.6542922316189365	8.808604669745547	38.08100389878555	1.5759916128024303e-4	0.03154272832218474	371.6599200870171	356.7558129961492	353.3818698156843	311.70658936557095	592.3210865788421	517.2471002380746	539.3975896076827	544.2043507061115
ENSMUSG00000118221.3	Gm50194	-2.849175287491773	1.5023092786192471	37.85032367412136	1.612260077005307e-4	0.03154272832218474	7.219501167191475	7.618581106051356	2.074503953072715	2.684739759231076	0.4980442413611789	0.7327785443460522	0.6066164720056411	0.8593406968959076
ENSMUSG00000091697.3	Eif3s6-ps2	0.9571881610630836	1.7780984460836076	37.7374678600125	1.6303746894802122e-4	0.03154272832218474	2.7145324388639946	2.291302588286122	1.8769321480181709	2.29725154655855	4.628881772650957	4.8930696348268645	4.1885423067056164	4.108722707033558
ENSMUSG00000055538.8	Zcchc24	1.30790524215848	7.490598365134144	37.700663208321636	1.6363359096993217e-4	0.03154272832218474	106.90637328377136	89.44672479021949	105.65152275291757	111.7903493560239	284.2367782168328	170.07553634096274	216.70651299934852	353.51127918555403
ENSMUSG00000020435.18	Osbp2	1.9441055525796902	0.6174168392191115	37.67821543462915	1.6399848229252105e-4	0.03154272832218474	0.4620480747002544	0.7446733411929897	0.9137695983772673	0.3044550242426994	2.4023310465656866	2.1037835627999564	2.484238885356435	2.41689571001974
ENSMUSG00000013584.6	Aldh1a2	-1.774863514785006	1.48904849737448	37.561953145917464	1.6590431439662527e-4	0.03154272832218474	6.035502975772073	3.1791823412469946	3.4575065884545255	4.400758986780836	0.9960884827223578	1.7019372642876052	0.8377084613411233	1.423283029233847
ENSMUSG00000026028.13	Trak2	-0.7684336259487067	7.114601784878462	37.456407181189576	1.6765794111486286e-4	0.03154272832218474	164.1137005325966	176.0866039097885	147.78371018079915	210.32306629275206	97.08933034534982	112.37513547810103	105.26240114231219	95.19883657799977
ENSMUSG00000005674.10	Tomm40l	-0.8736134951997134	4.294828572858645	37.40062358150115	1.685939151112229e-4	0.03154272832218474	25.499278122520288	27.63883747120135	23.436955374595318	24.74389015208848	11.484314271387184	16.64116436192325	15.598709280145055	11.54739061453876
ENSMUSG00000078919.11	Dpm1	0.7674679173867577	5.14697254546442	37.38368405066974	1.688793995424165e-4	0.03154272832218474	26.885422346621052	24.57422025936866	25.536155803299852	27.733084935562253	44.56031124178548	38.10448430599471	40.4410981337094	55.18578537878407
ENSMUSG00000034457.11	Eda2r	2.302472907224079	5.373294088809227	37.28274979445262	1.7059274817285547e-4	0.03154272832218474	12.67744404958823	11.170100117894846	20.27580649372261	11.652324109652405	80.97613430131167	37.48989584944641	42.63647203239648	114.29231268715571
ENSMUSG00000062867.14	Impdh2	0.8737328217149356	5.570724776835373	37.220273103984994	1.7166392044727126e-4	0.03154272832218474	33.26746137841832	31.59133443599491	37.41516058220433	31.801711168623783	69.16955610904374	51.980000613450606	50.63803216313756	73.93015432982605
ENSMUSG00000029381.17	Shroom3	1.8876321045092999	1.1494987921675008	36.92699191674048	1.768034020890401e-4	0.03189369350865198	0.7219501167191474	0.9165210353144488	1.0866449277999937	0.9410428022047072	1.6992097646440223	3.4984265988134102	3.581925834699976	4.83379142003948
ENSMUSG00000004473.11	Clec11a	-1.9237856198741554	-1.000842730904089	36.351198742907705	1.8745142258871705e-4	0.03189369350865198	0.7797061260566793	0.8878797529608723	0.6174118907954509	0.5535545895321807	0.2343737606405548	0.11819008779775035	0.2310919893354823	0.16112638066798268
ENSMUSG00000025959.14	Klf7	-0.7024386842200011	4.2695985304486905	36.08109693938564	1.927155891869547e-4	0.03189369350865198	23.420061786369143	27.95389157709069	22.325613971163506	21.616306721231656	14.384689559314051	16.78299246728055	14.03883835213055	13.346635198664565
ENSMUSG00000037458.16	Azin1	-1.0527045464861031	5.4656928006196885	35.97605730430789	1.948114084173116e-4	0.03189369350865198	49.583534016271045	49.921755142283885	57.04885870949967	81.70465741494988	27.070169353984078	33.82600312771615	25.73787031223934	28.19711661689697
ENSMUSG00000022797.17	Tfrc	-2.13264757868619	7.376886216159441	35.95806314765882	1.9517322590685934e-4	0.03189369350865198	345.5830818711215	319.9231238894498	177.61705274403533	239.38468224319155	67.03089554319867	99.87062418909905	48.44265826445048	31.44649862703462
ENSMUSG00000062646.13	Ganc	-0.792353706170353	5.1366185815595635	35.913021875501414	1.960824964613673e-4	0.03189369350865198	45.598369371981356	35.54383140078847	45.293336308754284	51.70199866230568	25.283069429099847	26.120009403302827	29.030931160269965	22.42342130962759
ENSMUSG00000061315.15	Naca	0.9990006262588563	9.717537143474193	35.86530860316734	1.9705135550988342e-4	0.03189369350865198	536.5822047503392	556.7578876711741	669.1510072441098	483.5022562268832	1289.4072441640121	904.9342262322554	999.906151355965	1294.6773230640188
ENSMUSG00000045896.15	Paip2b	0.7470364218226876	6.708399436879299	35.83408239474737	1.9768859550004392e-4	0.03189369350865198	78.72144072705584	84.34857653128287	84.68421494150405	64.43375422154584	125.0091045816559	115.73173397155715	132.15573140122893	151.08283627301176
ENSMUSG00000027848.14	Olfml3	-1.3645356989947481	2.2796985669022836	35.729196981314765	1.9984751334554534e-4	0.03189369350865198	7.594915227885432	6.6447775060297545	5.28504578520906	8.164930195599664	1.9628802453646463	2.742010036907808	3.7552448267015874	2.2826237261297546
ENSMUSG00000025034.10	Trim8	-0.5208893904539746	4.390317415681957	35.66690218313859	2.011433923568395e-4	0.03189369350865198	24.055377889081996	24.259166153479317	23.53574127712259	26.764364403880936	16.904207486200015	17.988531362817604	17.822969677499074	16.00522047968628
ENSMUSG00000026676.8	Ccdc3	-1.3231164475468284	2.433553014608174	35.61333800810729	2.022658648430937e-4	0.03189369350865198	7.479403209210368	7.819070082526392	8.520284092977223	6.753365992292604	4.130837531289778	3.5929786690516106	2.310919893354823	2.1752061390177664
ENSMUSG00000027810.15	Eif2a	0.7044090285073744	6.015768735444121	35.569088234569286	2.031989206242569e-4	0.03189369350865198	51.316214296397	45.11001970688303	54.99905123205877	45.253087694255775	86.132357035403885	73.96335694383217	69.64534828598099	90.76786110963025
ENSMUSG00000070436.13	Serpinh1	-1.1529968145042757	4.580665886231461	35.43416250934775	2.060766012141004e-4	0.03189369350865198	38.37886820478988	37.290949624356635	24.54829677802713	31.5526116033343	20.068253254847505	13.260927850907589	12.392307928115239	13.534615976110546
ENSMUSG00000042726.15	Trafd1	0.6441337872946838	4.827521697665429	35.43331089226476	2.0609492184643156e-4	0.03189369350865198	19.896945216779706	23.686340506407788	20.27580649372261	24.605501504705433	35.18536081616329	35.38611228664646	30.59080208828447	37.08592195041401
ENSMUSG00000022336.4	Eif3e	0.7045220387027068	7.177863390207084	35.35594410440593	2.0776762294342843e-4	0.03189369350865198	109.0722236339288	99.38524976691055	118.86413721594022	113.0081694529947	179.26663016994434	159.29660033380793	165.31743187087065	213.70728955930102
ENSMUSG00000021223.14	Papln	-2.527805524774111	0.5101447836339408	35.33900128828199	2.0813614298062838e-4	0.03189369350865198	3.407604550914376	3.3510300353684537	1.0619484521681757	1.577630580166715	0.5273409614412483	0.4491223336314513	0.2888649866693529	0.3491071581139625
ENSMUSG00000121808.3	Gm73394	0.879423649348138	4.452842887092176	35.165840710542554	2.1194866338011652e-4	0.03189369350865198	14.207978297032822	15.0080319532741	16.59603162458172	15.720950342713932	24.492057986937976	25.245402753599475	25.940075802907888	37.54244669563997
ENSMUSG00000028150.15	Rorc	1.2860672770445627	6.586245223362023	35.04123570131522	2.147449583970888e-4	0.03189369350865198	45.02080927860604	48.57561487166579	80.68338588914953	49.10029209150443	134.76491236831902	117.788241499238	115.48822167040728	176.809348386333
ENSMUSG00000021273.12	Fdft1	0.7981732625018632	6.018651220962224	35.01669694956026	2.1530093618721635e-4	0.03189369350865198	50.2188501189839	51.55430823643775	41.44068611019067	46.00038639012422	66.35707098135707	75.92531240127482	92.95675271019776	93.77555354876593
ENSMUSG00000042688.17	Mapk6	-0.7511192358156477	5.298605660103745	34.983853008362125	2.1604783874535407e-4	0.03189369350865198	44.183347143211826	46.34159484808682	45.16985393059519	61.55527035597849	26.952982473663802	28.980209528008388	32.46842450163526	28.787913346012907
ENSMUSG00000023460.15	Rab12	0.8717386879346721	8.368243195206984	34.90530541675108	2.1784695497580942e-4	0.03189369350865198	204.77393110621898	211.88820685175915	261.6591593191121	255.65918717543767	395.0662702797352	369.76950868404174	415.7922618118665	528.4676741942052
