Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_LLC_1	CPM_LLC_2	CPM_LLC_3
ENSMUSG00000028773.9	Fabp3	1.6919122302734533	7.190228334473007	83.01871971333003	9.035086308800238e-5	0.12711532894844127	63.40407197672714	60.154115328461245	83.38435700655232	247.15497222048398	229.5623023452002	191.93959900095527
ENSMUSG00000050592.9	Fam78a	-1.0038439100136387	4.8006925355749805	82.12639433656717	9.318736314871374e-5	0.12711532894844127	38.77181394338713	36.183958345865285	36.242892533674095	17.92754603211198	18.592222462153448	18.918266568197176
ENSMUSG00000034845.7	Plvap	0.9682064134787923	6.194256582414096	76.45980651118937	1.1427414795702755e-4	0.14015948085255128	47.53705900979643	49.12967289944287	51.71680835301581	90.25063771721331	101.58583773071065	98.48906615403152
ENSMUSG00000021226.8	Acot2	1.7520248827342544	3.3188190712052243	75.18473694224922	1.1987493016896072e-4	0.14015948085255128	5.246351061646443	4.299989993061108	4.009851939895857	13.892571284143758	13.995811909009957	17.777466574135033
ENSMUSG00000074064.7	Mlycd	0.9978466214358938	6.029954515546827	69.28813048559643	1.5111996423686024e-4	0.16491217963954435	44.91388347897321	43.274367376976684	42.41189551812926	77.430654657213	91.41176043892112	91.97699952126014
ENSMUSG00000031805.18	Jak3	1.1213802248056588	4.8474166680889645	63.1564341792412	1.962202648247327e-4	0.18764929823185994	16.058952639917774	19.349954968774988	18.764050744384463	36.416923991156246	37.855830735440215	43.6355997728769
ENSMUSG00000031442.22	Mcf2l	1.0281281684518095	5.0869621624550545	62.46751030816938	2.023568433194215e-4	0.18764929823185994	22.073062393512476	22.186118581219546	22.61967760966894	39.6346886635866	46.53220121777849	50.24273307182013
ENSMUSG00000071714.8	Csf2rb2	1.8152919662571838	4.635086916337427	62.0042160157218	2.0662770804868297e-4	0.18764929823185994	9.085144521387743	11.344654449778243	12.389414327114125	29.368487089642134	38.37228135938892	47.86606641752401
ENSMUSG00000010663.6	Fads1	-0.9395749236835264	4.756178022462681	60.849138549928824	2.178102917957932e-4	0.18764929823185994	32.3738248438183	35.81800175071115	37.99077671260306	18.08077292127533	18.64386752454832	18.633066569681638
ENSMUSG00000011305.12	Plin5	1.4783659133467881	3.5700128472228574	57.02187510083981	2.611489508784363e-4	0.21373735884645623	6.781868445542964	5.031903183369382	6.837311641104475	17.570016624064163	18.95373789891754	15.44833325292483
ENSMUSG00000108218.4	Or2y7	7.897812333783848	-0.2004681555564694	126.99452745987513	3.1351269650320147e-4	0.2351143184311801	0	0	0	1.838722669960203	1.49770680945125	1.2358666602339863
ENSMUSG00000019838.12	Slc16a10	-0.8223525547365016	6.172145788885737	52.97632025218181	3.2036540809155916e-4	0.2351143184311801	90.4675658679033	90.985958470197275	94.53997073677542	48.93045327282985	56.75792357196289	50.3853330710779
ENSMUSG00000023067.15	Cdkn1a	0.9727324818070602	4.501538436199078	52.39148440944401	3.3035795246607263e-4	0.2351143184311801	14.58741514701694	16.10209018678202	14.959832237303777	32.84162991067807	27.16530281970198	29.613266512529748
ENSMUSG00000022220.15	Adcy4	1.5504757198658543	4.653688857385719	50.33038711425294	3.6906198660994257e-4	0.24611689673440199	14.97129449299107	13.997839764645736	9.304912834886542	34.52712569147493	35.27357761569668	42.30466644647107
ENSMUSG00000037035.6	Inhbb	2.1384812293640816	3.5617000903476526	49.20178136382223	3.9283298488230616e-4	0.24611689673440199	4.286652696711118	4.986158608975114	3.701401790673099	12.309226762789137	20.038284209209827	24.859933203937494
ENSMUSG00000053797.11	Krt16	6.4723091214125175	0.9745669321002741	48.06507296875348	4.1887619773974715e-4	0.24611689673440199	0	0	0.10281671640758609	2.502705856334721	5.629311801040905	2.8995333182412755
ENSMUSG00000019577.7	Pdk4	3.521360859583605	9.012006998479784	47.614322144918276	4.2983859739932704e-4	0.24611689673440199	129.11142002929907	56.95199512086255	62.101296710182	503.2992552718845	1085.4759214153921	1260.0611267747208
ENSMUSG00000022146.13	Osmr	1.7668239132033023	5.05635669543771	46.98000636315264	4.459206271426974e-4	0.24611689673440199	18.36222871576255	16.147834761176288	10.692938506388954	44.79332726541939	45.44765490748621	63.55206633587845
ENSMUSG00000048572.6	Tmem252	4.442225174080788	3.6261016734992606	46.87196359718331	4.4873919320489677e-4	0.24611689673440199	1.7914369478792733	0.6404240415197395	0.8225337312606887	9.959747795617767	24.53140463756358	35.64999981444191
ENSMUSG00000078684.9	5830417I10Rik	-1.7746722478563353	2.6377015580873793	46.13415551285029	4.6863414813058126e-4	0.24611689673440199	11.708320052210965	8.599979986122216	8.173928954403094	2.707008375219188	2.22073768297944	3.3748666491005013
ENSMUSG00000029683.8	Lmod2	1.3870117006634584	6.751344776356326	45.96133961749009	4.7346286683981907e-4	0.24611689673440199	61.29273557386942	55.991359058582944	61.3301713371251	120.38525925267218	198.4203297210932	148.35153256116428
ENSMUSG00000026785.15	Pkn3	1.1940763380273824	3.989134164915463	45.33326992290075	4.915792654763666e-4	0.24611689673440199	10.428722232297199	9.972317217950229	8.379562387218266	19.8173443317933	25.51266082306612	20.534399893118543
ENSMUSG00000003477.6	Inmt	1.134235815851365	5.159101445521923	44.960542045446374	5.027677837480028e-4	0.24611689673440199	23.80051945039606	24.381858152144368	18.71264238618067	41.52448696326792	51.23190189571172	54.092933051779866
ENSMUSG00000020407.14	Upp1	2.3529619725477247	1.9507857674615499	43.90512067926022	5.363428477362398e-4	0.24611689673440199	0.8317385829439483	1.1893589342509447	1.6450674625213775	5.056487342390558	8.15991985838957	5.656466637224783
ENSMUSG00000020717.20	Pecam1	1.2333227914456577	7.48205011764912	43.270774255419134	5.579669821596274e-4	0.24611689673440199	124.69680755059656	105.66996685075702	89.55335999100748	220.0848884682921	238.2386728275385	293.8035318040873
ENSMUSG00000038007.15	Acer2	2.6741641168920123	4.632210953701244	43.094955885097285	5.641649398260909e-4	0.24611689673440199	9.21310430337912	5.580838076100587	5.295060894990684	24.10769722836711	44.466398721983666	59.46419969048911
ENSMUSG00000090877.4	Hspa1b	2.2575045026777554	4.023038674040749	42.74396363280784	5.768145010776402e-4	0.24611689673440199	3.9027733507369886	6.495729563985929	6.323228059066545	28.091596346614214	35.01535230372233	17.064466577846197
ENSMUSG00000122565.1	Gm66729	-7.318114096602578	-0.7273807302853312	92.42776724468813	5.883875389391832e-4	0.24611689673440199	1.15163803792239	0.7776577647025409	1.1309838804834471	0	0	0
ENSMUSG00000026475.8	Rgs16	1.46333100167311	1.807931595334574	42.098638886039495	6.010730292571243e-4	0.24611689673440199	1.7914369478792733	1.9212721245592186	1.6964758207251704	4.341428526294924	4.906280927512715	5.703999970310706
ENSMUSG00000074207.11	Adh1	0.9628730031415613	5.049901865379286	42.08961052422777	6.014219481566424e-4	0.24611689673440199	23.09674064944349	19.715911563929122	24.367561788597904	44.18041970876599	38.37228135938892	48.388933081469155
ENSMUSG00000038264.9	Sema7a	1.1772208664783426	5.174171760281247	40.06746231717086	6.868742895349987e-4	0.2710244028956667	25.847875962258087	21.728672837276875	18.661234027976874	41.626638222710156	50.715451271763015	57.42026636779444
ENSMUSG00000030748.10	Il4ra	1.667871694492504	5.565407100380156	39.41145334558198	7.180430834757145e-4	0.2710244028956667	14.907314601995383	24.473347300932904	28.428822086697554	60.57569684924447	75.45343615890607	79.61833291892027
ENSMUSG00000036256.14	Igfbp7	1.024543186769215	7.567731015886404	39.08690206171564	7.341601127993441e-4	0.2710244028956667	137.49278574973422	133.34543435928862	104.10192536268092	234.7435941982526	244.79759575168708	283.20359852592657
ENSMUSG00000002274.15	Metrn	-0.9654366435745693	4.6011351489674785	39.02549322726494	7.372635941375544e-4	0.2710244028956667	35.124960156632895	30.420141972187626	30.38233969844169	19.000134256255432	15.235293406486853	14.877933255893758
ENSMUSG00000045930.4	Clec14a	1.0865580565254152	3.9640753105978845	38.872478433867514	7.450728896270391e-4	0.2710244028956667	10.684641796279951	10.704230408258503	8.379562387218266	19.35766366430325	20.29650952118418	23.576533210617587
ENSMUSG00000038235.5	F11r	0.7901582691497852	4.590552747417777	38.493853849288506	7.648748615697017e-4	0.27217905671814013	18.74610806173668	17.794639439369906	16.19363283419481	28.295898865498682	31.1936176865019	31.70473316831034
ENSMUSG00000048455.10	Sprr1b	7.941370090945866	1.6156090437223967	37.49176062522324	8.207741882859875e-4	0.27419219663843664	0	0	0.051408358203793046	7.814571347330864	1.0329012478974138	8.793666620895673
ENSMUSG00000022842.19	Ece2	-4.925587941108605	-1.1470237771871856	37.15580968726508	8.407265832203807e-4	0.27419219663843664	0.8317385829439483	0.6861686159140066	0.5654919402417236	0	0	0.04753333308592255
ENSMUSG00000025172.4	Ankrd2	2.5333112543952834	6.419062216877137	36.98508373796569	8.511135494388618e-4	0.27419219663843664	28.151152038102868	24.656325598509973	22.722494326076525	70.79082279346783	219.95632073975426	146.4977325708133
ENSMUSG00000025902.14	Sox17	1.5958692628505238	4.44974922264999	36.960091965686274	8.526483364567247e-4	0.27419219663843664	13.307817327103173	11.573377321749579	7.557028655957578	28.295898865498682	29.902491126630128	39.8329331260031
ENSMUSG00000040740.8	Slc25a34	2.081005748189549	3.220595961553701	36.748507240467816	8.657907217209333e-4	0.27419219663843664	4.286652696711118	1.9212721245592186	4.369710447322409	14.045798173307107	14.9770680945125	15.685999918354442
ENSMUSG00000032602.7	Slc25a20	0.623182999048117	5.690135426366106	36.24624756660235	8.980847054154288e-4	0.27419219663843664	40.43529110927503	39.56905685104105	41.69217850327616	59.247730476495434	63.988232307244786	64.21753299908137
ENSMUSG00000004951.11	Hspb1	1.0484300954287802	6.965541836042034	35.959307681294426	9.172553631531697e-4	0.27419219663843664	92.51492237976534	79.09236912768783	72.58860178375578	143.2671413677325	198.88513528264704	162.8967324854566
ENSMUSG00000038781.8	Stap2	1.2431656797217128	3.1702007001443233	35.95497270619624	9.17549138018441e-4	0.27419219663843664	6.14206953558608	5.031903183369382	4.678160596545167	14.301176321912692	10.48394766615875	12.738933267027244
ENSMUSG00000028041.18	Adam15	0.8286916294786757	6.068615170770965	35.61874931291134	9.407208138478659e-4	0.27419219663843664	48.944616611701576	53.109450871744116	42.771754025555815	76.91989836000184	92.90946724837237	87.41379954501157
ENSMUSG00000031803.9	B3gnt3	1.486387057618616	4.329916051635133	35.4020984114249	9.560653449114462e-4	0.27419219663843664	13.81965645506868	8.87444743248782	8.893645969256196	24.465226636414926	28.61136456675836	35.364799815926375
ENSMUSG00000029710.16	Ephb4	1.0226721952095246	5.387188195830544	35.12280672052273	9.763413370900875e-4	0.27419219663843664	32.24586506182692	27.812701231714403	22.568269251465146	49.49228519976214	57.2743741959116	61.08033301541048
ENSMUSG00000055044.13	Pdlim1	0.9049926252245009	6.036580336182181	35.09235954766149	9.785861736061707e-4	0.27419219663843664	45.23378293395165	39.477567702252514	52.17948357684994	78.35001599219311	95.23349505614155	82.75553290259116
ENSMUSG00000037465.11	Klf10	1.6067004674418064	5.807149815735457	34.83537584786422	9.978094619516478e-4	0.27419219663843664	23.160720540439176	33.21056101023792	26.47530447495342	56.02996580406508	103.39341491453112	93.02273284915043
ENSMUSG00000042622.15	Maff	1.6209875008408396	2.1162780374902526	34.740387326601706	0.0010050419572549452	0.27419219663843664	1.9833766208663384	1.9670166989534856	2.2619677609668942	5.107562972111675	5.577666738646035	8.460933289294214
ENSMUSG00000091971.4	Hspa1a	2.204471735452649	4.079391292171345	34.48968932895868	0.0010244679812466996	0.2749101046725775	7.101767900521406	6.084028394437525	4.7809773129527535	21.09423507482122	42.8137567253478	18.918266568197176
ENSMUSG00000033170.15	Card10	0.7782682425267786	4.94710869526298	33.93882997924611	0.0010689403055659564	0.2760478836085862	23.224700431434865	25.068026768058374	19.637992833848944	39.123932366375435	37.804185673045346	39.595266460573484
ENSMUSG00000001053.16	N4bp3	0.9753612503521834	3.452516092097783	33.64032898595384	0.0010941148035569744	0.2760478836085862	6.270029317577457	8.188278816573812	7.4542119395499915	14.147949432749341	14.718842782538147	14.259999925776766
ENSMUSG00000038296.15	Galnt18	1.2105975857636875	3.5456305585126473	33.63028149353517	0.0010949758185456958	0.2760478836085862	7.869526592469665	6.9074307335343335	6.169002984455165	13.22858809776924	15.855034155225303	19.3935998990564
ENSMUSG00000026814.17	Eng	1.0605070676585429	6.737356125674626	33.61495600625226	0.001096290864390028	0.2760478836085862	79.27108494365784	71.08706860869108	56.9090525315989	125.5949734842261	138.97686290459703	167.69759912713477
ENSMUSG00000030470.16	Csrp3	2.1987679580756883	6.577745344068971	33.422008879745896	0.001113028304610342	0.2760478836085862	36.53251775853804	36.549914941019416	29.302764176162036	87.03287304478295	239.83966976177948	143.21793258788463
ENSMUSG00000041119.13	Pde9a	1.7218174213779922	1.9250454804526718	33.02581126674387	0.0011484769223168772	0.28058833942395467	2.0473565118620267	1.9670166989534856	1.1309838804834471	5.66939489904396	6.197407487384483	5.133599973279636
ENSMUSG00000047443.15	Erfe	3.2965890120062937	2.705070251448046	32.695531692706126	0.0011791835549018425	0.28385375897335674	1.15163803792239	1.5553155294050818	0.8225337312606887	4.443579785737158	17.507676151861165	12.976599932456857
ENSMUSG00000074794.11	Arrdc3	0.5907415418642233	6.173351720291986	31.8215493238352	0.0012658841296553812	0.2922785436380984	54.19096767334802	59.376457563758706	58.96538685975062	84.428015929006	88.20976657043914	87.22366621266788
ENSMUSG00000028862.7	Map3k6	1.5782127748557873	4.12809746754331	31.72705964643966	0.001275759397901668	0.2922785436380984	10.236782559310134	7.5478547750540725	8.379562387218266	17.11033595657411	28.766299753942974	32.22759983225549
ENSMUSG00000001946.15	Esam	0.9961862250953994	5.851976830787665	31.704376736100464	0.0012781452591022976	0.2922785436380984	42.482647621137055	36.68714866420222	36.34570925008168	60.11601618175442	86.29889926182892	83.99139956282515
ENSMUSG00000029321.2	Slc10a6	1.9105393712591405	2.542914446059243	31.633824464940794	0.0012856041995200126	0.2922785436380984	3.1350146587887284	1.9212721245592186	2.159151044559308	6.12907556653401	9.08953098149724	11.883333271480637
ENSMUSG00000029228.16	Lnx1	1.4803118757453393	2.829593419435271	31.36638611312315	0.0013144096201817572	0.29471647920907706	4.542572260693872	2.7446744636560263	3.8042185070806855	11.440941057530154	8.31485504557418	11.1703332751918
ENSMUSG00000120926.1	Gm57038	1.59133461766519	0.6550370815636525	31.20384774767825	0.0013323367011712202	0.29471647920907706	0.8317385829439483	0.6404240415197395	0.7197170148531027	2.094100818565787	2.5822531197435343	1.9488666565228245
ENSMUSG00000035778.18	Ggta1	0.7043304268728647	5.150268385307461	30.7755418473443	0.0013811599696800178	0.30144276724922947	23.992459123383124	27.126532615800397	29.662622683588587	41.626638222710156	44.20817341000931	45.82213309482934
ENSMUSG00000021108.19	Prkch	1.2127824152159832	4.642319816596674	29.970116181234218	0.0014796117513529627	0.3186811152354822	17.65844991480998	16.056345612387755	11.258430446630678	33.14808368900477	30.05742631381474	41.02126645315116
ENSMUSG00000030022.15	Adamts9	1.7514851543523509	4.167940594170489	29.58893053051017	0.0015294684994732843	0.32256024414062096	9.660963540348938	9.33189317643049	5.552102686009649	18.949058626534317	28.766299753942974	34.936999818153076
ENSMUSG00000073599.11	Ecscr	1.2886221565809253	4.066686420354418	29.439181261305553	0.0015496658015562224	0.32256024414062096	12.412098853163537	9.469126899613292	7.145761790327233	21.196386334263455	23.446858327271293	26.238399863429247
ENSMUSG00000075012.5	Fjx1	1.3998585013636526	1.9078115629426549	29.111756718949042	0.0015950785589581929	0.32256024414062096	2.3672559668404682	2.149994996530554	1.4908423879099983	5.209714231553909	4.906280927512715	5.751533303396629
ENSMUSG00000044562.13	Rasip1	1.0988014642347002	4.934675752573998	29.08963447244353	0.0015982103183430198	0.32256024414062096	21.945102611521097	19.349954968774988	16.91334984904791	31.46258790820792	46.32562096819901	46.867866422719636
ENSMUSG00000026921.21	Egfl7	0.6334118677354291	6.193922512809372	28.982215696823516	0.0016135339703264983	0.32256024414062096	60.84487633689961	57.82114203435363	53.259059099129594	82.99789829681472	95.28514011853642	88.41199953981594
ENSMUSG00000054252.19	Fgfr3	1.4353722422298232	3.277744463143077	28.71846169068363	0.0016519972122864346	0.32256024414062096	4.286652696711118	6.084028394437525	5.140835820379305	18.438302329323147	10.897108165317716	12.691399933941321
ENSMUSG00000043085.15	Tmem82	2.262376333659521	-0.3393571667213093	28.675266225307272	0.001658412223633867	0.32256024414062096	0.25591956398275334	0.13723372318280133	0.30845014922275826	0.9704369647012183	1.342771622266638	1.0932666609762187
ENSMUSG00000022871.14	Fetub	2.7281451196781785	0.3073001019757524	28.479350984856673	0.0016879273667913385	0.32256024414062096	0.12795978199137667	0.32021202075986976	0.41126686563034437	1.9919495591235534	1.2911265598717672	2.6143333197257403
ENSMUSG00000001506.11	Col1a1	-2.145412052388115	9.641863881917715	28.455957454760085	0.0016914982140432502	0.32256024414062096	1065.841004097172	1803.3883563451923	1039.9396781045295	446.8096088003294	222.07376829794396	214.70806554911215
ENSMUSG00000046470.6	Sox18	0.8765989264087065	4.959231470090178	28.435182343444037	0.0016946778053695034	0.32256024414062096	23.352660213426244	24.70207017290424	17.53025014749343	40.247596220240005	42.34895116379396	37.83653313639435
ENSMUSG00000032942.15	Ucp3	2.12812238830769	5.865642685449657	27.94814664434857	0.0017715505077055048	0.3288119128765817	33.52546288174069	18.069106885735508	13.468989849393779	65.42788167275056	102.87696429058242	115.83873273039326
ENSMUSG00000032014.7	Oaf	-0.9185833632232832	3.8818183764306804	27.891287571897465	0.0017808251503625798	0.3288119128765817	18.49018849775393	22.46058602758515	16.50208298341757	10.674806611713402	9.399401355866466	10.314733279645193
ENSMUSG00000027919.6	Lce1g	6.889063365604714	2.203791817857633	27.828426993583694	0.0017911540390246803	0.3288119128765817	0	0.09148914878853422	0.10281671640758609	15.986672102709544	1.0329012478974138	9.744333282614123
ENSMUSG00000122484.1	Gm66727	-1.886837343376155	1.5266326944524118	27.727692330363126	0.0018078729402463407	0.3288119128765817	2.7511353128145983	4.665946588215245	5.706327760621028	1.2768907430279188	0.9296111231076725	1.3309333264058314
ENSMUSG00000023277.14	Twf2	0.5950955084696348	6.964491243316151	27.385453200527092	0.0018662487154871125	0.3356991782836104	98.01719300539453	94.55403527295012	105.64417610879471	143.52251951633806	157.5174403043556	149.4447992221405
ENSMUSG00000035941.16	Ibtk	-0.5797266361970684	6.581460945520866	26.90348554511413	0.0019527859638417636	0.3452560769927807	122.2655716927604	106.90507035940223	114.74345551086608	79.52475547577879	75.04027565974711	75.53046627353093
ENSMUSG00000039529.10	Atp8b1	1.4374022724160034	3.6898333824207192	26.8561940855917	0.001961562414339826	0.3452560769927807	9.149124412383433	6.632963287168731	4.935202387564132	15.57806706494061	18.488932337363707	22.007933218782142
ENSMUSG00000030739.20	Myh14	0.7988223966749843	4.864414128206394	26.39652183211594	0.002049666860947039	0.3569254983706604	21.113364028577152	23.009520920316355	19.43235940103377	34.067445023984874	33.25942018229672	43.25533310818952
ENSMUSG00000120741.2	Gm33302	1.3592903138427772	1.0800271394552452	26.081949812303844	0.002113014627941869	0.3607472388442017	1.343577710909455	1.0063806366738763	1.028167164075861	2.707008375219188	2.685543244533276	3.279799982928656
ENSMUSG00000041445.10	Mmrn2	1.175615998035267	5.392887772116193	25.89993385963017	0.002150861308793419	0.3607472388442017	34.22924168269326	22.96377634592209	19.997851341275496	57.46008343625635	51.74835251966043	65.07313299462797
ENSMUSG00000046352.8	Gjb2	3.5120783594600935	1.7965459367623102	25.84038555259768	0.002163438796326444	0.3607472388442017	0.3198994549784417	0.45744574394267107	0.8225337312606887	10.368352833386702	2.169092620584569	6.036733301912164
ENSMUSG00000069792.6	Wfdc17	2.3679524406040695	2.8593163538937794	25.78073986660682	0.002176135097598105	0.3607472388442017	1.8554168388749617	2.561696166078958	2.5190095519858593	17.46786536462193	13.169490910692026	5.323733305623326
ENSMUSG00000067377.13	Tspan6	0.9839151427413261	3.3166015935473543	25.612782313092733	0.002212423477767296	0.3607472388442017	7.741566810478289	6.724452435957265	5.39787761139827	12.462453651952488	12.70468534913819	14.117399926518997
ENSMUSG00000028776.15	Tinagl1	0.8806741416591854	6.01604227591415	25.52432799911134	0.002231858539993654	0.3607472388442017	38.387934597413	47.80308024200913	50.22596596510581	69.15640264239208	88.6229270695981	93.45053284692374
ENSMUSG00000041362.18	Shtn1	1.021060542653288	2.728699905783885	25.443991940745473	0.002249707114278629	0.3607472388442017	4.862471715672314	3.842544249118437	4.21548537271103	8.887159571474315	7.54017910965112	9.791866615700046
ENSMUSG00000023041.8	Krt6b	6.574913386487948	0.32724531000703294	25.420929232904065	0.00225486609978648	0.3607472388442017	0	0	0.051408358203793046	1.072588224143452	5.009571052302457	0.7605333293747608
ENSMUSG00000004040.17	Stat3	0.6486524822504793	6.761699054838027	25.206211357467254	0.002303660958480871	0.3607472388442017	90.14766641292486	81.7912990169496	81.37943103660439	119.56804917713433	146.981847575802	130.57406598702926
ENSMUSG00000047547.15	Cltb	0.5315460732842461	6.217956835375156	25.07276163881517	0.002334697055498959	0.3607472388442017	63.91591110469265	60.06262617967271	58.3998949195089	91.7829066088468	86.66041469859302	85.17973288997321
ENSMUSG00000116056.4	Gm4544	0.9140204775424275	3.3029128709880267	25.04688647454486	0.0023407790524105896	0.3607472388442017	7.805546701473977	6.084028394437525	6.42604477547413	11.492016687251269	13.995811909009957	12.786466600113167
ENSMUSG00000070424.13	Art5	0.8455160834228248	4.810225939944155	24.927364552982	0.002369148017341481	0.3607472388442017	24.120418905374503	17.657405716187103	18.19855880414274	33.25023494844701	39.45682766968121	35.03206648432492
ENSMUSG00000021070.7	Bdkrb2	1.9152623690107689	0.9738326267663883	24.89950533417447	0.0023758261469714196	0.3607472388442017	0.8957184739396367	0.9148914878853421	0.5140835820379305	1.9919495591235534	3.2536389308768534	3.5649999814441915
ENSMUSG00000120426.2	Gm56758	1.4994741227801316	1.1861524269687456	24.881516251623466	0.0023801516155644072	0.3607472388442017	1.2156179289180784	1.0978697854624107	1.079575522279654	2.2473277077291374	3.6151543676409483	3.7551333137878817
ENSMUSG00000043635.13	Adamts3	-1.526445552196864	0.38104545273932194	24.640869718594114	0.0024390355716601875	0.36628048873858354	2.111336402857715	1.8297829757706843	1.4394340297062054	0.7150588160956346	0.5680956863435775	0.5703999970310706
ENSMUSG00000057604.10	Lmcd1	1.033960608863323	6.784217090726022	24.45390348078073	0.0024861288242684376	0.3667042734071019	87.65245066409302	64.27112702394528	64.87734805318682	119.72127606629768	178.33040044948848	145.83226590761038
ENSMUSG00000039706.12	Ldb2	1.0047482744511003	3.62478077259038	24.30408581662046	0.002524741633926515	0.3667042734071019	9.277084194374808	8.599979986122216	6.528861491881717	15.57806706494061	14.667197720143276	18.728133235853484
ENSMUSG00000026692.13	Fmo4	1.7546834943472565	-0.3763000670737797	24.28159778072936	0.002530606224949768	0.3667042734071019	0.3198994549784417	0.27446744636560266	0.30845014922275826	0.9704369647012183	0.826320998317931	1.283399993319909
ENSMUSG00000022357.3	Klhl38	1.6617618434262658	5.039329910479667	24.220342861328245	0.0025466728943891715	0.3667042734071019	20.537545009615954	14.272307211011338	12.440822685317917	30.33892405434335	54.33060563940396	64.74039966302651
ENSMUSG00000040170.14	Fmo2	1.1135128486483818	5.827123787821686	24.193072528855815	0.0025538693364536387	0.3667042734071019	47.60103890079212	30.23716367461056	29.662622683588587	72.2720160553802	71.68334660408051	88.5545995390737
ENSMUSG00000004655.6	Aqp1	0.9257558568616315	9.674216022135067	24.064643357790757	0.002588126985178785	0.3683917445251438	521.8839708518298	538.6423634924952	629.8037963546686	930.8022760376317	1028.5630626562447	1251.7427934846844
ENSMUSG00000003541.7	Ier3	0.9165669377180755	3.7964662118364307	23.711981249949808	0.0026853965502792875	0.37588441557523633	9.149124412383433	9.469126899613292	10.024629849739645	14.811932619123859	21.690926205845688	17.587333241791345
ENSMUSG00000031808.8	Slc27a1	1.2477652116596596	6.6722522077041	23.564140590369544	0.002727620325749376	0.37588441557523633	75.04841213794242	55.625402463428806	50.48300775612477	114.3072593158593	126.11724236827422	189.7055323459169
ENSMUSG00000027377.3	Mall	1.3951416576307563	3.408801367465852	23.363416896421107	0.0027863729745925066	0.37588441557523633	8.253405938443795	4.620202013820978	4.5239355219337885	16.957109067410762	13.58265140985099	15.163133254409294
ENSMUSG00000032372.15	Plscr2	1.1685394849950035	1.8142134630903626	23.348776427684754	0.0027907239145217545	0.37588441557523633	2.431235857836157	1.9670166989534856	1.9021092535403428	3.93282348852599	4.9579259899075865	5.276199972537404
ENSMUSG00000021203.16	Otub2	-1.1290650586631634	3.858664920403598	23.25505076641271	0.0028187930957678194	0.37588441557523633	17.850389587797046	19.212721245592185	22.25981910224239	11.492016687251269	8.831305669522887	6.7972666312869245
ENSMUSG00000029661.17	Col1a2	-2.0414366008263767	10.074181935888713	23.246158339148362	0.0028214756936908872	0.37588441557523633	1559.7657625838858	2339.37753452282	1304.384272704841	662.757371261211	311.0065657419113	290.28606515572903
ENSMUSG00000053964.18	Lgals4	0.7603691245472046	2.9391318973930813	23.243421127365277	0.002822302117881674	0.37588441557523633	5.6942102986162615	5.443604352917786	5.706327760621028	9.704369647012184	9.76091679263056	9.078866619411206
