Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Sham_1	CPM_Sham_2	CPM_Sham_3	CPM_Sham_4	CPM_334P_1	CPM_334P_2	CPM_334P_3	CPM_334P_4
ENSMUSG00000040943.13	Tet2	1.3018851537424123	4.474315205487353	164.2989768900913	1.5415849001455626e-7	1.3185673745845462e-4	11.425579838553448	14.591740502166115	13.292127871572834	11.877812966855494	29.01445359761035	30.977806356365257	31.641430190191347	34.619064927315605
ENSMUSG00000038007.15	Acer2	2.1203578700560053	4.400170603784281	161.7845141310593	1.6585624048804318e-7	1.3185673745845462e-4	6.5763511861441355	9.497465739569554	8.668779046677935	6.752621686678584	35.67423636676345	32.99048869025339	26.57979872556657	41.76562792839684
ENSMUSG00000068566.14	Myadm	-1.6232173866579847	4.794550330357453	159.8811352927165	1.7542397128024916e-7	1.3185673745845462e-4	36.11457503232688	51.258671642250654	41.99541849279533	37.96527948301664	14.917913402902949	14.263792192337675	11.594377492859714	13.527422823475199
ENSMUSG00000053470.14	Kdm3a	1.1925554616559266	4.702643557833594	159.0921964357185	1.79583049957452e-7	1.3185673745845462e-4	15.211963854818253	15.657984057128184	16.071641153206077	16.3471740832183	32.277747154495366	41.54438860927798	37.226678702880754	33.59812735573257
ENSMUSG00000024440.14	Pcdh12	-2.5360986216253374	0.9135193344462477	156.3821141346082	1.9480027898197263e-7	1.3185673745845462e-4	2.236402255220733	3.3369474220109248	3.4124717517081398	3.594920897943994	0.5327826215322482	0.5688015291422999	0.4737487577727625	0.5800781656721783
ENSMUSG00000028834.14	Trim63	3.7155899250806725	10.278868547983238	156.12717442623324	1.963099327632182e-7	1.3185673745845462e-4	192.50773472167378	197.01811465576927	161.62456933695086	151.8125379199322	1118.6881102864409	2691.984498557275	2198.6929189685366	3226.162726202387
ENSMUSG00000027947.12	Il6ra	3.459429444607324	5.691183168314771	153.03344378436074	2.1579689036947914e-7	1.3185673745845462e-4	8.08204775401552	9.912116010943693	10.485094656458076	5.926761480394153	55.27619698397075	132.74952610905677	85.15010567336756	105.34219488606759
ENSMUSG00000042292.19	Mrtfa	-2.2629861220276495	4.770734559374327	152.92191205538487	2.1654172209354574e-7	1.3185673745845462e-4	45.92374532007723	44.54528629619317	40.97718095397919	48.992942237520516	12.808982192671133	6.541217585136449	10.098328784103622	8.144297446037385
ENSMUSG00000050777.8	Tmem37	1.7805964967394683	5.529474397688899	152.59707508549113	2.1872868918866776e-7	1.3185673745845462e-4	21.699744654617014	22.45035040725693	20.997709246397665	18.04747450792154	54.410425223980845	77.44451589091314	67.14765287800259	86.9189123443192
ENSMUSG00000022270.17	Retreg1	2.9722625797988518	9.46952205075269	151.72425057096075	2.2473756080087227e-7	1.3185673745845462e-4	165.0730575511937	171.11234532039452	166.24791816184575	138.52590460117972	698.1228284144225	1646.5272879937277	1213.3952393817742	1472.1223688428543
ENSMUSG00000030306.15	Tmtc1	-1.0412019198730498	6.056324832273953	148.71991851274467	2.469919081393761e-7	1.3991665747978174e-4	91.89177583332715	93.55299932241279	87.62346820515094	84.96644122302764	45.108928623063676	39.24730551081869	47.42474406756811	42.206487334307695
ENSMUSG00000044952.6	Kctd21	-1.544827210525731	1.470094382133241	145.74198089879772	2.7171104094465683e-7	1.4878896602129408e-4	3.7863840162648055	4.047776458652305	4.045430221783037	4.372201092094047	1.3541558297277974	1.4876347685260152	1.3963121281723525	1.3225782177325667
ENSMUSG00000109005.2	Gm45221	2.8384232196762618	2.0114205607798965	143.38401527306019	2.934113454075268e-7	1.547726194282625e-4	1.1514150224898823	0.9872625508908061	0.8531179379270349	0.8987302244859985	7.059369735302289	4.419150341797868	9.549777590893054	6.984141114693027
ENSMUSG00000047246.8	H2bc6	-1.0632627022275811	3.4639542626984494	142.5600451623955	3.01480631951814e-7	1.547726194282625e-4	15.699100979717818	15.243333785754047	14.035166075573802	14.476843616044732	7.259163218376881	7.394419878849899	7.230902092321111	6.566484835409058
ENSMUSG00000034158.10	Lrrc58	2.252763394858297	7.232791664465965	138.567762944681	3.445638643115289e-7	1.6556742595566926e-4	51.415109273490515	54.852307327493186	61.69969086556169	40.661470156474635	176.26225062358543	237.7152852177012	258.3177437118852	322.01299132793963
ENSMUSG00000039936.19	Pik3cd	-1.4621206854494089	2.347022945218346	138.13224571384868	3.49697647614225e-7	1.6556742595566926e-4	6.6206363793168235	7.38472388066323	7.402862106528142	8.210022050709933	2.863706590735834	2.581483863030438	2.3438096437178775	2.946797081614666
ENSMUSG00000001138.14	Cnnm3	1.628937337769593	5.06389122312463	137.5154219298201	3.5712658266698906e-7	1.6556742595566926e-4	16.45194926365351	16.309577340716118	15.191003281797526	17.318774325905864	36.62880523034206	58.80532732055777	51.414207290917695	55.08422261223006
ENSMUSG00000114689.3	Gm9465	3.7083665432795883	-0.968377029882577	135.5763964472294	3.8174509791470314e-7	1.6556742595566926e-4	0.04428519317268778	0.059235753053448366	0.05503986696303451	0.0971600242687566	0.6881775528124873	0.8969562574936267	1.0472340961292643	0.8353125585679368
ENSMUSG00000070803.7	Cited4	-2.615392820815242	2.826473253869389	134.90775008764894	3.907032133183492e-7	1.6556742595566926e-4	11.381294645380759	11.80766010865404	11.778531530089385	13.529533379424356	2.5529167281753558	1.0719721126143344	2.3438096437178775	1.9490626366585193
ENSMUSG00000051627.4	H1f4	-1.1913171855933766	3.177294231392927	134.7854454654407	3.9236894527963453e-7	1.6556742595566926e-4	12.444139281525267	12.577724898348869	13.071968403720696	11.99926299719144	5.1058334563507115	6.300570784345476	5.435643641813801	5.081484731288282
ENSMUSG00000018143.11	Mafk	2.095483058665627	5.781451499429869	134.73515541002484	3.930563435762784e-7	1.6556742595566926e-4	21.98759841023948	21.660540366544286	19.896911907136978	19.796354944759155	55.54258829473687	97.68072413924496	100.78381467986873	102.30258529794537
ENSMUSG00000035606.9	Ky	-2.894029068049165	7.117163591264289	133.72798617520849	4.071321267400545e-7	1.6639866393186744e-4	311.9449007084127	240.93155291939232	196.4648051245517	229.24907726213118	44.28755541486813	28.330691547664554	39.121673733971804	19.90828264586916
ENSMUSG00000040177.11	2310057M21Rik	1.2936262892743708	4.537683502516366	133.13010337914267	4.1577405491126574e-7	1.6639866393186744e-4	13.551269110842462	12.854158412598295	14.723164412611732	12.60651314887117	28.814660114535755	30.49651275478331	32.76346672175841	39.63094027872322
ENSMUSG00000008348.10	Ubc	3.2203081704945116	11.856134228473717	132.48034686865606	4.254165988031673e-7	1.6639866393186744e-4	600.4407916318872	895.8025481762818	760.0455228925435	617.5248242461497	3783.4669897076715	9921.276918100786	6315.395084997821	6763.641802357719
ENSMUSG00000021281.16	Tnfaip2	-2.6413522869224852	4.613546635004812	131.080731645835	4.471144204944916e-7	1.6734669971716956e-4	31.398201959435635	49.876504071003524	42.710936763314784	44.49929111509052	9.27929732501999	4.2003805228969835	7.355572818050786	6.172031682751977
ENSMUSG00000034810.8	Scn7a	1.2432932387835003	3.6677835795611853	131.01200153163376	4.482137075453774e-7	1.6734669971716956e-4	7.79419399839305	7.404469131681045	7.5404617739357285	7.3355818322911235	15.87248226648156	17.239061729389704	16.780679683214164	21.323673370109276
ENSMUSG00000003477.6	Inmt	2.1782597526048164	5.025304967234312	127.21947684116837	5.142307461546028e-7	1.8772850439617366e-4	12.709850440561393	8.233769674429324	11.173092993496006	14.986933743455705	45.39751920972698	50.2295504196431	48.621583034572986	68.79727044872035
ENSMUSG00000026617.17	Bpnt1	-1.168553882838028	3.260808844294402	125.84698052283942	5.409578512146297e-7	1.8811179810444899e-4	13.529126514256117	12.498743894277606	11.861091330533938	14.938353731321326	6.282395078901093	5.731769255203176	5.58524851268941	5.893594163229332
ENSMUSG00000058624.14	Gda	1.6578599043868683	4.581016227361772	125.73632691712545	5.431844014770093e-7	1.8811179810444899e-4	10.008453657027438	13.999382971631631	11.03549332608842	10.906212724167927	38.782134992368235	30.474635772893222	31.641430190191347	44.22515935084687
ENSMUSG00000030748.10	Il4ra	1.9889756381647963	4.108709611462493	124.86665627708852	5.61071946715092e-7	1.8811179810444899e-4	5.7349325158630675	8.60892944376783	6.439664434675038	6.874071717014529	28.237478941209154	19.754914646749878	28.1755840149064	33.80695549537455
ENSMUSG00000022146.13	Osmr	1.1565044431039215	3.998465429247286	124.76225865137094	5.632664008872691e-7	1.8811179810444899e-4	8.967751617469276	9.359248982444841	9.742056452457108	11.4163028515789	22.376870104354424	21.00190261448492	20.396130729374722	24.224064198470167
ENSMUSG00000137801.1	Gm54222	2.5445961072226773	1.7421530123976627	123.88952142973483	5.820201203457639e-7	1.8811179810444899e-4	1.018559442971819	0.8687910447839093	1.1007973392606902	0.8744402184188094	4.750645041995879	4.047241649666365	5.734853383565019	8.005078686276061
ENSMUSG00000037458.16	Azin1	-1.1618499242436642	4.836704528787539	123.80004931587875	5.839847640203858e-7	1.8811179810444899e-4	37.77526977630268	41.28731987825351	41.1423005548683	37.55234937987443	18.181206959787968	20.476855049122797	16.980152844381642	14.850001041207765
ENSMUSG00000060913.8	Trim55	-1.0616102619226615	5.394041708765156	122.7727896080061	6.071215299205705e-7	1.9180370179875251e-4	60.6928572431686	54.77332632342192	53.5813104885141	58.15027452485082	28.54826880376963	29.752695370520303	27.452493805674287	23.0871109937527
ENSMUSG00000011305.12	Plin5	1.8547024308143991	4.716327126595956	119.52723718301554	6.87805018650112e-7	2.0400669491192302e-4	11.824146577107637	12.992375169723008	13.15452820416525	7.481321868694258	38.693337888779524	36.60019070211799	43.21087353790512	45.96539384786341
ENSMUSG00000039911.14	Spsb1	2.512130670372549	5.56122454196737	119.27242549005109	6.946684384334352e-7	2.0400669491192302e-4	13.595554304015149	16.586010854965544	14.970843813945388	11.100532772705442	51.74651211631961	83.28567005556675	71.33658926251965	114.71625804332999
ENSMUSG00000069515.7	Lyz1	2.6453484511367593	1.924743420877127	118.98335308446023	7.025544242678417e-7	2.0400669491192302e-4	0.9078464600400995	1.1649698100511512	1.1007973392606902	0.9473102366203768	5.172431284042243	6.1474319111148565	4.81229001316543	9.72211005666571
ENSMUSG00000055912.9	Tmem150a	-0.8605045281295809	4.277725324579351	118.55124551268801	7.145437077298741e-7	2.0400669491192302e-4	24.954706352809566	23.694301221379348	26.061377006996842	25.14015627954077	14.16313802239893	13.804375572645817	12.666545734134912	14.339532255416248
ENSMUSG00000040435.13	Ppp1r15a	3.038968568482834	6.147733544903257	117.58724622897466	7.421873555036656e-7	2.0400669491192302e-4	12.886991213252145	14.86817401641554	16.594519889354906	17.14874428343554	72.59163218376881	189.27964731304533	94.72481740940655	148.68563542509276
ENSMUSG00000075327.11	Zbtb2	1.7116204877812267	3.467804672056934	117.51408258427095	7.443373211457515e-7	2.0400669491192302e-4	5.934215885140163	4.83758649936495	5.146227561043727	4.687971170967506	12.342797398830417	16.407736417566344	19.997184407039764	18.794532567778578
ENSMUSG00000043259.16	Fam13c	1.7559213846773614	4.076719928271078	117.00701906308672	7.594448638301559e-7	2.0400669491192302e-4	6.864204941766606	7.4637048847344944	8.173420244010625	8.25860206284431	19.51316351361859	28.22130663821411	22.814742808530404	33.296486709583036
ENSMUSG00000063275.17	Hacd1	-1.969759896205149	4.351126699267149	116.67458224839791	7.695493644067976e-7	2.0400669491192302e-4	36.02600464598151	28.630613975833377	30.18936702922443	34.95331873068518	11.34382998345745	6.278693802455387	8.801753236515008	6.705703595170381
ENSMUSG00000073418.5	C4b	2.576377648554811	4.938316625856696	116.46927112245648	7.758704402598093e-7	2.0400669491192302e-4	8.502757089156054	7.147780868449436	9.21917771630828	10.323252578555389	39.337116889797656	38.61287303600613	51.61368045208517	80.16680249589504
ENSMUSG00000055435.7	Maf	-1.6003450293454473	8.052730511385654	115.93570767062722	7.925912557591137e-7	2.0400669491192302e-4	395.0682082935477	365.7610298540258	419.458826125286	416.88937413116736	162.05471404939215	105.7533304566876	148.85684652123115	110.07563271795256
ENSMUSG00000026012.3	Cd28	-1.9226229596945155	1.7536982652931719	115.4054632391991	8.096381907804746e-7	2.0400669491192302e-4	5.0706546182727505	4.620388738168972	6.054385365933796	5.368091340848802	1.7981413476713375	1.3126189134053075	1.3963121281723525	1.044140698209921
ENSMUSG00000027829.16	Ccnl1	1.1816952761925683	4.791216440717898	114.98238118267798	8.235561752932039e-7	2.0400669491192302e-4	17.29336793393458	17.47454715076727	17.28251822639284	15.594183895135433	32.988123983205035	35.812619354074805	46.22790510056324	38.47078394737887
ENSMUSG00000048572.6	Tmem252	3.9239575478720816	2.62328756028607	114.60712927514665	8.361415227111223e-7	2.0400669491192302e-4	0.7528482839356923	0.9477720488551739	0.6329584700748969	0.6558301638141071	9.012906014253865	5.359860563071672	17.129757715257252	14.478751015177572
ENSMUSG00000018677.10	Slc25a39	-0.8198511521360574	4.649130760070488	114.17397680648324	8.509568533535794e-7	2.0400669491192302e-4	31.81891129457617	31.079025102042575	32.913840443894635	32.11138802082406	19.402167134132704	17.107799838049175	18.850213730326757	17.10070432401582
ENSMUSG00000008200.16	Fnbp4	0.8409891599621067	5.019082258570621	113.80623676267345	8.637826138563899e-7	2.0400669491192302e-4	22.408307745380018	22.60831241539946	23.88730226195698	23.901365970114124	37.583374093920675	42.72574563134276	44.183305198596585	41.74242480176995
ENSMUSG00000090659.10	Zfp493	-1.9844569279578999	0.6223515118383819	113.72799178885195	8.665414320409975e-7	2.0400669491192302e-4	2.037118885943638	2.310194369084486	2.779513281633243	2.453290612786104	0.5771811733266022	0.7219404023729191	0.573485338356502	0.5336719124184041
ENSMUSG00000009035.16	Tmem184b	-0.8299055665401722	4.566946918519137	112.15471083040816	9.243235410035394e-7	2.0400669491192302e-4	29.737507215459846	30.072017300133954	29.859127827446223	31.45555785700995	17.892616373124667	15.423272232512362	16.955218699235708	17.866407502703094
ENSMUSG00000029312.13	Klhl8	-0.8795924267105604	4.310290378195347	111.57849752644242	9.466355902581641e-7	2.0400669491192302e-4	23.80329133031968	27.307682157639697	26.006337140033807	25.480216364481418	13.741351780352568	15.007609576600682	12.96575547588613	14.037891609266715
ENSMUSG00000026389.17	Steap3	-1.4642125910275219	4.409867099496029	111.4928378388277	9.500074025880929e-7	2.0400669491192302e-4	29.117514511042216	29.99303629606269	30.21688696270595	35.244798803491456	13.763551056249744	9.888395814319983	12.442138427821499	9.049219384485982
ENSMUSG00000046668.10	Cxxc5	-1.696669588465164	3.7554066708281146	111.42810558642836	9.525650124333585e-7	2.0400669491192302e-4	20.194048086745628	19.073912483210375	17.392597960318906	25.65024640695174	7.56995308093736	7.066265150498572	5.510446077251605	5.220703491049605
ENSMUSG00000123782.1	Gm42146	2.77466179918934	5.297192193288999	111.35975660176689	9.552744933322236e-7	2.0400669491192302e-4	14.481258167468905	7.779628901019552	11.145573060014488	6.655461662409827	52.47908822092644	77.02885323500146	56.226497304083125	88.3575061951862
ENSMUSG00000049878.14	Rlf	1.249607149166449	4.306201398102778	110.81641490643065	9.771457311200685e-7	2.0400669491192302e-4	12.68770784397505	12.182819877992547	10.842853791717799	11.003372748436684	22.3990693802516	28.92137005869694	32.21491552854785	27.634923812622574
ENSMUSG00000021709.15	Erbin	1.6803061449767074	6.833012648235711	110.74393086289186	9.801086538655668e-7	2.0400669491192302e-4	55.15720809658263	56.96504918639951	56.41586363711038	48.26424205550484	122.96178919446345	194.37698409343594	164.56535796317013	212.981499308197
ENSMUSG00000074818.14	Pdzd7	-2.0354616994465853	2.00408542133064	110.66386791079967	9.833939168170293e-7	2.0400669491192302e-4	7.3734846632525155	5.311472523792537	5.696626230674072	7.14126178375361	1.7537427958769836	1.1157260763945114	1.9199291762369848	1.4385938508670022
ENSMUSG00000032014.7	Oaf	-1.755681833595471	1.8681925362480005	110.17390692195885	1.0037890669782834e-6	2.0400669491192302e-4	5.1149398114454385	6.910837856235642	4.926068093191589	5.270931316580046	1.6871449681854525	1.4001268409656613	1.9947316116747893	1.5082032307476636
ENSMUSG00000022358.8	Fbxo32	2.9143288955002067	10.293141707891682	110.07997824871775	1.0077567066281196e-6	2.0400669491192302e-4	270.0511079670501	384.89417809028964	286.8127467443729	233.6941483724268	1526.3112143104051	3352.2099350182543	1554.8184888650605	2428.4624358966344
ENSMUSG00000109157.2	Gm44829	3.509599274206127	0.21341332034002714	110.01234596313817	1.0106252157101668e-6	2.0400669491192302e-4	0.28785375562247056	0.15796200814252898	0.08255980044455177	0.17003004247032405	2.1533297620261695	1.4438808047458382	2.643019385469096	1.9722657632854064
ENSMUSG00000040423.12	Rc3h1	1.0760294060916027	5.142115091744819	110.00134589860548	1.0110926905699106e-6	2.0400669491192302e-4	21.035466757026697	24.148441994789117	25.400898603440428	20.184995041834185	47.12906272970679	52.94229617401407	48.42210987340551	42.85617487986053
ENSMUSG00000026447.18	Pik3c2b	-1.1398009791852985	4.006169803227201	109.80431729255545	1.019510011443284e-6	2.0400669491192302e-4	25.286845301604725	20.199391791225892	19.979471707581528	22.711155672821853	10.367061843981663	11.091629818274848	9.450041010309315	9.095625637739756
ENSMUSG00000030779.17	Rbbp6	0.8221749418462558	5.461958620798037	109.74866657516102	1.0219026928715735e-6	2.0400669491192302e-4	32.771042947788956	31.375203867309818	32.253362040338224	30.84830770533022	52.25709546195468	57.40520047959211	61.38786534929164	53.947269407512586
ENSMUSG00000041815.15	Poldip3	1.170189722379189	4.98519633685939	109.54508613626969	1.0307131530125159e-6	2.0400669491192302e-4	20.72547040481788	20.100665536136813	18.8236345013578	18.168924538257485	34.83066388267073	44.95719778413178	46.97592945494129	48.424925270313445
ENSMUSG00000025612.6	Bach1	1.617352878605055	5.835333330722675	109.11610606838403	1.0495785523776179e-6	2.0526757688642272e-4	31.708198311644452	26.399400610820155	31.59288363678181	22.492545618217154	81.82653095699445	91.68643110136072	103.4767023556297	67.21945783809203
ENSMUSG00000051043.17	Gprc5c	-1.3273160462794165	4.960343697121675	107.40939989132302	1.128859874101936e-6	2.1564924645474506e-4	35.62743790742732	53.154215739961	47.82964439087699	41.220140296019984	17.78161999363878	15.970196779764574	17.603506473030016	19.51382949321208
ENSMUSG00000041328.17	Pcf11	1.0936369493128035	4.840217214542277	107.21790111216572	1.1381968159083947e-6	2.1564924645474506e-4	18.26764218373371	19.014676730156925	19.04379396920994	16.662944162091758	33.32111312166269	36.31578993754684	44.68198810151528	41.48719040887419
ENSMUSG00000037808.14	Fam76b	1.1642526956127803	3.5514994680986542	106.96645483984807	1.1505977345995232e-6	2.1564924645474506e-4	7.085630907630045	8.036317164251162	6.852463436897797	6.825491704880151	14.851315575211418	17.851617222312182	17.753111343905626	14.153907242401152
ENSMUSG00000026584.15	Scyl3	1.1583969004615966	3.611769890062371	106.68442760195637	1.164700270493589e-6	2.1564924645474506e-4	7.5949106291159545	7.443959633716678	7.347822239565107	7.7485119354333385	14.584924264445293	20.214331266441736	16.60614066719262	15.8709386127908
ENSMUSG00000034593.17	Myo5a	1.1813743372819663	4.801913777774994	106.61315451084181	1.1682969889501041e-6	2.1564924645474506e-4	19.086918257428433	16.13187008155577	18.135636164319873	14.816903700985382	33.01032325910221	42.900761486463466	41.689890684003096	37.00898696988498
ENSMUSG00000004508.7	Gab2	1.336588770727086	4.232942030296554	105.9151189279768	1.2042364136845046e-6	2.1689242672361778e-4	10.739159344376787	10.563709294531625	11.200612926977524	10.056062511816307	23.708826658185043	21.789473962528103	32.33958625427752	29.676798955788644
ENSMUSG00000021134.18	Srsf5	0.9395015711552471	7.417658782532875	105.70737129054064	1.215187754642328e-6	2.1689242672361778e-4	126.21280054216018	110.55366044875247	110.49253292829178	121.37716031774418	212.73566092264727	209.88776425350866	242.11054936702755	234.07314141203742
ENSMUSG00000025158.8	Rfng	-0.877174236441216	3.894039450548728	105.56332540698561	1.222851264328589e-6	2.1689242672361778e-4	19.64048317208703	18.876459973032212	19.126353769654493	19.14052478094505	11.654619846017928	10.194673560781222	9.848987332644272	10.093360082695902
ENSMUSG00000112808.2	Gm4739	2.9504673550774605	1.4122851872275786	105.47009066604242	1.2278424449291728e-6	2.1689242672361778e-4	0.4871371248995656	0.7503195386770126	0.6054385365933797	0.5343801334781613	2.619514555866887	5.447368490632026	4.238804674808927	6.218437936005752
ENSMUSG00000028339.18	Col15a1	-1.6340958891026505	4.92637508360635	104.91808016024208	1.257899382933701e-6	2.1983799003015786e-4	35.40601194156388	56.372691655865026	47.554445056061816	44.37784108475458	16.494061991602518	11.791693238757679	13.963121281723526	16.938282437627606
ENSMUSG00000022246.15	Rai14	0.8613461437481751	4.417314413337938	104.00651384611407	1.3094906684723765e-6	2.2644539685962316e-4	14.56982855381428	15.203843283718413	16.429400288465803	14.355393585708788	26.017551351491452	26.493025068897122	27.402625515382418	30.094455235072612
ENSMUSG00000045193.14	Cirbp	1.2307910312217347	5.51343058608409	102.98317759697183	1.370464491087248e-6	2.3424167126682787e-4	30.246786936945753	24.22742299886038	26.831935144479324	27.763476934797197	54.388225948083665	76.50380566963933	57.92201917400669	67.14984845821137
ENSMUSG00000020275.10	Rel	1.3925524085272674	2.480854258485698	102.7780639554607	1.3830924100853605e-6	2.3424167126682787e-4	3.409959874296959	2.8038256445298892	3.0822325499299326	2.9148007280626977	7.56995308093736	8.66328482847503	9.250567849141836	6.589687962035946
ENSMUSG00000024481.6	Lvrn	1.9038452479952614	4.320843843698297	101.55145626126355	1.461591820718417e-6	2.434463949324215e-4	10.030596253613782	5.80510379923794	10.512614589939592	7.3355818322911235	28.70366373504987	26.77742583346827	35.281815381497836	35.083127459853344
ENSMUSG00000022521.11	Crebbp	0.9418372820563378	5.898194262999034	101.18925385035192	1.4857867095216082e-6	2.434463949324215e-4	41.8716501447763	40.95165061095064	41.03222082094223	39.349809828846425	69.37273717867815	89.54248687613206	81.36011561118546	73.25227076108268
ENSMUSG00000023078.7	Cxcl13	4.373543528507941	1.1649946044208364	101.03556194264797	1.4961982791911363e-6	2.434463949324215e-4	0.199283369277095	0.31592401628505795	0.19263953437062079	0.07287001820156745	2.1533297620261695	3.806594848875392	4.188936384517057	6.63609421528972
ENSMUSG00000041679.10	Fbxl9	2.0045735878302495	0.6477150843642562	100.90951352838393	1.504802579687726e-6	2.434463949324215e-4	0.4871371248995656	0.6910837856235643	0.5779186031118624	0.6558301638141071	2.2643261415120546	2.865884627601588	1.9697974665288545	2.621953308838246
ENSMUSG00000039997.17	Ifi203	-2.0589547832180237	3.160286420472759	100.81145744785609	1.51153714895952e-6	2.434463949324215e-4	11.647005804416887	17.336330393642555	13.980126208610766	14.428263603910354	3.8626740061087994	4.550412233138399	2.992097417512184	2.3435157893156005
ENSMUSG00000034858.18	Atosa	1.1346683933882689	5.643416617097822	100.33007133871862	1.5451284420089907e-6	2.4577947989771234e-4	29.914647988150595	36.21279036667477	29.143609556926776	29.70667742017233	56.719149917287254	72.69721082076394	69.54133081201235	75.54938029714451
