Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_C26_1	CPM_C26_2	CPM_C26_3
ENSMUSG00000025777.9	Gdap1	-6.060739056037864	3.5793194817968375	796.9896132754252	5.435162260968126e-10	5.570335749867964e-7	28.785440763795414	21.003629178037055	20.72103805157556	0.32265025161237204	0.39934994176149563	0.3465041193724186
ENSMUSG00000089781.4	Gm15756	-6.514058668225148	2.8577413288120574	796.3760408948091	5.453565293005954e-10	5.570335749867964e-7	16.233366875808006	13.950750007552287	12.729735366666322	0.11222617447386854	0.19967497088074782	0.1732520596862093
ENSMUSG00000044006.9	Cilp2	-5.31884376349177	2.0882362958400873	755.025286012622	6.891067727666118e-10	6.647583334621915e-7	8.59508935482342	8.008763893224462	8.247434181220434	0.23848062075697066	0.171149975040641	0.19057726565483024
ENSMUSG00000004939.8	Nmrk2	-3.667371187820881	5.988525942986061	745.7632289557158	7.274434172944511e-10	6.648067104158342e-7	120.28259951834963	121.60403756583077	111.28913514721361	9.707564091989628	8.01552383107002	9.996643843894276
ENSMUSG00000040136.11	Abcc8	4.1627476328466475	4.1284342045418265	681.7947581105043	1.0777973073602743e-9	9.279702600043245e-7	1.8649722184994213	1.6275875008811003	2.0234388208584293	32.615731956468046	37.53889452558059	28.915768761628332
ENSMUSG00000121069.2	Gm56730	4.741282829400268	8.601629854817265	661.0374900462829	1.2341289606999824e-9	9.279702600043245e-7	22.49318667007563	32.34507223973234	29.22460372910719	718.1352904582848	696.7800733862896	831.315357992338
ENSMUSG00000079278.4	Tmem233	-6.979304663698884	6.691077159768814	659.0610023695158	1.2504217437821477e-9	9.279702600043245e-7	212.34735851331672	191.48696121477326	211.38532390562807	2.020071140529634	0.8842748710433118	1.8018214207365766
ENSMUSG00000031360.15	Ctps2	3.172133436538285	4.152734920901889	650.0778587573589	1.3278811807990021e-9	9.279702600043245e-7	3.5353386402858593	3.771869446486359	3.3040963024143974	31.745979104295564	33.94474504972713	30.041907149588692
ENSMUSG00000139764.1	Gm54022	5.76111675226224	4.39190848426867	645.8927104083758	1.3659729056632338e-9	9.279702600043245e-7	0.7297717376736865	0.7492069448500303	0.7940076385647001	39.531669958420196	52.00106741651476	31.87837898226251
ENSMUSG00000123692.1	Gm74420	-5.75656326617478	3.990846051618297	644.5651199245817	1.37833511201485e-9	9.279702600043245e-7	30.53689293421226	33.507634740361695	29.685640422467337	0.6733570468432113	0.31377495424117513	0.6583578268075954
ENSMUSG00000115801.3	Gm55330	4.77799183320008	4.2205163107033306	638.8288447936886	1.4333525876907874e-9	9.279702600043245e-7	0.9892461332909973	1.6534222231173081	1.3318837808182067	35.96848891887487	34.144420020607875	37.30116845044086
ENSMUSG00000085790.3	Gm12729	4.677675835944217	2.5386610887602292	637.8569221101427	1.4429392432686457e-9	9.279702600043245e-7	0.43786304260421194	0.36168611130691114	0.48664984299126784	10.928023739392948	12.265748211245938	10.013969049862897
ENSMUSG00000116879.3	Gm49794	-5.7162123524904995	2.0757427688355703	629.0437977701959	1.5335566263891599e-9	9.510241878793347e-7	8.789695151536403	8.344615282295164	7.60710544044245	0.11222617447386854	0.19967497088074782	0.1732520596862093
ENSMUSG00000121093.2	Gm56906	4.097011170207736	6.820646215740081	599.332749897477	1.8951839736659662e-9	1.1347577420253737e-6	10.11950142907512	13.976584729788495	13.395677257075425	222.6146453407275	191.11747212871578	226.4924176277814
ENSMUSG00000020108.5	Ddit4	4.004106271163967	7.194585143794054	593.7066478086432	1.975008564830753e-9	1.1431349573240396e-6	16.60636131950789	18.006801398636934	16.9302919061699	320.2514171329931	282.6541837796186	223.9975879683
ENSMUSG00000120402.2	Gm56886	-5.974941912188676	2.4234509836421942	572.5239490292827	2.315083783778673e-9	1.205140179490608e-6	10.492495872775004	9.946368060940056	11.218559538430279	0.11222617447386854	0.14262497920053416	0.24255288356069302
ENSMUSG00000031490.7	Eif4ebp1	3.6247638772006603	7.768054446647091	570.7956971730962	2.345885044982395e-9	1.205140179490608e-6	32.69377384778116	33.171783351291	32.17011593668592	443.7422938696762	433.2661618153827	332.4360521258984
ENSMUSG00000063821.7	Dusp29	-3.893184564309578	3.9060037820310614	570.7768425076849	2.3462238369654544e-9	1.205140179490608e-6	32.2072593559987	25.163019458066533	26.76574136451973	1.6413078016803273	2.025274704647585	2.0270490983286487
ENSMUSG00000022094.16	Slc39a14	4.762414184951727	7.101066800787363	566.8325685548408	2.4184347532460616e-9	1.205140179490608e-6	8.886998049892894	10.256384727774552	10.142807253923266	252.45277947896727	331.4889766578815	210.22404922324637
ENSMUSG00000140105.1	Gm74219	4.6606621553303205	4.490444752054995	566.2591430120633	2.4291583898969866e-9	1.205140179490608e-6	1.4433263256212912	2.221786112313883	1.485562678604923	43.78223631661796	38.10939444238273	47.315137500303756
ENSMUSG00000025793.18	Hgs	3.602692268718818	6.487242028316019	554.009630258702	2.6728020884003093e-9	1.2768936827253587e-6	11.287136209353019	14.751626396874734	14.932466234942586	157.53749241769296	180.3635486969955	159.04539079194012
ENSMUSG00000130795.1	Gm46757	-6.5057854945638685	4.88212473632055	549.8089883895551	2.763188327302858e-9	1.2768936827253587e-6	65.67945639063178	41.206381966751664	68.10536486914638	0.7154418622709119	0.4278749376016025	0.7103334447134582
ENSMUSG00000036452.19	Arhgap26	3.5636572578018675	5.338095036703869	545.8136694667089	2.852656331349981e-9	1.2768936827253587e-6	5.919259650019902	6.484515281288193	6.505740006304317	74.57429293788564	86.25958742048306	62.63061957656466
ENSMUSG00000013539.15	Tango2	2.782689345599603	6.773390450448079	543.0522224587382	2.9165740841791935e-9	1.2768936827253587e-6	27.828628929956583	29.08989723797014	26.304704671159584	182.85852303335955	206.97736981581517	182.95417502863702
ENSMUSG00000026173.17	Plcd4	-5.416336816091913	5.728743583373735	541.9964909492605	2.941473583794883e-9	1.2768936827253587e-6	89.97274668030252	90.52486671567262	130.55022366981538	2.6232868283266773	1.7970747379267304	2.754707749010728
ENSMUSG00000023078.7	Cxcl13	7.188652000487958	3.7276994338922687	516.6536111471771	3.6256333427046933e-9	1.5019875097306113e-6	0.24325724589122885	0.20667777788966352	0.05122629926223872	24.633645297014144	22.819996672085466	31.012118683831464
ENSMUSG00000090104.3	Slmapos2	5.010757029306604	3.715489693441711	516.4133177352712	3.6330036517326465e-9	1.5019875097306113e-6	0.5351659409607035	0.9300500005034859	0.9476865363514163	27.439299658860858	23.13377162632664	25.3294511261238
ENSMUSG00000037846.19	Rtkn2	-5.690675487451947	1.8283629795374572	512.5927105483427	3.7526945319352415e-9	1.5153904151749659e-6	7.832883317697569	6.923705559303728	6.070316462575288	0.16833926171080282	0.0855749875203205	0.12127644178034651
ENSMUSG00000039084.9	Chad	-5.245789384181636	1.9166078011784498	507.2661617493088	3.927740265352012e-9	1.550029135626644e-6	7.540974622628094	6.8978708370675195	7.60710544044245	0.23848062075697066	0.11409998336042733	0.19057726565483024
ENSMUSG00000019932.9	Kera	-7.066623437987546	2.9767515007407064	501.3655482509822	4.1334867987030695e-9	1.5949747727262244e-6	19.314625323763572	14.906634730291982	12.550443319248487	0.16833926171080282	0.057049991680213664	0.08662602984310465
ENSMUSG00000000305.13	Cdh4	-5.951961181066896	4.094638220085906	498.04649171605865	4.255026963969415e-9	1.6061801783122808e-6	29.41790960311261	29.08989723797014	42.4666020883959	0.519046056941642	0.342299950081282	0.7103334447134582
ENSMUSG00000045776.4	Lrtm1	-2.5291878266795162	4.976033015090927	489.45535199703653	4.590573784406234e-9	1.6641809166699462e-6	51.87866197373607	52.75450280633661	56.29770288920035	9.9460447127466	8.757173722912798	9.13038354546323
ENSMUSG00000032114.10	Slc37a4	-3.4052634759316707	6.194538360268005	489.2163902341437	4.600361898189208e-9	1.6641809166699462e-6	150.23567506242296	119.51142506469793	131.754041702478	13.298801675153422	10.668348444199955	13.842839568928122
ENSMUSG00000129906.1	Gm63993	3.5511739341216773	4.896930947295471	486.6162547681114	4.708537190899344e-9	1.6685518323015551e-6	4.621887671933348	5.347787502895043	4.046877641716859	59.05902431687332	58.790016426460184	46.50085281977857
ENSMUSG00000001729.15	Akt1	2.7155997792815216	7.370995266977827	479.09454799151683	5.0395022374416795e-9	1.7501183370187464e-6	41.434817550139314	45.546615302434596	44.208296263312015	283.6937407981304	313.8605292286955	264.12276499162607
ENSMUSG00000106874.4	Gm20186	4.329817578613693	8.641404940463435	468.3824425614504	5.56158624816468e-9	1.893556541433951e-6	28.1691890742043	43.63484585695521	41.775047048355674	757.6248756012773	703.9968973338366	820.2445513783892
ENSMUSG00000025176.15	Hoga1	3.6188074682977622	2.186413849772394	464.4874900576046	5.7677170280905605e-9	1.9256678894175054e-6	0.6811202884954408	0.7233722226138223	0.6147155911468647	7.841803941361564	9.127998668834186	7.969594745565628
ENSMUSG00000032411.16	Tfdp2	3.095410303760936	7.714426183307642	462.47843141413404	5.877700883386765e-9	1.9256678894175054e-6	40.73748011191779	45.49494585796218	45.745085241179176	334.2796889422267	432.7812368861009	360.8147395024995
ENSMUSG00000055116.9	Bmal1	3.855836398724867	4.778070545893976	457.5236417388701	6.1601305677630035e-9	1.9808242070117924e-6	4.086721730972645	3.823538890958775	2.638154412005294	55.9587762470327	49.690542753466104	47.95617012114273
ENSMUSG00000114515.4	Gm57854	-4.89749095661134	3.580958425843466	442.883712384361	7.097513946753435e-9	2.2407496758441207e-6	22.298580873362646	25.757218069499316	21.438206241246903	0.6453005032247441	0.5704999168021366	1.0741627700544976
ENSMUSG00000022358.8	Fbxo32	4.119826156896939	11.199753739382398	436.1932053413364	7.583810642136656e-9	2.351522999822516e-6	219.9045502856709	287.7213015446478	259.99908190549263	5034.199649733368	4735.463084411976	3575.0909020368663
ENSMUSG00000055214.16	Pld5	-5.145551728030238	1.4190905822127333	430.7525136006413	8.009652228871696e-9	2.3665164213382705e-6	4.994882115633232	4.960266669351924	5.634892918846259	0.15431098990156925	0.0855749875203205	0.1732520596862093
ENSMUSG00000047407.18	Tgif1	3.019614464978145	3.825435115597653	429.20691212668464	8.135935750672075e-9	2.3665164213382705e-6	3.3731671430250403	2.6093069458570017	3.278483152783278	26.204811739648303	25.957746214497217	23.23310120392067
ENSMUSG00000045246.13	Kcng4	-5.822020614947537	4.376621853366939	428.883371863266	8.162678742987983e-9	2.3665164213382705e-6	46.672956911663775	40.017984743886096	35.75595688504263	0.6312722314155106	0.39934994176149563	1.0568375640858767
ENSMUSG00000042155.4	Klhl23	-3.305346256756724	4.691987382707864	428.70678925396913	8.177320046089394e-9	2.3665164213382705e-6	51.99218202181865	47.045029192134656	41.775047048355674	5.022121307705617	3.8508744384144222	5.284187820429383
ENSMUSG00000071637.6	Cebpd	4.153590915280478	6.491220566291391	425.5850639184249	8.441551242585893e-9	2.390198183132844e-6	8.189660611671371	10.488897227900424	10.065967805029908	191.1492316726166	191.31714709959653	128.17187375585763
ENSMUSG00000020150.14	Gamt	-3.8484148043684474	2.3323573863462275	424.51579781947123	8.534455618189146e-9	2.390198183132844e-6	10.606015920857578	8.137937504405501	9.425639064251925	0.6733570468432113	0.5419749209620298	0.7103334447134582
ENSMUSG00000024222.19	Fkbp5	4.803386329336542	7.958491411374753	422.1836599106712	8.74147149519068e-9	2.409316048293507e-6	22.444535220897382	16.14670139762996	12.85780111482192	542.655638396582	475.9110305963424	421.9380661597941
ENSMUSG00000066363.13	Serpina3f	5.395127040445017	1.3522921625124025	420.31295779213707	8.91198951933184e-9	2.4122366467684915e-6	0.14595434753473732	0.07750416670862381	0.10245259852447744	4.36279253267164	5.391224213780191	4.885708083151102
ENSMUSG00000042961.14	Egflam	-2.843531780254594	4.031507506613915	419.04474350333015	9.029911428239574e-9	2.4122366467684915e-6	32.67755669805508	26.273912514223476	27.073099160093165	4.166396727342369	3.6797244633737813	4.10607381456316
ENSMUSG00000020190.14	Mknk2	3.1407429594953427	9.804896397514238	416.0226163661985	9.318716849657048e-9	2.451669687537045e-6	166.06361319507891	197.1964348289752	183.26208561065903	1640.7186142643395	1788.6313391580588	1390.6249822773275
ENSMUSG00000032078.18	Zpr1	2.3638712615997544	5.95327558353821	411.83170303086064	9.738199517402653e-9	2.5237924838832786e-6	20.076831360889422	19.608554177281825	20.72103805157556	105.24009511287022	111.4471587472974	94.31842129317234
ENSMUSG00000071713.7	Csf2rb	3.4410640961912478	3.321933820175246	408.2315963699772	1.0117156915675328e-8	2.5834457747615647e-6	1.4271091758952092	1.679256945353516	1.9465993719650714	17.801876925917398	20.4524220173566	16.354994434378156
ENSMUSG00000009394.14	Syn2	4.041401774607119	2.7800751540278275	405.4316487231323	1.0424439443913855e-8	2.592003586977699e-6	0.6162516895911131	0.7492069448500303	0.9989128356136551	13.046292782587217	13.834622982451814	11.590562793007402
ENSMUSG00000058070.15	Eml1	-2.669293605682892	5.9526653566731245	405.2102685293819	1.0449219712533916e-8	2.592003586977699e-6	97.85428144717832	108.58333755878196	114.72129719778361	17.90007482858203	14.690372857655019	17.810311735742317
ENSMUSG00000062081.7	Gm6055	2.6224049047654607	3.840806662556599	403.8045337837132	1.0608267109723237e-8	2.5943936632849902e-6	4.167807479603055	4.1335555577932706	3.637067247618949	24.31099504540177	26.585296122979567	22.78264584873652
ENSMUSG00000006542.14	Prkag3	-3.848909785386028	6.308689231754331	401.01889481056185	1.0932298586933115e-8	2.6365060092153693e-6	168.22049410864778	130.8011986819208	145.71320825143803	10.058270887220468	8.072573822750234	12.630075151124657
ENSMUSG00000040511.15	Pvr	2.469460159584932	3.8528361932970774	399.2533080949138	1.1143965494051676e-8	2.6507372169686756e-6	4.540801923302939	4.314398613446726	4.328622287659172	23.56749663951239	22.962621651286	26.559540749895884
ENSMUSG00000024330.18	Col11a2	-3.5185139972006856	2.3809872187673946	396.714605149596	1.1457195396605205e-8	2.6669621091692416e-6	8.67617510345383	9.016318060436571	11.039267491012444	0.7575266776986126	0.8272248793630982	0.9182359163369093
ENSMUSG00000139751.1	Gm34317	6.478022416789791	2.850440752334294	396.22088160643096	1.1519359490191955e-8	2.6669621091692416e-6	0.1946057967129831	0.15500833341724762	0.10245259852447744	13.074349326205684	18.940597237830936	10.568375640858767
ENSMUSG00000049225.16	Pdp1	-3.3639357543601434	6.27261109755713	393.14377664068303	1.1916251407507903e-8	2.700208746157184e-6	133.43470794620208	149.3763639697543	140.02708903332953	12.38696400755324	11.581148311083373	17.030677467154373
ENSMUSG00000069372.4	Ctxn3	3.920763976659207	7.245724530422678	391.689029369595	1.2109716756664236e-8	2.700208746157184e-6	21.049860344454338	17.92929723192831	17.340102300267805	266.5792491908655	359.5290475687065	227.91308451720832
ENSMUSG00000127570.1	Gm41800	6.292639934964173	2.350439451846992	391.5420297519747	1.2129479509344642e-8	2.700208746157184e-6	0.0648685989043277	0.15500833341724762	0.17929204741783553	8.655443706297111	8.785698718752904	12.283571031752238
ENSMUSG00000041559.8	Fmod	-2.913829601293131	5.798797342575055	386.84666323762843	1.278205063068082e-8	2.7837913323482405e-6	100.38415680444712	99.64452366505402	94.87110623366611	15.515268621012325	11.067698385961451	12.439497885469828
ENSMUSG00000035105.6	Egln3	3.661572049693748	7.644877298522374	386.5439836231077	1.2825576283567107e-8	2.7837913323482405e-6	25.655530866661604	34.566858352046225	27.739041050502266	309.40756302445556	362.3530221568771	440.71858942977923
ENSMUSG00000030630.17	Fah	4.460256168036002	4.377997578863307	385.3554870125101	1.2998250186883268e-8	2.7864397067289023e-6	1.9947094163080767	1.679256945353516	1.6904678756538778	28.19682633655947	43.07274371856132	47.78291806145653
ENSMUSG00000121001.2	Gm57461	-7.11426278277971	1.4337630819221796	383.9838621385737	1.3201086210341943e-8	2.795410499468018e-6	5.367876559333117	4.908597224879508	5.788571816632976	0.042084815427700706	0	0.05197561790586279
ENSMUSG00000025352.7	Gdf11	-2.794049332414519	2.343821013389407	379.5231013637637	1.3888125798278753e-8	2.8703387478286734e-6	9.324861092497105	8.42211944900379	8.78531032347394	1.2906010064494882	1.2836248128048076	1.2474148297407068
ENSMUSG00000032437.11	Stt3b	2.2310675034835112	8.03318034976076	379.4566115778076	1.3898693684809279e-8	2.8703387478286734e-6	93.81621116538393	88.22557643665012	93.87219339805246	449.57805494231735	434.2074866781062	411.64689381443327
ENSMUSG00000123782.1	Gm42146	4.695762526934357	4.9695378357049504	377.23108534875615	1.4258174166823176e-8	2.8703387478286734e-6	1.9460579671298308	2.3767944457311305	2.6893807112675328	80.00323412805903	52.00106741651476	48.389300270358255
ENSMUSG00000023328.15	Ache	-3.5742802824254847	3.2185854966021576	375.82544575351085	1.4491100250456081e-8	2.8703387478286734e-6	16.557709870329646	17.980966676400726	16.955905055801015	1.1503182883571526	1.369199800325128	1.8018214207365766
ENSMUSG00000028834.14	Trim63	4.561829323513454	10.897043286924559	375.6227608547911	1.4525070341645143e-8	2.8703387478286734e-6	170.5719808189297	144.31275841145754	149.81131219241715	4540.51670822282	3839.036565140778	2596.927098254497
ENSMUSG00000112983.3	Gm32939	4.095875448904106	1.7532779234006008	375.1563287378911	1.460361606697711e-8	2.8703387478286734e-6	0.3892115934259662	0.36168611130691114	0.33297094520455167	6.004100334351967	7.416498918427776	5.40546426220973
ENSMUSG00000054752.18	Fsd1l	-2.6676261248994755	4.044360118735305	373.88854796339507	1.4819751829355394e-8	2.8703387478286734e-6	29.207086656673546	28.805715293371854	27.406070105297715	3.829718203920764	5.048924263698909	4.625829993621788
ENSMUSG00000139166.1	Gm64311	9.386534241355713	3.6909019946321098	373.55445585024836	1.4877360475960643e-8	2.8703387478286734e-6	0.03243429945216385	0.02583472223620794	0.05122629926223872	20.80392709309338	38.50874438414422	17.948913383491284
ENSMUSG00000030595.16	Nfkbib	2.0812903246308903	5.256618970503772	366.3659045468423	1.618610631921344e-8	3.053276764800445e-6	14.968429197173617	14.854965285819565	13.933553399328932	61.87870695052926	58.73296643477997	64.60569305698745
ENSMUSG00000027597.16	Ahcy	2.2492808562139883	5.290064886612691	365.20495379195864	1.641050029020015e-8	3.053276764800445e-6	13.168325577578523	12.736518062450514	14.830013636418109	61.21937817549529	68.28884004121575	64.17256290777192
ENSMUSG00000079055.11	Slc8a3	-3.4090963818202726	4.944929240271412	364.27307026210167	1.65933824791788e-8	3.053276764800445e-6	54.55449167853959	52.857841695281444	61.57401171321094	6.242580955108938	3.9649744217748495	5.561391115927319
ENSMUSG00000025610.8	Map3k7cl	-3.6863004933868817	2.8755427248083043	363.28637121284237	1.6789752472121124e-8	3.053276764800445e-6	16.492841271425316	11.754798617474613	12.44799072072401	1.0521203856925176	1.198049825284487	0.9355611223055302
ENSMUSG00000026185.9	Igfbp5	-3.71280387290168	7.958000494247589	363.01242236125523	1.6844777393057888e-8	3.053276764800445e-6	400.3203409883323	467.84098497548956	518.0771775886512	28.58961794721801	33.43129512460521	43.694169452861985
ENSMUSG00000082100.2	Glns-ps1	2.8390431387468924	3.9800364299663387	362.8347117392664	1.6880590268419876e-8	3.053276764800445e-6	4.1515903298769725	3.1776708350535765	4.200556539503575	29.515483886627425	27.697770960743735	25.52002839177863
ENSMUSG00000021477.10	Ctsl	2.6451128896323812	8.25003434240192	359.65688741832776	1.7537036007495386e-8	3.1393102395273184e-6	83.50210393959583	83.9628472676758	84.24164913675158	450.2093271737329	593.8618883951841	530.584432789016
ENSMUSG00000023067.15	Cdkn1a	4.953021653804838	7.219536836395328	357.0696732545029	1.8094705957127437e-8	3.1481777942071617e-6	6.259819794267623	12.0389805620729	9.784223159087595	340.11545001486786	273.1268351690229	252.3936005508697
ENSMUSG00000137898.1	Gm64262	4.424756180050435	6.128682775520496	356.7827725847578	1.8157877043243338e-8	3.1481777942071617e-6	4.29754467741171	6.381176392343361	8.093755283433717	121.33052287806113	130.50185596848877	148.78886885851654
ENSMUSG00000071714.8	Csf2rb2	3.349810602828849	3.1508686868997278	356.1382864626303	1.8300771311065375e-8	3.1481777942071617e-6	1.491977774799537	1.3950750007552288	1.8441467734405939	13.930073906568932	18.54124729606944	15.783262637413667
ENSMUSG00000124684.1	Gm71882	-4.721706333722396	1.2795142308641219	356.08883668821363	1.83117920533819e-8	3.1481777942071617e-6	5.319225110154871	4.314398613446726	4.303009138028052	0.19639580532926995	0.11409998336042733	0.19057726565483024
ENSMUSG00000052934.15	Fbxo31	2.8377171807173744	8.697542218465147	355.27237783029307	1.8494935423680378e-8	3.148490771537119e-6	94.15677130963165	106.4390556131767	105.06513978685162	678.7859880333847	853.5249255276766	652.7271348677936
ENSMUSG00000044167.7	Foxo1	3.065053838497625	6.264207456695438	354.20938680787054	1.873675599277531e-8	3.1586896219276746e-6	14.854909149091043	16.017527786448923	18.33901513588146	132.94593193610652	162.7636262636496	115.95760354797989
ENSMUSG00000001909.17	Trmt1	2.1569944740063214	5.993005509266959	350.19568560143165	1.9685502928103223e-8	3.2845781513115e-6	24.731153332274936	21.597827789469836	23.564097660629812	103.87935274737457	109.84975898025141	98.16461701820619
ENSMUSG00000002489.17	Tiam1	-3.2225677583959533	2.7005123274670333	349.47587231740266	1.9861823651676315e-8	3.2845781513115e-6	11.822302150313723	12.426501395616018	10.885588593225728	1.0521203856925176	1.511824779525662	1.2474148297407068
ENSMUSG00000140700.1	Gm75569	4.576254102249132	3.381512935945899	348.3530823319735	2.0140736344252742e-8	3.2992806215245715e-6	0.9892461332909973	0.7233722226138223	0.7427813393024615	14.827883302359881	19.938972092234675	24.913646182876896
ENSMUSG00000039703.17	Nploc4	2.5762347383646103	8.191834126062203	345.51688481333144	2.086694677678888e-8	3.34351857263737e-6	74.53402014107252	88.27724588112252	89.10814756666426	520.308601404473	534.9007219936833	446.95566357848276
ENSMUSG00000025579.15	Gaa	3.0374762906950212	8.798832893890326	345.1135532543204	2.097280892374955e-8	3.34351857263737e-6	81.83173751780939	103.26138477812313	105.03952663722049	824.3012515105644	876.1737722247215	681.2097734802063
ENSMUSG00000005625.16	Psmd4	2.3276195127062866	8.309595942573697	345.0541556280557	2.098845452761307e-8	3.34351857263737e-6	110.50365823352223	100.88459033239201	104.75778199127818	571.8204154879787	534.1875970976806	481.1036445426346
ENSMUSG00000079012.12	Serpina3m	5.932720906104877	2.591478826143409	344.16077582036957	2.122550944198509e-8	3.3471462277609606e-6	0.2756915453433927	0.10333888894483176	0.15367889778671617	9.11837667600182	11.581148311083373	14.518522601704339
ENSMUSG00000023905.16	Tnfrsf12a	3.463698064765234	5.188858760355475	342.9774571741298	2.1544572032522698e-8	3.3471462277609606e-6	7.849100467423651	5.166944447241588	5.020177327699394	64.57213513790211	66.71996527000988	69.09292140286027
ENSMUSG00000054958.7	Nt5c1a	-3.6454685896614114	2.5508980596884765	342.81249372877556	2.15895172488613e-8	3.3471462277609606e-6	10.849273166748807	10.333888894483175	11.346625286585876	0.7715549495078462	0.684599900162564	1.1088131819917395
ENSMUSG00000020333.18	Acsl6	2.016643389025763	6.361318853001262	341.87462042093154	2.1847241330003283e-8	3.3571283049042214e-6	33.7316714302504	32.34507223973234	31.581013495170172	128.97593101409342	126.56540654255402	139.69313572499055
ENSMUSG00000110588.3	Gm45774	7.693919585274612	2.2753858870557666	339.8942327077906	2.2403945025300658e-8	3.4057337088349896e-6	0.03243429945216385	0.07750416670862381	0.02561314963111936	10.801769293109848	6.104349109782862	11.34800990944671
ENSMUSG00000034845.7	Plvap	2.341363298691319	4.9881552812626815	339.024739128659	2.2653853018154978e-8	3.4057337088349896e-6	10.135718578801203	9.817194449759016	11.372238436216996	47.75223723863106	58.0198415387773	53.01513026398005
ENSMUSG00000004105.9	Angptl2	-3.3193964074314706	4.8629457751862875	338.6865923441314	2.2751964422072037e-8	3.4057337088349896e-6	56.56541824457375	56.19052086375227	45.924377288597015	4.966008220468683	4.307274371856131	6.548927856138712
ENSMUSG00000086841.4	2410006H16Rik	4.755322056871297	6.324198687856106	336.97102332239285	2.325782726829914e-8	3.4517001084337286e-6	6.876071483858736	4.882762502643301	5.301921973641708	195.39979803081437	161.30885147580415	106.51536629508148
