Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_LLC_1	CPM_LLC_2	CPM_LLC_3	CPM_LLC_4
ENSMUSG00000032202.12	Rab27a	1.3136433722330485	1.3684289932954241	67.78021137134868	9.81121734034211e-6	0.008865725816649142	1.519189340856381	1.5116475564505019	1.2226445204148315	1.6012704155217996	3.208301685240775	3.9265769675011453	3.107195293567477	4.356405280693662
ENSMUSG00000008318.11	Relt	-0.9247389890342684	4.047348305318885	65.5165806335142	1.1376797906343286e-5	0.009683901129098407	22.1403167872348	20.80453399807197	23.32429546637525	20.218238543236787	10.021630532929516	9.982566828916374	11.706568214143413	13.892473532920732
ENSMUSG00000138479.1	Gm69738	3.3028901357071128	-1.1215918403588865	64.91198065375463	1.1844715691715683e-5	0.009683901129098407	0.11207134481727402	0.07752038751028215	0.018809915698689717	0.08798189096273624	0.9918136930179814	0.99674646098106	0.537460807535996	0.5488384605598314
ENSMUSG00000025085.17	Ablim1	0.7085777133316278	5.5125419641795235	63.44851796938871	1.3076648043951985e-5	0.01020513501211871	35.86283034152768	38.59546293168172	31.93923685637514	32.11339020139873	58.60325255701899	61.88889389546036	54.417906763019595	51.522210485054174
ENSMUSG00000030584.15	Dpf1	-1.378725777251091	-0.38900795474480326	61.397389922878155	1.5073394810229646e-5	0.01067068034416051	1.0335468466481936	1.191875957970588	1.072165194825314	0.9502044223975514	0.3794765434155755	0.3926576967501145	0.4198912558874969	0.44593124920486304
ENSMUSG00000090338.3	Gm17081	1.0857112632977668	1.279328084169345	61.28404802242971	1.5194054102275296e-5	0.01067068034416051	1.6188083140272913	1.3662968298687228	1.6928924128820746	1.4780957681739688	3.113432549386881	3.7604525573376355	2.972830091683478	3.207274753896515
ENSMUSG00000044167.7	Foxo1	1.3580869655560388	4.425742708755167	60.11095215187711	1.6513688222016556e-5	0.01067068034416051	13.597989837829246	12.316051565696077	11.455238660502038	10.786579832031464	34.20463570877665	37.030641247356954	19.835662928125352	32.432922778707535
ENSMUSG00000001943.9	Vsig2	1.0266080233730022	1.6705612464604997	59.87445789009772	1.6796178266586056e-5	0.01067068034416051	2.4655695859800284	1.9670798330734094	1.8998014855676615	1.9707943575652918	3.9327569044886914	3.941679186606919	4.518029913349467	4.562219703403599
ENSMUSG00000022146.13	Osmr	1.4427852631522433	3.9567169331782313	58.94765776735392	1.796077932967084e-5	0.01067068034416051	10.410182696360119	8.740423691784311	7.1477679655020925	6.985762142441257	23.924271168972872	30.15913155422995	17.971345751984867	18.59190285146429
ENSMUSG00000076617.10	Ighm	-1.4722796694796845	5.210738787450236	58.73130128452674	1.824648239458527e-5	0.01067068034416051	57.953337642177026	41.69627843209301	51.55797893010851	66.40873129867332	14.747838391832593	16.053658909437374	23.950597235822823	23.771565822997697
ENSMUSG00000009585.19	Apobec3	0.9055303488749331	2.644672841075219	58.698588377848324	1.829015462826278e-5	0.01067068034416051	3.9598541835436816	4.970994849096843	3.649123645545805	4.73342573379521	7.701648937957021	8.608264890290974	7.860364310213941	8.318332917859944
ENSMUSG00000026180.10	Cxcr2	2.347504313556634	-0.14063303220842013	58.436036684398445	1.864525658598726e-5	0.01067068034416051	0.26149980457363936	0.4845024219392634	0.16928924128820746	0.19356016011801974	1.4316615047042167	1.6763463207408738	1.4612215704884892	1.3206425457220943
ENSMUSG00000041479.15	Syt15	1.1118217841661369	1.1780589362736544	56.33396265310379	2.1808639088514445e-5	0.01160268073065216	1.3074990228681969	1.5019575080117167	1.3731238460043493	1.4604993899814216	3.64814949692701	3.15636379310669	2.68730403767998	2.692738697121673
ENSMUSG00000001739.15	Cldn15	1.438801693128304	1.514639063204664	56.02987748156855	2.231801228052819e-5	0.01160268073065216	1.9301176051863858	1.5697878470832134	1.2790742675109008	1.2845356080559491	5.122933336110269	3.6698392427029938	3.2919474461579754	4.407858886371146
ENSMUSG00000071713.7	Csf2rb	1.4009031128165876	2.7820955158998095	54.898147002792584	2.4343947892559824e-5	0.01160268073065216	4.632282252447325	4.651223250616929	2.8214873548034576	2.8682096453852015	10.866828288718754	10.903802194368566	8.414620767985438	9.570370656012061
ENSMUSG00000016756.18	Cmah	1.3471359400694012	1.5155823650117948	54.877433169398586	2.4383042968468248e-5	0.01160268073065216	1.1456181914654677	1.6957584767874219	1.8433717384715922	1.7244450628696304	3.3721665562611367	4.681687922789827	3.762225652751972	4.476463693941125
ENSMUSG00000041119.13	Pde9a	1.1673701149426365	0.7896061999567944	54.701828288678065	2.4717529378674635e-5	0.01160268073065216	0.9712849884163748	1.2015660064093732	1.072165194825314	0.9326080442050042	2.5442177342635177	1.9783907028563463	2.603325786502481	2.2811098517017996
ENSMUSG00000032014.7	Oaf	-0.9157408726688935	2.2780453201134865	54.65478338625073	2.4808074374588872e-5	0.01160268073065216	6.051852620132797	6.647373229006694	6.132032517772847	6.387485283894651	3.423913357635988	3.8510658719722772	2.68730403767998	3.395937974713957
ENSMUSG00000032735.16	Ablim3	0.584864935252378	4.876600908055167	53.50177631607617	2.7157207660816837e-5	0.01160268073065216	25.303219185411198	24.90342448767814	21.029485751135105	22.64653873380831	35.7742886838138	33.72325526319253	37.65584782799072	33.73641412253714
ENSMUSG00000051067.9	Lingo3	-1.1475988639129364	2.693167395811433	53.31783860757857	2.7556273904313657e-5	0.01160268073065216	7.944613110380091	10.193930957602102	8.765420715589409	8.56943617977051	2.94094321147071	4.8780167711648845	4.366869061229967	3.8761716277038096
ENSMUSG00000027333.19	Smox	-1.5101301428680256	8.3159895608041	53.131609543656815	2.7967518346345913e-5	0.01160268073065216	532.3886973686369	392.7279731755281	500.6259063206268	461.07789777931555	104.15768670067966	183.86951761279403	220.54368324234886	153.94918818703272
ENSMUSG00000040265.17	Dnm3	1.1419849697933837	2.2573042531015517	52.99468501228151	2.8274599056891814e-5	0.01160268073065216	2.5278314442118472	3.352756759819703	3.3481649943667695	2.62186035068954	6.839202248376168	7.14334963703093	5.0051037701789625	7.169202391062798
ENSMUSG00000026308.9	Klhl30	-0.7074077724672863	6.566228145924963	52.79872582304736	2.8721162650676315e-5	0.01160268073065216	137.03834996823338	112.96658469935866	105.93744521502049	114.07731982228381	80.1385463958529	69.15306128533749	68.71100511342999	69.82254290434605
ENSMUSG00000019539.12	Rcn3	-1.0114245209234864	2.8108589425533266	52.785320527922764	2.8752020286334148e-5	0.01160268073065216	10.111325776847389	9.612528051274985	7.599205942270646	10.04753194794448	5.338545008505482	5.119652276857263	3.8126126034584717	4.236346867446199
ENSMUSG00000062980.16	Cped1	0.509921812491612	4.876018741068952	52.65286381380878	2.9059075742212294e-5	0.01160268073065216	25.776409307973022	25.688318411219747	22.57189883842766	22.75211700296359	34.38574951358863	33.964890768884906	34.22953517994875	35.31432469664665
ENSMUSG00000058624.14	Gda	1.0973233784869973	4.140281756847065	52.30274831307209	2.9889886340909272e-5	0.01166316951334253	12.825942795754692	12.887764423584407	9.29209835515272	9.78358627505627	23.958769036556106	29.675860542845196	22.84208432027983	19.5352189555515
ENSMUSG00000030084.13	Plxna1	-0.5353279364735369	4.175901706744554	51.91553156779245	3.0842246412317194e-5	0.011767345081179421	21.144127055525697	23.08169538118651	21.142345245327242	20.042274761311315	14.169999109813421	14.24139261674454	15.821502521840882	14.732882425652974
ENSMUSG00000087408.11	Cers1	-1.0565737632237642	3.317512904141623	51.39995215915369	3.216761208216105e-5	0.012006211561709198	15.129631550331991	12.480782389155426	13.486709555960527	12.59900678586383	5.226426938859972	5.48210553539583	6.953399197496949	8.215425706504977
ENSMUSG00000023032.13	Slc4a8	1.320985016308418	2.317128747964504	50.8558441988609	3.364133680485975e-5	0.012289108757502916	3.001021566773671	2.5484827394005256	3.611503814148426	2.181950895875859	7.00306711939653	8.895207053300672	5.626542828892458	6.774724747535419
ENSMUSG00000002910.12	Arrdc2	1.8955771910675776	5.728758292670193	50.12194295479736	3.5759929799703574e-5	0.012790879890231472	34.630045548537666	16.91882457411908	20.803766762750826	17.420414410621778	65.8909270839772	63.1876847385569	88.51307674108435	116.73108008031915
ENSMUSG00000130119.1	Gm74436	1.1776443985707923	3.723950957429673	49.00491429847374	3.9301340417319396e-5	0.013770708441325647	8.803826753979191	7.519477588497368	10.02568506740162	6.000364963658612	22.389116061518955	18.18307180335146	17.56825014633287	14.938696848362913
ENSMUSG00000040488.20	Ltbp4	-0.582793113515509	5.643307423662642	48.29499253160311	4.177202703304988e-5	0.014343678642608666	67.20544977542531	56.90965448098588	59.00670554678964	56.51956675446176	42.80322920389776	40.29272057420406	40.930999623913195	35.94891916666896
ENSMUSG00000010830.9	Kdelr3	-1.1533333724249588	1.2344519396575189	48.02929247573552	4.274449936066502e-5	0.01438980999065211	2.7768788771391226	3.653148261422046	2.9343468489955957	3.466486503931808	1.6127753095161959	1.6763463207408738	1.1924911667204912	1.2691889400446101
ENSMUSG00000030352.16	Tspan9	-0.7934730511076625	4.603295505274646	47.742737122976486	4.382399334665394e-5	0.014469502726321182	35.17794990097767	30.601172969683876	30.039435370807478	27.344771711218424	19.103194174215904	16.28019219602398	20.574671538487348	15.093057665395364
ENSMUSG00000048756.12	Foxo3	0.999000637620722	4.597366279136743	47.241344734597384	4.5792802493584406e-5	0.014717783508939963	17.632558251251112	15.416867066107361	14.935073064759635	16.522999122801867	37.61992459951683	38.4351476241939	24.051371137235822	28.762565573713665
ENSMUSG00000035778.18	Ggta1	0.657605144230659	3.6390149488575934	46.82609313335607	4.7504347659520995e-5	0.014717783508939963	9.762659370749203	10.697813476418936	9.649486753427825	8.44626153242268	16.671094509597896	15.751614527321903	14.393872251823392	14.029683148060691
ENSMUSG00000028179.13	Cth	1.4617145079479492	0.8892035759101746	46.6951578929141	4.8059910443671404e-05	0.014717783508939963	0.8965707585381921	0.9108645532458152	1.053355279126624	1.0205899351677403	3.743018632780904	1.9481862646447992	2.250617131556983	2.692738697121673
ENSMUSG00000025150.11	Cbr2	-1.3291071888709585	3.967528951272136	46.48309879093871	4.897635810449612e-5	0.014717783508939963	18.280081576862028	26.7057734972922	22.534279007030282	21.837105336951137	8.210492484809725	12.91239733543646	7.306107852442445	7.134899987277809
ENSMUSG00000038007.15	Acer2	2.230384893069334	2.8204291200529417	46.42017129904746	4.925234389002136e-5	0.014717783508939963	2.8391407353709415	2.4709623518902433	2.238379968144076	2.3051255432236895	18.007886878448218	14.73976584723507	5.878477582424956	7.597982438375166
ENSMUSG00000118458.2	Gm10599	1.9999009802544536	0.5570726831520463	46.31465035702937	4.9719345536636836e-5	0.014717783508939963	0.5852614673790976	0.542642712571975	0.5642974709606915	0.633469614931701	1.2936700343712801	2.2200262085487243	2.149843230143984	3.6875084068863675
ENSMUSG00000039328.12	Rnf122	-0.8014744886099693	2.4550141088716084	46.11439614577087	5.062033754919242e-5	0.014720565722906944	7.0853994667809905	7.286916425966521	7.072528302707334	6.281907014739367	3.984503705863543	3.2922837650586527	4.131729957932969	4.510766097726115
ENSMUSG00000017756.11	Slc12a7	0.6534635105878397	3.2607312899068326	45.93514638995648	5.144352864898461e-5	0.014720565722906944	7.683113305806452	7.955529768242705	7.3170572067903	6.739412847745596	12.479603598234949	12.172388599253551	11.99209426814691	10.084906712786903
ENSMUSG00000021277.17	Traf3	-0.5369494544967902	4.564445867461885	45.53958229233699	5.331781798259851e-5	0.015006780605626782	27.594455568342134	26.260031269108076	29.475137899846786	28.611710941081824	17.41279866263743	19.028796073274783	21.364067099555843	19.363706936626553
ENSMUSG00000024074.9	Crim1	0.6336174458999825	4.858543013282906	45.051672569115375	5.5744099805486535e-5	0.015436620154199974	23.896101189372093	19.951809735458866	24.847898637969116	22.206629278994626	32.264130657219724	37.61962779248213	38.57960859094322	32.53582999006251
ENSMUSG00000036833.17	Pnpla7	0.7082407146978418	5.732390853285057	44.63256138638972	5.79349581306363e-5	0.015659716365633913	39.100446969582265	39.3997369521009	39.25629406316544	43.65661429570972	66.82236950872452	78.39561937807095	54.60265891561009	63.853924645757886
ENSMUSG00000038264.9	Sema7a	0.7983219607775212	4.332035278119435	44.55087924365003	5.837392086904132e-5	0.015659716365633913	17.283891845152926	15.814159052097558	13.091701326288042	12.493428516708546	24.320996646180067	28.377069699748663	22.590149566747332	26.910235769324235
ENSMUSG00000034037.15	Fgd5	0.5807820502045119	4.099568128066837	43.731521120771205	6.300616721148232e-5	0.01646180846217928	14.208156048501072	15.329656630158293	13.41146989316577	11.877555279969393	20.82808755337761	19.663089275717276	21.39765840002684	20.1869646274663
ENSMUSG00000030087.12	Klf15	0.9317636694671378	4.910683436715632	43.685124034570684	6.328145835539824e-5	0.01646180846217928	19.450604511620224	19.302576490060254	22.45903934423552	21.520370529485284	50.789485549416455	38.827805320944016	30.131396522486778	37.86985377862837
ENSMUSG00000058587.10	Tmod3	0.5357233634371154	4.409783256937655	43.43696166990554	6.47787050099958e-5	0.01659978487039728	18.367248178386575	17.81999907892611	16.74082497183385	16.38222809726149	27.391306861087905	23.982323939968534	26.352375219499304	22.75964491134051
ENSMUSG00000092572.9	Serpinb10	2.711914169724962	-2.496053402373842	43.222498962544556	6.610706837176616e-5	0.016691062601100783	0.037357114939091336	0.029070145316355805	0.018809915698689717	0.070385512770189	0.3277297420407243	0.19632884837505726	0.2015478028259985	0.29157043217241047
ENSMUSG00000031805.18	Jak3	0.9120476390236374	3.161229267658101	42.70772154279952	6.94316548693174e-5	0.01727640699204798	7.658208562513724	6.4148120664758475	5.661784625305605	4.979775028490871	13.505915158836164	11.553197615916831	10.648442249306921	10.856710797949166
ENSMUSG00000028280.10	Gabrr1	2.0442532222662186	-0.3008427618075304	42.36308204374099	7.177011167566021e-5	0.01754068977136399	0.2739521762200031	0.3003915016023433	0.3009586511790355	0.351927563850945	1.1729274978299606	1.2534841857792118	0.671826009419995	1.9723882176368943
ENSMUSG00000031803.9	B3gnt3	1.0657199219513165	2.8365504892960938	42.25297979631945	7.253707110296717e-5	0.01754068977136399	6.039400248486433	4.9419247037804865	3.6303137298471153	3.730432176820017	10.677090017010965	9.876851295175959	8.817716373637435	9.141590608699692
ENSMUSG00000015850.12	Adamtsl4	0.9578319974837619	4.311040115146549	42.09092008010221	7.36839770835593e-5	0.01757055836871708	17.844248569239294	10.203621006040887	12.809552590807698	13.03891624067751	25.18344333576092	24.828048209891858	28.13271414446229	26.550060529581845
ENSMUSG00000001946.15	Esam	0.5910759942697293	4.975507618217914	41.70013937231958	7.654051102546089e-5	0.017919259506579403	29.03893067932033	25.010015020504778	23.644064033252974	22.611345977423213	40.215889135155194	39.65842737176157	35.92589585373423	35.331475898539146
ENSMUSG00000048126.17	Col6a3	-1.1739416434036218	5.407290258470605	41.60795186400733	7.723368882793848e-5	0.017919259506579403	61.6392396495007	73.65405818320683	45.83976455770684	53.93289916015732	33.04033267784249	28.830136272921873	20.356328085425847	21.88493361482328
ENSMUSG00000021108.19	Prkch	0.842451846854264	3.3988329339782184	41.45372473626103	7.84103199088391e-5	0.017949690433531448	8.940802842089193	8.062120301069344	6.376561421855814	6.704220091360502	15.317053206955956	14.16588152121567	12.966241981805904	11.559910075541449
ENSMUSG00000033416.16	Gucd1	0.6277621243669658	6.160928541868387	41.07827336915614	8.136607253723157e-5	0.017969792660872792	60.792478377547965	53.22743607424748	57.050474314125914	53.756935378231844	100.06106492517061	90.9153590167573	75.88274776398843	80.47343927958528
ENSMUSG00000027230.10	Creb3l1	-1.3694347787471168	0.9739471041691263	40.74188410367404	8.412881177136988e-5	0.017969792660872792	2.9138549652491244	2.781043901931372	2.257189883842766	3.2201372092361464	1.241923232996429	1.3591997195196273	0.7054173098909947	0.9947697097646945
ENSMUSG00000002831.16	Plin4	1.2323092674163005	8.360976695765343	40.641651098056116	8.497374714927875e-5	0.017969792660872792	264.10235024772936	207.5123873165865	166.18560519792365	147.3344746061981	500.90041284166387	543.0909012627258	358.4527673260383	442.36379921122415
ENSMUSG00000048572.6	Tmem252	2.6060830809437947	1.6385161712737148	40.61874342088516	8.516828311288885e-5	0.017969792660872792	0.8841183868918283	1.3178465876747965	0.5454875552620018	0.6686623713167954	5.82151515467076	4.017190282135787	2.435369284147482	8.95292738788225
ENSMUSG00000041460.17	Cacna2d4	-1.0013746215306372	4.344880182311113	40.516859599844	8.60400155345494e-5	0.017969792660872792	26.934479871084854	26.15344073628144	30.923501408645894	24.265405527522656	11.548161173487626	16.416112167975943	16.006254674431382	10.136360318464387
ENSMUSG00000054598.16	9130230L23Rik	2.356066867182173	-2.2863508434865487	40.507141246942076	8.612372661828066e-5	0.017969792660872792	0.049809486585455115	0.07752038751028215	0.037619831397379434	0.05278913457764174	0.31910527514491577	0.27183994390392546	0.18475215259049863	0.41162884541987355
ENSMUSG00000071714.8	Csf2rb2	1.5141870081797881	2.523580813871271	40.37254406086611	8.729324430792207e-5	0.017969792660872792	3.660997264030951	4.040750198973456	1.7493221599781437	2.3227219214162367	9.443791250910344	9.016024806146861	7.390086103619945	8.061064889472524
ENSMUSG00000001119.8	Col6a1	-1.184659264350975	5.512313620589605	40.34437920338511	8.754038098706368e-5	0.017969792660872792	62.9467386723689	73.55715769881897	53.17563168019583	63.76927456979123	34.79972392458743	34.07060630262532	19.634115125299353	22.896854526480467
ENSMUSG00000063821.7	Dusp29	-1.2222988556516787	4.962936967573447	40.21424577836968	8.86932434908883e-5	0.017969792660872792	36.07452065951587	43.876539330819696	45.3695166652396	49.199473426362104	18.111380481197923	12.519739638686344	18.122506604104366	26.069826876591993
ENSMUSG00000039529.10	Atp8b1	0.9829041930020588	1.973073273926293	40.18391661351079	8.896455100321435e-5	0.017969792660872792	2.714617018907304	3.129885645727642	2.4829088722270427	2.11156538310567	6.106122562232442	5.331083344338094	4.434051662171967	4.802336529898525
ENSMUSG00000029059.10	Prxl2b	-0.6281610097465866	6.175868780897018	39.96063250983135	9.099295599673484e-5	0.018076885132257133	96.82964192212475	85.243356115994	89.64805821995519	79.2892801356179	47.73642426830023	57.79619251779571	59.75892353790856	61.881536428120995
ENSMUSG00000056025.13	Clca3a1	3.0408565205796996	-0.2164826265878092	39.89491781759944	9.160050128175028e-5	0.018076885132257133	0.2739521762200031	0.19380096877570535	0.2069090726855869	0.01759637819254725	1.776640180536558	1.6008352252120055	0.806191211303994	1.7151201892494732
ENSMUSG00000026473.18	Glul	1.654133349383634	7.912721540792103	39.76895948396972	9.277870949321227e-5	0.018101337082829107	148.19567496337532	125.45705713695287	92.03691751368879	98.99722371127082	359.84725676071525	456.93274126428713	193.80500806743305	452.2428915013011
ENSMUSG00000029321.2	Slc10a6	1.7969812836521903	1.303293054689501	39.614009320240484	9.425321408963208e-5	0.0181823981202797	1.4569274826245622	0.8624143110518889	0.996925532030555	1.055782691552835	2.164741190847942	4.168212473193524	3.4263126480419746	5.505535807490809
ENSMUSG00000054720.13	Lrrc8c	0.9761123609160945	3.650944749606678	38.98505220183299	1.0053550297864675e-4	0.018978124132708628	9.775111742395566	9.312136549672642	6.997288639912575	7.654424513758053	17.59391246744941	20.85616458507339	13.923594045229397	14.09828795563067
ENSMUSG00000032411.16	Tfdp2	0.7606853285697963	5.8682261386370165	38.97991917638307	1.0058881100101841e-4	0.018978124132708628	41.56601655556229	39.93268961623409	49.99675592711727	41.914572854647545	87.59008579383148	77.11193075408019	60.044449591912056	68.89637800215134
ENSMUSG00000091491.4	Vmn2r97	1.2151271061554645	0.5149857777861496	38.80916035617108	1.0238173313016296e-4	0.019106434522953998	0.8716660152454645	0.9108645532458152	0.7900164593449681	0.7918370186646262	1.811138048119792	2.32574174228914	1.3940389695464896	2.315412255486789
ENSMUSG00000131151.1	Gm67117	-0.8690265389648505	0.9808263648156622	38.6265819461162	1.0434146600784604e-4	0.019262780966545254	2.8391407353709415	2.3256116253084644	2.65219811351525	2.252336408646048	1.3454168357461314	1.2987908430965327	1.3604476690754899	1.5093057665395364
ENSMUSG00000028003.7	Lrat	2.6318070687629835	-1.6915289379707794	38.167604149241434	1.0947081680779736e-4	0.019790204360278	0.07471422987818267	0.08721043594906741	0.018809915698689717	0.12317464734783073	0.4053499441030011	0.7400087361829082	0.3359130047099975	0.4802336529898525
ENSMUSG00000047907.12	Tshz2	0.5803507775274063	3.778355778308281	38.16474374597413	1.0950372265282836e-4	0.019790204360278	11.418824799715585	10.70750352485772	11.097850262226933	10.68100156287618	17.12819125507575	16.47652104439904	18.240076155752863	13.789566321565765
ENSMUSG00000041417.16	Pik3r1	1.17376935441521	4.917213777722533	37.74010517869058	1.1452353846813898e-4	0.020369944377430952	22.252388132052072	16.40525200686346	18.452527300414612	17.06848684677083	55.903794418630916	42.54295122096433	27.376909883864798	41.403001368482286
ENSMUSG00000022584.15	Ly6c2	1.3664552209250567	1.7633579844932779	37.694051900121	1.1508443151090933e-4	0.020369944377430952	2.3161411262236626	2.4322021581351025	1.5800329186899362	1.1437645825155711	4.286360047216841	5.14985671506881	5.223447223240461	4.785185328006031
ENSMUSG00000040964.17	Arhgef10l	-0.5511588803841256	5.878705533559779	37.07115940980888	1.2300532506321558e-4	0.021158044074608372	74.62706327665812	63.54733766155379	77.83543116117805	63.66369630063594	49.642431452273925	44.340115294551396	50.89082021356462	45.965221071885885
ENSMUSG00000029456.13	Acad10	0.6107759756015496	2.4422328541054465	37.06418015196757	1.2309772646767214e-4	0.021158044074608372	4.495306164337324	4.186100925555236	4.138181453711738	4.293516278981529	7.097936255250423	5.81435435572285	6.8190339956129495	6.397398305900535
ENSMUSG00000047343.5	Mettl21c	-1.7806743045854563	5.323335465304065	37.053899249296386	1.2323399193085429e-4	0.021158044074608372	63.43238116657709	44.516082527779524	68.7690517944096	71.26533167981636	14.169999109813421	16.15937444317779	30.853609482613273	11.045374018766607
ENSMUSG00000045092.9	S1pr1	0.6332182004848351	5.1223069166194835	36.758615535964154	1.2722635525347776e-4	0.021288806458969276	28.24197889395305	30.959704761918932	25.90125391709574	23.9838634764419	40.4228763406546	36.65308576971262	46.00328599503416	46.25679150405829
ENSMUSG00000020848.8	Doc2b	1.7634829645693404	-0.8844595567759108	36.61697139798527	1.2919659822755833e-4	0.021288806458969276	0.2365950612809118	0.28101140472477276	0.16928924128820746	0.22875291650311422	0.8538222226850448	0.83062205081755	0.45348255635849666	1.0290721135496839
ENSMUSG00000039943.17	Plcb4	0.4932147982597046	4.579858478406279	36.61004668647624	1.2929385730426447e-4	0.021288806458969276	20.359627641804778	19.980879880775223	21.499733643602347	17.525992679777058	25.88202515432141	28.150536413162058	29.74509656707028	27.973610286658907
ENSMUSG00000068742.12	Cry2	0.6286662209054772	5.074434786108327	36.580806243478364	1.2970551823462975e-4	0.021288806458969276	26.125075714071208	23.430537124982777	26.63484062934464	29.632300876249566	44.5712449175385	37.680036668905224	35.640369799730735	45.622197034035985
