Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_CACS_neg_1	CPM_CACS_neg_2	CPM_CACS_neg_3	CPM_CACS_neg_4	CPM_CACS_neg_5	CPM_CACS_pos_1	CPM_CACS_pos_2	CPM_CACS_pos_3	CPM_CACS_pos_4	CPM_CACS_pos_5
ENSMUSG00000021223.14	Papln	-2.657721382967713	0.4310353364271273	90.12106880298627	7.540362133924549e-7	0.0010592351993784317	2.4746333840627943	2.4195913270241367	2.403179837711764	2.020849437592908	2.0391660841107817	0.2604583316457989	0.387529564360677	0.6718003287556543	0.2823667246698326	0.1982925057866891
ENSMUSG00000033416.16	Gucd1	0.8769206440701978	6.3571826808702845	89.73815593042526	7.710292504380549e-7	0.0010592351993784317	59.69734142996844	63.168616430523	53.91376181371543	55.52524407100514	56.53412178017478	119.50301816512246	92.71644827329197	89.61336528222746	111.69957016730794	116.8537736600959
ENSMUSG00000020935.9	Dcakd	-1.0912286373449271	2.823932221605106	88.50317891299667	8.289722227391253e-7	0.0010592351993784317	9.286253111328424	8.007695106103691	11.044917435948006	9.863669873965385	9.703617917492686	3.717450733490039	5.158987325551513	4.990516727899147	4.1413786284908785	4.481410630779174
ENSMUSG00000001909.17	Trmt1	0.6587855262906033	5.550553309741347	86.83232072343152	9.15683738382475e-7	0.0010864587555908067	33.42030652703361	34.27754379950861	37.45562110696214	37.6984651036677	38.673839526238964	58.2716321982101	53.406418088455794	58.59058581504671	52.920230315204456	63.413943350583175
ENSMUSG00000041879.14	Ipo9	0.4647559981990561	5.512187131121518	85.1346331864592	1.0148685354621087e-6	0.0011148506373539987	38.7777602451077	38.68465657373114	37.62554291366903	37.84281149206719	38.603523454373075	54.64889358531853	52.09850580873851	51.41671801869169	51.5554578126336	54.609756093654184
ENSMUSG00000135833.1	BE949265	1.858003983589537	1.678681768314505	84.11273608159114	1.08063232432315e-6	0.0011148506373539987	1.3776309560761948	1.0657723702368223	1.3350999098398688	1.178828838595863	1.8047791778911517	4.711927999773998	3.4635454814735507	4.5586450879847975	4.823764879776307	7.019554704848795
ENSMUSG00000031502.12	Col4a1	-1.014145570401431	6.404435016024358	82.34029176189435	1.2069196040690626e-6	0.0011148506373539987	131.94643157085332	99.26085372529971	102.65704579477828	112.39772110040555	120.02953467507258	46.598363334448386	65.08074621482119	63.74905262513477	49.60242130033392	55.3632676156436
ENSMUSG00000026603.14	Smyd2	1.2003624229793612	8.110420773410427	80.12793145945223	1.3896082288177989e-6	0.0011148506373539987	141.81945342273272	160.7876046124849	163.82889620925954	177.83475050817592	193.5098297749266	444.41294787818174	318.4281989156138	307.4446218812484	376.27719118294107	478.65827971848887
ENSMUSG00000044788.11	Fads6	-1.1429973096450055	3.8655218223119108	79.56958159090605	1.4407120030078675e-6	0.0011148506373539987	27.501595752780332	19.81760515467388	19.03124235117195	16.960700636940476	16.782102485325517	9.163397667902197	9.203827153566078	8.541461322750463	8.75336846476481	9.63701578123309
ENSMUSG00000138178.1	Gm75428	-1.041495846937722	4.523284433946821	79.28430874048527	1.467669859161617e-6	0.0011148506373539987	35.23163611743009	28.34378411656846	38.32950468431187	27.522044721503413	25.07939896550042	14.514632481715884	15.283197194474198	16.84299395665962	13.906561189989255	14.515011423585642
ENSMUSG00000067150.7	Xpo5	0.6062665308670435	5.0819586118815305	78.49241786371995	1.5456540972432076e-6	0.0011148506373539987	26.659710168511545	24.656787808722157	26.944743634950083	28.724931291499193	27.07168766836728	44.06481410843925	37.83257372071109	39.58823365881535	38.59011903821045	44.02093628464498
ENSMUSG00000021903.12	Galnt15	1.1390279707340292	5.306051156691221	77.84107242221928	1.6134517546071591e-6	0.0011148506373539987	26.40459332479373	27.59486299153718	23.497758413181693	21.387323214524944	24.493431699951348	70.22903742376722	42.773575666309725	49.305345556888206	60.49707076051163	48.87910267641887
ENSMUSG00000015522.20	Arnt	0.6601781622881343	5.894291201752793	77.30433805946659	1.6719470785099834e-6	0.0011148506373539987	43.267816694541224	49.716840838615	44.32531700668365	49.10182978722768	43.900667534936716	77.000954046558	64.2814664883273	68.13974763093066	75.98017949657412	78.52383229152889
ENSMUSG00000048416.16	Mlf1	-0.6120187696699307	6.311321595227659	75.87244696830071	1.8405612156030953e-6	0.0011148506373539987	96.58723703156431	98.59834657623358	98.67602060907394	102.00478113564202	83.93395111724953	63.859647313519964	62.31959806875137	65.95639656247478	65.32083564028794	56.47370564804906
ENSMUSG00000027004.4	Frzb	-1.7595368464038545	3.441620257384159	75.32877236621904	1.9097433689700987e-6	0.0011148506373539987	21.91453687536021	19.011074712332505	15.899826199002074	13.953484211951032	12.867841151457693	4.68824996962438	6.805987974084389	5.902245745496106	3.6942979810969763	3.6287528558964106
ENSMUSG00000008200.16	Fnbp4	0.5090484074108628	4.808721758533217	75.30800259643794	1.912446104674939e-6	0.0011148506373539987	22.220677087821585	23.76384339041563	21.38587310125317	23.7930963545165	24.28248348435368	32.67568160647295	33.400204328335846	31.502636844863364	33.08396790714872	33.63040898142248
ENSMUSG00000002661.15	Alkbh7	-1.0296959935310035	2.868740092075872	75.30237785844943	1.9131788129745804e-6	0.0011148506373539987	11.454746282929841	8.151718399378938	10.389504752935707	9.23816885756758	9.516108392516982	4.356757547529727	4.868340152281005	5.758288532191323	4.823764879776307	4.0848256192057955
ENSMUSG00000116307.4	Gm49490	-2.6874486952313466	-0.06070721471899645	75.16237931369376	1.9315221088361526e-6	0.0011148506373539987	2.2450282247167617	1.728279519302955	1.4321980851009504	1.2750597641955252	1.3360053654518915	0.18942424119694465	0.26642657549796545	0.31190729549369667	0.37648896622644346	0.09914625289334456
ENSMUSG00000113930.3	Gm36235	1.9840617025966993	1.3667394899306524	75.05041233801553	1.94634088756041e-6	0.0011148506373539987	0.5102336874356277	1.0369677115817728	1.0195308402413543	1.5878102723944276	0.9141089342565574	4.001587095285456	4.214384012422363	4.22274492360697	4.1178480681017255	3.569265104160404
ENSMUSG00000002265.18	Peg3	0.9174220991736497	4.777400242227794	72.53322742615256	2.317433956914189e-6	0.0012067504460165541	15.587639151158426	18.69422346712696	18.2544569490833	19.99197479332984	22.19644001899897	41.15241640003622	37.4934853518955	29.391264383059877	34.70757657400026	36.20821155664943
ENSMUSG00000032238.18	Rora	1.0296841008646536	6.974645388748267	72.0136039243845	2.4040184107171945e-6	0.0012067504460165541	72.07050835028241	99.86575155705575	81.48964358786255	75.27664155033582	84.63711183590843	201.21590021145445	146.97058728378676	136.47143821293434	187.6562191034929	171.48335900432875
ENSMUSG00000062825.16	Actg1	-0.9620933421305478	7.557860390590829	71.91059482721231	2.4216294876036246e-6	0.0012067504460165541	217.43608590069272	278.80029112222167	272.28755797588747	286.2388881961955	190.13465832536394	119.85818861736672	130.96077215613627	118.33282933653169	136.5478419382532	133.29222238981242
ENSMUSG00000031503.14	Col4a2	-0.7871118200013387	6.123748353074915	71.12536331685793	2.5609582515795264e-6	0.0012067504460165541	92.73497269142533	77.68616439266782	83.67435253123688	95.6294823146644	91.48120949752163	44.23056031948658	57.45125791647036	56.599177697663876	44.91983978289254	52.48802628173661
ENSMUSG00000043639.16	Rbm20	0.8501949482637812	6.305573194469632	70.74454455225663	2.631897990252407e-6	0.0012067504460165541	52.70713991210034	58.070191848579285	51.073640187328806	54.41858842660902	65.74552719460624	111.42880988410269	84.4330038350825	90.90898020197051	108.09939442776758	113.52245956287952
ENSMUSG00000024440.14	Pcdh12	-1.9399026784922409	2.2516482861960214	70.3113791797728	2.7154040023355028e-06	0.0012067504460165541	8.801531108264577	7.316383298382509	6.432754111046641	6.423414283777458	8.531683386394535	1.3496477185282305	3.003354123795247	2.543244101717834	1.5059558649057738	1.3880475405068238
ENSMUSG00000040423.12	Rc3h1	0.827342865432803	5.50876098053952	69.98900268987585	2.7795692076955286e-6	0.0012067504460165541	36.32863854541669	30.360110222421905	28.95953077161752	34.40255590187927	33.84546925811459	69.1398480368848	48.07788657849649	59.430336225991276	59.320542741054	54.88736560175555
ENSMUSG00000037169.16	Mycn	-2.142588439381027	-1.533225374210182	69.76235435304856	2.8257446548480743e-6	0.0012067504460165541	0.4336986343202835	0.46087453848078797	0.5583145077512179	0.6014432849978892	0.4218964311953342	0.07103409044885424	0.12110298886271156	0.14395721330478306	0.09412224155661086	0.11897550347201347
ENSMUSG00000021258.11	Ccnk	0.7420830179813702	7.002372145030045	68.83140138522238	3.025079629634935e-6	0.0012067504460165541	76.38198300911345	94.65210834049182	98.70029515288921	107.17719338662387	102.5911488523321	171.64204055458146	146.87370489269657	161.49600045908247	161.67848043386832	160.3591494296955
ENSMUSG00000042215.9	Bag2	-0.8253459082550286	3.737824298650217	68.30972205521276	3.1439671282478313e-6	0.0012067504460165541	17.807155691503404	16.562678726653317	19.589556858923167	15.80592952974453	15.25858759489792	8.334666612665565	10.657063019918617	10.820783866742861	9.412224155661086	8.764528755771659
ENSMUSG00000021215.16	Net1	0.8465563757668696	6.30959041535973	68.27994768378643	3.1509159550980637e-6	0.0012067504460165541	58.14112868328977	47.41246814621106	51.073640187328806	61.299099606984875	65.30019207278895	107.71135915061265	105.7229092771472	106.69628792772839	105.98164399274383	83.3026816809881
ENSMUSG00000040265.17	Dnm3	1.1390401147200928	3.0069250907189953	68.27922968819738	3.151083744858798e-6	0.0012067504460165541	4.05635781511324	5.6457130963896525	4.8306342192387985	5.870086461579399	4.523667290038861	11.815337044659422	9.13116536024845	9.88506198026177	13.812438948432645	10.251722549171827
ENSMUSG00000062661.7	Ncs1	-1.1933054427694088	2.038884892846719	68.12506820418098	3.187353550597116e-6	0.0012067504460165541	6.862643096009192	5.328861851184111	5.219026920283124	6.182836969778302	4.734615505636528	2.012632562717537	3.003354123795247	2.759179921675009	2.1883421161912024	2.4191685705976074
ENSMUSG00000079554.3	Aox2	1.7622110036700445	-0.616341124404961	68.10099642947934	3.193060971694559e-6	0.0012067504460165541	0.30614021246137657	0.2592419278954432	0.24274543815270344	0.21651958259924015	0.3281416687074821	0.9707992361343413	0.8477209220389809	1.2236363130906562	0.7765084928420396	0.8129992737254254
ENSMUSG00000021134.18	Srsf5	0.6201445309396423	7.23037900219892	67.78983890273517	3.267924231979464e-6	0.0012067504460165541	111.05236207036437	107.35496280736855	121.97958267173348	126.68801355195541	124.5766406557334	191.9814684531034	175.16336309102599	164.08723029856858	178.36164774977757	199.8193580812466
ENSMUSG00000028150.15	Rorc	1.047803817698787	6.890770805713352	67.78483372130046	3.269145149042498e-6	0.0012067504460165541	100.89871169039537	71.0610929020065	64.740208355326	80.93020842931598	69.05038257230302	184.73599122732026	141.88426175155286	146.45247166873264	147.46602195882008	178.85984021959356
ENSMUSG00000059429.4	Or1l4	1.4201954057137756	1.7302639736953165	66.49141233605312	3.603352606810856e-6	0.001215022400828836	2.2195165403449804	1.5554515673726594	1.7963162423300054	2.0689649003927393	1.2188119123420766	3.5753825525923304	4.941001945598631	4.870552383478494	5.10613160444614	5.2349221527685925
ENSMUSG00000029174.19	Tbc1d1	1.5763931955355317	6.730669561806141	66.09876316235467	3.7126157501073652e-6	0.001215022400828836	53.31942033702309	47.64290541545146	53.08842732399624	50.88210191082143	61.57344026389683	170.24503677575402	86.3222104613408	217.75927799236854	173.184924464164	147.390819551246
ENSMUSG00000039703.17	Nploc4	0.7798157448024325	7.0804415584291585	65.98080699676851	3.7461941421702608e-6	0.001215022400828836	105.15916298048286	100.29782143688148	93.82111184601987	99.14191109905207	99.52068038085494	186.06196091569888	151.74204504497757	142.10976240070502	169.91417657007176	205.0542802340152
ENSMUSG00000061518.12	Cox5b	-0.5866664445635212	7.760440069085942	65.73842787956752	3.816314402050109e-6	0.001215022400828836	293.7670455410626	269.4099724006756	244.56602893884872	248.05926846452945	245.56716164630646	170.71859737874635	186.64392643521106	178.69888744900405	165.23159505263038	165.25697432262672
ENSMUSG00000057363.13	Uxs1	-0.5948731344452323	3.226847052171362	65.69558424820679	3.8288683097959476e-6	0.001215022400828836	10.638372383032836	10.657723702368221	11.28766287410071	12.582193522155844	10.8989911392128	7.127087075035043	7.484164711715574	7.557753698501111	7.435657082972258	7.515285969315517
ENSMUSG00000079487.12	Med12	0.5021630576128931	5.511591677366641	65.53735352061639	3.875653554257125e-6	0.001215022400828836	34.84896085185337	40.4129360930341	36.314717547644435	37.84281149206719	39.16605202930019	57.70335947461926	51.90474102655817	52.18448982298386	51.34368276913123	53.95539082455811
ENSMUSG00000006024.14	Napa	0.6033828399902174	7.2371384940739	65.50633942462643	3.884901999381997e-6	0.001215022400828836	98.78124188753752	125.67472571197987	125.01390064864226	127.1451104485538	122.02182337793943	183.9782942625325	185.5782201332192	182.05788909278232	179.349931286122	178.54257221033487
ENSMUSG00000030089.16	Slc41a3	-1.5167595751957907	6.051662991935877	65.41073217320128	3.913575255954641e-6	0.001215022400828836	102.02122580275375	97.53257420599675	103.23963484634477	99.04568017345241	89.41860472278888	26.66146194846996	46.818415494324285	43.0911925158984	34.37814872855212	20.80088385702369
ENSMUSG00000028211.12	Trp53inp1	1.0328122876826074	3.910864691814521	65.21030408380652	3.9744931693446856e-6	0.001215022400828836	8.469879211431419	12.501221856291373	10.292406577674626	9.214111126167664	8.742631601992203	23.299181667224193	16.88175664746199	17.514794285415274	20.683362582065236	22.248419149266518
ENSMUSG00000032011.6	Thy1	-1.4023963269047781	2.085130461016495	65.05323082546626	4.023010778736137e-6	0.001215022400828836	5.331942033702309	6.855508759901721	7.136715881689481	6.688049329176529	4.523667290038861	1.8705643818198283	2.9306923304776196	2.5912298394860955	1.7883225895756065	2.3596808188616003
ENSMUSG00000026389.17	Steap3	-0.8969180799340134	4.332415270855035	64.77225462577809	4.111541099562072e-6	0.0012195858786575996	26.430105009165512	28.084542188673016	27.333136335994407	27.738564304102653	21.235453703498486	13.0939506727388	17.002859636324704	15.403421823611788	12.447666445861786	12.313964609353393
ENSMUSG00000049550.18	Clip1	1.1220455391092266	9.125036678041555	64.44716700472354	4.2168317342163e-6	0.001227088598046195	279.4549906084933	388.51723593930427	356.3260286643534	335.2204293264236	398.03584414217585	834.7215968644862	545.3752000443352	719.5221449661899	844.9118318933066	880.8549692056304
ENSMUSG00000070436.13	Serpinh1	-1.251641855108915	4.499664618383128	64.2429808674484	4.284578814440992e-6	0.001227088598046195	21.659420031642394	36.17865127074185	35.12526490069619	37.40977232686871	28.688957321282725	10.915571898973935	15.210535401156571	15.8832792012944	12.000585798467885	12.789866623241448
ENSMUSG00000086112.3	4930563I02Rik	2.120575169317741	0.7075623109524396	63.52099388066244	4.53456540107147e-6	0.0012528655071825177	0.663303793666316	0.2880465865504925	0.5097654201206772	0.8660783303969606	0.5859672655490753	1.6337840803236476	2.954912928250162	2.5912298394860955	2.470708840861035	3.1330215914296877
ENSMUSG00000020936.9	Nmt1	0.6663504465834366	6.402042405290721	63.41551917047641	4.572498391889241e-6	0.0012528655071825177	67.93761548205383	66.02027763737287	63.67212842745411	60.072155305589185	68.98006650043715	112.99155987397748	94.12124294409942	88.26976462471616	115.04090974256764	108.02975715258823
ENSMUSG00000099364.4	5730419F03Rik	1.6223256735369325	0.8609240836326205	63.26279179285029	4.6280859471552134e-6	0.0012528655071825177	0.663303793666316	1.0081630529267236	0.9224326649802731	0.7217319419974672	0.9844250061224464	2.415159075261044	2.0829714084386386	2.1353653306876157	2.917789488254937	3.6882406076324177
ENSMUSG00000029771.13	Irf5	-2.2303702870360977	2.3447262364864097	63.13211059099669	4.676278456764559e-6	0.0012528655071825177	11.021047648609558	6.365829562765883	10.122484770967732	7.939051361972139	6.140936942954308	1.0418333265831956	1.7438830396230465	3.047094348284575	1.835383710353912	1.2095842852988037
ENSMUSG00000005625.16	Psmd4	0.8376596197826861	7.37802214668702	62.81951690101696	4.7939602158094615e-6	0.0012640075102350948	106.66435235841796	119.22248217324884	114.4301995451844	126.54366716355591	129.75659128318722	215.47007436152452	205.3906691111588	167.8781035822612	217.98711144511077	259.50540232304
ENSMUSG00000085148.2	Mir22hg	1.2429398975334938	4.721048428615543	62.552010810985	4.8974288753416886e-6	0.0012711123601296997	18.7765996976311	16.90833463051391	16.82225886398235	15.108255319146979	10.570849470505317	36.440488400262225	30.396850204540602	35.55743168628142	34.26049592660635	48.2842251590588
ENSMUSG00000107096.5	Gm43597	0.5391781320823276	3.8042961048980737	62.05252255685163	5.097710648269242e-6	0.0013027395627446213	10.842465858007088	11.809910048570192	12.452840977233686	10.825979129962008	10.805236376724947	16.05370444144106	16.930197843007075	15.715329119105485	16.847881238633345	16.894521493025913
ENSMUSG00000027107.4	Chrna1	0.6707339344287092	4.4904079846907425	61.70381215398453	5.243227951767218e-6	0.0013196251440425039	16.35298968231187	16.303436798757875	17.01645521450451	20.352840764328572	16.477399507239998	27.371802852958503	27.514599069608067	27.99967798778031	24.212946640438144	30.6163628934648
ENSMUSG00000006462.9	A530013C23Rik	0.94667866715651106	2.1385744676772895	61.256582072202136	5.437037755484014e-6	0.0013479796142738052	3.010378755870203	3.1973171107104665	2.985768889278252	3.2718514703885178	2.3907464434402272	5.872151477105284	5.376972705504393	6.718003287556543	4.8943565609437645	5.770311918392653
ENSMUSG00000036693.13	Nop14	0.5405933631628242	4.494869513852632	60.972954417052165	5.564297679867857e-6	0.001359243364121838	18.904158119490006	18.146934952681026	17.380573371733565	18.6928572977344	18.51656559135078	27.703295275053154	24.60812733690299	24.184811835203558	27.88371406114597	28.911047343699273
ENSMUSG00000127506.1	Gm59991	2.4714001921607966	-1.7895706956421913	60.6921539085635	5.693738428161065e-6	0.0013667262003574173	0.10204673748712553	0.028804658655049248	0.07282363144581103	0.09623092559966229	0.04687738124392602	0.3314924220946531	0.46019135767830394	0.33590016437782716	0.4235500870047489	0.45607276330938495
ENSMUSG00000029415.5	Sdad1	0.7064073517972345	4.706231585743849	60.5523717522438	5.7594867271699e-6	0.0013667262003574173	18.113295903964783	21.344252063391494	21.41014764506844	18.765030491934144	19.360358453741448	35.77750355607292	27.805246242878574	29.439250120828138	31.930970448080235	36.5453088164868
ENSMUSG00000031393.18	Mecp2	0.5020311763773562	5.955984249083228	60.218105046002876	5.920351448870761e-6	0.0013797115119229863	49.26306252190985	54.64243746862842	50.418227504316505	49.39052256402667	52.99487949625836	77.28509040835341	68.56851229406729	66.38826820238913	74.07420410505274	77.21510175333674
ENSMUSG00000053896.16	4933409G03Rik	1.0621971798671939	2.209776344788139	60.09618979248505	5.980328027117874e-6	0.0013797115119229863	3.3165189683315797	3.024489158780171	2.621650732049197	2.526061796991135	3.3048553776967844	6.771916622790771	5.473855096594562	4.822566645710233	6.6591485901302185	7.158359458899477
ENSMUSG00000063558.5	Aox1	0.5160972131463307	5.341605679438473	59.83902210035138	6.109191564221951e-6	0.0013901339873053538	36.558243704762724	32.347631669620306	31.532632416036176	31.61185905948906	34.5955073580174	49.6291511935995	46.98795967873208	43.49907128692862	47.41407918414272	50.78271073197108
ENSMUSG00000038515.11	Grtp1	-1.0396448163824716	1.8162040956204044	59.017495042001315	6.543183581849057e-6	0.0014687678713256038	4.617614871292431	4.234284822292239	5.219026920283124	4.186045263585309	5.156511936831862	2.0363105928671548	2.7127069505247388	2.3513011506447903	2.494239401250188	1.8044618026588708
ENSMUSG00000028248.16	Pnisr	0.43273897524470845	6.390827802911404	57.90059297028871	7.1925032933914835e-6	0.001573874041043802	65.3609353605039	73.85514479154627	72.36241511332089	70.6094416587522	74.69910701219611	100.75001828662494	94.12124294409942	94.38794619016943	96.47529759552613	95.9934020513362
ENSMUSG00000039218.18	Srrm2	0.5321375005250939	8.884270075337128	57.886905309184954	7.200916688900666e-6	0.001573874041043802	340.50445131016613	394.1629490356939	399.9473839003942	392.76652283502165	404.2002197757521	582.6452878916522	529.8982380676807	574.3173024794321	556.0742031164569	550.2815328086409
ENSMUSG00000036412.6	Arsi	-1.6773180506372034	0.2025665326452302	57.597972982106036	7.381233030843792e-6	0.0015923332711083925	1.5817244310504457	1.267404980822167	1.8934144175910868	2.0930226317926546	1.6172696529154478	0.42620454269312547	0.387529564360677	0.6718003287556543	0.44708064739390163	0.6940237702534119
ENSMUSG00000084929.3	Foxo6os	-2.32665903692804	2.162581899409927	57.23818679157147	7.613211100144889e-6	0.001621321148519317	6.4799678304324715	8.151718399378938	11.627506487514495	6.062548312778724	4.758054196258491	0.8524090853862509	1.9618684195759273	2.2793225439923988	1.317711381792552	0.9914625289334456
ENSMUSG00000062647.17	Rpl7a	0.5145059208811216	8.365818016355467	57.02063816848029	7.75762026002984e-6	0.0016251102846598835	259.4028066922731	280.96064052135034	269.42316180568554	266.5115484482647	281.87369341972715	390.16658080540674	376.99360432962106	350.75175021710396	396.2546369533317	425.97196093096557
ENSMUSG00000025486.18	Sirt3	-0.8882254369340008	3.957403200632574	56.91828533451661	7.826670445655932e-6	0.0016251102846598835	23.827913203243813	20.163261058534474	19.225438701694113	17.153162488139802	20.227590006754077	9.87373857239074	11.335239757549802	12.548270426400258	12.024116358857038	8.586065500563638
ENSMUSG00000020483.15	Dynll2	-0.7638707268310274	7.605344818909824	56.74504234302998	7.945192279533784e-6	0.0016293529500658727	229.42657755543	266.4718972178606	272.8458724836387	248.03521073312953	208.5340304636049	151.01847629426413	154.47897259327488	160.44031422818074	138.07732836354813	117.6072851820853
ENSMUSG00000103114.3	Gm32200	-1.9257701592183167	1.2172126208781153	56.49772504339062	8.118052928518321e-6	0.0016444997218977783	6.326897724201783	2.5636146202993833	3.3013379588767666	2.814754573790122	3.1173458527210802	0.9944772662839594	1.0414857042193193	1.1036719686700036	0.917691855176956	0.7138530208320808
ENSMUSG00000027566.16	Psma7	0.6708378605764813	6.733212203212688	56.223837992613305	8.314648004295924e-6	0.001664031542160959	78.70354628694557	79.50085788793592	83.4073325492689	82.32555685051109	86.3012588700678	139.41624152095127	121.32097424266443	106.3124020255823	134.03007197661387	152.01103493607587
ENSMUSG00000115186.3	Gm49417	1.7779276753230604	2.5092534875193517	55.614668145047375	8.772249669655543e-6	0.0017014285742702887	1.8368412747682596	2.794051889539777	2.1604343995590605	2.983158693589531	2.9298363277453765	13.685901426479251	7.072414549582355	5.686309925538931	7.153290358302426	9.99394229164913
ENSMUSG00000022043.20	Trim35	-0.8596656651297909	6.436158915300705	55.6033666795649	8.781013836414412e-6	0.0017014285742702887	132.99241063009634	108.76639108146595	122.75636807382213	101.33116465644439	92.16093152555855	61.112995816164265	68.81071827179271	66.72416836676696	61.76772102152588	49.11705368336289
ENSMUSG00000028936.16	Rpl22	0.6587928000300712	7.041291250637475	55.43936884956984	8.909353590946601e-6	0.0017014285742702887	96.25558513473116	108.39193051895032	105.37579470208856	104.21809242443426	96.33301845626798	175.85672992121349	154.18832542000436	131.6968573049924	161.49023595075508	182.8058610847487
ENSMUSG00000042589.19	Cux2	-1.159100078255306	1.1810059245272366	55.38196889233118	8.954791110350273e-6	0.0017014285742702887	3.0869138089855475	2.5924192789544325	3.4469852217683887	3.2959092017884335	2.9532750183673393	1.1365454471816678	1.7196624418505042	1.5115507397002224	1.1059363382901777	1.4078767910854926
ENSMUSG00000037408.11	Cnnm4	-0.8577418092673101	2.9324437376978185	55.21825194631818	9.085887032576145e-6	0.0017014285742702887	12.653795448403566	9.015858159030415	9.15150301835692	8.997591543568424	9.117650651943611	4.877674210821325	5.401193303276935	6.09418869656915	5.553212251840041	5.076288148139241
ENSMUSG00000003477.6	Inmt	1.0055009856412742	4.569806310803078	55.00981112417091	9.256061726385285e-6	0.0017014285742702887	20.434859181796888	15.093641135245806	13.375273642213958	14.145946063150356	15.72736140733718	36.36945430981337	32.21339503748128	24.592690606233774	28.84846703710123	36.10906530375609
ENSMUSG00000140415.1	Gm52321	-0.7997460349445797	3.8202295642615165	54.70604136575776	9.510795101977607e-6	0.0017014285742702887	16.990781791606402	19.414339933503193	19.419635052216275	16.527661471741997	17.110244154032998	11.033962049722026	11.84387231077319	10.460890833480903	10.259324329670584	7.812724727995551
ENSMUSG00000040463.17	Mybbp1a	0.3920768239907571	6.3780854103616385	54.60189180088095	9.600015737485816e-6	0.0017014285742702887	70.94799423792402	77.13887587822188	71.31860972926427	71.0665385553506	69.02694388168106	97.00888952298527	94.72675788841298	92.82840971270095	93.76928315077357	93.41559947610924
ENSMUSG00000074794.11	Arrdc3	2.3655118351258824	6.2089368043710484	54.47676429697378	9.708506633516385e-6	0.0017014285742702887	20.792022763001828	21.920345236492476	30.707297926316983	28.123488006501304	18.54000428197274	228.84816139605874	57.40281672092528	112.62252654210863	136.5949030590315	83.5604619385108
