Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Control_1	CPM_Control_2	CPM_Control_3	CPM_KIC_1	CPM_KIC_2	CPM_KIC_3
ENSMUSG00000035765.11	Dym	1.204555205066666	7.114034778057262	95.00308045219545	1.939498740923644e-5	0.008741232743054404	85.57189552892072	81.96240686116764	83.85882235347935	170.29662505255376	195.24685000669962	213.8359538169488
ENSMUSG00000028150.15	Rorc	1.8001846501871974	7.537448000569562	94.04979044860077	2.0073786466321073e-5	0.008741232743054404	88.03362610698848	77.43939778688916	83.0913009285492	215.58498071316004	329.03575092492974	321.0447118341701
ENSMUSG00000020263.15	Appl2	1.4886194528968288	5.213226154266148	94.00553241320297	2.0106030802748536e-5	0.008741232743054404	20.737404326114305	18.612867645061147	19.017475306602606	43.14284566070313	60.120060079287214	60.527206174546386
ENSMUSG00000032688.10	Malt1	1.8184482895845393	4.02044285068562	90.96313802372272	2.2490247420526355e-5	0.00918292918747403	7.893592614456414	7.401287576092061	6.111744679999343	19.180342408772752	29.093776866345276	27.24395311182465
ENSMUSG00000038777.20	Sema6c	-1.6641778749461118	6.2280618371137	90.03447094777849	2.3289116375012505e-5	0.00918292918747403	133.54888386017615	116.96775587846231	91.22134268892042	40.5578938535909	36.229184915317546	31.046475303130222
ENSMUSG00000110353.3	Gm33543	-3.504577231522134	-0.2135653332489683	88.90477677174626	2.4310349251794978e-5	0.00918292918747403	1.6322344050231905	1.3980209865951672	1.5634695693021574	0.20679614456897846	0.08494533391633657	0.11183888797957572
ENSMUSG00000053175.18	Bcl3	1.841738330374536	1.591291038203096	87.82328204307588	2.5342082999853574e-5	0.00918292918747403	1.2576232300998353	1.452845339010664	1.1370687776742963	4.058374337166202	4.990538367584774	4.764336627929926
ENSMUSG00000031904.6	Slc7a6	1.093052103280268	4.054747617668111	87.75838591153556	2.540575247842326e-5	0.00918292918747403	11.291851129832564	10.060268668243653	10.347325876836097	20.3952697581155	24.103238498760504	23.12828203417626
ENSMUSG00000048572.6	Tmem252	2.521177942014753	1.499989632295826	86.96036562408055	2.6205616419855505e-5	0.00918292918747403	0.8830120551764802	0.8223652862324512	0.7390947054882926	4.187621927521814	6.264718376329823	3.6235799705382536
ENSMUSG00000059895.14	Ptp4a3	1.4221414710546538	10.282448947384365	86.57041898234102	2.6608141870121516e-5	0.00918292918747403	719.0661502653803	596.4341299281891	715.102554279365	1761.153515703634	1729.6356528709662	1950.895194138123
ENSMUSG00000015837.16	Sqstm1	1.22164573051144	9.713698315611477	85.47458719688078	2.778230841458569e-5	0.00918292918747403	508.1868167245973	473.7372292223074	529.9309038351058	1140.5324363340585	1237.0164251566514	1148.2945984414957
ENSMUSG00000106847.2	Peg13	1.0698106231058766	5.3514829335498195	85.22048667093664	2.806395531233687e-5	0.00918292918747403	25.580591659051972	26.589810921515923	26.74954299478782	48.00255505807412	57.46551839440169	60.19168951060766
ENSMUSG00000078532.10	Nkain1	-1.4798187805927447	2.8205682492541637	85.06144522819707	2.824209126029337e-5	0.00918292918747403	12.041073479679275	10.27956607790564	8.727002868650224	3.9032772287394684	3.737594692318809	3.4893733049627627
ENSMUSG00000129657.1	Gm66748	4.764986837569598	2.0519462937966373	85.02244965901862	2.8285988477097115e-5	0.00918292918747403	0.13378970532976972	0.3015339382852321	0.4264007916278611	7.0052193972741454	4.502102697565839	12.033864346602348
ENSMUSG00000064057.13	Scgb3a1	3.7580711714962494	1.4396809816599476	84.83870787042588	2.8494000410391148e-5	0.00918292918747403	0.2408214695935855	0.27412176207748373	0.5685343888371481	3.412136385388145	6.498318044599748	4.786704405525841
ENSMUSG00000019923.15	Zwint	1.0678507341998935	6.029854361212308	84.79546894929436	2.8543233829025333e-5	0.00918292918747403	38.93280425096299	43.749833227566405	43.80557465990226	95.953411080006	89.32001861302791	79.8977015726089
ENSMUSG00000021144.15	Mta1	0.9859788098750224	5.809400396862298	83.92734152929434	2.9555064833469794e-5	0.009204768412806904	38.504677193907725	34.42969331693196	39.82583393804223	70.85352903294624	73.32905950327755	79.1595649119437
ENSMUSG00000035941.16	Ibtk	-1.3925013821584504	5.31473479273894	83.52841031550263	3.0035361409946173e-5	0.009204768412806904	63.4430782673768	55.94825164001443	53.38537911180821	26.52160554097149	20.00462613729726	19.30339206527477
ENSMUSG00000024413.15	Npc1	2.039786607147834	5.538811040968972	82.27605161537211	3.16092612039378e-5	0.009204768412806904	17.098324341144572	17.6808536539977	19.699716573207184	52.16432746752482	97.53847966943347	74.2833893960342
ENSMUSG00000035279.9	Ssc5d	-3.3287265798746857	3.1965639400324215	82.2330627986911	3.166513201791305e-5	0.009204768412806904	11.719978186887827	24.588722058350292	13.587971893207841	2.326456626401008	1.337889009182301	1.3196988781589936
ENSMUSG00000031379.14	Pir	1.1682288130299963	2.687612652575817	81.70790102499048	3.235793438283775e-5	0.009204768412806904	3.692595867101644	4.111826431162256	3.979740721860037	9.124879879106174	9.004205395131677	8.365548820872265
ENSMUSG00000007029.17	Vars1	1.3824035824205927	6.149401468237316	81.52139844829696	3.260861477032313e-5	0.009204768412806904	38.45116131177582	39.14458762466468	40.36594160743752	81.52937999631976	118.66863148112219	107.32059690520087
ENSMUSG00000033544.7	Angptl1	-2.3946172153472634	2.2663091809191647	81.07681967075563	3.321623850154739e-5	0.009204768412806904	6.635969384356578	10.060268668243653	7.419373774324783	1.9645633734052954	1.5077796770149743	1.1183888797957573
ENSMUSG00000027560.5	Dok5	-2.5471103026884077	0.23049367977990723	80.86400009999728	3.351221574609652e-5	0.009204768412806904	2.3011829316720394	1.5624940438416572	1.9898703609300186	0.38774277106683464	0.31854500218626214	0.2907811087468969
ENSMUSG00000000168.11	Dlat	-1.141234339366766	6.981113632001493	80.68687574039375	3.376111751557922e-5	0.009204768412806904	169.77913606347778	153.80972070167613	197.8215405958857	78.9185786711364	79.80614121439821	77.66092381301739
ENSMUSG00000039041.16	Adrm1	0.9274508634680528	7.265414590418666	79.67753862544866	3.522536351256003e-5	0.009250439601476965	103.49971604310986	106.77042632917991	107.70883996519773	196.0427450513916	209.8574474403095	198.87191060528156
ENSMUSG00000026024.15	Als2	0.8473130261781863	4.473123330070154	79.5844584510139	3.5364437694047756e-5	0.009250439601476965	15.680153464649011	15.734589143247566	16.061096484649436	27.503887227674134	29.7308668707178	28.183399770853082
ENSMUSG00000029415.5	Sdad1	0.9773912304379313	4.253145478218733	78.52817098027745	3.699281558385305e-5	0.009250439601476965	12.335410831404769	12.033945355201537	14.04279940427756	24.220998432641604	26.33305351406434	25.07427868502088
ENSMUSG00000002781.20	Tmem143	-0.9275505897175955	5.757217243169332	78.1545780000277	3.759156568400046e-5	0.009250439601476965	68.23274971818256	68.47561616695543	75.84248747087557	35.74988349236215	35.97434891356854	40.01595411909219
ENSMUSG00000030595.16	Nfkbib	0.9517512419030921	5.11415222412695	78.01398546320719	3.782008703604991e-5	0.009250439601476965	22.289364907939635	24.698370763181284	23.707884014509077	41.17828228729783	46.95353332225504	48.60518071592361
ENSMUSG00000123626.1	Gm51906	1.53234374218197	1.9642661131835073	77.80354801601577	3.8165454757525776e-5	0.009250439601476965	2.0068455799465457	2.1655619204121215	1.7340298859533019	5.195753132295584	6.179773042413486	5.726151064554277
ENSMUSG00000001435.16	Col18a1	-1.3766734128589255	3.086217877088277	76.90909709485915	3.9679085388875655e-5	0.009250439601476965	9.98071201760082	13.84314898491293	12.820450468277691	4.885558915442116	4.480866364086754	4.741968850334011
ENSMUSG00000011171.12	Vipr2	-3.6518289088392324	2.892843074935941	76.84927120504081	3.978303341566016e-5	0.009250439601476965	12.121347302877137	12.171006236240277	16.85704462902144	1.9128643372630507	0.7432716717679451	0.6486655502815393
ENSMUSG00000064284.13	Cdpf1	1.1977387537662088	4.602577047940732	76.81657218513035	3.983999497517652e-5	0.009250439601476965	15.59987964145115	14.775162975976373	13.758532209858986	28.848062167372497	33.425988896078444	38.964668572084186
ENSMUSG00000074340.10	Ovgp1	1.2503178021862351	3.075278330216834	76.71647949505817	4.0015003395208535e-5	0.009250439601476965	5.431862036388651	4.4133603694474886	5.003102621766904	13.054006625916765	11.488856412184521	10.803636578827016
ENSMUSG00000121808.3	Gm73394	1.1793541911286225	4.3638132256575055	76.58051428896748	4.025430635977791e-5	0.009250439601476965	11.639704363689965	12.691837584187498	13.388984857114838	26.159712287975776	26.14192651275258	33.12667861955033
ENSMUSG00000019864.15	Rtn4ip1	-1.0673317664329742	4.185808361509036	75.96582423239964	4.135923232484188e-5	0.009370487481371923	24.590547839611673	22.176450552068435	27.00538346976454	11.86492879464514	10.788057407374746	12.548323231308396
ENSMUSG00000032279.12	Idh3a	-1.2341021138459227	9.03017576446426	75.35114223617656	4.250309324738836e-5	0.009495899416354016	727.3075961136941	684.0982694405684	789.6374126559151	341.65308034602356	276.51829823115463	317.5106029740155
ENSMUSG00000022894.7	Adamts5	-1.68876646739958	3.0358126531699794	74.46946965028006	4.421517627054894e-5	0.009587170773136151	12.041073479679275	15.104109090469354	10.262045718510524	4.239320963664058	3.1854500218626214	4.182774410436132
ENSMUSG00000094475.9	Gm11007	8.348120387159305	-0.7942336336563415	148.6147698427891	4.513554671633944e-5	0.009587170773136151	0	0	0	1.085679758987137	0.8282170056842816	1.1407566573916723
ENSMUSG00000071713.7	Csf2rb	2.2493933865449947	2.778251060910682	73.97736115762899	4.520907829265768e-5	0.009587170773136151	2.3011829316720394	2.5219202111128505	2.2457108359067353	8.245996264688015	15.714886774522267	9.662879921435342
ENSMUSG00000032565.10	Nudt16	1.2457956464689586	3.470335369424414	73.76239391400553	4.565217712681708e-5	0.009587170773136151	6.528937620092762	6.085503118120139	6.992972982696922	13.4417493969836	15.162742104066078	17.894222076732117
ENSMUSG00000020937.15	Plcd3	1.0960501788536736	3.5164630791883895	73.64734653005218	4.589159203851074e-5	0.009587170773136151	8.21468790724786	6.606334466067358	6.9361195438132075	14.915171927037571	15.48128710625234	16.12716764665482
ENSMUSG00000006611.16	Hfe	-1.0601335867928974	4.248549941800802	72.92759900038244	4.742629615046923e-5	0.009739659240907207	24.91164313240312	28.426426727435064	23.59417713674165	11.632283132005039	11.701219746975363	13.554873223124579
ENSMUSG00000025579.15	Gaa	1.1497389392282469	8.810510542829864	72.41477434541243	4.85598625043749e-5	0.009739659240907207	271.83392328902613	274.91671518750843	290.066245184713	545.0887875657561	639.2348740539118	672.3530267556133
ENSMUSG00000086841.4	2410006H16Rik	2.441287830118688	4.4471306361026715	71.92354471688823	4.96782751116075e-5	0.009739659240907207	5.030492920399341	6.441861408820868	8.812283026975797	42.85850096192079	24.527965168342185	42.789558540985674
ENSMUSG00000023170.15	Gps2	1.1335619123207012	6.042196643011776	71.73949774959793	5.0105751994897e-5	0.009739659240907207	41.394534829030754	38.870465862587196	43.40760058771626	76.28192782788193	93.58852164232383	101.4602391750711
ENSMUSG00000124268.1	Gm35607	2.062332530489974	0.5803484790581621	71.57811657369732	5.0484449197611216e-5	0.009739659240907207	0.6421905855828947	0.438594819323974	0.5685343888371481	2.274757590258763	2.229815015303835	2.4157199803588356
ENSMUSG00000025486.18	Sirt3	-1.346787495368695	3.9974718861054264	71.20407351622944	5.1376307768626784e-5	0.009739659240907207	25.0989487198648	20.39465909856479	23.13934962567193	10.365656746520045	7.347771383763114	9.282627702304785
ENSMUSG00000071714.8	Csf2rb2	2.2692900263463174	3.1543365390649063	71.1783406321487	5.143840024947835e-5	0.009739659240907207	3.398258515376151	3.7006437880460306	1.9898703609300186	12.459467710280952	18.326955792449617	13.08514989361036
ENSMUSG00000039405.8	Prss23	-1.2677452576781922	5.721201787090007	70.83194153431279	5.2283634633681545e-5	0.009739659240907207	75.75173115771561	74.78041669473757	72.97138880724796	25.09988204705976	30.771447211192925	36.9292008108559
ENSMUSG00000022748.9	Cmss1	-1.0251258172620763	4.239648021866088	70.74433136384762	5.2500208496523325e-5	0.009739659240907207	27.587437238998515	24.013066357987576	24.24799168390437	12.743812409063297	11.106602409561008	13.420666557549087
ENSMUSG00000028932.9	Psmc2	1.0614802424215986	7.451438846871482	70.67345147591853	5.267626221303786e-5	0.009739659240907207	102.10830310768026	115.46008618703615	122.49073407496357	223.93437505013256	229.03385657192248	256.75971902350994
ENSMUSG00000042834.16	Nrep	-4.046950539834992	5.799710044561068	69.51917811258176	5.565216500887368e-5	0.009838586957831106	149.41634291228684	92.57091905356626	72.99981552668983	10.288108192306678	3.1005046879462848	5.726151064554277
ENSMUSG00000026436.16	Elk4	0.9496799222750683	5.319983915225095	69.45643003032231	5.5820008548264416e-5	0.009838586957831106	27.453647533668747	27.000993564632147	27.175943786415683	59.505590599723554	50.60618268065751	47.57626294651151
ENSMUSG00000030739.20	Myh14	1.170919138333225	5.9456241737169995	69.18274160610741	5.6559682737721154e-5	0.009838586957831106	45.1406465782643	35.06017336971017	33.401395344182454	88.66384698394951	80.29457688441714	86.85408040493851
ENSMUSG00000031312.6	Itgb1bp2	-1.683207991439635	6.60368653188255	69.15973944038205	5.662241635367478e-5	0.009838586957831106	149.57689055868255	146.05207483488334	149.18342363086768	60.229377105714974	34.48780557003265	43.81847631039777
ENSMUSG00000014846.13	Tppp3	-1.4533951214871088	4.822295461550736	68.88354499874164	5.7382651273625816e-5	0.009838586957831106	47.30803980460657	45.53162468107005	31.35467154436872	14.88932240896645	16.56434011368563	13.890389887063305
ENSMUSG00000036099.17	Vezt	1.1104302613908554	5.466433335392922	68.76172080721913	5.77221108705483e-5	0.009838586957831106	29.059123997625985	29.63256248057599	25.157646706043806	51.49223999767564	66.87321412563597	62.674512823754235
ENSMUSG00000029014.15	Dnajc2	0.8800837299358062	5.01692810212747	68.64244967796972	5.8056940082329684e-5	0.009838586957831106	22.423154613269404	24.204951591441816	21.632733495253486	39.6273112030305	45.70058964698908	40.30673522783909
ENSMUSG00000010914.11	Pdhx	-0.8947125141616379	5.8415305771832164	68.4840356309141	5.8505492599882607e-5	0.009838586957831106	75.72497321664966	68.36596746212444	79.48110755943331	42.31566108242722	37.67325559189527	40.261999672647264
ENSMUSG00000117165.2	Gm49832	7.933464177592174	-1.162157615782845	134.11172496988897	5.8715923657328495e-5	0.009838586957831106	0	0	0	0.8271845782759139	0.6795626713306926	0.78287221585703
ENSMUSG00000031812.17	Map1lc3b	1.247700157420752	8.59987344145323	68.11594541289824	5.956493132818624e-5	0.009877953457167049	202.1294868122161	238.48593300741086	249.10334246899646	474.20940901473875	574.4640569427052	589.144894098809
ENSMUSG00000028439.15	Fam219a	1.0156844823427937	5.534719153525056	66.90932444758177	6.321390326068949e-5	0.010111656367143167	33.9290692716296	30.125981652315463	27.85818505302026	63.538115418818634	67.00063212651047	55.31551399469816
ENSMUSG00000027004.4	Frzb	-1.9093367070073648	3.0423182781023144	66.64625358144357	6.404700334821387e-5	0.010111656367143167	16.991292576880756	9.621673848919679	12.2803427988824	3.3087383131036554	3.058032020988117	3.9814644120728957
ENSMUSG00000022551.9	Cyc1	-1.0470987543165815	8.464060027109204	66.25881862615854	6.529960121895074e-5	0.010111656367143167	480.5726215445328	434.01698589728	513.0738592060843	234.79117264000394	214.78427680745702	241.32595248232852
ENSMUSG00000116506.2	5730414N17Rik	-2.5054855509315868	0.1368453197860325	66.20742732803254	6.546808985032587e-5	0.010111656367143167	1.873055874616776	1.617318396257154	1.961443641488161	0.38774277106683464	0.21236333479084143	0.35788444153464233
ENSMUSG00000045838.10	Ccdc9b	1.1057985182144632	5.568407693183221	66.03160686924048	6.604873250097889e-5	0.010111656367143167	33.26012074498075	31.606239167533875	25.32820702269495	59.89333337079039	63.6240551033361	70.61507387030412
ENSMUSG00000097462.10	9530026P05Rik	1.943335786678908	1.127974531737361	66.02258671565654	6.607869801672244e-5	0.010111656367143167	0.936527937308388	0.7127165814014578	0.9665084610231519	2.7917479516812094	3.4402860236116313	3.847257746497405
ENSMUSG00000067369.13	Trmt2b	-1.148529074585451	3.7192119913847153	65.95325629414555	6.630959747686367e-5	0.010111656367143167	19.39950727281661	15.323406500131341	19.586009695439753	7.9875010839767935	7.6026073855121235	8.902375483174229
ENSMUSG00000022558.17	Mroh1	0.8716269136472686	4.441818575316093	65.85294859234294	6.664548790125965e-5	0.010111656367143167	14.957689055868254	14.3365681566524	16.65805759292844	29.520149637221675	27.458579188455797	27.109746446249158
ENSMUSG00000032786.17	Alas1	-1.3853100574233854	6.476828698456408	65.61103703700519	6.746452093775958e-5	0.010111656367143167	123.99629889963057	104.33074264669031	157.99570665784347	53.5343519252943	45.21215397697014	49.14200737822557
ENSMUSG00000025142.19	Aspscr1	0.87781915102393	5.299987846992598	65.42564308497465	6.810090441672385e-5	0.010111656367143167	25.23273842519457	27.43958838395612	30.501869961112998	52.47452168437829	48.58873100014452	51.78140513454356
ENSMUSG00000020241.14	Col6a2	-3.08816412162199	5.56222061497759	65.26538297293197	6.86571914079799e-5	0.010111656367143167	61.034863571440944	129.05652558607935	63.44843779422573	12.53701626449432	10.936711741728335	6.352448837239901
ENSMUSG00000019865.10	Nmbr	-2.4556583263734337	-1.024914880123343	65.22254153959855	6.880688080726142e-5	0.010111656367143167	0.7759802909126644	0.7675409338169544	0.76752142493015	0.12924759035561154	0.12741800087450486	0.156574443171406
ENSMUSG00000002032.18	Tmem25	-1.9705928110799416	2.4340726628443834	65.1259290844732	6.914597789293474e-5	0.010111656367143167	11.26509318876661	6.770807523313849	7.646787529859643	2.610801325183353	1.8900336796384887	2.0578355388241936
ENSMUSG00000038370.7	Pcp4l1	-2.446688429759818	5.458512796284328	64.90386720297765	6.993349876489867e-5	0.010134687037226666	100.7436481133166	42.13251483130925	79.93593507050304	13.907040722263801	14.631833767088974	12.324645455349245
ENSMUSG00000049281.17	Scn3b	2.5701688378195895	2.11392310274461	64.57094544293828	7.113572298467086e-5	0.010159118356393125	1.7392661692870064	0.9320139910634447	0.9949351804650093	5.299151204580073	9.17409606296435	7.358998829056083
ENSMUSG00000138479.1	Gm69738	4.3615373442153835	-1.0178941102046761	64.26433514638478	7.226633050352193e-5	0.010159118356393125	0.026757941065953944	0.05482435241549675	0.028426719441857408	0.6462379517780577	1.210471008307796	0.5815622174937938
ENSMUSG00000050071.9	Bex1	1.4584673614066055	4.166472628146912	64.17260933851549	7.260900909322602e-5	0.010159118356393125	10.034227899732729	10.60851219239862	7.987908163161932	21.532648553244883	31.76955488470988	25.38742757136369
ENSMUSG00000063694.6	Cycs	-1.2055066029923678	7.560557325838	63.8428252581653	7.385829235505379e-5	0.010159118356393125	241.73123958982794	252.0549602302463	296.14956314527046	129.09249324718482	98.0481516729315	115.39536461732624
ENSMUSG00000078566.9	Bnip3	1.6599632633036	8.725450146776375	63.84048422819433	7.386725815071501e-5	0.010159118356393125	199.37341888242284	182.53768136739643	228.46554415420798	480.82688564094605	790.0553144223674	657.9481779838441
ENSMUSG00000075528.14	Aarsd1	2.2351300729628925	3.4433741739896306	63.75034983660598	7.421351695135778e-5	0.010159118356393125	4.254512629486677	3.3991098497607983	3.695473527441463	10.882647107942491	22.829058490015456	19.728379839597157
ENSMUSG00000032078.18	Zpr1	1.5176214988585397	5.520870841113424	63.41896332345939	7.550449167091664e-5	0.010159118356393125	21.29932108849934	22.532808842769164	27.374930822508684	50.871851563968704	78.40454320477866	74.5741705047811
ENSMUSG00000029217.17	Tec	1.276525588108618	2.5035599566188265	63.26526309236694	7.611297516580827e-5	0.010159118356393125	3.879901454563322	3.0427515590600693	2.8995253830694554	7.9099525297634266	7.921152387698386	7.985296601741707
ENSMUSG00000039703.17	Nploc4	1.3697854955668853	7.038260941839232	63.24249497007604	7.620364267661291e-5	0.010159118356393125	75.91227880411134	67.13241953277577	76.86584937078243	150.9870350534254	230.32927291414663	186.9946207018506
