Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_KPC_1	CPM_KPC_2	CPM_KPC_3	CPM_KPC_4
ENSMUSG00000026610.14	Esrrg	-1.0683958102188864	4.607733731435086	81.26741376787749	5.812615214476959e-6	0.0030114017035254882	31.60619132926646	33.0543794570549	33.848564910068156	33.27228737606697	18.041457727914462	13.012197266138621	16.06763944280762	15.705822720047227
ENSMUSG00000030748.10	Il4ra	1.5459028400886474	3.0341247759478334	79.93253169225503	6.240980562181164e-6	0.0030114017035254882	3.658775487804666	4.780592070235213	3.7895675931924133	4.33490372671044	12.550579288983974	11.010320763655757	15.113984583792062	9.677654248659806
ENSMUSG00000047731.18	Wbp1l	1.3056724315593116	6.8260779442712245	79.84037583545485	6.2719405947484685e-6	0.0030114017035254882	57.04875318292352	62.04525565440987	71.22915398466516	70.95552942141825	141.758793069074	152.7682005957236	203.330775394954	147.96709745173123
ENSMUSG00000035459.19	Stab2	1.4573263978058513	4.477515537044405	79.379010278367	6.429762789658507e-6	0.0030114017035254882	12.664992073169996	10.107537519925879	12.730003759656068	11.901972512810243	38.0596316938439	36.346570248204515	32.07748162143248	23.7216575522705
ENSMUSG00000082361.7	Btc	-2.848688826157537	-0.43344930754913963	78.86657337999772	6.610728397975005e-6	0.0030114017035254882	1.6042323292681995	1.1268538451268717	1.103757551415266	0.9506367821733421	0.1882586893347596	0.15639660175647382	0.11559452836552246	0.19550816663959203
ENSMUSG00000123782.1	Gm42146	4.496431362314692	5.7684944591547165	77.64366521728967	7.068130702702287e-6	0.0030114017035254882	3.124031378048599	2.697619811061299	6.585753390111087	6.122100877196323	143.2334861355296	125.27367800693553	116.34589279989835	31.998169940013227
ENSMUSG00000057913.5	Gm10032	1.8295425847340376	1.489996842763298	77.32560049359292	7.193315411530841e-6	0.0030114017035254882	1.322788060975533	0.8536771553991452	1.4348848168398458	1.1787896098949442	4.361326302921931	4.285266888127382	4.739375662986421	3.6820704717123167
ENSMUSG00000030084.13	Plxna1	-1.3514936062996346	4.081702110277399	77.27311622349995	7.21422947142826e-6	0.0030114017035254882	24.26049592682786	29.127464542218835	24.135498457613817	19.469041298910046	9.036417088068461	10.478572317683746	7.97602245722105	10.524856304098037
ENSMUSG00000098708.10	Gm27252	2.067634163752595	1.8178990205926637	77.24799778363678	7.224264772462577e-6	0.0030114017035254882	1.3509324878047997	1.434177621070564	0.9197979595127217	1.5970697940512146	6.808689264273806	5.536439702179173	5.924219578733026	4.007917416111637
ENSMUSG00000037010.8	Apln	-4.156941038367758	-0.17079638792828095	77.19997367184497	7.243498417545408e-6	0.0030114017035254882	0.9287660853657997	2.1854135178218117	2.244307021211041	1.0266877247472095	0.06275289644491987	0.09383796105388428	0.05779726418276123	0.13033877775972802
ENSMUSG00000110588.3	Gm45774	6.095561531261494	-0.9953636361317862	76.71074527954104	7.443010222474487e-6	0.0030114017035254882	0.02814442682926666	0	0	0	1.0354227913411778	0.5004691256207162	1.1848439157466053	0.6516938887986401
ENSMUSG00000040265.17	Dnm3	1.6184027750009453	3.3717451223490817	75.77572059094423	7.843161827851727e-6	0.0030542183811562984	5.065996829267998	4.507415380507487	4.157486776997502	6.464330118778726	19.1082569674781	14.795118526162423	15.720855857711054	12.382183887174161
ENSMUSG00000040128.10	Pnrc1	1.632875490009745	6.87646347698594	75.52049340609977	7.956881554114605e-6	0.0030542183811562984	51.673167658533586	60.952548895498964	56.144467448656535	60.270371989789886	201.09165665774572	198.56112559001915	197.8400352975917	112.8082121510446
ENSMUSG00000020108.5	Ddit4	5.181129826067763	6.453129257626459	74.81371592680239	8.282373493496162e-6	0.0030996782799409387	5.037852402438732	7.034299760488956	3.3480645726263067	3.3082160019632303	217.18777459586767	223.33434730824462	207.3476852556559	33.5948199675699
ENSMUSG00000032014.7	Oaf	-2.8517825321317964	1.6047486311462014	74.3211862711586	8.518755234337293e-6	0.0031103845331226653	3.8557864756095324	8.127006519399862	5.481995838695822	3.574394300971766	0.7216583091165785	0.6568657273771901	0.5201753776448511	1.0101255276378922
ENSMUSG00000040488.20	Ltbp4	-1.768457080327419	5.193527389020276	73.44892640555636	8.957756568435028e-6	0.0031239647871505183	55.58524298780165	71.81132231217609	49.227586793120864	49.35706173043992	16.001988593454566	13.731621634218401	13.408965290400605	23.20030244123159
ENSMUSG00000069662.6	Marcks	-1.7639823848167557	4.143906752474412	73.41897281584862	8.97331234786054e-6	0.0031239647871505183	24.85152889024246	36.195911388923754	29.065615520602005	18.822608287032175	7.624476918057764	6.599936594123195	9.363156797607319	8.472020554382322
ENSMUSG00000026473.18	Glul	2.388400716684729	9.550730975443201	72.28193342171112	9.588758813483369e-6	0.0032139999419763246	219.92055124388966	193.20421380993454	158.8675035670373	390.1033099326527	1326.6903601902734	1298.4671464229482	1436.6087985267131	975.4228280593645
ENSMUSG00000062867.14	Impdh2	1.1505213105620573	5.911826554509657	71.81997516960223	9.853334311189983e-6	0.0032139999419763246	38.47343147560752	34.761733767853194	36.4975830334648	39.66056655227183	96.45120183584184	88.52047659416418	82.07211513952095	64.61544907438517
ENSMUSG00000043631.9	Ecm2	-1.4131803579708282	3.08264267200491	71.30223759039627	1.016043765021732e-5	0.0032139999419763246	12.327258951218797	14.546658728001434	10.780032085489099	11.293564972219304	4.392702751144391	3.6909598014527822	4.623781134620899	5.6697368325481685
ENSMUSG00000031382.15	Asb11	2.0564328688080367	7.622893446962496	71.03534026392653	1.0323275722823289e-5	0.0032139999419763246	68.25023506097165	69.21614375976269	76.56398214983895	91.48928391636244	382.72991541756625	362.27708830869597	353.08348689248834	172.6662958371997
ENSMUSG00000024544.10	Ldlrad4	-1.5102082983409382	1.5776324184832176	70.73165166581849	1.051242071716074e-5	0.0032139999419763246	4.024653036585132	5.258651277258735	4.304654450519537	3.764521657406435	1.411940170010697	1.5326866972134434	1.4449316045690308	1.6944041108764643
ENSMUSG00000071637.6	Cebpd	4.619055122896904	5.96265027815223	70.45147266072661	1.069065633588114e-5	0.0032139999419763246	4.249808451219265	4.439121208075555	4.304654450519537	6.50235559006566	156.91361756052214	133.34374265756958	164.37541933577293	24.04750449666982
ENSMUSG00000058655.10	Eif4b	1.0984806126874576	8.882778807998116	70.1107483334733	1.0912364095482882e-5	0.0032139999419763246	296.64225878047057	269.7278340199139	286.42508459226156	349.187902827912	695.7099864366041	679.1366034673119	648.4564054984896	550.4858278682113
ENSMUSG00000027459.17	Fam110a	-2.2664406524296656	0.13525133979935625	69.79271929343669	1.1124345683763089e-5	0.0032139999419763246	1.829387743902333	1.5024717935024956	1.8763878374059522	1.7111462079120157	0.4078938268919791	0.21895524245906334	0.375682217187948	0.42360102771911606
ENSMUSG00000024222.19	Fkbp5	2.9447293270081207	7.272868205089403	69.50004186023668	1.1323849340542147e-5	0.0032139999419763246	30.621136390242125	23.04928319577692	32.266512419706274	56.239672033374916	296.9153295291384	252.73690843846168	395.9979555481886	148.68396072940973
ENSMUSG00000026447.18	Pik3c2b	-1.2890990003195566	3.9472429438544574	68.81248381810305	1.1809827287405357e-5	0.0032139999419763246	23.866473951218126	23.322459885504646	21.37610457907565	18.670506401884438	8.063747193172203	8.195181932039228	7.947123825129669	11.502397137295997
ENSMUSG00000027016.18	Zfp385b	-2.687674623655209	1.1242452888970085	68.75385567736944	1.1852424088800877e-5	0.0032139999419763246	4.2779528780485325	3.9952090872679995	2.796185796918674	3.650445243545634	0.5020231715593589	0.31279320351294765	0.5201753776448511	0.9449561387580281
ENSMUSG00000057894.11	Zfp329	-1.209276753684093	2.3287674725334515	68.39403949863426	1.211796499729184e-5	0.0032139999419763246	7.767861804877598	7.648947312376341	6.070666532783963	6.236177291057124	3.1376448222459934	2.9715354333730026	2.947660473320823	2.9326224995938803
ENSMUSG00000019850.12	Tnfaip3	-1.8168487692109365	1.8404265287626334	68.23534773115715	1.2237364114350938e-5	0.0032139999419763246	6.022907341463065	4.541562466723453	6.51216955335007	4.905285796014446	1.0667992395636376	1.6265246582673276	1.647222029208695	1.8899122775160562
ENSMUSG00000120700.2	Gm57098	3.208260359999658	2.5960267093707636	68.06663039396366	1.2365872310161029e-5	0.0032139999419763246	1.3509324878047997	0.9219713278310768	0.9197979595127217	1.44496790890348	13.272237598100553	10.916482802601873	14.709403734512733	4.1382561938713645
ENSMUSG00000037887.12	Dusp8	-0.8802200285320562	4.871984926672202	67.95425755737016	1.245237118467781e-5	0.0032139999419763246	40.02137495121719	38.48376616539347	39.404144585524996	33.57649114636244	21.932137307499495	18.98654745323592	19.65106982213882	21.733991191434647
ENSMUSG00000086583.6	Gm15500	0.8302074796709641	6.852882750179572	67.60885978087448	1.2722865509575759e-5	0.003228157570819476	83.36379226828784	79.32368127968857	80.0960063143678	89.89221412231123	137.5857254554868	146.04314672019524	160.76309032435037	147.08731070185306
ENSMUSG00000046598.16	Bdh1	-2.1992298594112136	4.617901480717876	66.69177066172702	1.3476352267471782e-5	0.003340916688034181	34.308056304876054	45.415624667234525	42.200330382443674	39.09018448296783	7.467594676945464	4.629339411991625	11.21266925145568	11.730489998375521
ENSMUSG00000028333.11	Anp32b	1.0445419974929953	6.667587968990775	66.1094655324437	1.3982885720120434e-5	0.003340916688034181	70.16405608536178	59.68910670550823	66.85091569738461	68.6359756729153	141.63328727618415	149.04596147391956	147.75870588322908	108.89804881825276
ENSMUSG00000023267.11	Gabrr2	2.024858380167082	0.27121935256816504	66.00563848272691	1.4075607877790076e-5	0.003340916688034181	0.5347441097560666	0.34147086215965805	0.5150868573271241	0.3802547128693368	1.5688224111229967	2.001876502482865	1.7628165575742176	1.9550816663959203
ENSMUSG00000006462.9	A530013C23Rik	1.3780323649398525	1.7141853651466268	65.8321010206379	1.4232252295820981e-5	0.003340916688034181	1.6605211829267328	1.8780897418781195	1.9131797557864612	1.673120736625082	4.141691165364711	4.754456693396804	5.461841465270936	4.170840888311297
ENSMUSG00000035963.9	Cimap1d	1.8267859879677233	5.3462950974826065	65.72265946082172	1.4332125932435427e-5	0.003340916688034181	12.327258951218797	14.614952900433366	27.078851928054526	17.45369132070256	68.58891581429741	61.4951438106455	64.73293588469258	58.55469590855781
ENSMUSG00000001151.11	Pcnt	0.9001622171628912	6.660615825775706	65.4533340929289	1.4581542088776403e-5	0.003340916688034181	69.34786770731304	68.22587825949968	70.78765096409906	73.80743976793828	138.99766562549752	127.52578907222875	147.0073414488532	113.06888970656405
ENSMUSG00000028150.15	Rorc	2.0073037034867798	6.9545654703033994	65.23258078211246	1.4789904347049322e-5	0.003340916688034181	49.083880390241056	42.51312233887743	50.33134434453613	55.59323902149705	222.92966462057782	223.4594645896498	243.875556219161	103.81483648562337
ENSMUSG00000035783.10	Acta2	-1.3560159458739438	3.9223956049683544	64.91660807681176	1.5094451164435335e-5	0.003340916688034181	22.937707865852328	26.15666804142981	15.820524903618812	21.97872240384767	8.503017468286641	7.2255230011490905	8.669589627414185	9.547315470900077
ENSMUSG00000050288.7	Fzd2	-3.1615767233261427	0.052501219481073974	64.80807759399929	1.5200805347032731e-5	0.003340916688034181	1.4916546219511329	2.3902960351176064	1.5452605719813723	1.673120736625082	0.3451409304470593	0.15639660175647382	0.08669589627414184	0.19550816663959203
ENSMUSG00000010095.14	Slc3a2	0.9528321731873046	4.528474098789154	64.34277544295766	1.5667189743455442e-5	0.003340916688034181	15.59201246341373	15.195453366104784	14.64318351544253	17.26356396426789	32.25498877268881	31.623392875159006	32.22197478188939	25.253138190947304
ENSMUSG00000000532.12	Acvr1b	1.8946911196213236	6.639070814381966	64.1964757526487	1.5817397377357366e-5	0.003340916688034181	48.74614726828985	39.20085497592875	39.77206376933009	41.10553446117531	170.4682431926248	145.22988439106157	219.68740115867544	92.47536282052702
ENSMUSG00000020722.6	Cacng1	1.2532937643864284	7.485092200450252	64.16942339441046	1.584536304946071e-5	0.003340916688034181	115.9831829634079	91.54833814500434	104.08433709845959	111.7568601122981	278.34047218144207	297.02842605589507	243.75996169079548	190.16427675144317
ENSMUSG00000106847.2	Peg13	1.0173161000212625	5.401633056441842	63.4129017938118	1.6652238932357236e-5	0.003436373674932438	29.29834832926659	26.15666804142981	24.724169151701958	31.447064754294157	67.02009340317441	53.64403440247052	52.16203092494201	53.1456366315291
ENSMUSG00000023170.15	Gps2	1.0837145925813487	4.867903908476625	62.79259099383963	1.7351194727140463e-5	0.003436373674932438	18.913054829267196	18.439426556621537	19.389340986528172	17.9480224474327	44.86832095811771	40.88207169914226	42.65438096687779	29.91274949585758
ENSMUSG00000020473.14	Aebp1	1.0736622828121198	7.000559881812748	62.7838446065688	1.7361301280568207e-5	0.003436373674932438	74.13242026828839	100.6656101646672	70.23577218839142	84.72075002728825	163.22028365323658	166.90645339450884	172.43813768926813	191.50024922348038
ENSMUSG00000039031.17	Arhgap18	-1.7678724756004733	1.9339677471016212	62.71690659126455	1.743888541693914e-5	0.003436373674932438	5.628885365853332	6.180622605089812	6.438585716589052	5.05738768116218	1.0981756877860978	2.095714463536749	1.5894247650259339	2.052835749715716
ENSMUSG00000032011.6	Thy1	-3.175597731149656	1.6652012936173581	62.122027923860955	1.8147148700637416e-5	0.003436373674932438	4.953419121950932	7.751388571024238	5.224452410032259	4.563056554432042	0.5333996197818188	0.3440725238642424	0.375682217187948	1.2382183887174163
ENSMUSG00000034275.20	Igsf9b	-2.939406018343239	-0.12755300178487172	61.858273911989144	1.847229541495331e-5	0.003436373674932438	1.970109878048666	1.8097955694461878	1.2877171433178103	0.9886622534602758	0.2823880340021394	0.15639660175647382	0.11559452836552246	0.22809286107952403
ENSMUSG00000037621.9	Atoh8	1.9930353667068164	2.4851793607505592	61.73466069673007	1.8627107273727668e-5	0.003436373674932438	2.054543158536466	2.834208155925162	1.8763878374059522	2.0914009207813526	10.856251084971136	9.821706590306556	9.507649958064222	5.115797027069325
ENSMUSG00000032024.11	Clmp	-1.952524286565098	1.7943353762426393	61.702303540896644	1.866789014570475e-5	0.003436373674932438	4.1653751707314655	7.1708881053528195	6.144250369544981	4.258852784136573	1.7257046522352963	1.3762900954569697	1.0403507552897022	1.4663112497969402
ENSMUSG00000061353.12	Cxcl12	-1.4455819492985589	5.27010855076437	61.152761079533406	1.9377327699364166e-5	0.003436373674932438	67.57476881706924	57.50369318768642	52.465275610605644	47.91209382153644	19.390645001480237	14.920235807567602	22.07855491781479	26.393602496344926
ENSMUSG00000026380.11	Tfcp2l1	2.01986184378231	5.619457341701277	60.685383478593316	2.0006518399397595e-5	0.003436373674932438	19.110065817072062	13.078334020714905	26.93168425453249	18.556429988023638	65.95329416361078	73.13105098132716	114.06290086467929	61.81316535255101
ENSMUSG00000021025.9	Nfkbia	1.3320754147978235	4.362872972297278	60.658510312961404	2.0043441811204423e-5	0.003436373674932438	11.45478171951153	12.600274813691383	10.963991677391643	11.597768742514774	29.556614225557258	34.40725238642424	33.40681869763599	20.007002386118252
ENSMUSG00000041417.16	Pik3r1	1.8826543776322018	6.024281406464638	60.60572939062949	2.0116202639424126e-5	0.003436373674932438	26.96236090243746	26.190815127645774	22.77419747753499	35.02145905526592	89.76801836445787	139.8498412906389	115.65232562970522	63.833416407826796
ENSMUSG00000029062.15	Cdk11b	0.8788288994478463	6.01582809325716	60.517016675289796	2.0239218917317922e-5	0.003436373674932438	44.69334980487545	46.713213943441225	44.15030205661064	46.58120232649376	86.06559747420759	88.08256610924606	91.37747467294551	69.40539915705517
ENSMUSG00000060487.9	Samd5	-1.7616402255270653	1.2326154667295262	60.48031635726757	2.0290376812152973e-5	0.003436373674932438	3.715064341463199	3.141531931868854	3.642399919670378	3.6884707148325675	1.0040463431187179	0.8132623291336638	0.895857594832799	1.4663112497969402
ENSMUSG00000048489.13	Depp1	5.285821831147482	5.6869302368303645	60.41032998330116	2.0388368006281876e-5	0.003436373674932438	1.8575321707315995	4.5757095529394185	1.103757551415266	2.737833932659225	139.93895907217131	133.65653586108252	108.65885666359111	18.86653808072063
ENSMUSG00000005397.9	Nid1	-1.4243124469410147	5.681862237161433	60.21214381297775	2.0668982718466785e-5	0.003436373674932438	67.20889126828878	99.1631383711647	67.18204296280919	65.32775967095206	30.686166361565814	22.646227934337407	24.53493864558214	33.4970658842501
ENSMUSG00000018932.10	Map2k3	0.7451886439291815	7.271722363257856	60.05390671945241	2.089639569707767e-5	0.003436373674932438	114.8011170365787	111.21705980540064	117.32942771544278	118.37329211622456	203.19387868865053	189.3024467660359	201.53906020528842	179.9000980028646
ENSMUSG00000041261.10	Car8	-1.7526798293258494	2.0150403652079962	59.74744540271422	2.1345509386473326e-5	0.003436373674932438	7.739717378048331	6.556240553465435	5.629163512217857	4.639107497005909	1.6001988593454566	1.4075694158082643	1.9362083501225011	2.3460979996751044
ENSMUSG00000020109.14	Dnajb12	1.2327188786516718	6.771458936696249	59.635530459214145	2.151242649471099e-5	0.003436373674932438	66.16754747560591	58.76713537767716	65.26886320702273	70.49922376597505	173.1352412915339	163.6221247576229	168.1611401397438	107.75758451285515
ENSMUSG00000058624.14	Gda	1.4093580966548387	3.9526898310911682	59.625131345389335	2.1528016509250463e-5	0.003436373674932438	8.809205597560464	8.263594864263725	7.505551349623809	9.126113108864084	22.591042720171153	24.178914631550853	27.655990911451248	15.11929822012845
ENSMUSG00000036452.19	Arhgap26	3.8708010936682538	5.222487107497544	59.44528150862457	2.1799818195902258e-5	0.003436373674932438	3.7713531951217325	3.17567901808482	3.3848564910068157	8.78388386728168	63.09803737536693	93.61900581142523	97.792970997232	24.340766746629207
ENSMUSG00000026083.13	Eif5b	0.940943134140936	7.660474929828283	59.39127218625084	2.188225087328411e-5	0.003436373674932438	140.01852347560163	128.05157330987177	140.6555039686854	145.4094022012344	273.9163929820752	292.5554832456599	280.17223812593505	217.1769884421468
ENSMUSG00000023990.19	Tfeb	1.022501677517339	5.975095001218257	59.286274922017526	2.2043587535398018e-5	0.003436373674932438	41.878907121948785	40.36185590727158	41.17015666778942	42.39840048493106	99.68297600275521	84.92335475376528	86.60920037786771	65.62557460202306
ENSMUSG00000087259.10	2610035D17Rik	1.4049005726639845	3.139663080307055	59.13999400262914	2.2270767927824417e-5	0.003436373674932438	4.531252719511932	3.722032397540273	5.51878775707633	5.399616922744583	14.08802525188451	11.82358309278942	14.882795527061017	9.938331804179262
ENSMUSG00000022357.3	Klhl38	2.484559050061179	6.464474860979531	59.04262138433895	2.242356411263967e-5	0.003436373674932438	18.26573301219406	24.99566711008697	29.17599127574353	34.603178871109655	218.81934990343558	175.6021044521688	127.26957573044022	77.09538704487912
ENSMUSG00000034656.19	Cacna1a	-1.6830117271213083	0.8631071913729245	58.901441145091994	2.26473637032416e-5	0.003436373674932438	2.645576121951066	3.073237759436923	2.722601960157656	2.3195537485029547	0.8157876537839582	0.6255864070258953	0.9536548590155604	0.9449561387580281
ENSMUSG00000036560.15	Lgi4	-1.9940403429054256	0.8526082761997057	58.88320767713321	2.2676464287362633e-5	0.003436373674932438	3.0114536707315325	3.17567901808482	2.759393878538165	2.2435028059290874	0.8157876537839582	0.46918980526942144	0.6068712739189929	0.9123714443180961
ENSMUSG00000029669.15	Tspan12	-1.1791857455333687	2.002524310384499	58.775076686019545	2.2849974613590825e-5	0.003436373674932438	5.713318646341132	5.941593001578051	4.5989897975636085	5.665795221753119	2.384610064906955	2.3459490263471072	2.6586741524070168	2.2809286107952405
ENSMUSG00000074264.13	Amy1	0.8619521161173446	5.328479032944839	58.71006519055364	2.2955067968820564e-5	0.003436373674932438	28.36958224390079	28.854287852491108	24.760961070082466	31.90337040973736	49.857176225488836	52.236464986662256	56.641318899106004	48.2579324655393
ENSMUSG00000020661.17	Dnmt3a	-1.275562922739096	5.563460274822357	58.53446627419939	2.3241868754217968e-5	0.0034370091405463653	72.66891007316651	69.66005588057025	66.8141237790041	58.255022011582405	24.912899888633188	23.741004146632726	24.274850956759717	37.53756799480167
ENSMUSG00000074178.4	Gm10638	1.9719735189819454	0.8974080704301259	58.42762146598254	2.3418499154023333e-5	0.0034370091405463653	0.5628885365853332	1.0244125864789742	0.5150868573271241	0.7985348970256073	2.9180096846887738	2.5649042688061705	3.1788495300518678	2.737114332954288
ENSMUSG00000032911.7	Cspg4	-1.39937933633	2.116291292796702	57.743887420475325	2.4588117195570393e-5	0.0035736321788125123	7.261262121950798	7.1708881053528195	4.85653322622717	5.513693336605384	2.2591042720171153	2.158273104239339	2.2829919352190684	2.7045296385143565
ENSMUSG00000087590.5	Epb41l4aos	2.1872921898573234	2.561401420566938	57.0787668773756	2.579443859322848e-5	0.00371291101673683	1.9419654512193996	1.8097955694461878	2.3178908579720585	2.3195537485029547	11.107262670750817	9.634030668198788	12.715398120207471	4.724780693790141
