Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_LLC_1	CPM_LLC_2	CPM_LLC_3	CPM_LLC_4	CPM_LLC_5	CPM_LLC_6	CPM_LLC_7
ENSMUSG00000024529.15	Lox	1.187906534935756	4.579219101132385	90.40230094818402	3.0129460132442625e-7	4.2400452409489304e-4	13.151733260666214	13.367418176953153	11.193266147093187	30.476839971028987	26.34824751966085	29.72597365463801	28.25036679473073	24.375268669275478	27.10551338855098	34.349633344277095
ENSMUSG00000026837.17	Col5a1	-1.790130259079643	3.0343548923761716	89.9261269677907	3.1062602497794364e-7	4.2400452409489304e-4	15.043022335762018	17.447589422825484	16.294958880802326	5.198608097403666	6.364162469743053	6.088750640333847	4.2009413105397675	3.6024869242499267	4.234581364646015	3.173990760764824
ENSMUSG00000032332.18	Col12a1	-1.4934880853261452	4.576732109214701	86.65648991685254	3.8450395122313693e-7	4.4322594370272333e-4	39.25152249698832	54.67429469468921	36.43522347880333	11.306972611852972	16.848120934392234	13.167542035193524	17.844365383301948	14.550304330412041	19.160432511319097	15.094089395637162
ENSMUSG00000055053.19	Nfic	-1.361161083462447	5.238481211240168	86.427388107701	3.9039865822488577e-7	4.4322594370272333e-4	67.41718133841508	66.48736192083386	63.695014503696946	28.39739673206752	24.13462579105457	17.721729506012338	33.568989738349885	23.29920114644758	25.700974025029776	26.802588646458513
ENSMUSG00000026043.19	Col3a1	-2.498671065228461	5.806168770660519	85.47395651834499	4.1607568884954766e-7	4.4322594370272333e-4	111.3532813906407	146.18670692354002	138.50715048681977	18.162637040304055	36.15582156723589	33.26536935206785	18.57663955669879	11.134959584045228	27.252256307127823	18.832345180537956
ENSMUSG00000022500.16	Litaf	1.276297721808019	3.1506754370365377	85.32054476553166	4.2038660673796194e-7	4.4322594370272333e-4	4.131739210209298	4.352182662263818	4.759041729206287	11.924307323419658	11.00661915057011	11.608227846815343	10.251838427555763	11.836742751106902	9.181914048093835	8.992973822167
ENSMUSG00000026473.18	Glul	1.833346966652011	8.767897734221188	84.62212999436103	4.406746693015041e-7	4.4322594370272333e-4	153.63086640778232	129.24428155972728	184.9934700977068	629.1615449882786	485.18284026577345	563.4816954383755	684.5221891421726	616.118835135679	542.0054514006075	369.981523013153
ENSMUSG00000036478.9	Btg1	1.0149114232593641	4.525314457653605	82.48814415702849	5.100237507558622e-7	4.8732769384722633e-4	13.617281340689797	13.328559403182942	13.211099840276653	30.184418265550033	25.118457670435138	29.354708371690826	23.04736608901634	25.42794341986799	26.8329908254797	29.412314383087367
ENSMUSG00000048120.17	Entpd1	1.2343417052906565	4.586314939699647	81.0233519325246	5.649288043131907e-7	5.137639773855062e-4	11.551411735585148	13.600570819574429	11.764351154597941	30.379366069202668	27.178355667888205	29.92398180554318	24.974403387429078	28.866680938470193	36.559949999716096	24.580795113923134
ENSMUSG00000035279.9	Ssc5d	-2.9979262324662432	0.5996938611822371	80.37323614024558	5.914603611973383e-7	5.137639773855062e-4	3.346126825169501	4.274465114723392	3.997595052533281	0.2924217054789562	0.5534054321515698	0.5940244527154973	0.616651935492076	0.1403566334123348	0.7966044151314287	0.3526656400849804
ENSMUSG00000066842.19	Hmcn1	-1.5205731814784142	2.057916687762384	78.8671678992242	6.586344905934841e-7	5.344660057291263e-4	8.467155705428912	7.849472301582956	6.4342244178869	2.3068823432228767	2.1521322361449937	2.0790855845042406	3.4301263911746727	2.97088207389442	2.9977481937840604	2.574459172620357
ENSMUSG00000084929.3	Foxo6os	-2.7918751600108007	1.1700793427458502	78.60453605043838	6.71228892595449e-7	5.344660057291263e-4	5.208319145263832	5.673380970451048	5.8631394103821455	0.6173347115666853	0.7378739095354263	0.5445224149892058	0.8478964113016044	0.6082120781201175	1.7399517488396994	0.42319876810197654
ENSMUSG00000024481.6	Lvrn	1.1383649490861822	3.5643722200428756	76.81942941699091	7.6458170963922e-7	5.694651020667236e-4	6.837737425346372	5.712239744221261	6.586513753221501	14.003750562381123	15.925778547472952	14.504097053803392	14.144453770349493	14.924588686178268	11.15246181184	13.789226527322734
ENSMUSG00000040747.10	Cd53	1.8850203535261292	1.743745241774829	76.639729029052	7.747824517914607e-7	5.694651020667236e-4	1.3675474850692744	1.1269044393361671	0.8756636781739567	4.223869079140478	4.058306502444845	4.133420150145335	3.0447189314921252	5.12301711955022	4.926369409365414	3.7029892208922943
ENSMUSG00000056025.13	Clca3a1	2.4863668820423594	0.7604792997618229	74.41106507936354	9.15273587506141e-7	6.47810305823791e-4	0.4073545700206349	0.3497289639319139	0.38072333833650296	2.7617605517456973	2.736282414527206	1.4850611317887432	1.9655780443809923	2.3626699957743025	1.5303190080156392	2.2570600965438747
ENSMUSG00000069792.6	Wfdc17	3.2534666881631353	1.807144310949213	73.37933899492235	9.901218269817684e-7	6.757581469150569e-4	0.4946448350250567	0.5051640590127645	0.4568680060038035	5.5560124041001675	4.089051248675488	3.465142640840401	5.164459959746137	5.801407514376505	6.561504787793083	1.9396610204673923
ENSMUSG00000029661.17	Col1a2	-2.6869146392692658	6.041005627984521	72.13100057043316	1.0903090574363597e-6	7.184760719865115e-4	163.7856339032967	163.16799106112293	156.36307505480175	15.98571989951627	39.56848839883724	36.38399772882421	22.661958629333792	10.643711367102057	33.750871272673685	15.975753495849613
ENSMUSG00000039529.10	Atp8b1	1.2548940198272516	3.3490037966448103	70.83553741169297	1.2068492964800624e-6	7.687630018577997e-4	5.353802920271202	4.663052852425519	5.368199070544692	14.101224464207442	11.959706283720037	12.994284903151504	10.251838427555763	13.333880174171806	13.437458686822257	9.592505410311468
ENSMUSG00000044006.9	Cilp2	-2.336290786570099	0.12710983733150474	69.45571045214308	1.3470820227449549e-6	8.304108856340675e-4	3.2006430501621317	1.8652211409702075	2.1320506946844167	0.3898956073052749	0.7071291633047836	0.6435264904417888	0.38540745968254747	0.30410603906005873	0.5450451261425564	0.3173990760764824
ENSMUSG00000021903.12	Galnt15	1.6542422716633878	5.5164832350019575	67.39125917325504	1.5935114459305713e-6	9.51625116616663e-4	23.451984531187982	15.660085829395701	15.57158453796297	72.5530742593899	36.98592971546325	53.486951763257906	61.549571311302834	58.528716132943615	56.97817895597955	62.21021891099055
ENSMUSG00000071984.13	Fndc1	-1.908717050435166	3.661386601790567	66.97230327467385	1.6496557736669265e-6	9.535546531459054e-4	25.89611195131179	27.240000412919073	24.74701699187269	5.101134195577346	10.176511002342755	7.153044451449113	8.324801129143026	3.8598074188392073	8.762648566445716	5.007852089206722
ENSMUSG00000028859.15	Csf3r	3.4684611982118168	1.2341584989074714	66.634859275704855	1.6965388909974247e-6	9.535546531459054e-4	0.2618707950132653	0.15543509508085063	0.41879567217015323	4.971168993142255	3.0437298768336336	2.3760978108619892	2.158281774222266	3.485523063072981	4.024948623821955	1.6927950724079062
ENSMUSG00000040809.11	Chil3	5.875378086557787	1.836654322996034	64.26932016795898	2.071941373340601e-6	0.001131279989843968	0.1163870200058957	0	0.11421700150095088	7.440507839408996	2.2443664748369216	2.6483590183565924	3.198881915365144	9.848357111098826	4.255544638728422	4.86678583317273
ENSMUSG00000119954.2	Gm35546	-1.4043482470658046	2.5547951562537916	62.59563634943045	2.3957644894148507e-6	0.0012359623059481238	9.398251865476077	13.445135724493579	8.223624108068464	3.6065343675737926	3.5971353089852034	3.811656904924441	5.125919213777881	3.3685592018960353	4.6119202981293235	3.2445238887818197
ENSMUSG00000020241.14	Col6a2	-2.058614991586286	3.397651486813897	62.388833863219034	2.4396911675695055e-6	0.0012359623059481238	19.698503135997846	27.240000412919073	20.52098793633751	5.36106460044753	8.424060467196117	6.608522036459908	5.626948911365194	3.2048097962483113	5.785863646744061	2.7155254286543493
ENSMUSG00000026581.15	Sell	3.0025702025964693	0.9747098821951062	62.30530664988865	2.45769584646932e-6	0.0012359623059481238	0.2618707950132653	0.5051640590127645	0.19036166916825148	3.0541822572246535	2.5518139371433497	1.856326414735929	2.813474455682597	3.321773657425257	2.9348583715368424	1.3048628683144277
ENSMUSG00000038007.15	Acer2	2.833734039959887	4.291058072891785	61.52305480786747	2.633962406277678e-6	0.0012474138170706951	3.491610600176871	2.836690485225524	4.720969395372636	25.083284069972684	11.43704559779911	18.736521279401313	31.140922742349836	36.56290300391322	22.514556364504063	38.47582133327136
ENSMUSG00000027966.21	Col11a1	-1.9600722644203206	2.3724543704019707	61.41182089626294	2.660192490730765e-6	0.0012474138170706951	10.212961005517347	10.10328118025529	11.916640489932542	1.462108527394781	3.750859040138417	2.9701222635774864	3.1603411693968892	1.8246362343603524	3.941095527492331	2.1512604045183807
ENSMUSG00000027204.14	Fbn1	-1.661305278382621	5.783624021886452	61.344166371364174	2.676293380423783e-6	0.0012474138170706951	75.36059545381747	133.98505195969324	107.59241541389574	35.41551766356247	45.62520340627386	41.6312137278111	34.22418241981022	24.281697580333923	30.333857597241504	22.217935325353768
ENSMUSG00000120992.3	D17H6S56E-5	1.7320541196522683	2.2147502545389566	60.89126816710927	2.787017520586735e-6	0.0012680929718669643	2.1822566251105444	1.0491868917957416	1.941689025516165	5.166116796794892	5.564799067746341	5.643232300797225	4.586348770222315	6.713725631556682	6.729210980452331	5.9600493174361695
ENSMUSG00000031250.9	Tnmd	-2.351986429614297	2.2612504549597583	59.875217188237606	3.055198847837131e-6	0.0013487464256593808	9.805606435496712	15.660085829395701	7.386032763728157	1.2996520243509164	2.7977719069884914	3.019624301303778	1.5416298387301899	1.403566334123348	3.2702707568553384	1.5164622523654159
ENSMUSG00000021904.7	Sema3g	1.1570022381253546	3.937447940832253	59.69634049203452	3.105433947096429e-6	0.0013487464256593808	7.4487692803773244	8.199201265514871	8.946998450907818	19.072393457349698	14.788222936939171	20.741353807316113	17.266254193778128	23.088666196329076	16.225574139782257	16.645818212011076
ENSMUSG00000028766.11	Alpl	-1.4074329682803455	2.355951888268785	59.41153235987749	3.1873971101225704e-6	0.0013535813060987184	7.390575770374377	10.647304013038267	9.06121545240877	3.216638760268518	2.3058559672982075	4.009665055829607	3.81553385085722	4.000164052251542	3.710499512585865	2.680258864645851
ENSMUSG00000030934.10	Oat	1.0082753919063772	7.94492442400006	58.630173705589044	3.425380845798544e-6	0.00136612190348697	147.4041608374669	139.7361504776847	145.51245991221143	331.7686705161802	247.61818614159682	284.166447567776	292.06177294743446	319.2645554685909	240.95187230317475	314.93041659588755
ENSMUSG00000059108.5	Ifitm6	4.57292339397294	0.6134174434391584	58.62672018491367	3.4264772633837605e-6	0.00136612190348697	0.05819351000294785	0.15543509508085063	0.038072333833650294	2.404356245049195	1.7524505351466375	1.5840652072413262	2.3509855040635395	2.3392772235389137	3.0816012901136842	0.5995315881444667
ENSMUSG00000026042.17	Col5a2	-1.2954060560904452	4.097973789406538	58.6112634639565	3.4313893965135823e-6	0.00136612190348697	22.84095267615703	35.361484130893515	29.46798638724533	10.754620501503833	15.12641514547624	14.256586865171936	12.333038709841519	8.795682360506314	12.263515338207519	9.73357166634546
ENSMUSG00000048572.6	Tmem252	3.0147318393740083	2.0568603453956817	56.838462496723636	4.05272872271418e-6	0.0015805642018585301	0.6983221200353742	0.38858773770212657	0.9518083458412574	4.516290784619434	9.284913361654116	6.831281206228219	5.973815625079486	3.836414646603818	5.450451261425564	2.8213251206798433
ENSMUSG00000039765.16	Cc2d2a	-0.9697737446157184	3.3221058245634514	56.460569071622835	4.201411704088999e-6	0.0015908616289699526	14.111926175714853	16.320684983489315	15.038571864291866	7.92787734854059	6.856078409433336	7.202546489175405	8.44042336704779	7.532472659795301	9.68503262607158	6.453781213555142
ENSMUSG00000018927.4	Ccl6	1.9190882105122997	2.992816650528027	56.35115705133394	4.245627581238492e-6	0.0015908616289699526	1.6876117900854877	3.1087019016170125	3.2742207096939255	12.639115936812662	10.545447957110468	12.425011469299152	7.284200988000148	11.251923445222173	9.349620240753083	7.159112493725103
ENSMUSG00000031748.17	Gnao1	-1.1102581650830226	1.4413054836594104	55.3810868771138	4.662032750765738e-6	0.0016620663772695845	4.422706760224036	3.963594924561691	4.454463058537084	2.3393736438316495	1.8446847738385659	1.683069282693909	2.158281774222266	1.8246362343603524	1.9076579414989474	2.1512604045183807
ENSMUSG00000001119.8	Col6a1	-1.669429862341458	4.087573592968288	55.33307510263584	4.683834959716516e-6	0.0016620663772695845	31.686366196605103	38.664479901361595	27.602442029396464	8.740159863759912	14.573009713324671	14.553599091529684	9.519564254158922	7.532472659795301	10.607416685697444	6.206915265495655
ENSMUSG00000020484.20	Xbp1	0.7345742462994529	5.671664301240617	55.12106781809349	4.781524314290045e-6	0.0016620663772695845	36.981975606873355	33.02995770468076	34.22702811645161	57.83451508361578	53.1269214865507	61.45677983719082	53.72579987974712	61.33584880119031	55.78327233328241	61.50488763082058
ENSMUSG00000016262.15	Sertad4	-1.648619293093996	0.3042316903535466	55.03807426606994	4.820404697596772e-6	0.0016620663772695845	1.7458053000884355	2.681255390144673	2.474701699187269	0.7472999140017769	0.7378739095354263	0.8662856602101002	0.5395704435555665	0.5614265336493393	0.9433473337082707	0.6700647161614628
ENSMUSG00000023367.15	Tmem176a	1.3060919652492387	2.1273493358482187	54.93222152338102	4.870524182474973e-6	0.0016620663772695845	2.0367728501031745	1.9040799147404202	2.3985570315199687	4.223869079140478	6.210438738589839	5.0492078480817275	4.586348770222315	5.707836425434949	6.10031275798015	4.655186449121742
ENSMUSG00000022816.12	Fstl1	-0.8195078936863096	4.971702958536766	54.03193177673853	5.32197255033492e-6	0.0017822864744770602	46.00196965733027	44.959601252136046	43.97354557786609	24.855844965711274	31.759322856253977	27.30037380604973	23.432773548698886	22.90152401844596	25.554231106452935	22.570600965438746
ENSMUSG00000001739.15	Cldn15	1.4571023471838611	1.375414992494039	53.86786545328583	5.409346704325981e-6	0.0017822864744770602	1.163870200058957	1.1657632131063798	1.0660253473422083	3.476569165138701	2.582558683373992	3.7869058860612954	3.5457486290794367	2.3860627680096917	3.0606380160312785	2.9976579407223336
ENSMUSG00000117605.4	Gm50097	2.2601972082380866	0.5180618535548599	53.54591312178707	5.585656611108533e-6	0.0018091847091234587	0.4073545700206349	0.42744651147233925	0.2665063368355521	1.8520041347000558	2.090642743683708	2.574105961767155	1.5030890927619351	1.4503518785941263	1.173943348614737	1.8338613284418983
ENSMUSG00000036390.9	Gadd45a	1.6089446418134186	3.4595320016030127	53.01646686549375	5.890209229674766e-6	0.001876031639651413	5.26651265526678	3.8081598294808403	4.340246057036134	16.733019813518048	9.807574047575041	18.266251921001544	13.7975870566352	10.24603423910044	11.383057826746468	15.623087855764632
ENSMUSG00000060036.15	Rpl3	0.7427584472127877	5.529058069209165	52.74473874504756	6.053927071769501e-6	0.0018965663334674617	31.657269441603628	29.14408032765949	33.199075102943056	58.90672800370528	52.63500554686041	53.78396398961565	47.32803604901683	53.663019507982675	52.324332109685415	48.385725819659314
ENSMUSG00000138318.1	Gm58744	-1.340001935594375	1.1346538464968772	52.368458691278356	6.289379571711699e-6	0.0019131162767224428	3.6370943751842404	4.468758983574456	3.121931374359324	1.8844954353088286	1.567982057762781	1.3118039997467232	1.7343335685714636	1.2398169284756242	1.425502637603609	1.1990631762889334
ENSMUSG00000038624.14	Nepn	2.05704202818547	0.8101031050837183	52.34099095339793	6.306976736447614e-6	0.0019131162767224428	0.5819351000294785	0.5828816065531899	0.38072333833650296	1.754530232873737	2.3058559672982075	2.6236079994934465	1.7343335685714636	2.292491679068135	2.913895097454436	1.4459291243484198
ENSMUSG00000123782.1	Gm42146	3.1052784611444704	4.697487504257182	51.63563952185969	6.778915038873622e-6	0.0020241416623886705	3.084256030156236	4.546476531114881	4.682897061538986	34.148356939820324	45.25626645150615	66.92675500594603	25.128566371302096	15.205301953002937	21.487355934466166	38.158422257194886
ENSMUSG00000018476.8	Kdm6b	-1.3741828962737568	2.2956140316660787	51.46294072319172	6.900591211888148e-6	0.0020287738162951155	7.215995240365533	9.2095293835404	9.2515771215770215	4.223869079140478	2.89000614568042	2.1780896599568234	4.1238598186032585	3.0644531628359766	3.815315882997895	2.8213251206798433
ENSMUSG00000031453.17	Rasa3	0.6989931345001773	3.7474931775953535	51.223813972524454	7.073251369670682e-6	0.002048027782945557	9.660122660489343	9.36496447862125	8.870853783240518	14.945998280035537	15.218649384168168	15.543639846055513	15.300676149397136	16.070834525712336	13.793834346223159	14.847223447577676
ENSMUSG00000056501.4	Cebpb	1.6317387825522138	3.8404871047998976	50.77469437938507	7.411182027936943e-6	0.0020820628743654975	5.353802920271202	3.963594924561691	7.995190105066562	15.85575469708118	11.56002458272168	20.54334565641095	18.114150605079733	20.74938897279016	17.776856421880304	20.52514025294586
ENSMUSG00000033420.13	Antxr1	-1.0226335132535047	3.2515506317767215	50.77020125336095	7.414655621102814e-6	0.0020820628743654975	14.082829420713379	15.621227055625488	14.429414522953461	6.5307514223633545	8.608528944579975	5.890742489428682	8.016475161396988	5.637658108728782	7.798337958655038	8.252375977988542
ENSMUSG00000059796.17	Eif4a1	0.8019144863028678	6.422601742262298	50.638066064475545	7.517652450613256e-6	0.0020820628743654975	57.98983271793753	59.80365283235728	51.3215060077606	94.32224566726775	107.85256977709481	107.54317696036816	87.37187111003351	103.06855446912452	87.62648566445715	100.19230834814294
ENSMUSG00000042605.17	Atxn2	-0.8960850389033546	4.52996105500926	50.34602679135858	7.75119968365315e-6	0.00211607751363731	30.11514142652551	37.071270176782875	35.140764128459224	18.097654439086508	17.063334158006736	14.182333808582499	22.700499375302048	19.25225154972526	18.720203755588575	18.303346720410484
ENSMUSG00000014498.10	Ankrd52	-0.9661846329160755	4.393519144143148	49.79164973577667	8.21795025633745e-6	0.0021543308806996624	32.90842990666701	31.320171658791402	31.333530745094194	17.480319727519824	13.712156818866672	13.415052223824981	21.42865475834964	14.690660963824376	18.321901548022858	15.164622523654158
ENSMUSG00000056708.6	Ier5	1.236973570329777	3.300305444514167	49.78960552115688	8.2197303449413e-6	0.0021543308806996624	5.353802920271202	5.673380970451048	3.997595052533281	13.51638105324953	10.852895419416896	13.415052223824981	14.761105705841569	9.848357111098826	9.978518463225264	10.438902946515421
ENSMUSG00000043091.10	Tuba1c	1.1823500769448476	1.6346498767170228	49.69362651375572	8.303810948300358e-6	0.0021543308806996624	1.833095565092857	1.476633403268081	1.4848210195123615	3.6390256681825655	4.119795994906131	3.6136487540192754	3.353044899238163	3.50891583530837	4.171691542398797	3.06819106873933
ENSMUSG00000122203.1	D730005E14Rik	1.3636021306198085	0.9380048952814093	49.416686173787106	8.552034602707883e-6	0.0021543308806996624	0.9310961600471656	0.6605991540936151	1.027953013508558	2.436847545657968	2.182876982375636	2.4503508674514265	2.312444758095285	1.941600095537298	2.3059601490646617	2.1865269685268784
ENSMUSG00000026114.15	Cnga3	-1.7691154756677943	-0.3745376159724777	49.28159804668551	8.676213496625585e-6	0.0021543308806996624	1.4548377500736962	1.476633403268081	1.408676351845061	0.25993040487018326	0.4304264472289987	0.5692734338523516	0.5395704435555665	0.30410603906005873	0.4611920298129324	0.38793220409347845
ENSMUSG00000021108.19	Prkch	0.820601137559058	3.9556493461477644	49.15061250790168	8.79861066534724e-6	0.0021543308806996624	9.252768090468708	10.336433822876566	10.584108805754783	21.281801898746256	16.171736517318095	16.187166336497302	17.420417177651146	17.427615315364907	18.971763044577443	16.822151032053565
ENSMUSG00000036334.13	Igsf10	-1.6390804367239815	2.174185948342915	49.11434849181411	8.832848084656179e-6	0.0021543308806996624	7.885220605399433	10.725021560578693	7.043381759225304	1.9819693371351474	2.9514956381417052	3.2176324522089437	3.1603411693968892	1.731065145418796	3.9830220756571433	2.1159938405098826
ENSMUSG00000112569.4	Gm33111	-2.2966197953766283	0.803706313145924	49.0770340500099	8.868237699862254e-6	0.0021543308806996624	2.5314176851282313	5.828816065531899	3.388437711194876	0.8447738158280956	0.36893695476771315	0.5197713961260602	0.9635186492063688	0.7719614837678415	1.362612815356391	0.6700647161614628
ENSMUSG00000026395.17	Ptprc	1.4635041315603206	3.356103985933736	48.8866419816299	9.051374025983737e-6	0.0021543308806996624	4.102642455207823	4.97392304258722	4.606752393871686	14.816033077600446	13.927370042481172	11.28646460159445	9.057075302539866	14.690660963824376	15.47089627281564	8.569775054065024
ENSMUSG00000059657.6	Stfa2l1	4.212348511304946	-0.7731065115246664	48.57033913453324	9.365352036284488e-6	0.0021543308806996624	0.029096755001473924	0.03885877377021266	0.038072333833650294	0.4873695091315936	0.6148949246128553	0.4950203772629144	0.5010296975873118	1.4269591063587372	0.6288982224721805	0.7758644081869569
ENSMUSG00000023078.7	Cxcl13	2.9391710359699763	-0.5289187945632196	48.451924048434684	9.486114711019856e-6	0.0021543308806996624	0.029096755001473924	0.19429386885106328	0.11421700150095088	0.9747390182631872	0.8608528944579974	0.6435264904417888	1.0406001411428782	0.865532572709398	0.8175676892138346	0.7053312801699608
ENSMUSG00000030748.10	Il4ra	1.7558307022381072	3.522988634530614	48.40333761617756	9.536183230287637e-6	0.0021543308806996624	3.2879333151665535	4.196747567182967	5.406271404378342	17.512811028128596	14.2348175047876	18.835525354853893	17.073550463936854	11.532636712046843	13.772871072140752	8.322909106005538
ENSMUSG00000063382.7	Bcl9l	-1.228147597016491	2.3211749975039844	48.34805181639979	9.593526562724451e-6	0.0021543308806996624	7.7106400753905895	8.082624944204232	9.06121545240877	3.6065343675737926	4.457988203443201	2.4503508674514265	4.162400564571513	3.78962910213304	3.605683142173835	2.680258864645851
ENSMUSG00000075602.11	Ly6a	0.9766071319734525	5.43785140806334	48.26806769096062	9.677192647378783e-6	0.0021543308806996624	25.023209301267574	27.706305698161625	24.67087232420539	57.802023783007	41.07498096413873	51.03660089580648	44.630183831239	61.17209939554259	55.42689667388151	44.11847157463105
ENSMUSG00000033777.5	Tlr13	1.7199689984707105	0.5841468270600548	48.25562165731018	9.690287128296581e-6	0.0021543308806996624	0.5528383450280046	0.42744651147233925	0.647229675172055	1.9494780365263744	1.567982057762781	2.0543345656410947	1.3103853629206614	2.2223133623619677	1.9076579414989474	1.5164622523654159
ENSMUSG00000074505.7	Fat3	-1.5203791482076547	1.4438315224563827	48.18615094634769	9.763753728691195e-6	0.0021543308806996624	4.917351595249093	2.9921255803063747	6.891092423890703	1.5595824292210996	1.9061742662998515	1.3613060374730146	1.9655780443809923	1.6374940564772393	2.0124743119109776	1.586995380382412
ENSMUSG00000069763.4	Tmem100	2.526730143968513	5.450782779271952	48.14480208908458	9.807785799103644e-6	0.0021543308806996624	9.805606435496712	11.424479488442522	8.98507078474147	79.31126478601466	74.00260417715714	79.2032603620663	45.47808024254061	25.287586786455655	33.31064251694316	69.86306330083463
ENSMUSG00000117442.3	1810073O08Rik	3.1433454294950898	-0.23516601160183587	47.69299284917532	1.0304141151366718e-5	0.0022376379250297496	0.08729026500442177	0.11657632131063797	0.15228933533460118	1.364634625568462	1.045321371841854	0.5940244527154973	0.8478964113016044	1.543922967535683	0.6708247706369925	1.3753959963314237
ENSMUSG00000036959.16	Bcorl1	-1.0724227729495213	2.2593391447367495	47.30871799861539	1.0749202118213916e-5	0.002269953770053908	7.506962790380272	6.839144183557428	8.147479440401163	3.1841474596597448	3.8430932788303456	2.549354942904009	4.239482056508022	3.415344746366814	3.878205705245113	3.8793220409347846
ENSMUSG00000074743.5	Thbd	0.8272113958445039	4.016702390786506	47.134280975448625	1.0958521515100138e-5	0.002269953770053908	9.252768090468708	11.579914583523372	10.546036471921132	21.151836696311165	17.370781620313164	18.43950905304356	17.420417177651146	19.860463627845377	19.600661267049624	15.905220367832618
ENSMUSG00000018171.10	Vmp1	0.6598177577026008	6.053070295095349	47.12509536718732	1.0969673606509425e-5	0.002269953770053908	48.32971005744819	46.6693872980254	46.52439194472066	76.67946943670407	75.14015978769092	74.35206066488975	77.54398088812856	77.71078936596271	64.96518638137624	75.39991385016882
