Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_C26_1	CPM_C26_2	CPM_C26_3
ENSMUSG00000054364.6	Rhob	-1.1208951446868753	7.003111903395736	726.1698884693202	6.571595798347882e-12	1.5944066181259666e-9	180.7844181973421	170.0013816797606	176.2954312966924	80.83400085020583	81.22844475771574	80.28889187264953
ENSMUSG00000001627.13	Ifrd1	-1.1350302892702655	7.726602550742518	724.1364946262416	6.678866376665179e-12	1.5944066181259666e-9	298.7706318821057	291.3332427579404	282.98999963592644	132.65684130592228	133.46195910322848	131.4196907176183
ENSMUSG00000140105.1	Gm74219	-2.6501591996312013	5.3949410773734305	717.1164577361662	7.065289386897439e-12	1.658067743236982e-9	74.80540160519892	77.50649650837225	65.5876336271272	9.57007158241454	13.00507908194399	11.9756453506546
ENSMUSG00000053581.14	Zfand2a	-1.3059868600218523	7.213240526572641	700.9190969283676	8.061239174369392e-12	1.851646722370536e-9	217.53884310057472	217.47411079113863	198.82684739412335	83.96383558156153	88.26397934302969	84.08985757090078
ENSMUSG00000038252.14	Ncapd2	1.128283866143079	7.479980222701798	699.477077057514	8.157623144922916e-12	1.851646722370536e-9	113.30735284585519	109.87685681481008	112.65708048715467	242.80294819786323	252.21325498261868	239.148430850246
ENSMUSG00000025582.5	Nptx1	-1.1444969688891102	8.382634486811769	690.9824190524198	8.753571948663038e-12	1.945139928204526e-9	476.00362558726425	450.33554074202766	452.3482773759035	205.42549880994227	213.46451525895768	204.73146747292995
ENSMUSG00000037260.9	Hgsnat	-1.045044071742473	6.447803315649393	689.6651262807865	8.85048501205295e-12	1.945139928204526e-9	118.21170095410862	119.56516887835662	114.83569069504875	57.23986210613979	55.218286593827756	58.420322101888964
ENSMUSG00000054855.14	Rnd1	-2.38421880091815	4.255375098559682	685.2683413566278	9.18317208513184e-12	1.9867218857927417e-9	32.97751314170412	31.515509242007248	31.589848014464238	5.477210779872472	6.875636072011371	5.9878226753273
ENSMUSG00000036986.17	Pml	1.0625884336512215	6.794050451983198	678.570970108931	9.718500372377239e-12	2.070190094706696e-9	73.73433707581025	71.180598631586	70.28884512837233	149.38941929278545	154.40866434586778	145.73839711514012
ENSMUSG00000036181.3	H1f2	-2.4818875096341086	4.052930857442239	673.7980367890009	1.0122356100205614e-11	2.1235476145976804e-9	28.467767754804413	28.039114913322905	27.86327792201383	4.333617320338659	5.329950443419667	5.363006396162712
ENSMUSG00000066278.7	Vps37b	-1.1676334463991966	6.625168233253722	669.7027220116328	1.0484606259895116e-11	2.1667143026045936e-9	135.34873342432752	140.25256463757657	134.15652332821472	57.36024036503809	64.43910086094378	60.450975009173874
ENSMUSG00000037465.11	Klf10	1.2715479108603844	6.02538714744669	656.8617253586386	1.1722928703454964e-11	2.3855166723792507e-9	38.05097670196629	39.03819860899632	37.03637353419945	92.87182674003543	87.41118727208254	95.28448257259964
ENSMUSG00000135102.1	Gm61113	-2.1522513899324696	4.157600345227879	653.8512881310843	1.2037535706764777e-11	2.3855166723792507e-9	28.97511411083063	27.583194345626598	30.729870300821833	6.500425980507989	6.502539540971995	6.612638954491888
ENSMUSG00000037278.10	Tmem97	-1.369363938458519	6.312642053455669	653.6375478425018	1.2060246068651418e-11	2.3855166723792507e-9	111.44708287375906	116.65867525929265	115.638336561115	43.275984073937444	48.182752008513795	41.55028256444509
ENSMUSG00000024063.14	Lbh	-1.3121361756067722	6.4664338473132394	648.1673290305229	1.265890246983571e-11	2.4391975101035373e-9	121.36852272493842	123.44049370377523	133.3538774621485	50.25792309003862	48.182752008513795	53.78626803141827
ENSMUSG00000062825.16	Actg1	1.3589500355592061	10.763779080367826	647.9449329791179	1.268396798551601e-11	2.4391975101035373e-9	960.0120492362755	935.2070644870505	1030.711955724207	2700.4454818654763	2377.9573903316846	2426.7343602519954
ENSMUSG00000032127.10	Vps11	0.8996336192497628	6.644237635758877	644.4174547185037	1.3089413445426789e-11	2.4826851858271142e-9	70.91574620899792	69.47089650272484	68.68355339623984	128.68435876227852	131.80967446576838	129.54524188012454
ENSMUSG00000031383.9	Dusp9	-1.0938715723891932	6.897554312946697	633.2033774249152	1.4482919250617241e-11	2.7098716208654907e-9	163.87287299646817	161.73782139026505	161.33181907931464	78.60700306058735	77.49747944732196	72.11421222024617
ENSMUSG00000053470.14	Kdm3a	1.278604294861055	6.334779642462876	624.1717209845788	1.573262808886055e-11	2.904452913578176e-9	49.83268652524178	47.07379861464374	44.088190786067145	116.28539809575402	108.9974865679322	116.89271222704164
ENSMUSG00000044224.17	Dnajc21	-1.3250356497947817	5.586653151049587	615.6874053086802	1.7023029905179874e-11	3.094771927684093e-9	67.75892443816812	67.13430359328126	71.03415914686241	28.228701711650434	27.022848748137715	26.97123605060471
ENSMUSG00000029163.10	Emilin1	1.4621514440609291	5.763442116510924	614.5172315595084	1.7210561781863004e-11	3.094771927684093e-9	29.820691370874325	27.81115462947475	28.83791933080855	84.74629426440045	78.19037300496652	75.49863373238769
ENSMUSG00000033952.15	Aspm	1.1516489664961151	6.796813208022965	609.531616464703	1.8037150852718967e-11	3.1941859261185923e-9	72.94513163310279	65.88052203211642	67.8809075301736	147.9448801860059	157.2868375853144	153.9651447908072
ENSMUSG00000023249.16	Parp3	1.1825804051553022	6.344265212861534	608.436967601461	1.8224807754107237e-11	3.1941859261185923e-9	47.91604473580941	51.80397450449293	49.01872967761692	114.90104811842362	106.75890738169595	116.00755583155848
ENSMUSG00000005125.14	Ndrg1	-1.423294262735594	7.734595473650333	606.6280434448478	1.8539946890695497e-11	3.208801308107123e-9	308.12835355992263	301.30650517629715	321.40233751195376	105.33097653600908	122.16246416317878	119.39197734369999
ENSMUSG00000029552.20	Tes	-1.0326776487167866	8.531929696826266	597.5273472737186	2.0225579762511162e-11	3.4005058797964475e-9	505.9370605928111	496.09856772454447	489.4993146052553	248.46072636608312	245.92391345938347	234.72264887283015
ENSMUSG00000036390.9	Gadd45a	-1.4678932560238107	7.7373816813303655	597.4864867288172	2.023354282464244e-11	3.4005058797964475e-9	318.5571397671282	316.29489383931326	305.46408388578124	116.64653287244892	121.20307308336324	102.1574616434101
ENSMUSG00000001119.8	Col6a1	1.178202533096662	6.484136140173622	596.5594556173961	2.0415196295285977e-11	3.4005058797964475e-9	55.86447098022015	50.550192943328085	57.84783420434558	123.80903927689754	122.80205821638914	125.11945990270871
ENSMUSG00000024816.13	Frmd8	0.983341776129772	6.679859758264892	595.4758065199013	2.0629964892597254e-11	3.4005058797964475e-9	67.53343716882314	66.84935323847107	71.89413686050482	136.99045862626096	137.67261995353002	133.19000350858462
ENSMUSG00000032194.10	Kank2	1.2619843980369383	6.702671986340619	592.7348288954773	2.1185112287069677e-11	3.402752683071697e-9	59.86687001109364	64.91169082576177	58.76514376556414	154.084171389819	148.33252084036934	137.98026164884647
ENSMUSG00000035530.14	Eif1	-0.9497843239193069	9.104099837369427	592.6562872921282	2.1201275738312645e-11	3.402752683071697e-9	719.1352737584948	723.4319607921158	732.8156757184789	384.24740240336115	373.41632806598193	368.5895366838431
ENSMUSG00000021411.17	Pxdc1	-1.1441521081750983	5.881847392439661	591.7883039805032	2.1380866923821875e-11	3.402752683071697e-9	78.92054427074491	81.60978161763903	82.90185159512757	36.35423418728542	37.46955161724026	36.29141221480981
ENSMUSG00000070469.13	Adamtsl3	-0.951504069238915	6.358733520094063	590.4938245091118	2.1652022206407475e-11	3.4067488576127033e-9	105.64078568812569	108.68006532460727	110.07714734622746	54.95267518707217	56.76397222241946	55.97312500849433
ENSMUSG00000098950.8	Gm28036	2.171976692005992	5.035599172002508	588.9295348217122	2.1985084420004668e-11	3.4202862795436473e-9	13.303748891354141	11.170053908559531	11.007714734622747	53.32756869194517	48.875645566158354	57.79550582272437
ENSMUSG00000056313.6	Tcim	-1.2226740977517545	6.274094714679919	586.4451760204436	2.252645284951624e-11	3.4655696239377983e-9	105.69715750546193	109.99083695673416	109.21716963258507	46.947520970335475	49.195442592763534	43.11232326235656
ENSMUSG00000032802.9	Srxn1	-0.9554708628558086	8.463851485105554	583.2028276043375	2.3256647389255075e-11	3.5385883489189645e-9	460.67049127180525	465.03897905023354	471.84110555179797	242.62238080951576	237.76908928095136	240.29392736204773
ENSMUSG00000022636.14	Alcam	-0.9863370581001807	6.6507634778993046	578.1693937528253	2.4445847618863764e-11	3.6791000666389964e-9	138.1109524738036	128.11367952266238	134.27118702336705	65.36539458177478	68.43656369350853	68.26117849873121
ENSMUSG00000036478.9	Btg1	-1.00588672633222	8.418657034938768	576.9477634579436	2.474511481608025e-11	3.6840952660585716e-9	450.6363077859534	449.76564003240725	470.06381827693696	232.2698505442623	226.30969582759909	223.8925000339773
ENSMUSG00000026037.15	Orc2	-1.2133252606583076	6.998510998650117	571.711449834719	2.6077453695951968e-11	3.8197692274210006e-09	181.57362364004953	183.84996892353595	170.4475828439241	80.1719204262652	72.3274275172049	78.67478315147434
ENSMUSG00000031004.9	Mki67	1.339723573043264	7.332116974762793	571.214711236986	2.620815228983064e-11	3.8197692274210006e-09	99.49625759847483	87.47975892672898	86.45642614484949	224.50545284532222	232.4924383419659	235.08712503567617
ENSMUSG00000025198.17	Erlin1	-0.9995851287769032	7.387309873215305	560.9099755383531	2.9100522109335104e-11	4.12163427777044e-9	230.10975836655766	221.74836611329152	217.57436155152772	111.59064599872048	112.83505088719437	110.38420931907719
ENSMUSG00000071660.11	Ttc9c	1.0610933529665372	6.560367786466053	560.3306894140926	2.927391822985483e-11	4.12163427777044e-9	62.57271724323346	61.77723692284965	58.76514376556414	121.70241974617736	126.7462215445197	133.50241164816694
ENSMUSG00000027333.19	Smox	-1.286132976557609	6.496388347756286	559.8212472330459	2.9427408382441093e-11	4.12163427777044e-9	124.01799813974199	126.57494760668735	133.52587300487696	49.355086148301396	57.137068753458834	50.87045872865019
ENSMUSG00000002733.9	Plekha3	-0.8564711529121388	6.647177818520268	558.1997368400682	2.992226367049391e-11	4.12163427777044e-9	132.13553983616148	127.48678874207995	127.56336085695631	72.10657708007936	71.68783346399454	70.08355931296127
ENSMUSG00000027808.9	Serp1	-0.96506973799741	7.4881227506232095	557.8904957302459	3.001774092542177e-11	4.12163427777044e-9	240.31305730441824	239.24431789863732	232.59530561648168	120.0171241216012	123.12185524299433	121.63090234403977
ENSMUSG00000027620.17	Rbm39	-0.9719648257635715	8.510741550335922	557.7366720471318	3.006536631914014e-11	4.12163427777044e-9	477.4692928380067	483.44677197097195	488.4100095013082	253.697180628159	241.50005459134513	243.73041689745295
ENSMUSG00000041977.19	Arhgef11	-1.0913022599802886	7.2815741256456645	554.4488786672247	3.11047661689102e-11	4.222319533085595e-9	211.11245592424262	205.16425546333832	218.8929940457794	102.14095267520423	100.89596189393431	95.1282785028085
ENSMUSG00000003269.20	Cyth2	-0.9465677499863573	6.15048168007718	550.0965004889783	3.254613338939549e-11	4.375085076791941e-9	94.08456313419518	93.97662701640137	92.36160644519398	47.850357912072695	49.03554407946094	48.5794657050467
ENSMUSG00000008305.20	Tle1	-1.0911270350926923	6.5992930172937205	545.2057147730108	3.426008118219563e-11	4.561202731237315e-9	133.20660436555016	126.91688803245957	135.6471513651949	60.42988596694464	65.93148698510129	59.35754652063584
ENSMUSG00000022265.8	Ank	-0.8998664233669916	9.18168316175407	541.5408342385341	3.5613887209499e-11	4.6809168672689916e-9	758.764661345876	741.554803358044	768.0174301302412	401.6420608141649	411.8452707630377	402.17341168893967
ENSMUSG00000028982.10	Slc25a33	-1.423122177353734	5.573418065528878	540.9566712253543	3.583541729961816e-11	4.6809168672689916e-9	68.49175806353934	71.40855891543414	68.11023492047825	23.71451700296433	26.543153208229946	27.17950814365957
ENSMUSG00000002055.10	Spag5	0.8748313555646802	6.485794547697842	537.4005501838628	3.721932797163876e-11	4.810912007382286e-9	64.03838449397587	63.88586954844507	61.45974060164367	117.2484241669404	116.24621917098295	113.87276687774613
ENSMUSG00000024298.16	Zfp871	1.0354804740548051	6.667875138406894	536.6346243668637	3.752553060792192e-11	4.810912007382286e-9	67.42069353415064	69.92681707042115	62.31971831528607	136.9302694968118	134.15485266087305	138.24060176516505
ENSMUSG00000002546.18	Golga2	0.9598352752646532	6.334092474738453	532.8742192029883	3.9072333575666347e-11	4.890369648353508e-9	56.822791874936335	53.22872627854389	53.94926856916669	104.66889611206845	105.959414815183	108.35355641179227
ENSMUSG00000026204.16	Ptprn	-0.9868335096778056	9.026264486735307	532.8233927045512	3.909374615928986e-11	4.890369648353508e-9	695.5154822946076	677.2130132419026	706.3856939858691	351.263759465228	361.3173405594193	336.51563435339426
ENSMUSG00000116165.2	Pdxp	-1.2355566198132386	5.839823226803421	531.923991801003	3.947493459587789e-11	4.890369648353508e-9	78.35682609738244	78.41833764376487	84.2778159369554	34.72912769215842	35.07107391770141	32.594582563086
ENSMUSG00000026889.13	Rbm18	-1.030005652388084	6.3607515426673125	530.500016991916	4.008738570160205e-11	4.890369648353508e-9	114.15293010589889	107.93919440210078	108.75851485197579	52.12378610296221	53.24620492976248	56.5458732643952
ENSMUSG00000027200.18	Sema6d	-1.1719364017835832	5.892594178909934	530.4043443104424	4.0128931761181013e-11	4.890369648353508e-9	84.67046963904204	81.32483126282884	80.72324138723347	35.57177550444649	38.4289426970558	35.45832384259036
ENSMUSG00000046223.11	Plaur	-0.9472701726170959	6.18491310349346	529.9586982470111	4.032311994665328e-11	4.890369648353508e-9	94.42279403821266	96.19923978392086	96.60416316582983	50.799625255080954	49.78173714153969	48.42326163525556
ENSMUSG00000045679.15	Slc66a3	1.560243865361245	4.956792710963821	529.2874623166613	4.061768810924841e-11	4.890369648353508e-9	15.107647046114025	16.584110649953182	15.192939607682437	44.840901439615294	45.144680255764584	48.267057565464405
ENSMUSG00000021823.11	Vcl	1.0029768814168911	7.85092087876315	525.6991135794614	4.223581147019852e-11	5.04135384152042e-9	154.1769204146338	152.96135046211114	153.592019656533	313.7057426889596	294.9061580344102	314.80326865242483
ENSMUSG00000043284.13	Tmem11	-0.820396453336626	6.653508633699052	520.723356955958	4.4606159612318e-11	5.278776803351752e-9	128.80960261332294	127.88571923881423	128.7099978084795	74.15300748135039	73.34011810145462	70.81251163865329
ENSMUSG00000001131.12	Timp1	-1.5089361471362144	4.9758645747927925	518.6279612568396	4.5650736553194415e-11	5.313179403801694e-9	44.251876608953395	48.44156031773266	46.897451317298994	15.588984527329345	16.68274488790356	16.713835467652725
