Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_KPC_1	CPM_KPC_2	CPM_KPC_3
ENSMUSG00000038481.14	Cdk19	-1.9390469335618161	5.74193360621549	108.61010540095437	2.4573430308642453e-6	0.003659430562598837	95.16764793497	65.5192077864623	67.51629078208501	84.88968488103085	17.99037681039667	20.927233434414397	22.30253983834158
ENSMUSG00000106037.2	Gm4332	1.37895273010658	5.089969348083444	106.00492333060953	2.721033745256004e-6	0.00371443781508655	18.099368625669143	21.954259976690828	21.310451662781993	19.255309080022823	50.50588931201248	55.915810068855265	50.866754731966985
ENSMUSG00000031490.7	Eif4ebp1	3.436860206088116	6.843588385427892	102.58852922427366	3.1213572248616084e-6	0.003933150207727539	21.638962893189117	23.225476908048513	27.82593020854578	15.353070362808893	223.39254414964466	132.40182727993675	359.4850101459756
ENSMUSG00000123251.1	Gm59767	4.380144524870719	0.4487410003572161	98.32551723767118	3.7270022505133786e-6	0.004240243852709363	0.14596265020700921	0.20614328616611105	0.0853556141366435	0.09595668976755559	2.858823923321461	1.8675221437535157	3.7170899730569302
ENSMUSG00000021556.13	Golm1	-2.0642954834188827	4.345164965401971	96.04806036070535	4.109402529216716e-6	0.004240243852709363	22.222813494017153	33.395212358909994	28.281160150607878	36.463542111671124	7.508022424884645	7.964432671889993	6.111993579858711
ENSMUSG00000013539.15	Tango2	1.8809185609617582	5.858219191966699	95.86807870797153	4.141621490955973e-6	0.004240243852709363	26.382749024916915	27.623200346258884	26.204173539949554	27.571555526544305	92.17541377012226	74.61849506732797	130.94634408440152
ENSMUSG00000028150.15	Rorc	1.630524499287443	7.231127751334117	92.91081009868925	4.717984369205297e-6	0.004546194232467763	79.76858833813054	83.55674532599701	74.20248055612208	78.87639898893069	236.2716903092545	197.54539382380938	300.93460634218627
ENSMUSG00000013033.17	Adgrl1	-1.5526652476972311	4.2732969969630155	87.8589901379257	5.94794440420103e-6	0.004563053898975089	26.382749024916915	23.259834122409533	25.236809913067596	32.65726008422475	8.865241863229178	8.788339500016544	9.829083552915641
ENSMUSG00000071637.6	Cebpd	3.5993151642179173	3.788655036159667	87.85626124775982	5.94870821862422e-6	0.004563053898975089	2.079967765449881	2.6455055057984254	3.3004170799502153	1.4713359097691856	14.09198055132195	34.65901390319025	37.869413282553154
ENSMUSG00000030102.12	Itpr1	-1.6411649158590063	5.573861133740249	87.1929523389787	6.137975841518335e-6	0.004563053898975089	76.30197539571407	56.44890319515341	62.281146448370876	73.50282436194757	21.484494938900678	24.74466840473408	18.335980739576133
ENSMUSG00000035105.6	Egln3	3.608205742099373	6.649012912839436	86.22337581969721	6.4280563277262435e-6	0.004563053898975089	19.63197645284274	12.265525526883609	19.574887508670244	17.68801648048608	315.30806483582865	89.6135993392312	227.84015250959024
ENSMUSG00000020668.11	Kif3c	-1.6672883415999062	5.79685581035336	86.07761995728684	6.473099310355255e-6	0.004563053898975089	72.25151185246956	62.08348635036045	87.60331197557511	92.59820562569114	26.913372692278806	24.36017855160836	23.001053390325435
ENSMUSG00000038332.14	Sesn1	2.4546505741227067	5.899978921154601	85.67906561133124	6.598247783350997e-6	0.004563053898975089	26.236786374709908	17.797037039007588	17.27028592698087	20.374803793977637	148.83210606867485	69.51027273294335	117.42511747099981
ENSMUSG00000015709.10	Arnt2	-3.9539530626028165	1.3317696455576389	85.35402543048	6.702506078921656e-6	0.004563053898975089	5.254655407452332	2.473719433993333	3.442676436844621	5.373574626983113	0.31764710259127343	0.3020991703130687	0.17462838799596317
ENSMUSG00000120700.2	Gm57098	3.100614187162106	2.6538371532745884	84.56541200359709	6.963942828543875e-6	0.004563053898975089	1.2771731893113307	1.752217932411944	0.7112967844720292	2.111047174886223	14.55401270054562	11.562159154709265	11.52547360773357
ENSMUSG00000049281.17	Scn3b	3.0058560386620434	2.500990032897136	81.13679751340514	8.256349807294119e-6	0.004877721619735126	1.2406825267595782	1.683503503689907	0.9389117555030785	1.6952348525601486	16.02674017619607	7.0855987218883385	10.402862542045234
ENSMUSG00000032826.20	Ank2	-1.4164256897693763	5.586124026864067	80.95575041423838	8.332410969311539e-6	0.004877721619735126	56.37807364245731	61.258913205696004	74.28783617025873	70.30426803636239	27.11551175756416	24.167933625045496	22.40232748862499
ENSMUSG00000028970.10	Abcb1b	1.693036408581609	4.5990798555970285	80.50202427921181	8.526822980002686e-6	0.004877721619735126	13.902942432217628	13.742885744407404	10.071962468123933	11.67473058838593	38.81070053478832	32.10490273599794	48.821107901157134
ENSMUSG00000023067.15	Cdkn1a	4.9324574228254185	6.168282931236098	79.4617395463409	8.99389604476806e-6	0.004877721619735126	3.831519567933992	6.184298584983332	3.8125507647700765	7.196751732566669	263.82035720671587	45.150094181335	172.83221029086184
ENSMUSG00000023170.15	Gps2	1.4128742582810594	5.275244049669832	79.37392636038133	9.034736565958208e-6	0.004877721619735126	23.90138397139776	21.816831119246753	23.92802382963906	20.630688300024453	57.29198650373514	50.50548856415758	72.49572793089557
ENSMUSG00000036452.19	Arhgap26	3.3743318802706646	4.674994039412574	78.95905606791959	9.230777743226232e-6	0.004877721619735126	4.415370168762029	6.802728443481665	3.8125507647700765	5.277617937215557	51.40107660113334	24.772131965671633	81.72608558211077
ENSMUSG00000070498.4	Tmem132b	-3.3943146885282576	3.0140508283145273	78.1932492687171	9.606485424993088e-6	0.004917619929587868	17.11412073677183	13.468028029519257	6.401671060248263	15.576969305599857	1.5593585036298878	1.2633238031273781	0.9230357651215196
ENSMUSG00000041189.10	Chrnb1	1.6446262207408342	5.279781550095984	77.10848849573912	1.0171198377966707e-5	0.00504892123119614	23.536477345880236	19.446183328336478	15.87614422941569	22.29393758932875	65.69519621774064	51.05475978290861	73.5185513463005
ENSMUSG00000030595.16	Nfkbib	2.0518455059222713	4.279142868586828	75.74164540672963	1.0941691912252625e-5	0.00505114506234636	7.225151185246956	9.242090663113979	8.080331471602252	8.380217573033187	22.40855923734802	33.56047146568818	46.451151206926205
ENSMUSG00000069372.4	Ctxn3	2.65336912313201	6.95960394260884	75.2356045831744	1.1244925569501326e-5	0.00505114506234636	34.99454538713046	48.40931503467508	26.033462311676267	42.82866919958564	146.98397747178018	232.6163611410629	338.8040196247394
ENSMUSG00000030189.16	Ybx3	1.707284089799579	10.66811305885401	75.17661584428255	1.1280937603004041e-5	0.00505114506234636	724.3031609897315	860.8200058153188	792.7829441011448	924.2228502778396	2653.4506329915394	2154.2966470634306	3279.4961796516172
ENSMUSG00000029759.10	Pon3	-1.5445500625800237	4.837131142112407	74.71940371440509	1.156489232489727e-5	0.00505114506234636	42.29267789748092	36.075075079069435	35.76400232325363	44.77978855819261	11.088771581368091	16.258428075030608	13.496279700830868
ENSMUSG00000022548.15	Apod	2.215303234358857	6.30383210735631	74.37730394696581	1.1783080698063954e-5	0.00505114506234636	35.906811950924265	29.718990422281014	31.353962259527044	26.260147433054378	134.42247841476163	91.1515587517341	203.6416473158639
ENSMUSG00000071036.4	Gm10309	6.4575841762625625	1.879401693183194	74.00571661190354	1.2025801686802273e-5	0.00505114506234636	0.18245331275876153	0.06871442872203702	0.0853556141366435	0.03198556325585186	5.5443857906840455	2.663965410942515	16.514856121903946
ENSMUSG00000031762.8	Mt2	7.281297935041743	6.650258856712996	72.85541029195669	1.2816900976043015e-5	0.005099808232102566	0.7298132510350461	1.339931360079722	2.361505324447137	1.4713359097691856	242.39361628646813	29.55079156880563	424.596451955899
ENSMUSG00000024803.10	Ankrd1	3.9282264359202133	5.911584882819743	71.46736653348152	1.3857949556289023e-5	0.005099808232102566	7.407604498005718	8.211374232283424	11.096229837763655	7.132780606054966	235.95404320666321	50.86251485634575	100.13690705939945
ENSMUSG00000121784.1	Gm68527	1.328934097877505	7.568697833584861	71.38918678627519	1.3919602029914383e-5	0.005099808232102566	111.58844608325855	125.4725468464396	106.69451767080437	116.84326257362686	330.15084762963903	239.8942047895141	297.79129535825894
ENSMUSG00000107881.2	Gm44250	-1.6647374149690197	5.772171468318195	71.22906981064122	1.4046919339120868e-5	0.005099808232102566	83.0162573052365	72.87165165972026	69.84934423515327	83.3863634080058	17.817114754437792	29.743036495368493	25.545638472552326
ENSMUSG00000087236.4	Kif28	4.319850304028239	-0.22335420389964142	71.04686483830449	1.4193534984004299e-5	0.005099808232102566	0.10947198765525691	0.03435721436101851	0.05690374275776233	0.12794225302340745	1.1839573823856555	1.647813656253102	2.2701690439475213
ENSMUSG00000028234.7	Rps20	1.1667437650928083	7.345232846787797	71.00306000038141	1.4229061932926897e-5	0.005099808232102566	98.0869009391102	101.1476390788385	112.89702563140047	111.78954357920226	235.34762601080715	220.6697121332279	257.8013945071833
ENSMUSG00000041775.8	Mapk1ip1	1.1989566458273124	4.952364665671458	70.89040126603325	1.4320931486277885e-5	0.005099808232102566	18.39129392608316	19.446183328336478	20.485347392794438	21.110471748862228	41.35187735551851	42.62344657508024	52.81261391249343
ENSMUSG00000031382.15	Asb11	1.501146111667698	7.8973127939380054	70.45066554876237	1.4686528599763199e-5	0.005114604673083706	121.62337828499042	158.45547263301737	109.05602299525151	145.08651492854403	354.40753546388174	345.73876864283835	434.00143799511017
ENSMUSG00000027107.4	Chrna1	2.0249664907346006	4.571097718369513	70.09922838106671	1.498693756840351e-5	0.005114604673083706	13.100147856079078	9.310805091836016	7.881168371950083	10.65119256419867	42.13155660733345	29.166301715679907	53.610915114760694
ENSMUSG00000120992.3	D17H6S56E-5	2.3410088051820894	2.222133021250587	69.58198444340896	1.544285853572215e-5	0.00514215848482595	1.4961171646218445	1.61478907496787	2.2476978389316122	1.3114080934899264	10.106953264267792	5.904665601573615	9.42993295178201
ENSMUSG00000048572.6	Tmem252	3.9263939260488656	1.9657558529854962	68.84507573329843	1.612204810718069e-5	0.00514215848482595	0.4013972880692753	0.2748577148881481	0.682844913093148	0.7676535181404447	6.670589154416742	4.476560432820928	13.446385875689163
ENSMUSG00000026459.6	Myog	4.104418307394024	3.855110431776124	68.60421290052055	1.635192304538152e-5	0.00514215848482595	1.3501545144148352	2.9203632206865735	1.2803342120496524	1.6952348525601486	36.558293807322926	10.875570131270473	46.00210678065087
ENSMUSG00000132265.1	Gm66595	1.4393066250351267	4.070420684904679	68.04924584328434	1.6897000163925494e-5	0.00514215848482595	8.757759012420554	12.265525526883609	7.852716500571201	9.723611229778966	25.61390727258723	25.84321084223615	27.04245322680344
ENSMUSG00000127830.1	Gm66494	4.177086848072908	-0.049058908428241475	68.02712847018276	1.6919179680725507e-5	0.00514215848482595	0.036490662551752304	0.10307164308305553	0.19916309965216816	0.06397112651170372	2.079144671506517	1.7576679000033089	1.9708060930972986
ENSMUSG00000030748.10	Il4ra	1.7863242649690898	3.405523487339663	67.86454475219276	1.7083316554810846e-5	0.00514215848482595	4.59782348152079	4.947438867986666	6.487026674384905	4.477978855819261	19.3475962487412	13.127582128149713	20.656043608665357
ENSMUSG00000095597.4	Rps7-ps3	11.349504989541153	2.0921348176783128	150.03017639461757	1.7265045886418856e-5	0.00514215848482595	0	0	0	0	11.868450833183035	13.484608420337885	3.9166652736237455
ENSMUSG00000098708.10	Gm27252	2.8046943501448696	2.672945278489884	67.17460273803275	1.7801871083494366e-5	0.005207365182477165	2.627327703726166	1.9927184329390737	1.337237954807415	1.1194947139548153	10.828878497429777	9.172829353142268	16.98884746075013
ENSMUSG00000003949.17	Hlf	-1.9712889794507489	4.318308638107927	66.17745867551699	1.8906819434186306e-5	0.005369383765063702	30.87110051878245	32.60499642860657	26.431788510980603	27.059786514450675	7.623530462190563	9.886881937518613	4.864647951316117
ENSMUSG00000114432.2	Gm49391	9.254207946740719	0.08435146569220098	145.07617628828163	1.9039653533258714e-5	0.005369383765063702	0	0	0	0	1.5304814943034084	2.6090382890674118	2.694266557652003
ENSMUSG00000037621.9	Atoh8	2.986437828253417	2.5853773884684004	65.76236366745735	1.9391402041368372e-5	0.005369383765063702	1.5326078271735968	1.752217932411944	1.9631791251428004	0.7036823916287409	10.973263544062174	8.184141159390407	16.31528082133713
ENSMUSG00000035095.12	Fam167a	-5.4558426650103975	-0.2624091199980863	65.53200424830506	1.9666871735780608e-5	0.005369383765063702	1.4596265020700923	1.0650736451915739	1.5648529258384642	1.3433936567457783	0.05775401865295881	0.0274635609375517	0
ENSMUSG00000025432.12	Avil	2.519491222686314	3.791424716378435	64.88873037604651	2.046182345264717e-5	0.005433454304053218	3.101706316898946	6.218655799344351	3.6702914078756703	5.181661247448002	23.996794750304385	17.356970512532676	36.82164295457738
ENSMUSG00000045636.17	Mtus1	-1.2358781556396128	7.314643847879261	64.80753420569947	2.0564932962047466e-5	0.005433454304053218	227.1543743846581	206.9335020964145	194.29782964637948	216.57424880537295	78.83423546128877	102.10951956581722	88.11249520024884
ENSMUSG00000022358.8	Fbxo32	2.798307324581202	10.090611884388553	63.51992434216315	2.2288141300795907e-5	0.005737511222074991	318.6364654019011	294.09775493031844	353.8559243391451	260.9702106044953	1622.3970149895924	1201.9702079928877	3580.106476130383
ENSMUSG00000079442.13	St6galnac4	1.2847814775327717	3.8496401487253085	63.429080450859104	2.241625775061348e-5	0.005737511222074991	7.590057810764479	8.554946375893609	10.299577439154982	9.051914401406076	21.109093817656444	19.526591826599258	24.27334593143888
ENSMUSG00000110588.3	Gm45774	7.262129361172797	0.5011059735158049	62.695744019982804	2.348411957029383e-5	0.00591835942586128	0	0.06871442872203702	0	0	4.244920370992473	1.016151754689413	3.991506011336301
ENSMUSG00000101968.8	Teshl	-3.0240243759942387	2.808047454853953	62.44625443320414	2.386152320104784e-5	0.00592235775085401	9.159156300489828	9.929234950334349	10.811711123974844	14.713359097691857	0.6641712145090263	2.087230631253929	1.3471332788260015
ENSMUSG00000031765.9	Mt1	5.575150551432847	6.160972951694278	61.75201471950587	2.4951381931147738e-5	0.0061004266778228525	2.262421078208643	2.9203632206865735	6.174056089217213	2.1750183013979267	141.06419055985188	36.19697331569314	309.4165566162759
ENSMUSG00000028173.11	Wls	-1.132280445453395	4.920460614778664	61.0846694060436	2.6056879715219503e-5	0.006277025685514863	42.256187234929165	35.594074078015176	39.69036057353922	40.14188188609409	18.596794006252736	19.636446070349468	15.716554919636685
ENSMUSG00000010095.14	Slc3a2	1.1044384918876944	4.844899207787472	60.75384877301914	2.6627068410143074e-5	0.006321420400384837	19.230579164773463	18.896467898560182	18.977398209713737	19.703106965604746	41.467385392824426	35.12589443912862	47.274399321764314
ENSMUSG00000001909.17	Trmt1	1.2987571958130673	5.5553896164334535	60.527054803823724	2.7026781515014804e-5	0.00632465297139225	29.73988997967813	28.44777349092333	28.195804536471236	29.138848126081047	59.71765528715941	63.248580839181564	90.18308894362956
ENSMUSG00000096054.4	Syne1	1.3238325345023456	7.222459911916513	59.954769977587176	2.8068463551032323e-5	0.006466395794731129	84.36641181965133	104.44593165749627	89.7372023289912	84.56982924847232	190.50163052678462	215.2868541894678	275.9627468587635
ENSMUSG00000042834.16	Nrep	-4.511372650528417	6.276310951730802	59.76642290799141	2.8421982615264103e-5	0.006466395794731129	175.26465223606633	81.77017017922405	140.32462964064192	127.68636851736063	2.367914764771311	11.397377789083956	3.4925677599192633
ENSMUSG00000023078.7	Cxcl13	6.035413970997374	3.2539029242051942	58.65433525533713	3.0623902346154124e-5	0.006803893923890199	0.36490662551752306	0.5153582154152777	0.4267780706832175	0	21.426740920247717	6.344082576574443	37.046165167715046
ENSMUSG00000027955.17	Gask1b	-1.2374158774242865	3.572008453135462	58.60030036048849	3.073610587680085e-5	0.006803893923890199	15.727475559805242	14.77360217523796	15.790788615279046	16.600507329787117	6.872728219702099	7.470088575014063	5.662949153583377
ENSMUSG00000064120.15	Mocs1	1.700175558425344	4.518061870097114	57.847512382766396	3.235276752193279e-5	0.006862191788032305	10.217385514490646	13.124455885909072	12.092045336024496	11.067004886524744	34.681288201101765	26.77697191411291	51.889578147371914
ENSMUSG00000032411.16	Tfdp2	1.9973274470981746	7.311300312431399	57.71143613593466	3.2655988294053506e-5	0.006862191788032305	72.0690585397108	75.72330045168479	58.18407696981198	72.2234018317135	313.9797224068106	158.84923646279904	360.2084706105303
ENSMUSG00000114439.3	Gm48395	4.479864511650289	0.6878361440242239	57.66114387273069	3.27689333614219e-5	0.006862191788032305	0.036490662551752304	0.3092149292491666	0.0853556141366435	0.1599278162792593	2.1368986901594758	2.856210337505377	5.089170164453784
ENSMUSG00000031636.8	Pdlim3	1.441217093488192	9.229625443226123	57.15174343783185	3.394026442032521e-5	0.006862191788032305	407.4182473903145	314.88386961873465	289.24172443770595	372.1840140450923	985.3701892474568	765.4918340123786	1067.2538666936143
ENSMUSG00000028898.16	Trnau1ap	1.2205164931079113	3.268049781657968	57.07637361481555	3.411788739628064e-5	0.006862191788032305	5.583071370418103	6.45915629987148	6.202507960596094	6.109242581867706	13.08128522489517	13.182509250024816	16.31528082133713
ENSMUSG00000113737.3	BB123696	4.261188226946335	1.9648640113167146	57.04850400107459	3.418385480029612e-5	0.006862191788032305	0.6203412633797891	0.5840726441373146	0.28451871378881166	0.2558845060468149	15.218183915054647	3.3230908734437556	6.486197268421489
ENSMUSG00000031996.18	Aplp2	-1.2605610604812643	7.300466418136757	57.006742658156206	3.4282995897521806e-5	0.006862191788032305	229.526267450522	206.83043045333145	215.15305136709938	188.61886651975843	96.36258012246178	95.38094713611706	71.24838230235298
ENSMUSG00000078566.9	Bnip3	1.500863966198838	8.789387677240587	56.97828495491051	3.4350755547197914e-5	0.006862191788032305	248.90280926550247	275.92278853333966	232.45178916545913	234.4221931021383	751.0043815537499	504.1760516915741	849.7916298134985
ENSMUSG00000001729.15	Akt1	2.278665458228717	6.671306451521616	55.70556054679511	3.755577962779157e-5	0.007371513293293087	33.38895623485336	38.72058058486786	47.91295140203589	33.61682698190031	171.87595951120542	105.37768331738587	281.97495278833884
ENSMUSG00000024087.5	Cyp1b1	2.2560555332203	1.7759335260398323	55.51715624915744	3.8060745799188396e-5	0.007371513293293087	1.0582292140008167	1.546074646245833	1.5648529258384642	0.927581334419704	5.082353641460375	5.0532952125095125	8.182587323239417
ENSMUSG00000030089.16	Slc41a3	-2.2716379140461926	5.580521092374016	55.29506251735614	3.8666704168632196e-5	0.007371513293293087	68.9308615602601	53.90646933243804	61.88282024906653	104.94463304244996	12.445991019712624	21.092014800039706	11.450632870021014
ENSMUSG00000045667.15	Smtnl2	-1.2609774168797376	7.76472499729095	55.05564112420812	3.933319554439742e-5	0.007371513293293087	292.728094990157	244.1080080350365	308.1906707760408	314.19418786223287	107.76899880642114	140.94299473151534	114.0572842739348
ENSMUSG00000026822.15	Lcn2	5.7906403127448405	3.5642518281801334	54.953184760486224	3.96226936990802e-5	0.007371513293293087	0.6203412633797891	0.37792935797120364	0.5690374275776233	0.35184119581437046	42.10267959800697	3.2407001906311006	34.92567759919263
ENSMUSG00000040111.18	Gramd1b	1.8862371310033603	4.34483136492165	54.831894197161404	3.9968782007287384e-5	0.007371513293293087	8.137417749040763	10.61637923755472	11.750622879477922	7.0368239162874096	37.5689891337497	23.179245431293637	43.40762787328227
ENSMUSG00000029309.8	Sparcl1	-1.2314583249741489	6.749049740703798	54.77025191369072	4.014608625818874e-5	0.007371513293293087	145.9626502070092	134.16492207977728	154.23759474491482	136.03460052713797	59.63102425917997	72.42141019232383	50.14329426741228
ENSMUSG00000046413.18	Irx3os	-6.821698365727435	1.398881795584359	54.384425942621874	4.127795316185629e-5	0.007371513293293087	2.1894397531051384	2.817291577603518	7.767360886434559	5.213646810703853	0	0.1098542437502068	0
ENSMUSG00000034457.11	Eda2r	2.11141814888207	6.048437592364474	54.37193480552505	4.131524453757589e-5	0.007371513293293087	28.97358606609133	29.95949092280814	23.92802382963906	26.260147433054378	129.7155258945455	61.902866353241535	162.00525023511213
ENSMUSG00000049134.16	Nrap	1.4369068250799344	11.047586703208795	54.343477528833674	4.140035547176387e-5	0.007371513293293087	1146.9380146641267	1223.6665466820352	1300.0513589152172	1218.2981188521417	4019.5064361899745	2559.960905672007	3347.825773183181
ENSMUSG00000075330.5	A930003A15Rik	2.115606073726385	2.1873856190919367	53.548671515620285	4.3866433925153794e-5	0.007576844795823873	1.8975144526911198	1.0650736451915739	1.9347272537639193	2.4628883707005933	8.74973382592326	6.728572429700167	8.506897186660492
ENSMUSG00000059890.17	Ube4a	1.645391068496852	6.894733041413312	53.503936471822485	4.401049821534756e-5	0.007576844795823873	82.61486001716722	66.0689232162386	44.10040063726581	56.00672126099661	177.18932922727763	232.8360696285633	173.6305114931291
ENSMUSG00000128711.1	Gm53683	-6.02747576163957	-0.9386576660380382	53.3862755648655	4.4392180981586344e-5	0.007576844795823873	0.9487572263455599	1.0650736451915739	0.5405855561987422	0.7676535181404447	0	0.0274635609375517	0
ENSMUSG00000037991.10	Rmi2	-2.495570127715572	0.9530433809426085	53.28505861375153	4.472376108898827e-5	0.007576844795823873	3.247668967105955	2.817291577603518	1.9916309965216816	3.6463542111671123	0.5197861678766292	0.6041983406261374	0.424097513704482
ENSMUSG00000007029.17	Vars1	1.764191114777965	5.38263201314259	53.13670575055011	4.521524136022779e-5	0.007576844795823873	17.11412073677183	20.957900760221293	21.082836691750945	22.997619980957488	55.472734916166935	52.37301070791109	101.48404033822546
ENSMUSG00000040562.13	Gstm2	1.8467076592417264	6.047991877606416	53.10271341591167	4.532878273553138e-5	0.007576844795823873	30.57917521836843	41.74401544863749	18.77823511006157	34.03263930422638	101.6470728292075	102.30176449238009	133.5408229917701
ENSMUSG00000027566.16	Psma7	1.653437078930158	6.8860693557908474	52.86356656841462	4.6137506275308266e-5	0.007634126164604291	61.01238778652985	71.80657801452868	55.31043796054499	58.18173956239454	178.2289015630309	136.10940800650624	266.78228303269003
ENSMUSG00000022894.7	Adamts5	-1.6125985182222877	3.996118451532172	52.723306631256904	4.662002859091394e-5	0.007636826883477613	21.310546930223346	25.59612469895879	25.63513611237193	16.888377399089784	6.410696070478428	9.282683596892475	6.236728142712971
ENSMUSG00000132705.1	Gm60833	1.6443927190539993	4.707835878855891	52.478682951601314	4.747642666984391e-5	0.007700112329492209	12.552787917802792	15.25460317629222	17.213382184223107	9.499712286988004	53.07594314206914	37.1307343875699	37.694784894557195
ENSMUSG00000139773.1	Gm67624	-4.323921669058489	0.5628247039971795	51.7389879497723	5.0185553734656375e-5	0.008059701526739274	3.4301222798647166	2.5424338627153698	1.735564154111751	2.0150904851186673	0.05775401865295881	0.2471720484379653	0.04989382514170376
ENSMUSG00000023915.6	Tnfrsf21	-1.3714255333657959	4.311740208300949	51.41682210330563	5.1424367025391295e-5	0.00817847141983432	29.73988997967813	24.771551554294348	26.431788510980603	26.580003065612896	7.623530462190563	11.15020574064599	12.373668635142533
ENSMUSG00000005625.16	Psmd4	1.86459354352343	7.670907222442983	51.11766333325964	5.260832237379983e-5	0.008220816446542482	100.4587940049741	96.95605892679424	87.0058226766186	97.7478813098833	317.61822558194694	215.97344321290657	510.1893089864918
ENSMUSG00000008668.16	Rps18	1.0728057383404934	7.440541260384323	51.09625360116839	5.269432433227279e-5	0.008220816446542482	117.17151745367664	119.46003433326136	113.97819674379795	120.93741467037589	258.2759714160318	205.75699854413733	279.9043590449581
ENSMUSG00000030087.12	Klf15	1.573679900496381	5.376771487624225	50.68811625293139	5.436712826583159e-5	0.008401772906816861	24.266290596915283	23.05369083624342	20.143924936247867	22.357908715840452	43.11337492443375	71.26794063294666	86.1167421945807
ENSMUSG00000130059.1	Gm32240	3.6091604069565184	0.8474670652112372	50.526036317985785	5.504939478601209e-5	0.00842770220551088	0.18245331275876153	0.13742885744407404	0.4836818134409798	0.35184119581437046	4.331551398971911	1.840058582815964	4.690019563320154
ENSMUSG00000118107.3	Gm34455	-3.9340864204064374	2.027281531546185	50.18042192778056	5.653951454500023e-5	0.008502101181899313	6.787263234625929	7.111943372730832	8.478657670906587	4.541949982330965	0.288770093264794	0.8788339500016544	0.1496814754251113
ENSMUSG00000056054.10	S100a8	5.335931452515452	1.9164609046638323	50.172690159074946	5.657340997662078e-5	0.008502101181899313	0.10947198765525691	0.10307164308305553	0.11380748551552466	0.4797834488377779	10.828878497429777	1.9499128265661707	12.223987159717423
ENSMUSG00000045128.10	Rpl18a	1.020336479222018	7.833504596622536	50.04866628721157	5.712052885959951e-5	0.00850628530226454	153.04183874204915	151.92760190442385	172.30453307050433	155.80167861925443	319.72624726277996	286.19776853022626	357.1898941894572
ENSMUSG00000021903.12	Galnt15	1.2670342954176557	5.583056688304924	49.64419381088552	5.8950314215253774e-5	0.008661054543793746	37.54889176575312	26.386340629262214	32.00835530124131	23.509388993051118	73.54974275454305	65.99493693293674	76.06313642852739
ENSMUSG00000020423.7	Btg2	2.7583795501930157	5.197666591015525	49.505517850491245	5.959410508131256e-5	0.008661054543793746	10.691764127663426	10.822522523720831	11.551459779825754	9.115885527917781	118.07809113597429	28.452249131303564	67.63107997957945
ENSMUSG00000078532.10	Nkain1	-1.3356821888184327	3.499772913977727	49.460331184993386	5.980573370408964e-5	0.008661054543793746	14.231358395183399	13.914671816212497	13.856061361515128	18.775525631185044	5.948663921254758	6.920817356263028	5.188957814737192
