Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Con_6	CPM_Con_7	CPM_C26_1	CPM_C26_2	CPM_C26_3	CPM_C26_4	CPM_C26_5	CPM_C26_6	CPM_C26_7
ENSMUSG00000037106.9	Fer1l6	-3.931290042131597	1.0516299149937576	302.8930964708527	6.255973893848458e-12	2.6830753275922918e-9	4.04975607463148	5.730419946152051	3.589602353898671	3.434093913298665	3.6671688429678224	3.841844434312493	2.7882094475214605	0.3067786335378478	0.23022333115459057	0.19462599864678828	0.3979884266269443	0.25471283508879317	0.153791491009878	0.21119421120453247
ENSMUSG00000028841.15	Cnksr1	4.369382328806348	8.663851584155744	302.43377463129525	6.3297999479968245e-12	2.6830753275922918e-9	37.16457565834376	31.081797787928725	40.71031375480375	46.7669368455805	33.967151407989455	33.89576671792162	38.313843615079385	289.215556767806	649.6902405182545	922.5661587855059	837.5847342194327	932.0670386856337	600.517324520821	1182.2123957701717
ENSMUSG00000132710.1	Gm30020	-4.847225982878229	2.9258481686474163	302.07672878037357	6.387863530076236e-12	2.6830753275922918e-9	11.074111743903782	13.386260994211192	14.569562495235783	15.091939040023082	15.722986414224538	13.665294760022919	19.373248402606013	0.49851527949900265	0.3288904730779865	0.7395787948577955	0.3979884266269443	0.14555019147931036	0.8074053278018595	0.7391797392158637
ENSMUSG00000116879.3	Gm49794	-4.698735487330626	2.6170829820562567	299.2514563505598	6.8690025186396255e-12	2.809241266899432e-9	12.32846097055955	11.965116847565483	12.584723546609458	10.844507094627364	11.55158185534864	10.066605036742862	13.316103740749044	0.5752099378834646	0.3946685676935838	0.6617283953990802	0.2532653623989645	0.3638754786982759	0.8843010733067984	0.13199638200283278
ENSMUSG00000024413.15	Npc1	3.5694859424996643	6.60752582737255	297.19345999283826	7.245120309212861e-12	2.887087557063515e-9	17.919274666510972	17.053729759748503	13.767180792599609	14.368971900381256	14.66867537187129	15.026961141804561	13.027668280660619	79.99252869499381	161.0247756189822	208.36659415125155	236.65839077880386	233.9537390290565	137.60493658108834	199.49933175908149
ENSMUSG00000022146.13	Osmr	2.049552183435718	4.601471090372037	288.4710329331852	9.117875415962075e-12	3.542522545986665e-9	10.572372053241475	8.160118003320521	7.897125178577077	8.946718353067576	9.534638991716339	11.039223880872607	9.614515336280899	47.320604223213024	35.32283680857575	35.65548295209162	33.720473965119275	50.50591644332069	32.257765239321905	37.46057321240394
ENSMUSG00000001891.17	Ugp2	1.8887027246188435	10.658679046491915	274.00048948077546	1.3553247213710199e-11	5.137341828006591e-9	625.9561026505613	633.371855808294	603.9822690053976	693.8225268250133	696.8995989954975	792.3439413702969	765.3634933446409	2049.1662300452467	2203.204390102124	2936.400291983554	2905.315514376693	2142.626174992993	2791.4693533202953	2789.7699329062716
ENSMUSG00000020439.19	Smtn	-2.0247346256875436	6.114641084148383	271.082195290568	1.4716449176359117e-11	5.244373603555947e-9	103.39421482576832	129.82839430002088	113.85374054248021	112.8280592303522	96.12566329629404	117.39509448646024	105.03858004886882	37.23525664565628	27.001907839702692	23.822222234366887	24.385836322414583	23.05151157553578	33.372753549143525	22.54498204608384
ENSMUSG00000037846.19	Rtkn2	-5.1940099125884425	2.3928579617105705	270.77580799566783	1.484494211476916e-11	5.244373603555947e-9	7.956157951930872	9.94800902651996	9.96642535905984	16.583058765534343	7.150979243787254	8.510414886135269	11.489345826855674	0.6902519254601576	0.2631123784623892	0.23355119837614596	0.18090383028497467	0.12735641754439658	0.3460308547722255	0.18479493480396592
ENSMUSG00000052934.15	Fbxo31	2.9990794026303322	9.121080345339974	270.25783653215433	1.506504544510526e-11	5.244373603555947e-9	128.8395848522139	134.50441697608096	159.08273020160345	143.73490445004018	99.0593983706683	101.29825261611295	99.84674176727714	575.7851478213481	911.8159475614099	1005.7103854074138	1128.007743358931	1335.3866192748028	793.4871978654655	1176.774144831655
ENSMUSG00000020190.14	Mknk2	3.0536551203058093	9.96919209794829	269.97811087700427	1.5185432865325117e-11	5.244373603555947e-9	211.6266338114946	222.01939039371507	262.040971834603	223.3968461493237	190.60110061325256	218.69334710257317	179.7914367884528	903.9615910484607	1609.6886423855894	2162.9954985609465	2207.4608986693747	2152.359844048172	1368.898061478924	2117.4331615366427
ENSMUSG00000032850.17	Rnft2	-3.793681917686489	0.46073390018301724	267.95226345474913	1.6090271568993294e-11	5.436063270733147e-9	3.1537923413059312	2.017107821045522	2.49160633976496	2.665941327429227	1.879424032021009	2.674701821356799	2.8362820242028652	0.19173664596115486	0.2631123784623892	0.15570079891743063	0.2532653623989645	0.14555019147931036	0.153791491009878	0.10559710560226623
ENSMUSG00000021091.9	Serpina3n	6.5578794164592376	7.516521706423839	265.2288408524171	1.7403625424615805e-11	5.730852312961805e-9	7.7411266559327405	3.896685563383395	2.6182981875496187	3.569650251981507	3.8505272851162133	3.01511841680221	1.9709756439375843	214.16983353861	279.9186816366743	344.2933916061685	355.36748421180425	629.0497337996445	138.68147701815747	572.4947080226864
ENSMUSG00000006576.17	Slc4a3	1.409834423967989	4.201483724929554	264.64551591276614	1.7700335308034658e-11	5.730852312961805e-9	10.213986559911255	10.406442622212126	9.375196736064764	8.540049337019049	10.818148086755075	10.309759747775297	10.335603986501967	27.87850832275192	27.79124497508986	23.27726943815588	28.799889781367966	29.401138678820693	22.530453432947127	26.293679294964292
ENSMUSG00000048572.6	Tmem252	3.993041100924652	3.229453332129609	262.7435473818976	1.8707963621187495e-11	5.901438882625721e-9	1.0034793813246146	1.008553910522761	0.5489980070668555	0.5874108009589822	1.7419052004097155	1.3130354395751558	1.4421773004421348	16.029183602352546	13.977845105814428	16.543209884977006	12.627087353891232	23.761068758997418	14.917774627958165	23.521755272904805
ENSMUSG00000110588.3	Gm45774	7.592882880965117	4.172210549297807	262.23772105234144	1.898667679887305e-11	5.901438882625721e-9	0.5734167893283512	0.04584335956921641	0.2111530796410983	0	0.09167922107419556	0.09726188441297451	0.14421773004421348	31.674893912782785	34.96105728818997	37.95206973612372	25.435078538067437	13.499780259706036	64.86156133341605	40.99807625007986
ENSMUSG00000022748.9	Cmss1	-1.5816185337145405	3.839531013302594	260.45677760592525	2.0005758149058526e-11	6.0962644587160505e-9	19.49617083716394	20.858728603993466	21.917689666746003	24.264584624228725	21.22373967867627	18.62565086508462	23.555562573888203	7.09425590056273	6.117362799250549	6.422657955344014	7.1999724453419915	6.604339938373708	7.997157532513656	8.632563382985264
ENSMUSG00000036202.17	Rif1	1.6592039744140512	5.545485235258994	258.92884293583376	2.0929196130049776e-11	6.245957270757851e-9	21.53896814914619	20.996258682701114	24.198142926869867	24.490511855366798	20.398626689008513	18.38249615405218	26.82449778822371	67.37625739074981	66.73187698752346	66.21176473963737	67.1515018017826	91.98772101492415	68.97548371793027	66.84296784623453
ENSMUSG00000117545.4	Gm30794	-5.274162871916601	1.9712503306285665	258.33522034310766	2.130080016409279e-11	6.245957270757851e-9	5.841683541282578	8.710238318151118	6.123439309591851	8.4496784445638209	5.546592874988831	8.461783943928783	10.47982171654618	0.1533893167689239	0.09866714192339596	0.2724763981055036	0.07236153211398987	0.14555019147931036	0.5382702185345729	0.13199638200283278
ENSMUSG00000032536.13	Trak1	-1.2744979672079788	7.524488785092992	257.26484891554963	2.19897260987787e-11	6.328561727798515e-9	252.87680409380286	273.2264230325298	282.1427450164355	274.86306940257606	239.6036442774101	268.00512249995126	232.67127113799776	119.91209838410626	112.57920893459479	103.77458247846752	107.96340591407288	91.62384553622587	111.38348736390414	106.54747955268662
ENSMUSG00000022548.15	Apod	3.3747647541095316	7.710949447758183	254.8583389459505	2.3631937445080223e-11	6.6775261787998496e-9	49.958937770232595	58.12937993376641	29.68812299753842	31.17795789705367	28.145520869778036	30.151184168022098	30.381868462647642	456.4866067043175	421.76914267520993	411.828613136604	350.7725269225659	469.32659242503627	218.96063532531377	344.37856064539073
ENSMUSG00000079018.11	Ly6c1	1.5568060008958433	6.519133549598096	253.15924298590215	2.4874379520282163e-11	6.807999465736178e-9	54.582110634192425	50.152635368722756	40.03462389995224	41.43505419072205	40.751413767479924	44.400050234522865	53.93743103653584	131.53133912935223	142.87002150507735	135.77109665599951	120.0477817771092	151.44497423422243	123.07164068065487	152.32382483126904
ENSMUSG00000029810.16	Tmem176b	2.131110890200668	4.957250662461761	252.75963326659084	2.5177138753872567e-11	6.807999465736178e-9	15.26722201586735	12.286020364549998	10.262039670557378	10.980063433310205	11.414063023737347	9.483033730265015	10.720184599953201	66.57096347771297	53.510479969788406	43.75192449579801	41.06516947468925	42.75536874704742	44.94556324763684	60.13755164049062
ENSMUSG00000042961.14	Egflam	-2.375390054420646	4.130724715638849	252.45867783386132	2.5407886816337325e-11	6.807999465736178e-9	24.728599039785145	28.881316528606337	31.96857625766228	31.810554144240268	26.58697411151671	30.102553225815612	31.34331999627573	6.595740621063728	6.544920414251932	4.398547569417415	4.522595757124367	3.838886300266811	7.997157532513656	5.781441531724076
ENSMUSG00000020064.10	Herc4	1.3712216073001957	5.4097431947958565	248.62567070239945	2.8564366228836973e-11	7.524047721395854e-9	22.685801727802893	18.93330750208638	24.113681695013426	23.767544715724974	23.92827670036504	25.38535183178635	26.680280058179495	50.196653912630346	60.71318133019631	66.28961513909609	61.07313310420744	63.76917764187285	62.63158471377281	63.411061914160875
ENSMUSG00000020661.17	Dnmt3a	-1.2665000450422033	5.831835753737426	246.31202091330886	3.068178932412878e-11	7.947094798104756e-9	69.92100974872582	72.70756827677722	79.14017424948365	80.79157785497385	84.98663793577929	87.92474350932896	87.49208956015617	38.96088645930667	32.19837731433488	32.697167772660436	34.84207771288612	33.24002497908751	30.450715219955843	31.59993385147817
ENSMUSG00000020593.17	Lpin1	1.600373228337674	8.90922885980317	245.7226880201857	3.1248932866060776e-11	7.961305994613943e-9	203.5987987608977	236.68926545586433	278.72206512624973	242.96214436588056	213.47506627126435	252.54048287828832	240.89168175051793	604.3539080695601	625.8127921727928	795.0082792724008	763.7397906971061	814.68080925757	809.1354820757206	647.6534479350994
ENSMUSG00000135097.1	Gm72420	-7.0025373543200224	-0.7287477412637733	244.5454898825842	3.2417410123880256e-11	8.125789850568114e-9	1.4693805226538998	1.329457427507276	1.0135347822772718	0.9037089245522802	1.1459902634274444	1.167142612955694	0.9614515336280899	0	0	0	0	0	0.0384478727524695	0
ENSMUSG00000120402.2	Gm56886	-3.735030734962583	2.3314940235924806	243.0447855845178	3.3978785331434274e-11	8.381973060886032e-9	8.171189247929004	8.572708239443468	10.642115213911355	12.200070481455784	7.884413012380818	8.899462423787167	9.08571699278545	0.9586832298057744	0.6906699934637717	0.5838779959403648	0.9768806835388631	0.23651906115387933	0.692061709544451	0.8447768448181299
ENSMUSG00000101968.8	Teshl	-2.9806705725969085	2.274037663840208	241.94652306348127	3.517500629421282e-11	8.473483205617254e-9	6.056714837280709	6.2346969014134315	9.586349815705862	9.443758261571329	9.90135587601312	8.607676770548244	10.239458833139157	1.1504198757669293	1.3813399869275433	0.5838779959403648	1.013061449595858	1.2553704015090519	1.2687798008314934	0.897575397619263
ENSMUSG00000042292.19	Mrtfa	-1.984574113619922	4.326194846720434	241.70871022366705	3.5440216740565055e-11	8.473483205617254e-9	32.54140279438393	33.373965766389546	22.3399958260282	35.7868734122703	32.04188776543135	35.88963534838759	31.96826349313399	7.554423850869502	9.50493467195381	9.30312273531648	6.801984018715047	5.949364076716811	8.573875623800697	8.949354699792064
ENSMUSG00000029610.14	Aimp2	-2.484716939611427	6.79989413604819	236.44935462248273	4.1920223819109186e-11	9.870942399587513e-9	129.69971003620643	167.41994914677832	189.0242368947112	215.48939305949125	191.8387700977542	228.2250117750447	201.71253175517325	36.08483676988935	32.560156834720665	27.09193901163293	26.158693859207336	25.471283508879313	45.52228133892388	43.55880606093482
ENSMUSG00000049303.11	Syt12	2.9649994475255887	3.0770931265770183	234.74576149365183	4.4296869114245514e-11	1.0195360563347953e-8	1.5410576213199438	1.1002406296611937	2.576067571621399	1.7170469566493325	2.521178579540378	1.5561901506075921	2.1632659506632024	10.315431552710132	19.371648864293405	14.090922302027472	15.593910170564817	14.80973198301983	11.803496935008136	17.001134001964864
ENSMUSG00000010095.14	Slc3a2	1.485727297668539	5.508519828446374	234.5289618999608	4.461003270752596e-11	1.0195360563347953e-8	24.155182250456793	23.471800099438802	27.534361585199218	23.18013391476599	23.011484489623086	23.73189979676578	22.161457850127473	51.73054708031958	66.89632222406246	67.72984752908232	65.92135575584477	78.19684037225949	58.979036802288206	78.90743716129344
ENSMUSG00000025352.7	Gdf11	-2.7057064826643273	2.6481976234592337	232.18840351024662	4.815407045993626e-11	1.084583201475173e-8	7.8844808532648285	7.839214486336006	11.486727532475747	11.251176110675889	10.772308476217978	12.011842725002351	14.75828104119118	2.0707557763804725	2.2364552169303082	1.595933188903664	1.4110498762228023	1.2553704015090519	1.7686021466135968	1.3463630964288944
ENSMUSG00000028970.10	Abcb1b	2.19598327113665	4.563897102493048	230.775061010606	5.044678230785212e-11	1.0857258593648507e-8	10.178148010578234	8.481021520305037	10.684345829839573	8.585234783246662	7.059300022713058	6.37065342904983	7.547394538980505	28.568760248212076	30.55392494894495	43.635148896609934	45.26213833730066	47.2128433611013	35.256699314014526	39.836508088454934
ENSMUSG00000049281.17	Scn3b	3.858290561890903	3.6980598156371967	230.3066869069157	5.1233426884547805e-11	1.0857258593648507e-8	2.186151509314339	1.3753007870764924	2.111530796410983	1.5814906179664905	2.0627824741694	1.0212497863362324	1.1537418403537079	28.568760248212076	25.423233568928357	29.42745099539439	19.35670984049229	10.188513403551726	32.75758758510401	22.78257553368894
ENSMUSG00000052135.9	Foxo6	-3.8524667827625687	1.8351636231967798	230.22012316824106	5.138031598749551e-11	1.0857258593648507e-8	6.3075846826118624	9.07698519470485	5.785594382166093	7.274856842645857	6.509224696267885	6.8569628511147025	4.8072576681404495	0.8819885714213124	0.5591138042325771	0.3503267975642189	0.506530724797929	0.23651906115387933	0.46137447302963397	0.2903920404062321
ENSMUSG00000052276.9	Ostn	-5.174305519618746	4.596173600722829	229.8841133584579	5.195498597632664e-11	1.0857258593648507e-8	25.94710971710789	50.47353888570727	57.39140704645052	62.446286686562566	27.916322817092546	50.23576329930133	55.09117287688955	2.1474504347649344	1.315561892311946	0.7006535951284378	1.2301460459378277	0.4912318962426725	2.537559601662987	0.9503739504203961
ENSMUSG00000024411.12	Aqp4	-6.182430689950864	4.143071329647345	229.57367708783707	5.249234050124069e-11	1.0857258593648507e-8	33.795752021039696	44.51390214170913	27.703284048912096	26.749784166747496	38.96366895653311	34.13892142895405	38.12155330835376	1.648935155265932	0.3946685676935838	0.19462599864678828	0.28944612845595946	0.07277509573965518	0.5382702185345729	0.42238842240906493
ENSMUSG00000020538.16	Srebf1	-1.2964030969801745	5.446356538774725	229.48300842025026	5.265046058786315e-11	1.0857258593648507e-8	61.0688880634694	62.8512459693957	55.82887425710639	68.00409657255909	55.053372255054434	61.08046341134799	69.60909103467371	29.642485465594543	23.877448345461822	23.822222234366887	26.520501519777287	26.908591649737502	22.030631087165023	23.653751654907637
