Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_KPC_1	CPM_KPC_2	CPM_KPC_3	CPM_KPC_4
ENSMUSG00000026185.9	Igfbp5	-4.962394305221142	7.998574554083151	396.3849395908611	2.0724561200864805e-8	2.38020619590093e-5	577.5277897509878	457.38761560098834	682.1455187409573	15.885788672479569	25.74331222622164	16.722513225378588	15.072471957441605
ENSMUSG00000031490.7	Eif4ebp1	3.9130794823200548	8.632022312970305	391.3918148416148	2.184525299592369e-8	2.38020619590093e-5	38.92014847297304	46.359096244103995	46.42340538593694	745.3681229466691	606.0073534868636	770.1536517454975	523.376318145423
ENSMUSG00000008348.10	Ubc	3.1870879727822357	10.500193829298178	388.66170739143104	2.2489720614893184e-8	2.38020619590093e-5	248.50809884917862	243.0488766148671	279.7938642610419	2256.646795733063	2063.806486810467	2386.602060640222	2659.5566619319197
ENSMUSG00000051043.17	Gprc5c	-2.2312830813140967	5.473239981676696	370.81037021035644	2.7337327965777206e-8	2.649658091600102e-5	82.84120987822753	82.23366261769823	77.10927634604126	17.296084819282612	18.741865076809816	15.762098614461575	16.97097609227817
ENSMUSG00000034205.17	Loxl2	-2.6212950126752106	3.391640312245761	368.73621782412374	2.7981049210983738e-8	2.649658091600102e-5	21.075275928900407	19.920606753968546	19.40498345132164	3.5124356863773922	3.363140552119217	2.9236150655856146	3.2852375898476227
ENSMUSG00000030161.9	Gabarapl1	2.9490257907181965	7.651823845291685	357.2137027426794	3.191912563876509e-8	2.8059788050486815e-5	39.61903382065213	43.40595366391041	41.54894782041356	278.01460644902266	319.17732539862334	302.05039513340074	383.46481777377176
ENSMUSG00000022358.8	Fbxo32	4.976860103907703	11.550768624023227	355.0039596359455	3.275097538129297e-8	2.8059788050486815e-5	156.58137945112298	129.4664696843447	202.54531769884287	6634.166121367821	4620.649378561611	4778.415782919097	4477.96043100999
ENSMUSG00000022797.17	Tfrc	-4.17694515558412	5.198369698731861	349.57927477353047	3.490958857949496e-8	2.8128804661371377e-5	92.33051982115911	71.50449371687657	75.62372737369127	4.909427152550219	5.5033209034678094	3.008357531254763	4.2262352914622685
ENSMUSG00000128617.1	Gm64932	3.5401730787203993	3.549901114592719	347.09127798251563	3.5958342997529e-8	2.8128804661371377e-5	1.4598938373740886	1.5726794805764641	1.9497830262093514	17.176342693610657	21.982709608851973	20.253449294926433	17.10304594513637
ENSMUSG00000059824.13	Dbp	-5.509161759332728	6.258797300448767	343.14211615488256	3.7704261759226824e-8	2.826562823216704e-5	159.8583751924627	175.14407148686556	185.97216197606338	3.6454824926795664	5.931356973737528	2.598768947187213	3.0706240789530543
ENSMUSG00000037692.15	Ahdc1	-2.4216478171129685	3.924825967202528	339.6914344704668	3.9316317064745966e-8	2.8295167065156376e-5	28.405806686778806	29.112044607115436	27.621926204632476	4.603419498055219	5.350450878371482	5.423517802825488	5.811073525760619
ENSMUSG00000019923.15	Zwint	3.937000565888136	8.404841808266195	320.900399975635	4.975890886851265e-8	3.3510243567886444e-5	32.95632683944485	37.2375552567605	40.57405630730888	688.690183461943	407.490338896772	559.0601697636492	605.9860111082246
ENSMUSG00000036452.19	Arhgap26	4.124931758666725	5.622126574843881	314.85345525920576	5.3831743003710464e-8	3.3510243567886444e-5	4.364150726618286	4.78793530753279	5.060151187067126	78.67057656647546	102.59107384214575	91.11227433861256	57.66499950420978
ENSMUSG00000027438.15	Napb	3.456782111575454	6.526645283477755	310.16115413378185	5.727910009607438e-8	3.3510243567886444e-5	11.834458554032505	12.459116329455766	17.037389776638854	169.43510782581853	126.91269483497153	163.29873134444867	143.9066134206117
ENSMUSG00000030403.10	Vasp	-2.200458208492778	4.561553816608967	308.79254665719185	5.8335642646789804e-8	3.3510243567886444e-5	42.10395950128887	44.01755123969015	42.013181874272924	8.74117517405283	9.70724659361683	10.395075788748851	8.320400730066341
ENSMUSG00000082585.4	Gm15387	-13.659100970608229	3.5435762305058662	1592.162041085043	5.89474973703727e-8	3.3510243567886444e-5	29.67933109810514	23.76493437315546	28.364700690807467	0	0	0	0
ENSMUSG00000026342.11	Slc35f5	2.3781318138682015	5.778935833048069	307.8414494514464	5.90840845698442e-8	3.3510243567886444e-5	15.919055141579157	16.23354708283928	16.248191885077926	82.23623097537372	72.26166086303427	90.22247844908651	90.7815151084024
ENSMUSG00000022816.12	Fstl1	-3.0759509935525946	4.820418526774438	306.8084972607817	5.991043460308339e-8	3.3510243567886444e-5	54.20244140888903	59.09780003677335	57.5650226785618	8.421862838927611	7.016734151921457	6.440427390855267	5.117706798255091
ENSMUSG00000129657.1	Gm66748	7.508519266753458	4.033448086783614	304.91485767214897	6.146276332482506e-8	3.3510243567886444e-5	0.10871549852785765	0.20969059741019522	0.13927021615781082	32.01106159630305	35.45055881983847	30.592030106562518	15.567733905659841
ENSMUSG00000027333.19	Smox	-2.7427906119669534	7.661978267986829	296.0865462645818	6.939219715503668e-8	3.397346477497279e-5	396.28352291954513	322.3818193017243	463.6769729947381	51.12988766192545	61.57604610880093	58.75477619727612	64.03736990461773
ENSMUSG00000026837.17	Col5a1	-4.086544008030933	4.7609874920438875	294.2704338228154	7.11772692635591e-8	3.397346477497279e-5	58.131730141395884	56.214554322383165	61.78955256868206	4.151060356627827	4.2650737001875525	2.1609328745632803	3.2357113950257994
ENSMUSG00000029661.17	Col1a2	-4.108252652618442	7.013419364686023	293.7261139060514	7.172331161171472e-8	3.397346477497279e-5	259.72132598305194	286.1927170320148	293.720885876823	23.017097490276093	16.662832735499755	11.722707750898842	13.487633723143256
ENSMUSG00000084929.3	Foxo6os	-6.080947920173707	3.386265923259274	287.5518919567314	7.829485984159014e-8	3.397346477497279e-5	29.524023243065344	22.33204862418579	19.962064315952883	0.2660936126043479	0.4433230727793513	0.1836086756164879	0.5282794114327836
ENSMUSG00000058056.17	Palld	-2.5331130526256866	5.680692084411707	286.89293505586204	7.903939439343142e-8	3.397346477497279e-5	91.13464933735267	111.04864554514921	89.64359580024423	17.242866096761745	17.916366941289645	13.827145648349356	18.24214842603831
ENSMUSG00000024411.12	Aqp4	-6.068259980638464	3.399434825726697	286.07545098272374	7.997524823715059e-8	3.397346477497279e-5	29.69486188360912	23.939676537663953	18.801479181304458	0.2261795707136957	0.5809060953660465	0.24010365272925338	0.3962095585745877
ENSMUSG00000027947.12	Il6ra	4.989016441350771	7.010725510289314	285.69342489166604	8.041728563135473e-8	3.397346477497279e-5	5.8395753494963545	7.531387290316178	7.4741682671358465	317.02393005682006	158.7708080650463	184.63970894879586	220.87032017372536
ENSMUSG00000028444.18	Cntfr	-2.9643283277940737	3.805395767394603	283.8465786019321	8.259734281206448e-8	3.397346477497279e-5	31.341125147030965	27.277251879776227	24.97579209763407	3.9248807859141315	2.721086446714639	3.6721735123297576	3.962095585745877
ENSMUSG00000019132.12	BC005537	2.3121179572719934	7.1030753844513725	282.01442951643696	8.483269348013324e-8	3.397346477497279e-5	44.82184696448532	38.86265738668951	42.52383933351823	231.70101317523594	195.50547509569392	188.08590255267455	220.40807568872168
ENSMUSG00000004939.8	Nmrk2	-5.807881974275424	5.380137834666626	280.838366744084	8.630704522800095e-8	3.397346477497279e-5	105.08129471992642	74.09067775160231	105.79894087455028	0.944632324745435	2.0637453388004285	2.4292840158489164	1.3372072601892333
ENSMUSG00000117545.4	Gm30794	-5.32060246882828	3.096848223900705	280.7755536082537	8.638667740348807e-8	3.397346477497279e-5	19.661974448038258	18.52266943790058	19.915640910566946	0.41244509953673925	0.5656190928564138	0.25422739700744473	0.7098754591128029
ENSMUSG00000085348.3	Myhas	-3.4105151310837654	5.0594845348101956	279.73058382112725	8.772487310042293e-8	3.397346477497279e-5	64.32851355748377	63.081921387567064	80.173221101513093	4.8029897075084795	8.147972337634284	5.875477619727612	7.197806980771676
ENSMUSG00000001119.8	Col6a1	-4.207712681105897	5.340403023833786	277.45579802161444	9.072771449956482e-8	3.397346477497279e-5	86.50647525716674	86.06051602043429	92.10403628569888	5.00255991696174	6.940299139373293	3.643926023773375	3.499851100742191
ENSMUSG00000070803.7	Cited4	-5.492843167648433	3.405814582749362	276.6494158083634	9.182260402520889e-8	3.397346477497279e-5	26.58870478281319	24.009573403467353	21.54046009907474	0.6120153089900001	0.703202115443109	0.24010365272925338	0.577805606254607
ENSMUSG00000068699.13	Flnc	2.820582185641787	11.429451602977133	276.3661924681973	9.221103088381484e-8	3.397346477497279e-5	591.6297429886014	629.0543180141348	632.2403579510751	4503.315080993463	3557.8511030844097	4855.1218380939545	4536.913111579567
ENSMUSG00000025777.9	Gdap1	-4.178505569784455	3.2093297456835854	274.2937853640831	9.511592375916088e-8	3.397346477497279e-5	23.855286534112764	17.03736103957836	19.497830262093512	1.1575072148289134	1.3758302258669524	0.7061872139095687	1.2051374073310375
ENSMUSG00000023905.16	Tnfrsf12a	2.5826683431009028	5.258973264769315	273.9601348192963	9.559411609061827e-8	3.397346477497279e-5	10.14160293409872	10.449581437608062	9.145410861029577	70.8341196752774	50.9362923620965	56.45260587993093	59.61302983386817
ENSMUSG00000098134.2	Rnf113a2	2.32513071111602	4.602874968568808	272.84112965763126	9.721973859208538e-8	3.397346477497279e-5	6.818014836247073	7.269274043553434	8.03124913176709	37.89173043485914	33.447961491076576	41.49556068932626	34.701353838490974
ENSMUSG00000021182.17	Ccdc88c	-2.8383029866255134	5.41335046075383	272.0078426554396	9.84525274856605e-8	3.397346477497279e-5	87.6712841699652	76.29242902440936	87.55454255787706	13.650602326603048	12.902230118130086	8.770845196756843	11.55611212509214
ENSMUSG00000022094.16	Slc39a14	4.929321428309376	7.959185578062306	270.92898906340884	1.0007745848563571e-7	3.397346477497279e-5	13.853460669549861	12.563961628160863	15.458993993517	475.8685121009856	267.0945078483044	383.8833694812416	572.7704431143883
ENSMUSG00000028834.14	Trim63	5.0099702187176955	12.069472352795115	266.10239131875204	1.0776638627537914e-7	3.5906163367900396e-5	191.27715426701357	184.0733960932497	309.13345646495407	9559.47955621435	6091.366029005854	6223.656163673586	7526.958071557515
ENSMUSG00000054675.6	Tmem119	-4.9811650341839355	0.447063760565154	262.07702605133755	1.1474410289231799e-7	3.752040593524162e-5	3.106157100795933	3.023039445996981	3.110368160857775	0.07982808378130438	0.12229602007706243	0.112989954225531	0.06603492642909795
ENSMUSG00000042834.16	Nrep	-6.761265968567064	5.902768623622396	260.95815075202734	1.1678205493405573e-7	3.752040593524162e-5	167.99650679654803	141.45378216962752	104.26696849681436	0.9313276441152176	1.9108753137041006	0.6214447482404205	1.6343644291201742
ENSMUSG00000020623.12	Map2k6	-3.818552002602014	3.925756616248386	258.7406793987778	1.2095493278807168e-7	3.817931843373659e-5	34.77342874341047	30.527456139634253	31.98572631091055	2.5678033616319573	2.5987904266375765	1.3841269392627547	2.6413970571639176
ENSMUSG00000042485.8	Mustn1	3.920854867260228	7.997281978126618	256.04497029202014	1.2627905530241004e-7	3.8483247072291815e-5	25.48601901203063	29.37415785387818	29.525285825455892	400.7236759015177	305.1897181023093	581.8276455400937	415.9870190401025
ENSMUSG00000033544.7	Angptl1	-4.464396954809574	1.6972500824640429	256.03633616289494	1.2629656835207806e-7	3.8483247072291815e-5	7.874108250517691	7.0421092296923895	6.545700159417108	0.21287489008347832	0.4433230727793513	0.338969862676593	0.29715716893094074
ENSMUSG00000047591.6	Mafa	-3.6143561360059056	5.114621128731733	255.0415862939575	1.2833452780888777e-7	3.8483247072291815e-5	83.71093386645039	65.49336325778431	69.58868467351947	7.490535194812393	6.481689064084309	5.931972596840377	3.896060659316779
ENSMUSG00000087410.9	2310065F04Rik	-3.5649373291837962	5.539425508420868	250.57126547990143	1.3801096777730505e-7	4.0706448069660205e-5	91.58504211696808	100.93107422010729	100.1817088228519	7.131308817796524	10.655040749214065	5.635373966998358	9.558555600611928
ENSMUSG00000110353.3	Gm33543	-5.383027397535031	1.347027008913323	248.9997039518415	1.4162574953338087e-7	4.109887880007401e-5	7.144161331830646	5.137419636549783	5.013727781681189	0.17296084819282614	0.13758302258669525	0.07061872139095687	0.16508731607274485
ENSMUSG00000038463.9	Olfml2b	-3.5932595845415247	1.8789924909255442	247.52049244043388	1.4513561993572717e-7	4.136874332503915e-5	7.377123114390341	7.478964640963629	8.449059780240523	0.7450621152921741	0.4586100752889841	0.6496922367968032	0.7098754591128029
ENSMUSG00000131151.1	Gm67117	-8.233869912193269	1.4140798635171363	246.68963280457436	1.471542670521624e-7	4.136874332503915e-5	6.445275984151561	5.993656242641413	6.267159727101486	0	0.015287002509632804	0.014123744278191375	0.04952619482182346
ENSMUSG00000039405.8	Prss23	-2.633968733530888	5.02114518751699	245.63836349405304	1.4975841191916587e-7	4.1453128419225115e-5	62.60459636654203	56.354348053989966	68.24240591732729	10.457478975350872	12.061444980100282	7.739811864448874	9.93825642757924
ENSMUSG00000028854.10	Slc9a1	2.7067697667854524	6.000711632224775	244.55383503593796	1.525049105022835e-7	4.157376287510735e-5	15.002738796844357	16.984938390225814	14.112715237324828	113.08978535684786	78.55990589700298	100.57518300500078	109.4198730930153
ENSMUSG00000025203.7	Scd2	-1.8800938284529314	4.05345877861176	242.7881346665396	1.5711097770216766e-7	4.172163922309302e-5	28.902791822906156	28.727611845196744	27.668349610018414	7.902980294349133	7.41419621717191	7.160738349043027	8.419453119709988
ENSMUSG00000026042.17	Col5a2	-3.05428498793533	4.402653316298304	242.57251521088617	1.5768516380448675e-7	4.172163922309302e-5	40.923619802986416	41.72842888462885	45.03070322435883	5.082388000743045	6.099514001343489	5.776611409780273	3.516359832349466
ENSMUSG00000050043.17	Tmx2	-2.469883761921596	4.639169529482346	238.9799755722411	1.6764494655597014e-7	4.371402722369587e-5	51.204999806620954	45.9746634821853	43.40588403585104	7.503839875442611	10.655040749214065	7.6268219102233425	8.056261024349949
ENSMUSG00000033327.19	Tnxb	-2.443253156185043	5.856363599107684	237.65359821451983	1.715178011831251e-7	4.4084975412668374e-5	108.18745182072234	105.49184471377905	112.06610060165177	18.48020139537196	24.64264804552808	20.479429203377492	16.244591901558096
ENSMUSG00000052934.15	Fbxo31	2.237669918945427	9.021949680142706	235.1112416387472	1.7925527817192336e-7	4.5424802322102044e-5	165.60476582893517	152.07810577174408	181.56193846439936	869.8334102423529	688.2820009937074	812.4966370915153	768.6465436347
ENSMUSG00000115186.3	Gm49417	3.31874148622702	3.9441447778310383	233.43676727312774	1.8458783577519775e-7	4.581208585377656e-5	1.9724097590054175	2.411441870217245	3.2032149716296487	25.63811957442892	22.83878174939141	21.79293742124929	29.418559724163135
ENSMUSG00000028439.15	Fam219a	2.284762896034441	6.957213324939313	233.04120365040504	1.858760708829307e-7	4.581208585377656e-5	35.65868351713731	37.58703958577749	42.75595636044792	213.52681943435897	164.07539793588887	199.55438290656593	176.21420117604788
ENSMUSG00000022270.17	Retreg1	4.905088732494096	10.344247792239115	231.55642269367132	1.908118270486612e-7	4.6393059354858276e-5	72.66854537312085	63.29161198497726	86.30111061245677	3355.094533244441	1672.2299175262228	1733.237650331089	2116.336848394553
ENSMUSG00000090015.10	Gm15446	2.7584625485700913	3.5506377215342155	228.21784403871004	2.0251531449258376e-7	4.789206671256712e-5	3.0285031732760346	2.6560809005291395	2.414017080068721	21.686629427254353	18.451412029126793	15.154777610499345	18.159604768001934
ENSMUSG00000026173.17	Plcd4	-6.034506359715224	6.130938528836883	227.74160905604074	2.0425628811542225e-7	4.789206671256712e-5	146.87463851113569	145.26316135591273	188.8968365153774	2.2085769846160876	3.0574005019265607	1.0451570765861617	3.483342369134917
ENSMUSG00000020695.15	Mrc2	-2.549760078370495	3.0171205695357894	227.5497988045571	2.049627132540945e-7	4.789206671256712e-5	15.064861938860275	15.761743238666341	15.366147182745125	3.16651398999174	2.3694853889930845	2.740006389969127	2.2286787669820556
ENSMUSG00000021903.12	Galnt15	2.6667063732178926	6.142771924995066	225.50544255196544	2.126828610124075e-7	4.905884660686199e-5	16.338386350186607	16.18112443348673	19.729947289023197	134.64336797780004	91.58443203521013	102.99034327657151	112.67209321964837
ENSMUSG00000070348.6	Ccnd1	-4.0001277963977815	2.124327266495109	224.08139328339877	2.182736348756251e-7	4.9214192971356566e-5	7.920700607029629	10.711694684370805	9.656068320274883	0.8115855184432611	0.4280360702697185	0.4943310497366981	0.610823069469156
ENSMUSG00000097577.5	6230400D17Rik	2.3402201552522843	3.27282819120898	223.51889498741303	2.2053195920809626e-7	4.9214192971356566e-5	2.842133747228279	3.1977816105054773	2.5997107016124685	15.007679750885222	14.797818429324554	13.163329667274361	15.60075136887439
ENSMUSG00000033416.16	Gucd1	2.4235279581430516	8.117022572984965	222.60843191163872	2.242488495915038e-7	4.9214192971356566e-5	75.93001032895658	74.63237846157865	87.78665958480674	469.09642966020493	395.93336499948964	355.7347471348062	483.8544146776079
ENSMUSG00000006542.14	Prkag3	-3.662091843759173	6.576016169065122	222.5965956212387	2.2429767805976202e-7	4.9214192971356566e-5	184.070869793167	192.8804011844779	227.42826298570506	18.99908393995044	18.97117011445431	9.6606410862829	16.013469659056252
ENSMUSG00000121001.2	Gm57461	-6.499336338477703	-0.11685338952428824	220.43313047776172	2.3344778105789884e-7	5.060472863606887e-5	1.6617940489258243	1.887215376691757	3.0639447554718378	0.013304680630217395	0.030574005019265608	0.02824748855638275	0.016508731607274486
ENSMUSG00000051373.6	Plpp7	-2.094816773262623	6.363458000735389	219.29333210630946	2.384540344659828e-7	5.1074583191809073e-5	146.53296123004813	137.97641309590844	154.77563355671376	38.836362759604576	36.5817970055513	28.233364812104558	33.44669023633811
ENSMUSG00000052135.9	Foxo6	-5.296697871769307	2.561074342582335	217.9745365006357	2.44413211230722e-7	5.173508819368411e-5	15.872462785067219	14.50359965420517	9.563221509503009	0.5587965864691306	0.25987904266375766	0.225979908451062	0.29715716893094074
ENSMUSG00000064120.15	Mocs1	3.6251252224731108	7.096287762739134	217.13688442966455	2.4829400549788044e-7	5.1897048156773905e-5	17.59637997600896	20.007977836222793	17.223083398182602	256.87346892760723	142.59715940985478	261.54349654354786	241.4897259512112
ENSMUSG00000032177.19	Pde4a	-5.3171630412391275	5.316307796215054	215.7968368938157	2.5466210891833825e-7	5.1897048156773905e-5	100.18909728617282	87.7904634490684	81.98373391156463	1.2905540211310873	3.6230195947829746	1.5536118706010513	2.57536213073482
ENSMUSG00000030739.20	Myh14	2.577699326352165	7.68813491952932	215.64426709141702	2.553998803560235e-7	5.1897048156773905e-5	52.16790850786769	50.02868169878241	58.91130143475397	320.81576403643203	294.4276683355278	398.98165211462816	267.83766159642124
ENSMUSG00000086841.4	2410006H16Rik	5.088056046388446	6.775162656472005	215.23597121163348	2.57387285199498e-7	5.1897048156773905e-5	5.606613566936659	4.962677472041287	5.988619294785865	236.3443467151818	96.65971686840822	214.56792307428336	202.03385740982517
ENSMUSG00000038375.16	Trp53inp2	-2.3047183691904873	8.218399764675226	214.7858222709187	2.5960061883668584e-7	5.1897048156773905e-5	586.8307302678717	525.9913893870239	528.9947043727514	89.32762575127958	132.3854417334201	104.3179752387215	117.0469070955761
ENSMUSG00000040488.20	Ltbp4	-2.133719429872639	5.930952896611988	212.72993864631988	2.700134606576604e-7	5.317007491128967e-5	111.2780781360143	115.45214809076332	100.78521309286909	22.059160484900442	26.538236356722546	21.736442444136525	29.18743748166129
ENSMUSG00000079278.4	Tmem233	-5.761760470951669	6.504718295071259	212.37196291960717	2.718789957669325e-7	5.317007491128967e-5	204.66469137144404	189.2457641627012	226.68548849953007	3.6188731314191314	4.677822767947638	1.581859359157434	5.381846503971483
ENSMUSG00000031382.15	Asb11	2.1360683281660418	8.023197932941093	211.78186868728238	2.7498909313003104e-7	5.320004046876902e-5	80.62030755115845	89.04860703352956	95.72506190580197	419.9755487734423	416.3568003523591	391.8632849984197	327.0214644085003
ENSMUSG00000091712.3	Sec14l5	-5.1329378909784555	4.877620322721505	210.12707420639794	2.839483335895011e-7	5.4348919339811745e-5	72.80832244265667	68.02712464315749	57.47217586778993	1.0909838116778263	3.2255575295325216	1.6242305919920081	1.6013469659056252
ENSMUSG00000071036.4	Gm10309	8.6160971420606	4.50190000206577	209.03166839090838	2.9007792117247183e-7	5.492437361684071e-5	0.13977706953581698	0.0349484329016992	0.13927021615781082	19.850583500284355	40.18952959782464	61.31117391162876	36.40175319404024
ENSMUSG00000028124.17	Gclm	2.3788511542341784	5.472871237083997	208.46381595615685	2.9331984040758234e-7	5.492437361684071e-5	12.036358765584241	11.428137558855639	15.73753442583262	66.17748145470132	64.98504766844906	62.61055838522237	77.47547743293916
ENSMUSG00000001506.11	Col1a1	-5.2478803099477505	6.562857519765205	207.686119923044	2.978327876836849e-7	5.492437361684071e-5	207.16514783758475	218.39275720271831	213.96547542378335	9.007268786657177	6.359393044007247	3.841658443668054	3.2026939318112504
ENSMUSG00000004393.11	Ddx56	2.4385704080796216	6.327651341994429	207.22290594452042	3.0056161575383695e-7	5.492437361684071e-5	23.560201609537152	22.873749334162127	21.81900053139036	108.51297522005308	104.47137515083058	151.94324094478281	128.58651048906097
ENSMUSG00000087080.3	Gm12199	-6.659135008513414	1.141151023951831	206.94420283885984	3.022183741700328e-7	5.492437361684071e-5	5.0785668598013505	4.875306389787039	5.431538430154622	0.013304680630217395	0.07643501254816402	0.02824748855638275	0.08254365803637242
ENSMUSG00000042451.13	Mybph	-6.4024271833239395	6.832165437372755	206.24920989789715	3.063992182141096e-7	5.5127347341082595e-5	189.92597592816733	184.77236475128367	411.0328312870856	3.1132952674708703	4.876553800572864	1.8925817332776442	2.4928184726984473
ENSMUSG00000031379.14	Pir	2.378917918197757	3.428887714159792	204.04848493751905	3.201182786914518e-7	5.613871333853685e-5	2.9663800312601163	3.023039445996981	3.4817554039452703	14.036438064879352	18.390264019088264	15.507871217454129	17.54878169853278
ENSMUSG00000038248.9	Sobp	-2.8497205516129	4.308501288516821	203.3321715139608	3.24746811269537e-7	5.613871333853685e-5	35.115106024498026	36.25899913551292	45.819901115919755	4.869513110659566	7.291900197094847	4.872691775976024	4.622444850036856
ENSMUSG00000045795.11	Whamm	2.588565903599569	5.509657076296955	203.3315904757899	3.2475059916387726e-7	5.613871333853685e-5	11.415127345425054	12.319322597848968	11.559427941098297	88.35638406527372	56.9440843483822	63.24612687774098	74.6029581332734
ENSMUSG00000029416.18	Slc15a4	3.142342244039371	6.1761929847088854	203.21784068969902	3.254932080021127e-7	5.613871333853685e-5	13.744745171022004	12.162054649791322	13.694904588851395	155.265622954637	93.78576039659725	122.77770901031762	94.26485747753732
ENSMUSG00000045246.13	Kcng4	-5.944152491255858	5.102378294217849	202.89361624159253	3.276214373358365e-7	5.613871333853685e-5	83.22947951582702	79.08830365654529	73.16328688823661	1.317163382391522	1.63570926853071	0.43783607262393265	1.7169080871565465
ENSMUSG00000024330.18	Col11a2	-2.6022750888306163	2.101102433306433	202.0064297047448	3.3353354679644734e-7	5.661259975435547e-5	8.77489380974851	7.304222476455133	8.588329996398333	1.3437727436519569	1.3605432233573196	1.1863945193680756	1.5188033078692527
ENSMUSG00000127806.1	ENSMUSG00000127806	-5.358538330327746	0.8361142237880281	201.11001194456085	3.3964170432061126e-7	5.7110593870434e-5	4.62817408018594	4.141389298851355	3.3424851877874593	0.09313276441152177	0.12229602007706243	0.04237123283457413	0.1320698528581959
ENSMUSG00000042129.9	Rassf4	3.517505877869487	5.101080507344763	200.06593964438042	3.4693130923332516e-7	5.779618625672209e-5	4.612643294681961	4.560770493671746	5.61723205169837	55.49382290863675	48.06233589028554	78.78224558375149	42.62554500998272
ENSMUSG00000032243.9	Itga11	-3.159378174183182	1.5069666218840923	198.99008771700662	3.5464621175325415e-7	5.853940038407843e-5	6.227844987095846	4.770461091081941	6.4064299432592975	0.7583667959223915	0.5656190928564138	0.6496922367968032	0.610823069469156
ENSMUSG00000029185.15	Fam114a1	-3.0086402860131427	1.9831726967306595	196.34593559761194	3.7452785178523e-7	6.125913735745326e-5	7.874108250517691	8.108036433194215	7.799132104837406	0.7184527540317394	1.161812190732093	1.016909588029779	1.0400500912582926
