Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Mel_1	CPM_Mel_2	CPM_Mel_3	CPM_Mel_4	CPM_Mel_5	CPM_Mel_6	CPM_Mel_7
ENSMUSG00000031765.9	Mt1	5.792088087981278	8.062347425348591	92.62481073328674	2.6160019352027985e-7	2.908176651340761e-4	11.06795001131814	8.039355393915992	5.310121931943067	8.836355966233114	7.523968939021159	594.9254684908884	670.9277730552831	456.15750217583565	547.7385166892263	35.745381532539604	452.35164704967053	408.46057992607325
ENSMUSG00000079012.12	Serpina3m	6.206832584859087	2.375791239650475	90.15782276942414	3.058161119112271e-7	3.199735989744115e-4	0.21732300162476015	0.05142444814871637	0.1259317454215747	0.07213351809169889	0.10748527055744513	10.080313686358643	13.294156923936917	8.897593221717752	11.817047497365031	0.9131425844355217	10.344157446144916	5.776696475088838
ENSMUSG00000121484.2	Serpina3h	3.2508649746948	2.2050333338825814	87.93050891272934	3.532768297336985e-7	3.4909638724851637e-4	0.8692920064990406	0.4799615160546861	0.48273835744936977	0.64920166282529	1.32565167020849	8.615785886485826	10.26662626031205	5.327221419372413	8.384657495450858	4.084237741293424	9.950094305339396	4.364615114511566
ENSMUSG00000053113.4	Socs3	3.9170502637243847	5.825355149654221	84.57916122157506	4.4164218566492416e-7	3.66385597480624e-4	7.683920414589734	3.9596825074511606	3.798940986884171	10.206892809975393	5.015979292680773	127.55413933573139	58.452324693747435	147.70288110892926	119.47503648729297	73.84833119216728	92.03016267562263	30.135099945046772
ENSMUSG00000035673.11	Sbno2	2.1459191297942874	5.037084311426328	83.38845945125485	4.789937508269616e-7	3.66385597480624e-4	10.959288510505761	9.822069596404827	9.843664767119757	11.95613062369909	12.092092937712577	66.07513190702782	50.41887699224779	56.71507271741427	54.956236967917334	19.67407204647442	44.46345772088958	46.502406624465145
ENSMUSG00000052837.8	Junb	2.4440905575414997	5.3663120633941075	83.35728952126264	4.800193646612095e-7	3.66385597480624e-4	8.739489279624284	9.410674011215097	8.500392815956294	15.34640597400894	15.370393689714653	96.84579578733435	58.34741026480994	66.64694031044635	52.10646667112512	31.661143791246175	57.927281698411534	73.5886945409928
ENSMUSG00000031762.8	Mt2	6.990752355540664	8.013297713939671	83.0828385317754	4.891600002951366e-7	3.66385597480624e-4	4.222275460138197	2.279817201259759	1.930953429797479	5.013279507373073	3.833641316548876	630.2922568495192	468.80263181941694	624.432525574469	626.2275234857656	19.175994273145953	417.26360822044563	296.36057555115485
ENSMUSG00000071713.7	Csf2rb	3.036934069824056	4.4515167360087045	82.12602676827174	5.226334436433291e-7	3.66385597480624e-4	5.495167326797507	2.862627613611878	3.673009241462596	3.0837078984201276	5.840033033621185	46.94279001081699	34.1721282824985	32.48754977292804	51.28319969649626	21.267920921125512	40.88405085857276	14.008488952090431
ENSMUSG00000001227.13	Sema6b	1.9779776378158755	3.431251206190316	81.8733321079886	5.319096693306366e-7	3.66385597480624e-4	5.681444185333015	3.6511358185588625	3.714986489936454	3.336175211741074	3.3857860225595213	20.113887123785176	18.89958498431167	13.643920816105409	16.617327241739464	9.695913987460811	19.341932494537637	10.863398648986509
ENSMUSG00000071714.8	Csf2rb2	3.179931754416807	4.282446778414202	81.48838870408191	5.464079103608773e-7	3.66385597480624e-4	3.3995526682730337	2.194109787678565	3.693997865699525	2.2361390608426657	5.499663010189275	41.75462237935265	30.949756536561143	30.362328462008193	45.507665228330715	19.624264269141573	35.5806177552318	12.163155355881498
ENSMUSG00000059866.14	Tnip2	1.2017633015741356	3.101613003260714	81.2939043958391	5.539057640819995e-7	3.66385597480624e-4	4.843198321923226	4.525351437087041	5.079247065336847	4.995246127850148	4.854751386844605	14.785498745524501	12.72462145256194	11.093655243001594	10.981114876972649	7.853026226145486	10.475511826413424	10.333868138770033
ENSMUSG00000037820.16	Tgm2	1.4280530104913274	7.089848518928502	81.23603509187802	5.561596183716674e-7	3.66385597480624e-4	71.04909845975195	61.38364960685111	74.04786630788594	70.61871421177321	65.70932873411812	231.28633179906348	193.2224025517415	214.250644424866	213.97341952892265	122.69315816324554	180.6451114642641	135.3351613080535
ENSMUSG00000005125.14	Ndrg1	0.8578250037789142	5.2607419015538515	80.27944134419396	5.949922854878476e-7	3.7796884935615513e-4	28.112282567317187	22.986728322476218	24.493724484496283	25.39099836827801	28.949366203471886	53.76686635490522	48.09577178006039	46.854045834746195	48.31943858783236	41.12462148448704	51.65511004059033	39.87525205721045
ENSMUSG00000022871.14	Fetub	5.753636232949181	1.8469493780276276	79.21310481603878	6.420166066030786e-7	3.9377756488444683e-4	0.10866150081238007	0.1714148271623879	0.06296587271078735	0.10820027713754835	0.08957105879787094	11.186499577751942	1.7685575163749223	7.594124151020248	10.85445841933744	2.125131832868123	6.190075170153387	2.3106785900355353
ENSMUSG00000138479.1	Gm69738	4.306101851103456	-0.6090562300750054	78.6164787112111	6.701909349872985e-7	3.9735620535396926e-4	0.04656921463387717	0.01714148271623879	0	0.09016689761462361	0.08957105879787094	1.1217659743706683	1.273960922812444	1.2184602182607114	1.35522409669674	0.6142959204384418	0.9687385544802383	0.5455768893139458
ENSMUSG00000004791.8	Pgf	1.7800610678771356	2.139339665411789	77.57430301022971	7.228973392964833e-7	4.0492808730885186e-4	1.6764917268195783	2.039836443232416	1.574146817769684	1.8394047113383218	1.8809922347552896	8.039322816323121	6.339829062937222	5.072194862062031	6.78878612924722	3.685775522630651	8.50519612238582	4.94228476202045
ENSMUSG00000047793.14	Sned1	2.2070762539632787	5.514889702288561	77.46883499032651	7.284926515929195e-7	4.0492808730885186e-4	14.88662561129607	14.535977343370494	17.042762880386444	13.308634087918445	13.668543572555105	97.68712026811235	52.66704332662269	78.2789849522143	94.18174189754166	39.96244001338728	74.41225642210915	37.532480708979975
ENSMUSG00000037936.16	Scarb1	1.8826605148161175	5.554408680764204	73.67917650652977	9.670303888397082e-7	5.212293795846027e-4	22.523976811251927	16.28440858042685	19.981170273556522	14.985738383550444	17.645498583180576	90.41122151768039	59.756261167684876	81.89186118077805	80.26219720343215	42.07096925381112	77.17069840774779	40.43687532562186
ENSMUSG00000021922.18	Itih4	4.805052302841694	1.3264449364792437	72.51360205840899	1.0577228375591792e-6	5.533445915195623e-4	0.20179993008013442	0.06856593086495516	0.16790899389543296	0.10820027713754835	0.1791421175957419	4.409163482595821	7.943521048124651	4.661318741950861	6.117506903780611	0.8799373995469572	2.824119175772898	1.9416118707937482
ENSMUSG00000026072.13	Il1r1	1.8031968333335893	3.742994764651639	70.86702959744213	1.2030810774478185e-6	5.970361351811126e-4	4.361983104039829	5.588123365493845	5.499019550075429	5.301813579739869	6.467030445206282	26.439400812597555	15.9320054229368	17.18595633430515	27.231138391570006	12.534957295433069	20.803249975024777	12.821056898877726
ENSMUSG00000006522.18	Itih3	4.450055324021237	0.4568427896367081	70.25395391328821	1.2629944499565925e-6	5.970361351811126e-4	0.15523071544625724	0.08570741358119395	0.1259317454215747	0.05410013856877417	0.07165684703829675	2.3681726125602993	3.5521028083123443	1.856026611536665	3.761696791765717	0.4814751808841841	2.2166051670310534	1.1713856741152366
ENSMUSG00000136158.1	Gm32796	-3.600581059078743	-1.3253234535313625	70.11087776106815	1.2774673774298544e-6	5.970361351811126e-4	1.0866150081238006	0.8570741358119395	0.9444880906618104	0.522968006164817	0.6449116233446708	0.015580082977370392	0.04496332668749803	0.08500885243679382	0.037996937290562804	0.01660259244428221	0.0820964876678168	0.17651017007215894
ENSMUSG00000058624.14	Gda	2.137958723512695	5.358914115807727	69.8381910314502	1.305583912282662e-6	5.970361351811126e-4	12.402934164155953	12.170452728529542	14.020400990268651	13.93980237122081	16.15861900713592	72.71224725538762	75.65829103949667	50.04187780112596	82.36469440017663	30.283128618370753	76.87515105214365	35.31808039352926
ENSMUSG00000030341.18	Tnfrsf1a	1.2353618880348687	5.480155416615671	69.80486378579587	1.3090689420398826e-6	5.970361351811126e-4	25.38022197546306	22.79817201259759	26.025894053792108	23.046659030297796	27.319172933350636	72.96152858302554	56.08425615487254	62.67986053006264	66.65929365341067	43.56520257379652	67.81169881361667	40.83803480305859
ENSMUSG00000021993.11	Mipep	-0.7780918548815182	5.348242546509554	68.5478687972661	1.4486930928227628e-6	6.395287559888261e-4	51.83153588750529	57.92107009817087	56.2914902034439	54.37063926161804	48.52959965668647	27.311885459330295	30.30528218737367	34.187726821663915	26.99049112206311	36.7747422640851	29.02931803934002	34.96506005338494
ENSMUSG00000029321.2	Slc10a6	2.92008633660769	2.4701943845658128	68.33377855318642	1.4741484789757615e-6	6.395287559888261e-4	2.14218387315835	1.302752686434148	0.9864653391356686	0.5770681447335911	0.6449116233446708	11.451360988367238	11.465648305311998	5.936451528502769	9.20792447007972	4.897764771063252	10.426253933812733	6.932035770106605
ENSMUSG00000041119.13	Pde9a	1.8379734261304537	1.626933802523845	66.6750082692467	1.6898434215945324e-6	6.820591923514008e-4	1.2107995804808065	1.1656208247042377	1.1753629572680306	1.172169668990107	1.3614800937276383	4.845405805962192	6.38479238962472	3.0178142615061807	4.74961716132035	3.137889971969338	5.582561161411542	2.776023583862136
ENSMUSG00000021108.19	Prkch	1.0988899233094724	3.714847185806152	66.42232303499871	1.725799231838453e-6	6.820591923514008e-4	8.832627708892037	6.908017534644232	8.416438319008577	7.231385188692814	7.900167385972217	20.145047289739917	19.42415712899915	17.228460760523546	18.529839752031126	12.667778034987327	17.174585220107275	12.644546728805567
ENSMUSG00000084843.3	B230312C02Rik	-2.3042864604226416	2.0437591256968717	65.87872755009097	1.8061818002658635e-6	6.820591923514008e-4	10.819580866604129	10.730568180365482	5.205178810758421	4.941145989281374	6.628258351042449	1.152926140325409	1.4688020051249355	0.9917699450959279	2.3304788204878517	1.5440410973182457	1.0179964470809284	2.3427713482304733
ENSMUSG00000060459.15	Kng2	4.530524553021065	0.3866643265780915	65.5680821952141	1.8540527826287653e-6	6.820591923514008e-4	0.09313842926775434	0.06856593086495516	0.1049431211846456	0.09016689761462361	0.08957105879787094	4.315682984731598	1.1690464938749487	2.238566447502237	3.25507096122488	0.4814751808841841	2.2001858694974903	1.0269682622380156
ENSMUSG00000120551.2	Gm56648	-1.3957540700304707	2.3075763133439025	65.43120817569225	1.8756084499424151e-6	6.820591923514008e-4	7.435551269875722	9.307825114917662	6.7373483800542475	6.9789178753718675	8.115137927087106	2.1344713678997436	2.817701805749876	3.357849671253356	1.8491842814740562	3.8351988546291906	3.2510209116455453	3.289507714981144
ENSMUSG00000026822.15	Lcn2	6.4989105148940105	4.937030851782727	65.42480252082049	1.8766243033275622e-6	6.820591923514008e-4	0.49673828942802317	0.7028007913657904	0.18889761813236208	0.8295354580545372	0.6269974115850966	90.69166301127305	73.73985576749676	38.438169443503604	71.77621454187313	1.8428877613153254	41.55724205744886	46.11729352612589
ENSMUSG00000027371.11	Fahd2a	-0.9217331147324807	3.9653030505274587	65.03798066656775	1.9391617057957746e-6	6.820591923514008e-4	20.381792938093575	22.026805290366845	22.122009945723292	21.892522740830614	21.17459829981669	11.52926140325409	8.737873152937116	12.184602182607113	8.840620742937611	13.298676547870052	11.280057405558027	13.655468611946114
ENSMUSG00000131653.1	Gm10510	-2.5691677139308555	-2.616711741628385	64.99184704102193	1.946779268405619e-6	6.820591923514008e-4	0.21732300162476015	0.25712224074358186	0.39878386050165326	0.25246731332094613	0.21497054111489025	0.062320331909481566	0.014987775562499342	0.04250442621839691	0.037996937290562804	0.03320518488856442	0.03283859506712672	0.08023189548734497
ENSMUSG00000025491.15	Ifitm1	2.3684927674151743	1.4607788920815763	64.96863661748215	1.950624804316089e-6	6.820591923514008e-4	0.6674920764189062	0.5485274469196413	0.5876814786340153	1.29840332565058	0.8419679526999868	4.533804146414784	4.901002608937285	5.157203714498825	5.357568157969355	2.4239784968652027	3.842115622853826	2.3427713482304733
ENSMUSG00000022687.13	Boc	1.0400350216898353	2.7337602005239554	64.9171668289168	1.9591836772517892e-6	6.820591923514008e-4	4.268844674772074	4.319653644492175	3.526088871804092	3.985376874566364	4.353153457576528	10.033573437426533	8.88775090856211	8.090009123568212	8.52397959884959	5.877317725275903	9.703804842335945	7.798540241369931
ENSMUSG00000024529.15	Lox	2.9174312805661073	4.289788333304353	64.71050097514758	1.9939887559606928e-6	6.820591923514008e-4	2.79415287803263	5.211010745736592	3.3581798779086593	4.075543772180987	4.783094539806308	38.28026387539905	44.15398680712306	24.921761906053387	35.22316086835172	7.487769192371277	35.62987564783249	28.2576735906429
ENSMUSG00000079018.11	Ly6c1	1.1079512343675713	6.301695396082599	64.351549401614207	2.0561492853664612e-6	6.863259942046811e-4	54.53255033627017	39.065439110308205	42.6698730736769	46.81465324151258	52.41698360851407	122.2880712893802	100.29819406424559	120.61339346573763	97.67746012827344	84.8392473902821	110.32126012801221	74.6317091823283
ENSMUSG00000071637.6	Cebpd	3.9137228860040585	6.096289329975959	64.19680271585806	2.0836343220921335e-6	6.863259942046811e-4	12.387411092611329	7.113715327239098	5.520008174312358	5.6444477906754384	6.413287809927559	84.55311031818911	244.43563164880177	54.929886816241606	63.7715264193279	38.43500150851332	131.94547497971516	165.34189022032052
ENSMUSG00000041479.15	Syt15	2.0880666218464645	2.054162066426927	63.89290225216878	2.1388532471469648e-6	6.917051401273284e-4	1.459168725194818	1.3370356518666255	1.19635158150496	1.7312044342007735	1.3614800937276383	6.886396675997713	6.744499003124704	5.922283386429969	9.35991221924197	3.9846221866277305	6.518461120824654	2.808116342057074
ENSMUSG00000002985.17	Apoe	1.9957414605220625	7.9390979849835865	62.59656788265294	2.3941617956079633e-6	7.604456403299794e-4	98.959581096989	66.57751886987145	77.51098930697924	77.615665466668	126.58182029315121	459.6903482473134	269.60010681823815	336.5783830814123	466.15909232638796	268.9786001898161	494.12233997505575	202.1362374908169
ENSMUSG00000022895.17	Ets2	0.9639150538126986	6.093355154323312	62.29480520453149	2.4585304856252693e-6	7.671909078564327e-4	42.79710824853312	39.476834695497935	40.48705615303627	52.964035658829914	43.76441932863974	89.7724381156082	92.42961189393344	107.08281778621462	86.3923697529763	71.17531380863784	84.98628403372395	67.55525600034447
ENSMUSG00000120992.3	D17H6S56E-5	2.945626141345521	3.136631415717722	61.96699440651774	2.5307281353751092e-6	7.719558640310279e-4	2.126660801613724	0.9427815493931334	1.1123970845572433	1.6410375365861498	3.063330210887186	16.34350704326154	24.100343104498943	9.747681746085691	14.80613989755597	6.9066784568214	15.516236169217375	8.697137470828196
ENSMUSG00000091553.2	Serpina3e-ps	5.5895231786434065	-0.9930280895203152	61.532464777799134	2.630230120270642e-6	7.719558640310279e-4	0	0.03428296543247758	0	0	0.035828423519148375	0.8413244807780011	0.9742054115624572	1.005938087168727	1.0639142441357585	0.1328207395542577	0.8538034717452947	0.5616232684114147
ENSMUSG00000050493.9	Fam167b	3.058286998452601	-1.0528393270081633	61.09582397219842	2.7347867797115895e-6	7.719558640310279e-4	0.062092286178502896	0.06856593086495516	0.08395449694771648	0.07213351809169889	0.1253994823170193	0.8569045637553715	0.659462124749971	0.6233982512031546	1.1145768271898422	0.28224407155279757	0.9523192569466749	0.3851130983392559
ENSMUSG00000020227.11	Irak3	1.1559879387718968	2.882813220017845	61.05403509698088	2.7450423099592365e-6	7.719558640310279e-4	4.532736891030711	3.7882676802887727	3.714986489936454	4.742778814529202	4.586038210450992	12.915888788240055	10.836161731687024	8.38754010709699	8.94194590904578	8.367706591918234	10.245641660943537	6.996221286496482
ENSMUSG00000045092.9	S1pr1	1.1399980656171131	5.317418590847065	61.02264086894437	2.752776032738105e-6	7.719558640310279e-4	26.265037053506724	21.581126739744636	24.829542472287148	18.646514426704165	25.688979663229386	64.92220576670242	60.94029543712232	53.5839133193257	55.158887300133664	43.03391961557949	46.30241904464867	37.083182094250844
ENSMUSG00000031608.14	Galnt7	0.8764539335220701	2.393695631149047	60.915202797413535	2.779433300148791e-6	7.719558640310279e-4	3.8031525284333023	3.7025602667075788	3.0853277628285807	3.642742663630794	3.2962149637616505	7.244738584477232	7.209120045562184	5.978955954721165	7.308077605551579	5.229816619948896	6.042301492351316	6.06553129884328
ENSMUSG00000037872.6	Ackr1	1.735221254719504	3.0096337554197694	60.244149966417865	2.9528301103235938e-6	7.719558640310279e-4	3.9118140292456824	2.451232028422147	2.6865439023269273	3.191908175557676	4.729351904527586	14.022074679633352	10.626332873812034	13.020522564902253	12.197016870270659	12.900214329207278	10.574027611614804	5.840881991478714
ENSMUSG00000034845.7	Plvap	1.95626749577664	5.516048471139258	60.182807584506776	2.9692936808629873e-6	7.719558640310279e-4	16.066379048687626	16.215842649561896	17.14770600157109	14.949671624504596	20.905885123423076	84.98935264155548	62.60393852455975	84.38545418559066	88.7608455107547	34.7160208009941	72.29416704027948	35.57482245908876
ENSMUSG00000052560.16	Cpne8	1.626465854603256	2.925267604264839	60.171043814700624	2.9724630184168467e-6	7.719558640310279e-4	3.772106385344051	3.2911646815178477	3.043350514354722	3.0476411393742784	3.8694697400680247	13.274230696719574	10.821173956124525	10.71111540703602	13.818219528001338	5.810907355498774	12.117441579769759	7.076453181983826
ENSMUSG00000028420.14	Tmem38b	1.0874842118558925	6.462292284017651	60.134714340861635	2.982275377975116e-6	7.719558640310279e-4	59.45336401591652	51.71585335489243	46.9935296664843	53.937838153067844	53.957605819837454	120.82354348950739	126.18208246068197	110.19980904223038	101.4644882115662	74.0143571166101	144.473398997824	114.4267293440514
ENSMUSG00000051748.3	Wfdc21	2.7650671436891274	1.8851395314379784	60.047093397778134	3.0060952841774468e-6	7.719558640310279e-4	1.1642303658469293	0.891357101244417	0.6506473513448027	0.6852684218711395	0.7523968939021158	8.35092447587053	5.515501406999758	5.426398413882006	8.29599797510621	2.8722484928608227	7.076717236965808	2.1020756617684384
ENSMUSG00000029095.18	Ablim2	0.6295139957783836	6.138396667048043	60.004693557085766	3.0177004650725694e-6	7.719558640310279e-4	47.29879899647458	58.28104123521189	55.76677459752067	54.33457250257219	51.198817208863026	73.53799165318824	90.25638443737104	86.26981708127293	76.51316605742996	86.89796885337309	79.4529807649131	85.09394835387808
ENSMUSG00000056708.6	Ier5	0.8462923790031011	3.8731464465732395	59.93097784754171	3.0380002519914518e-6	7.719558640310279e-4	11.968288160906432	9.20497621862023	10.137505506436765	9.8462252195169	8.706306915153055	20.955211604563175	17.98533067499921	19.637044912899373	18.200532962179583	15.706052452290972	18.61948340306085	14.425694808624625
ENSMUSG00000054203.8	Ifi205	3.844768838893847	3.5263132395501575	59.74901703348562	3.0887860856838688e-6	7.738061705078729e-4	1.521261011373321	1.062771928406805	0.8605335937140939	0.8115020785316125	2.2392764699467733	30.832984212216004	11.720440489874486	18.659443109876243	32.20873717663373	5.893920317720185	24.152786671871702	7.718308345882586
ENSMUSG00000058248.13	Kcnh1	3.1447470430814843	0.05020242371204222	59.55165325294373	3.144981094505884e-6	7.76050572675558e-4	0.20179993008013442	0.13713186172991032	0.1259317454215747	0.18033379522924722	0.23288475287446445	2.38375269553767	1.2439853716874454	1.445150491425495	2.4318039865960195	0.5146803657727486	2.10167008429611	0.8985972294582637
ENSMUSG00000022584.15	Ly6c2	1.1430021787368478	3.8499717380861953	59.413545911448885	3.185005442475726e-6	7.76050572675558e-4	10.400457934899235	7.336554602550202	7.9966658342699946	8.674055550526791	7.756853691895623	23.681726125602996	18.614817248624185	22.42816890124077	17.605247611294097	15.025346162075401	19.670318445208906	13.382680167289141
ENSMUSG00000031722.11	Hp	4.939149979405725	6.830597859856229	59.173327462492274	3.2560298248269464e-6	7.823379659272901e-4	8.987858424338294	4.919605539560533	3.714986489936454	5.301813579739869	8.097223715327532	290.662028025822	152.39570191949332	229.96311398360007	212.89683963902337	19.30881501270021	355.42853370904606	73.5886945409928
ENSMUSG00000031958.17	Ldhd	-0.8412307210483441	5.357902203262945	59.031642038588835	3.2987770531594287e-6	7.823379659272901e-4	55.89858063219723	59.53236947349732	59.50274971169405	52.72960172503189	48.40420017436946	31.970330269564045	25.089536291623897	35.27867376126944	25.559273150785245	30.997040093474887	29.012898741806456	37.82131553273442
ENSMUSG00000085730.9	Gm13307	-1.0822853844052136	3.379694954187329	58.28474576252933	3.5351040404016817e-6	8.180596855447262e-4	17.35479398689156	16.490106373021717	12.551197293683613	15.544773148761111	13.04154616097001	7.13567800363564	7.194132269999685	6.205646227885949	5.6488780105303364	5.844112540387338	7.618554055573399	9.948755040430777
ENSMUSG00000022952.18	Runx1	1.7755935720885874	2.142736643029812	58.26569048173637	3.54138392010704e-6	8.180596855447262e-4	1.4125995105609408	1.9369875469349833	1.7210671874281878	2.0558052656134183	1.9347348700340123	7.914682152504159	7.2690711478121814	4.547973605368469	8.080681997126355	3.0050692324150803	6.666234798626724	5.953206645160996
ENSMUSG00000053205.10	Styx	-0.8000748541532405	4.96733055218837	58.120658128463425	3.5896047312687875e-6	8.18567940449717e-4	44.39598461762957	47.499048606697684	38.786977589845016	35.85035849157435	41.3639149528568	23.899847287286182	20.638166949561594	22.343160048803977	22.848824957391763	28.0915864157255	20.737572784890524	28.610693930787217
ENSMUSG00000068854.8	H2bc21	-0.74701651852671	2.4186945132056863	57.54794370718837	3.787566692912177e-6	8.52777832491505e-4	7.575258913777353	6.959441982792948	6.947234622423538	6.2395493149319545	7.076113645031804	3.536678835863079	3.6270416861248407	4.307115190130887	4.420310371468806	4.698533661731866	3.9406314080552063	4.492986147291318
ENSMUSG00000050896.13	Rtn4rl2	3.6674455674541435	0.06936318967818958	57.3924852498554	3.8434546809277895e-06	8.545441051207825e-4	0.15523071544625724	0.1714148271623879	0.1049431211846456	0.10820027713754835	0.08957105879787094	2.2123717827865956	1.6936186385624257	1.9835398901918557	2.0391689679268703	0.38185962621849084	2.462894630034504	0.6579015429962287
ENSMUSG00000074115.6	Saa1	4.85980874863251	1.4970746537661466	57.24011507474891	3.899157074992427e-6	8.562260110233369e-4	0.12418457235700579	0.1542733444461491	0.2518634908431494	0.1623004157063225	0.10748527055744513	4.954466386803785	3.5221272571873454	6.404000216905135	8.13134458018044	0.315449256441362	5.188498020606022	3.9634556370748415
ENSMUSG00000030978.11	Rrm1	-0.5878017657069623	5.0856901721182854	57.03159688185879	3.976901015108019e-6	8.626480287283699e-4	43.961338614380054	37.12845156337322	42.6698730736769	42.432542017441875	44.60638728133973	26.377080480688072	26.573326072311335	30.985726713211346	26.813172081373818	32.0097982325761	26.18877956603356	27.407215498477044
