Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_CS_1	CPM_CS_2	CPM_CS_3	CPM_Sham_1	CPM_Sham_2	CPM_Sham_3
ENSMUSG00000053581.14	Zfand2a	3.298891829161926	5.539862419184331	313.2352338766031	1.3926300095049976e-7	4.5939452897681646e-5	97.96536718773116	93.37899414797393	61.945152754610326	8.753960218316761	8.513211726957987	8.466375777327574
ENSMUSG00000020130.10	Tbc1d15	2.6581047913980624	6.611341233339286	312.8388713300149	1.3993812817899617e-7	4.5939452897681646e-5	188.95228797388228	179.78696927714074	137.56559023028979	25.077285120820264	29.120759509342435	26.013883280145357
ENSMUSG00000002289.17	Angptl4	3.8664198831906886	3.7972169214213625	312.828287164229	1.3995621255811177e-7	4.5939452897681646e-5	18.709359491317436	31.160352949367624	28.09263915568466	1.696581739559097	1.6511770855812722	1.9952605335103197
ENSMUSG00000018143.11	Mafk	3.0084455796968443	6.075968777071503	312.63513163928496	1.4028675930286596e-7	4.5939452897681646e-5	133.28053534118163	134.82746887033943	91.81640344593792	15.861533423096883	14.410272746891103	14.452157377858532
ENSMUSG00000139764.1	Gm54022	3.9721327553657995	4.38230905799665	311.81141557014564	1.41707440676043e-7	4.5939452897681646e-5	39.55565950752062	49.87901895301657	28.09263915568466	2.730593095621742	2.3481024788460947	2.4050978322854126
ENSMUSG00000116564.2	Riok2	1.7880499446638198	4.735202071886208	309.5327670168463	1.4573272225868606e-7	4.638540065201015e-5	39.06594397056764	44.990119816839986	39.77729242295476	11.70541010843732	12.28733077971518	11.863711280331632
ENSMUSG00000105703.4	Gm43305	2.643120960402554	7.6327818821451485	304.54315117476165	1.550609875239387e-7	4.7779656306833794e-5	280.2174562242112	347.98959508964595	398.20874295020184	56.92081930946793	51.79763961326705	55.586879944390205
ENSMUSG00000141906.1	Gm74318	6.424081628824731	0.8034193202133106	304.0337130953574	1.560550805122795e-7	4.7779656306833794e-5	4.285010948338615	2.30666222291421	3.675011914705918	0.040155780817966794	0.032165787381453356	0.04314076829211502
ENSMUSG00000039461.13	Tcta	2.3797050222296194	6.1667451939708835	300.5032364129544	1.6316891434317633e-7	4.7779656306833794e-5	114.72699442980377	140.01235563688996	106.74024990725971	25.17767457286518	21.422414396047934	22.853822002747933
ENSMUSG00000038216.8	Pnmt	5.241115051124251	4.384416398264569	299.9119565180653	1.6439986202904748e-7	4.7779656306833794e-5	51.130754017318445	36.03904561553131	34.83016099931218	1.5459975614917216	0.7934227554091827	0.8736005579153292
ENSMUSG00000047747.11	Rnf150	-2.568141614998629	5.207278827403937	297.9010953576925	1.6867440907061398e-7	4.7779656306833794e-5	10.540013943056284	9.16541007157947	12.261818600028398	55.09373128225044	69.70326125560942	64.75429320646465
ENSMUSG00000042558.17	Adprs	2.1539890114262805	3.6733801824798435	297.36366095304066	1.6984042251140812e-7	4.7779656306833794e-5	23.172448816729865	19.494357724628944	19.75318904154431	4.507486396816772	5.060750548015328	4.454284326160876
ENSMUSG00000028278.15	Rragd	-2.3581854562878455	7.0199522098553615	296.62419328805095	1.7146136610538716e-7	4.7779656306833794e-5	39.92294616023536	41.90776587294578	45.23091587330361	185.81083678993684	216.8402946675042	248.83595150891946
ENSMUSG00000047407.18	Tgif1	3.658423658062494	4.281001107628965	296.40399136665826	1.719478091700291e-7	4.7779656306833794e-5	42.939148671923064	34.45704276353262	30.589762636189963	2.228645835397157	2.7769796439321395	3.5483281920264607
ENSMUSG00000003752.10	Itpkc	4.036513272599617	4.809567785401573	292.20740573144803	1.815587190255077e-7	4.96619833634459e-5	43.26191573036935	72.40469827147524	42.81624458319234	3.0116835613475095	3.463183108069811	3.181631661543483
ENSMUSG00000019923.15	Zwint	3.4857025708343334	7.452327073287396	288.98827049118563	1.8939200546865565e-7	5.0447666564857055e-5	361.4211961698698	364.87109649097385	238.29860912312637	24.595415751004662	31.983514586291783	29.529855895952732
ENSMUSG00000053263.5	Gm12592	4.164930509309878	3.0618236489095123	288.26363286688957	1.9121350532728753e-7	5.0447666564857055e-5	21.425054741693078	13.523572767085524	12.414944096474478	0.8733882327907777	0.9328078340621472	0.8304597896232142
ENSMUSG00000090952.5	Rab11bos1	2.8504204245784868	3.2045164971975706	286.5437037122001	1.9562574642899234e-7	5.0447666564857055e-5	16.04931373377736	15.840441460012627	16.596448037886663	2.0881006025342734	2.7662577148049885	1.8658382286339747
ENSMUSG00000029135.11	Fosl2	2.260699766120234	4.246391328934017	286.41615161486726	1.9595803304068776e-7	5.0447666564857055e-5	30.26219420398103	36.56978205620183	27.291675020428244	6.756210122622913	6.476045192799275	6.4064040913790805
ENSMUSG00000052837.8	Junb	2.9194249412762563	3.96211187933619	284.98748410401015	1.9972875170680833e-7	5.067321054173024e-5	27.52423915647116	33.28329871204973	21.684926073633317	3.5035918763676026	3.5704023993413223	3.8287431859252083
ENSMUSG00000031812.17	Map1lc3b	1.8482531542148892	8.45405559834044	280.21439424556866	2.1300606273511942e-7	5.291552202931065e-5	519.3544568372073	591.0975043267856	536.2454885541719	145.74540647881048	156.48655561077055	155.10184720222654
ENSMUSG00000049313.9	Sorl1	-2.6326033222870384	5.314720891332335	279.66237910881176	2.146122508900409e-7	5.291552202931065e-5	9.872220029029487	11.063813493977893	12.20292417831837	81.6166245125175	58.0163585070147	65.87595318205965
ENSMUSG00000019577.7	Pdk4	4.058090560500203	11.966117421030507	273.48109380906305	2.33680586027664e-7	5.681683804167064e-5	8134.0860296005385	7663.691312702218	6848.149125367638	362.10475352601554	386.5898766085607	610.8193530559836
ENSMUSG00000029321.2	Slc10a6	3.6577448796552146	3.0576518952181804	269.22857427085484	2.4804567020993814e-7	5.803414081329624e-5	11.185548059948854	17.15707609167605	17.856788662481318	1.3853744382198543	1.0721929127151117	1.1971563201061919
ENSMUSG00000104694.2	Gm43797	4.877378902522798	2.405737697137556	268.9205613833725	2.4912867771145984e-7	5.803414081329624e-5	12.921812236418527	7.705884859735525	10.035609459389237	0.37144097256619285	0.2358824407973246	0.4314076829211502
ENSMUSG00000108414.4	Snhg1	3.1684761465545046	4.66731677167956	268.83028052732914	2.494472403447027e-7	5.803414081329624e-5	58.487616970180326	40.080807740637624	38.54050956704411	4.808654752951523	5.746954012152999	4.691558551767509
ENSMUSG00000020747.19	Tmem94	-2.3444981189070346	5.580542792143643	267.96720241314523	2.5251865382807463e-7	5.803414081329624e-5	15.181181645542525	13.809353927446576	18.22193407708351	87.38901800510024	70.57173751490866	81.79489668185008
ENSMUSG00000030256.12	Bhlhe41	-3.0975090584527196	4.775814755597225	266.49910213009537	2.5785309269704945e-7	5.803414081329624e-5	5.68737816779489	4.735802085983157	6.761079612311528	44.040852612105084	43.134320878528946	59.857816005309594
ENSMUSG00000008305.20	Tle1	2.459398890630289	5.458643865006355	266.3025988121161	2.58577800950366e-7	5.803414081329624e-5	89.67359275523177	61.8307953381163	71.67451122110741	13.612809697290743	13.005700031234305	13.95603854249921
ENSMUSG00000002910.12	Arrdc2	3.5912838970009435	7.598562573398338	262.07554375677375	2.748056711893413e-7	6.089554531443808e-5	373.3858371295166	388.4072163407091	311.9284151450068	31.311470092809607	21.154366167869156	36.615727087932626
ENSMUSG00000040435.13	Ppp1r15a	3.5489303757606705	6.608255631440318	258.8384017761593	2.8810575432614634e-7	6.23797762150029e-5	217.18884063864868	184.28802255282733	137.71871572673587	12.23747420427538	18.12006022488539	15.714024850402897
ENSMUSG00000020848.8	Doc2b	7.324154191154711	4.834326511774979	258.71459820147066	2.88630290952544e-7	6.23797762150029e-5	65.93351911157912	75.10941282489235	28.95249771265111	0.4718304246111098	0.3109359446873824	0.2696298018257189
ENSMUSG00000030852.19	Tacc2	2.1789464887783554	10.663411626106926	256.87405133794266	2.9657177206844776e-7	6.331445660768593e-5	2892.694027288445	2337.802162923552	2740.192537786942	557.4726661506285	602.5295292293843	600.2175092481963
ENSMUSG00000030306.15	Tmtc1	-1.8506170812598517	5.585465755166519	254.44633217841	3.074713773157288e-7	6.465514166912554e-5	19.588621478119386	23.60756513982552	19.305591436548074	72.53137910245252	79.21361239139246	73.70600262707852
ENSMUSG00000067081.14	Asb18	-3.7072037871063284	3.9785995416013185	253.84720493294554	3.102383125903431e-7	6.465514166912554e-5	1.5693156979629737	2.9088439536749995	2.226209140639162	33.09840233920913	26.17222899937588	28.451336688649857
ENSMUSG00000015357.11	Clpx	1.6622878402403365	6.847442513225448	252.14034152404665	3.1829440696681915e-7	6.505530453051464e-5	188.68517040827157	161.4867685440205	174.79864363537123	57.16175399437573	55.08927185530244	53.602404602952916
ENSMUSG00000073375.4	Lrrc30	3.2633897630835187	7.825966905766189	251.87074531114743	3.1959077971119955e-7	6.505530453051464e-5	513.4444806980702	363.9218947797747	355.5809605164816	34.33319259936161	47.476702175025146	46.592029755484226
ENSMUSG00000032705.10	Exd2	-1.7649206952281518	4.7137184736535325	249.59235074079373	3.308158591784127e-7	6.581175885139452e-5	11.586224408364933	10.808651743655524	13.369033728176976	39.834534571423056	41.72974816287215	39.969921822644565
ENSMUSG00000033629.7	Hacd3	1.871623351436225	4.219978519120907	249.06758912338378	3.334710750923805e-7	6.581175885139452e-5	32.911110062953995	27.986140775357363	26.832298531090004	7.519169958164282	8.191553853143454	8.261457127940027
ENSMUSG00000066687.6	Zbtb16	2.530831566618756	6.81810486363599	248.8265871434703	3.346994783807641e-7	6.581175885139452e-5	233.67222041654347	187.6051253070181	155.7875243073733	34.554049393860424	32.32661631836062	32.970332167248905
ENSMUSG00000024539.18	Ptpn2	1.6690148344443243	3.7513502099484626	248.11796106462185	3.383444702745063e-7	6.581175885139452e-5	20.94646910330721	20.627275896060258	19.81208346325434	6.023367122695019	6.829868853995262	6.449544859671196
ENSMUSG00000054978.4	Kbtbd13	-3.2954140564483705	3.292218294919138	246.74885188762352	3.4552917300518476e-7	6.647070002888752e-5	1.7919136693052393	1.4289058018052627	2.2026513719551497	21.121940710250534	14.860593770231448	17.213166548553893
ENSMUSG00000031360.15	Ctps2	2.875935147379719	4.0137145172979904	245.80008190439597	3.5062071293965096e-7	6.671702392088619e-5	32.65512239591039	31.435927639715782	21.107760740875015	3.9051496845472706	4.010001493554518	3.6885356889758345
ENSMUSG00000028211.12	Trp53inp1	2.917696451340021	5.720071693760653	243.22481985112708	3.649237716347849e-7	6.869199512084457e-5	85.25502302408779	109.1275773778705	84.83152503112827	12.187279478252922	14.946369203248658	9.814524786456168
ENSMUSG00000020115.4	Tbk1	2.019594262868006	4.777712368962399	242.19878031224442	3.7082620769534893e-7	6.906046374377424e-5	49.416749637982996	45.388172147342885	37.12704344600338	10.320035670217466	10.947089638821291	11.27052571631505
ENSMUSG00000002831.16	Plin4	2.0556508843195664	8.993517549769697	241.34363678336317	3.758374184716883e-7	6.925694576595132e-5	769.5657065244811	826.4382898841125	869.1520967122916	220.74636610156796	174.03835359191694	198.17790434190337
ENSMUSG00000086841.4	2410006H16Rik	4.184152207261157	5.590044140314733	237.57140182139162	3.989859735024642e-7	7.27567547097306e-5	117.9435351156995	73.35389998267446	82.55820035312108	4.13604542425058	6.722649562723751	4.206224908481214
ENSMUSG00000020961.16	Ston2	-2.181427159061561	5.829379315026784	235.44182541178705	4.1284700483636163e-7	7.3719363713011e-5	18.197384157230225	24.393463330818417	18.999340443655914	98.95388288067467	85.26078041910569	95.21167562069786
ENSMUSG00000107997.2	Gm44243	4.879368609315332	1.467222222939588	233.38252950107122	4.2683066615865515e-7	7.3719363713011e-5	6.310652487553234	5.613558507092104	4.016599560624096	0.12046734245390038	0.2466043699244757	0.1725630731684601
ENSMUSG00000008730.18	Hipk1	1.7345670363321033	6.787480869503388	232.40463909631592	4.3367932333212907e-7	7.3719363713011e-5	176.2308139116718	179.92985985732128	153.40818967028807	55.01341972061451	50.18935024419438	47.918608380466765
ENSMUSG00000033323.15	Ctdp1	2.6926904079905247	4.441626045160467	231.51063339305827	4.400616877005162e-7	7.3719363713011e-5	47.05721114175498	35.60016740497684	30.16572279987774	5.511380917265942	5.682622437390092	6.255411402356678
ENSMUSG00000004951.11	Hspb1	3.3533191669061275	8.385913023545296	231.29171235105443	4.416425295724642e-7	7.3719363713011e-5	784.379601517309	471.45726283563357	572.2653168720267	58.74790733668542	51.42237209381676	68.70167350519317
ENSMUSG00000049800.14	Sertad2	2.4179398202143245	5.74267806708272	231.28669263470152	4.4167886082846277e-7	7.3719363713011e-5	110.41972368433093	78.67147085939261	81.45098522497251	15.982000765550783	18.570381248225736	16.069936188812846
ENSMUSG00000007812.18	Zfp655	1.7485688541152513	4.57583606624257	230.70028100272327	4.45949100590353e-7	7.3719363713011e-5	39.71147808746021	37.284234957104466	33.19289607577333	11.243618629030703	11.568961528196056	9.976302667551598
ENSMUSG00000026207.17	Speg	-1.5309146925013295	7.686886561659751	229.79640412131954	4.526332097945716e-7	7.3719363713011e-5	110.86491962701545	100.2173290566134	106.7284710229177	300.7667983265713	300.4820637884101	317.12778771533755
ENSMUSG00000072969.3	Armcx5	2.5457555969723367	3.5571274148934733	229.54652689014424	4.545032028576763e-7	7.3719363713011e-5	23.751203542219756	19.657661244835257	16.796689071700765	3.19238457502836	3.913504131410158	3.2032020456895403
ENSMUSG00000046876.17	Atxn1	-1.6541497459951575	5.027025763321009	229.4072289610612	4.555498727837972e-7	7.3719363713011e-5	15.292480631213657	14.329883898104207	17.51520101656314	48.538300063717365	48.4738415838502	51.337514267616875
ENSMUSG00000038181.17	Chpf2	2.012093817818447	4.58436278427805	229.12631425419	4.576698620345998e-7	7.3719363713011e-5	44.65315305125851	34.45704276353262	36.14939604561687	8.733882327907777	10.100057237776353	9.739028441944967
ENSMUSG00000020034.8	Tcp11l2	2.4285848143870763	6.855342379808032	229.02577584869962	4.5843160924022667e-7	7.3719363713011e-5	205.6471358245522	225.75691021521862	154.3976159550166	36.11008590055664	38.92060273155856	33.779221572726065
ENSMUSG00000071637.6	Cebpd	5.0310113038617255	7.1399539385073885	227.66300823469737	4.689156943773403e-7	7.3719363713011e-5	373.7419938836642	222.62352392125996	224.65866105508326	5.963133451468069	7.6769012550402005	11.475444365702597
ENSMUSG00000051373.6	Plpp7	-2.184481652399149	5.524035609310699	227.5822785907694	4.6954616855105855e-7	7.3719363713011e-5	17.284732474726937	14.044102737743154	18.43395399523962	68.8069304315861	71.63320849849661	85.74227698057861
ENSMUSG00000021477.10	Ctsl	2.727774714670166	8.391088044384661	227.55624942009635	4.6974967550415996e-7	7.3719363713011e-5	475.3245781057072	684.925583155327	589.7451812355638	77.80182533481066	102.97340733715933	83.40189030073137
ENSMUSG00000021891.9	Mettl6	2.171242119254226	4.170125895700451	226.83048703392882	4.754688698991445e-7	7.3719363713011e-5	35.48211663195716	26.567441443564995	26.255133198331702	6.505236492510621	6.690483775342297	6.4064040913790805
ENSMUSG00000044167.7	Foxo1	3.211173535934637	6.335616256880856	226.68171012280578	4.766520539212018e-7	7.3719363713011e-5	180.01497942449032	132.1737866669868	125.06819394342128	13.261446615133533	14.174390306093777	19.78004226193474
ENSMUSG00000046312.5	Myorg	-2.291492504326189	5.715983005160702	226.17299359424734	4.807257901846087e-7	7.3719363713011e-5	16.5835488649988	17.320379611882363	19.564726892072212	76.5469571842492	79.78187463513147	105.43603770592911
ENSMUSG00000021182.17	Ccdc88c	-1.9709648794252719	4.634338993707682	225.73411175329537	4.842754956584181e-7	7.3719363713011e-5	8.97069824509331	9.696146512249998	11.59042219253405	39.02138000985923	43.080711232893194	36.507875167202336
ENSMUSG00000033793.13	Atp6v1h	3.0964451712633854	5.599630185657029	223.98174796450334	4.987812282920116e-7	7.527296709034444e-5	93.29080978954357	104.54487234208077	62.54587585605264	8.884466505975153	10.882758064058384	10.677340152298468
ENSMUSG00000031490.7	Eif4ebp1	2.7712150377060847	7.051940679708863	222.68486767407634	5.098693017616876e-7	7.546469449364183e-5	275.60967821742634	243.59781979775863	175.1284523969474	32.83738976389235	37.623249307173275	31.244701435564306
ENSMUSG00000025139.15	Tollip	1.80791874042294	6.411765325257239	222.65117516496778	5.101614712217944e-7	7.546469449364183e-5	147.0927394629692	133.48021482863734	116.6934071762549	35.27685344858383	39.96062985689222	38.22272070681391
